"Status","Year","Function_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","EO","Male","Heterosexual / straight","860","845","25430","25560"
"In post","2021","Communications","EO","Male","LGBO","70","65","25600","25560"
"In post","2021","Communications","EO","Male","Undeclared","90","85","25260","25560"
"In post","2021","Communications","EO","Male","Unknown","680","670","25760","25560"
"In post","2021","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Female","Heterosexual / straight","415","395","57850","56130"
"In post","2021","Communications","G6/G7","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Communications","G6/G7","Female","Undeclared","35","35","56900","56780"
"In post","2021","Communications","G6/G7","Female","Unknown","170","160","57560","55490"
"In post","2021","Communications","G6/G7","Male","Heterosexual / straight","250","245","58610","56340"
"In post","2021","Communications","G6/G7","Male","LGBO","45","45","57040","56340"
"In post","2021","Communications","G6/G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Communications","G6/G7","Male","Unknown","115","115","58650","54970"
"In post","2021","Communications","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Female","Heterosexual / straight","45","45","86140","82020"
"In post","2021","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","SCS level","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","SCS level","Male","Heterosexual / straight","35","35","93110","82070"
"In post","2021","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Female","Heterosexual / straight","1160","1115","36060","35010"
"In post","2021","Communications","SEO/HEO","Female","LGBO","65","60","35360","33000"
"In post","2021","Communications","SEO/HEO","Female","Undeclared","110","105","36360","34640"
"In post","2021","Communications","SEO/HEO","Female","Unknown","450","430","35860","34980"
"In post","2021","Communications","SEO/HEO","Male","Heterosexual / straight","905","895","35470","33510"
"In post","2021","Communications","SEO/HEO","Male","LGBO","110","105","36990","36800"
"In post","2021","Communications","SEO/HEO","Male","Undeclared","100","95","35990","35230"
"In post","2021","Communications","SEO/HEO","Male","Unknown","410","405","34960","31810"
"In post","2021","Communications","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA/AO","Female","Heterosexual / straight","285","240","21470","21440"
"In post","2021","Counter Fraud","AA/AO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","AA/AO","Female","Undeclared","50","40","21800","21440"
"In post","2021","Counter Fraud","AA/AO","Female","Unknown","170","135","21460","21440"
"In post","2021","Counter Fraud","AA/AO","Male","Heterosexual / straight","190","180","21350","20580"
"In post","2021","Counter Fraud","AA/AO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","AA/AO","Male","Undeclared","30","25","[c]","[c]"
"In post","2021","Counter Fraud","AA/AO","Male","Unknown","105","100","21300","20380"
"In post","2021","Counter Fraud","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","EO","Female","Heterosexual / straight","990","895","26930","25560"
"In post","2021","Counter Fraud","EO","Female","LGBO","60","55","26690","25560"
"In post","2021","Counter Fraud","EO","Female","Undeclared","130","110","27330","26280"
"In post","2021","Counter Fraud","EO","Female","Unknown","540","495","27040","25560"
"In post","2021","Counter Fraud","EO","Male","Heterosexual / straight","955","935","26940","25560"
"In post","2021","Counter Fraud","EO","Male","LGBO","55","55","27220","25560"
"In post","2021","Counter Fraud","EO","Male","Undeclared","155","145","27400","26780"
"In post","2021","Counter Fraud","EO","Male","Unknown","530","520","26940","25560"
"In post","2021","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G6/G7","Female","Heterosexual / straight","275","265","56290","52770"
"In post","2021","Counter Fraud","G6/G7","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Counter Fraud","G6/G7","Female","Undeclared","45","45","56430","52580"
"In post","2021","Counter Fraud","G6/G7","Female","Unknown","50","45","55940","53380"
"In post","2021","Counter Fraud","G6/G7","Male","Heterosexual / straight","470","455","58010","58130"
"In post","2021","Counter Fraud","G6/G7","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Counter Fraud","G6/G7","Male","Undeclared","105","100","59070","58130"
"In post","2021","Counter Fraud","G6/G7","Male","Unknown","115","105","57790","56080"
"In post","2021","Counter Fraud","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SEO/HEO","Female","Heterosexual / straight","1240","1150","34780","32430"
"In post","2021","Counter Fraud","SEO/HEO","Female","LGBO","50","50","34700","33100"
"In post","2021","Counter Fraud","SEO/HEO","Female","Undeclared","170","155","35090","33280"
"In post","2021","Counter Fraud","SEO/HEO","Female","Unknown","410","385","34670","32150"
"In post","2021","Counter Fraud","SEO/HEO","Male","Heterosexual / straight","1420","1375","35500","35000"
"In post","2021","Counter Fraud","SEO/HEO","Male","LGBO","70","70","34580","32100"
"In post","2021","Counter Fraud","SEO/HEO","Male","Undeclared","260","250","35690","35000"
"In post","2021","Counter Fraud","SEO/HEO","Male","Unknown","595","575","35710","35000"
"In post","2021","Counter Fraud","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","AA/AO","Female","Heterosexual / straight","850","710","21120","20140"
"In post","2021","Debt","AA/AO","Female","LGBO","40","40","20980","20140"
"In post","2021","Debt","AA/AO","Female","Undeclared","150","120","21860","21440"
"In post","2021","Debt","AA/AO","Female","Unknown","905","795","20990","20140"
"In post","2021","Debt","AA/AO","Male","Heterosexual / straight","565","545","20800","20140"
"In post","2021","Debt","AA/AO","Male","LGBO","60","60","20460","20140"
"In post","2021","Debt","AA/AO","Male","Undeclared","75","70","21130","20140"
"In post","2021","Debt","AA/AO","Male","Unknown","770","740","20660","20140"
"In post","2021","Debt","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","EO","Female","Heterosexual / straight","295","260","26810","25560"
"In post","2021","Debt","EO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Debt","EO","Female","Undeclared","40","30","28140","28130"
"In post","2021","Debt","EO","Female","Unknown","180","160","26890","25560"
"In post","2021","Debt","EO","Male","Heterosexual / straight","225","220","26390","25560"
"In post","2021","Debt","EO","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Debt","EO","Male","Undeclared","35","35","27470","27230"
"In post","2021","Debt","EO","Male","Unknown","135","130","27130","25560"
"In post","2021","Debt","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Debt","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Debt","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Debt","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SEO/HEO","Female","Heterosexual / straight","110","100","33980","31810"
"In post","2021","Debt","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SEO/HEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Debt","SEO/HEO","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Debt","SEO/HEO","Male","Heterosexual / straight","70","70","34780","34970"
"In post","2021","Debt","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SEO/HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Debt","SEO/HEO","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Debt","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","AA/AO","Female","Heterosexual / straight","125","115","21660","21130"
"In post","2021","Digital, Data & Technology","AA/AO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","AA/AO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","AA/AO","Female","Unknown","55","50","21620","21590"
"In post","2021","Digital, Data & Technology","AA/AO","Male","Heterosexual / straight","130","130","22230","21580"
"In post","2021","Digital, Data & Technology","AA/AO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","AA/AO","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","AA/AO","Male","Unknown","75","75","21270","21240"
"In post","2021","Digital, Data & Technology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","EO","Female","Heterosexual / straight","550","510","27310","26670"
"In post","2021","Digital, Data & Technology","EO","Female","LGBO","45","40","26750","26410"
"In post","2021","Digital, Data & Technology","EO","Female","Undeclared","80","75","28160","26780"
"In post","2021","Digital, Data & Technology","EO","Female","Unknown","205","195","26510","26120"
"In post","2021","Digital, Data & Technology","EO","Male","Heterosexual / straight","770","755","27690","26680"
"In post","2021","Digital, Data & Technology","EO","Male","LGBO","50","45","27300","26220"
"In post","2021","Digital, Data & Technology","EO","Male","Undeclared","145","145","28370","28130"
"In post","2021","Digital, Data & Technology","EO","Male","Unknown","435","430","27250","26470"
"In post","2021","Digital, Data & Technology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","G6/G7","Female","Heterosexual / straight","820","790","56530","54700"
"In post","2021","Digital, Data & Technology","G6/G7","Female","LGBO","60","60","56800","56050"
"In post","2021","Digital, Data & Technology","G6/G7","Female","Undeclared","110","105","58420","56680"
"In post","2021","Digital, Data & Technology","G6/G7","Female","Unknown","315","300","55730","53360"
"In post","2021","Digital, Data & Technology","G6/G7","Male","Heterosexual / straight","1390","1375","58250","56360"
"In post","2021","Digital, Data & Technology","G6/G7","Male","LGBO","100","100","59180","56340"
"In post","2021","Digital, Data & Technology","G6/G7","Male","Undeclared","185","185","58300","56330"
"In post","2021","Digital, Data & Technology","G6/G7","Male","Unknown","695","680","56810","53840"
"In post","2021","Digital, Data & Technology","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS level","Female","Heterosexual / straight","60","60","87650","78020"
"In post","2021","Digital, Data & Technology","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS level","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS level","Male","Heterosexual / straight","120","120","93160","88650"
"In post","2021","Digital, Data & Technology","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS level","Male","Unknown","30","30","93280","87800"
"In post","2021","Digital, Data & Technology","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","SEO/HEO","Female","Heterosexual / straight","1485","1410","36410","36070"
"In post","2021","Digital, Data & Technology","SEO/HEO","Female","LGBO","115","110","35900","35660"
"In post","2021","Digital, Data & Technology","SEO/HEO","Female","Undeclared","220","205","36540","36760"
"In post","2021","Digital, Data & Technology","SEO/HEO","Female","Unknown","670","635","36400","36460"
"In post","2021","Digital, Data & Technology","SEO/HEO","Male","Heterosexual / straight","2395","2355","37870","38000"
"In post","2021","Digital, Data & Technology","SEO/HEO","Male","LGBO","120","120","36740","36760"
"In post","2021","Digital, Data & Technology","SEO/HEO","Male","Undeclared","415","405","38430","38450"
"In post","2021","Digital, Data & Technology","SEO/HEO","Male","Unknown","1410","1390","37340","37530"
"In post","2021","Digital, Data & Technology","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
