"Status","Year","Organisation","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leeds","EO","55","55","22090","21170"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leeds","G6/G7","45","40","52810","49050"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leeds","SEO/HEO","190","190","32510","31180"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leicester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leicestershire CC and Rutland","AA/AO","15","15","19370","19570"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leicestershire CC and Rutland","EO","10","10","22870","21530"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Leicestershire CC and Rutland","SEO/HEO","10","10","33370","31970"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Lewisham and Southwark","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Liverpool","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Liverpool","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Liverpool","SEO/HEO","25","25","33470","32750"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Manchester","AA/AO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Manchester","EO","15","15","23470","22920"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Manchester","G6/G7","20","20","53430","54720"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Manchester","SEO/HEO","35","35","33110","32030"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Medway","SEO/HEO","10","10","38770","37560"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Mid Lancashire","SEO/HEO","15","15","39980","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Milton Keynes","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Monmouthshire and Newport","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Monmouthshire and Newport","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Monmouthshire and Newport","SEO/HEO","35","35","29520","30420"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","North Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Nottingham","EO","10","10","22310","21640"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Nottingham","G6/G7","20","20","58400","58250"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Nottingham","SEO/HEO","30","30","36050","35640"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Peterborough","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Portsmouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Sheffield","G6/G7","70","70","57930","58130"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Sheffield","SEO/HEO","25","25","38790","40320"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Shropshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Shropshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Shropshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Shropshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South and West Derbyshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South Teesside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Staffordshire CC","AA/AO","65","65","19040","18880"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Staffordshire CC","EO","45","40","24530","24850"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Staffordshire CC","G6/G7","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Staffordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Staffordshire CC","SEO/HEO","30","30","36380","36310"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Stoke-on-Trent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Suffolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Suffolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Suffolk","SEO/HEO","20","20","37710","38460"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Swansea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Torbay","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tower Hamlets","AA/AO","30","30","23270","22680"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tower Hamlets","EO","115","115","27350","26410"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tower Hamlets","G6/G7","320","310","60650","58410"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tower Hamlets","SCS level","25","25","87880","84800"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tower Hamlets","SEO/HEO","535","530","37680","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tyneside","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tyneside","G6/G7","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tyneside","SEO/HEO","20","20","30740","30990"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Wakefield","SEO/HEO","15","15","31250","31080"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Walsall","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warrington","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warrington","SEO/HEO","10","10","36880","31570"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warwickshire","AA/AO","30","25","21850","21710"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warwickshire","EO","10","10","25730","26330"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warwickshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warwickshire","SEO/HEO","65","60","37290","31740"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Surrey","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Westminster","AA/AO","55","55","22630","22680"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Westminster","EO","290","285","27070","26410"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Westminster","G6/G7","690","665","59610","58130"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Westminster","SCS level","110","105","87770","80500"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Westminster","SEO/HEO","1085","1065","36690","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Westminster","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Worcestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Worcestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Worcestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Worcestershire","SEO/HEO","15","15","36250","34930"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","York","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","40","35","22160","20800"
"In post","2021","National Crime Agency","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","205","200","31420","32770"
"In post","2021","National Crime Agency","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","15","15","60570","57540"
"In post","2021","National Crime Agency","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","150","145","41920","41640"
"In post","2021","National Crime Agency","National Crime Agency","Bedford","AA/AO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Bedford","EO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Bedford","SEO/HEO","15","15","40510","37590"
"In post","2021","National Crime Agency","National Crime Agency","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Belfast","EO","45","45","32810","32780"
"In post","2021","National Crime Agency","National Crime Agency","Belfast","G6/G7","10","10","60550","55740"
"In post","2021","National Crime Agency","National Crime Agency","Belfast","SEO/HEO","50","50","42640","43710"
"In post","2021","National Crime Agency","National Crime Agency","Berkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Berkshire","EO","70","65","36870","37560"
"In post","2021","National Crime Agency","National Crime Agency","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Berkshire","SEO/HEO","35","30","44830","44260"
"In post","2021","National Crime Agency","National Crime Agency","Birmingham","AA/AO","30","25","22160","20800"
"In post","2021","National Crime Agency","National Crime Agency","Birmingham","EO","190","185","32770","32770"
"In post","2021","National Crime Agency","National Crime Agency","Birmingham","G6/G7","30","30","62910","60990"
"In post","2021","National Crime Agency","National Crime Agency","Birmingham","SEO/HEO","165","165","41830","40300"
"In post","2021","National Crime Agency","National Crime Agency","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Bridgend and Neath Port Talbot","EO","35","35","33190","34140"
"In post","2021","National Crime Agency","National Crime Agency","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Bridgend and Neath Port Talbot","SEO/HEO","25","25","42840","43710"
"In post","2021","National Crime Agency","National Crime Agency","Bromley","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Central Hampshire","EO","45","40","32380","34140"
"In post","2021","National Crime Agency","National Crime Agency","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Central Hampshire","SEO/HEO","25","20","43590","43710"
"In post","2021","National Crime Agency","National Crime Agency","Chorley and West Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Chorley and West Lancashire","EO","50","50","32570","32780"
"In post","2021","National Crime Agency","National Crime Agency","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Chorley and West Lancashire","SEO/HEO","20","20","43120","43710"
"In post","2021","National Crime Agency","National Crime Agency","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Coventry","EO","25","25","36510","37550"
"In post","2021","National Crime Agency","National Crime Agency","Coventry","SEO/HEO","10","10","46210","45610"
"In post","2021","National Crime Agency","National Crime Agency","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Devon CC","EO","25","25","33260","33120"
"In post","2021","National Crime Agency","National Crime Agency","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Devon CC","SEO/HEO","15","15","42470","42450"
"In post","2021","National Crime Agency","National Crime Agency","East Kent","AA/AO","10","5","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","East Kent","EO","45","45","32660","34210"
"In post","2021","National Crime Agency","National Crime Agency","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","East Kent","SEO/HEO","25","20","43500","43710"
"In post","2021","National Crime Agency","National Crime Agency","Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Gloucestershire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Heart of Essex","EO","10","10","30780","32770"
"In post","2021","National Crime Agency","National Crime Agency","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Hertfordshire","EO","40","40","35970","35940"
"In post","2021","National Crime Agency","National Crime Agency","Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Hertfordshire","SEO/HEO","40","40","44690","44300"
"In post","2021","National Crime Agency","National Crime Agency","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Inverclyde, East Renfrewshire and Renfrewshire","EO","30","30","33370","33040"
"In post","2021","National Crime Agency","National Crime Agency","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","25","25","41810","40210"
"In post","2021","National Crime Agency","National Crime Agency","Lambeth","AA/AO","100","95","25970","24220"
"In post","2021","National Crime Agency","National Crime Agency","Lambeth","EO","575","565","35130","36200"
"In post","2021","National Crime Agency","National Crime Agency","Lambeth","G6/G7","185","185","65800","64410"
"In post","2021","National Crime Agency","National Crime Agency","Lambeth","SCS level","25","25","113650","95000"
"In post","2021","National Crime Agency","National Crime Agency","Lambeth","SEO/HEO","680","665","45650","46730"
"In post","2021","National Crime Agency","National Crime Agency","Leicestershire CC and Rutland","AA/AO","15","15","21470","20800"
"In post","2021","National Crime Agency","National Crime Agency","Leicestershire CC and Rutland","EO","20","20","29780","28840"
"In post","2021","National Crime Agency","National Crime Agency","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Leicestershire CC and Rutland","SEO/HEO","45","45","42370","42270"
"In post","2021","National Crime Agency","National Crime Agency","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Lincolnshire","EO","10","10","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Liverpool","EO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Liverpool","SEO/HEO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Manchester","AA/AO","[c]","[c]","[c]","[c]"
