"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","SEO","Heterosexual / straight","55","55","42680","42420"
"In post","2021","Analysis","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Economics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","AO","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Economics","EO","Heterosexual / straight","50","50","27240","27680"
"In post","2021","Analysis","Economics","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","Economics","G6","Heterosexual / straight","90","90","71000","71120"
"In post","2021","Analysis","Economics","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Economics","G6","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Economics","G7","Heterosexual / straight","260","255","56000","55340"
"In post","2021","Analysis","Economics","G7","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","Economics","G7","Undeclared","35","35","56430","56100"
"In post","2021","Analysis","Economics","G7","Unknown","65","60","55720","54760"
"In post","2021","Analysis","Economics","HEO","Heterosexual / straight","330","325","34080","33880"
"In post","2021","Analysis","Economics","HEO","LGBO","40","40","33540","33880"
"In post","2021","Analysis","Economics","HEO","Undeclared","30","30","34950","34010"
"In post","2021","Analysis","Economics","HEO","Unknown","115","115","33720","33570"
"In post","2021","Analysis","Economics","SCS level","Heterosexual / straight","45","45","89500","82270"
"In post","2021","Analysis","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Economics","SEO","Heterosexual / straight","40","40","41110","41770"
"In post","2021","Analysis","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Finance","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","G6","Unknown","40","40","66470","66230"
"In post","2021","Analysis","Intelligence Analysis","G7","Heterosexual / straight","65","60","54210","53360"
"In post","2021","Analysis","Intelligence Analysis","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","G7","Unknown","70","70","53250","53360"
"In post","2021","Analysis","Intelligence Analysis","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","EO","Heterosexual / straight","105","95","24840","24240"
"In post","2021","Analysis","Operational Delivery","EO","LGBO","10","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","EO","Unknown","60","50","25090","24380"
"In post","2021","Analysis","Operational Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","HEO","Heterosexual / straight","110","105","30820","30130"
"In post","2021","Analysis","Operational Delivery","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","HEO","Unknown","55","55","30570","29540"
"In post","2021","Analysis","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SEO","Heterosexual / straight","85","85","37320","36110"
"In post","2021","Analysis","Operational Delivery","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SEO","Unknown","40","40","37340","36780"
"In post","2021","Analysis","Operational Research","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","G6","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Analysis","Operational Research","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","G7","Heterosexual / straight","180","170","52440","50000"
"In post","2021","Analysis","Operational Research","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Operational Research","G7","Unknown","30","30","55880","56350"
"In post","2021","Analysis","Operational Research","HEO","Heterosexual / straight","110","110","32410","31860"
"In post","2021","Analysis","Operational Research","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","Operational Research","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Operational Research","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Operational Research","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","SEO","Heterosexual / straight","115","110","40760","38630"
"In post","2021","Analysis","Operational Research","SEO","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","Operational Research","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Operational Research","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Other","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Other","G6","Heterosexual / straight","75","70","91890","86590"
"In post","2021","Analysis","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","G6","Undeclared","15","10","[c]","[c]"
"In post","2021","Analysis","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","G7","Heterosexual / straight","70","65","54190","53760"
"In post","2021","Analysis","Policy","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","G7","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Policy","HEO","Heterosexual / straight","60","60","35360","36300"
"In post","2021","Analysis","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","SEO","Heterosexual / straight","75","70","43550","42890"
"In post","2021","Analysis","Policy","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AO","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","EO","Heterosexual / straight","35","35","25120","24920"
"In post","2021","Analysis","Science and Engineering","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","EO","Unknown","50","50","25280","24920"
"In post","2021","Analysis","Science and Engineering","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","G6","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","G7","Heterosexual / straight","50","50","51250","48080"
"In post","2021","Analysis","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","G7","Unknown","60","55","50140","48080"
"In post","2021","Analysis","Science and Engineering","HEO","Heterosexual / straight","100","95","29630","29270"
"In post","2021","Analysis","Science and Engineering","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","HEO","Undeclared","15","10","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","HEO","Unknown","95","90","29770","29270"
"In post","2021","Analysis","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","SEO","Heterosexual / straight","80","75","37380","37320"
"In post","2021","Analysis","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","SEO","Unknown","70","70","37920","37280"
"In post","2021","Analysis","Social Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Social Research","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","G6","Unknown","5","5","[c]","[c]"
