"Status","Year","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Outside London","55","50","37940","37910"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Outside London","285","280","36270","32180"
"In post","2021","Digital, Data and Technology","East of England","Outside London","505","480","36410","33610"
"In post","2021","Digital, Data and Technology","London","London","3300","3245","49510","45450"
"In post","2021","Digital, Data and Technology","North East (England)","Outside London","700","675","39110","38180"
"In post","2021","Digital, Data and Technology","North West (England)","Outside London","1045","1015","39340","36740"
"In post","2021","Digital, Data and Technology","Northern Ireland","Outside London","20","20","33860","31810"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","20","20","34620","33300"
"In post","2021","Digital, Data and Technology","Scotland","Outside London","605","600","38820","35720"
"In post","2021","Digital, Data and Technology","South East (England)","Outside London","830","810","38490","35300"
"In post","2021","Digital, Data and Technology","South West (England)","Outside London","2155","2085","39160","38450"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Wales","Outside London","2015","1970","39610","37410"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Outside London","890","865","40850","37450"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","Outside London","915","885","40390","37370"
"In post","2021","Economics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","London","London","1770","1740","47870","43230"
"In post","2021","Economics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North West (England)","Outside London","30","30","38310","31810"
"In post","2021","Economics","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Economics","Overseas","Overseas","40","40","56400","55860"
"In post","2021","Economics","Scotland","Outside London","35","35","48040","49920"
"In post","2021","Economics","South East (England)","Outside London","25","25","48970","51710"
"In post","2021","Economics","South West (England)","Outside London","25","25","45380","48370"
"In post","2021","Economics","Wales","Outside London","175","170","39990","33330"
"In post","2021","Economics","West Midlands (England)","Outside London","10","10","51560","47390"
"In post","2021","Economics","Yorkshire and The Humber","Outside London","45","40","40780","36820"
"In post","2021","Finance","East Midlands (England)","Outside London","205","195","35490","31810"
"In post","2021","Finance","East of England","Outside London","390","365","36860","33300"
"In post","2021","Finance","London","London","2555","2500","49160","44880"
"In post","2021","Finance","North East (England)","Outside London","370","360","39000","36960"
"In post","2021","Finance","North West (England)","Outside London","650","625","38240","35360"
"In post","2021","Finance","Northern Ireland","Outside London","30","30","36710","34380"
"In post","2021","Finance","Overseas","Overseas","40","40","38300","33460"
"In post","2021","Finance","Scotland","Outside London","700","600","28080","21490"
"In post","2021","Finance","South East (England)","Outside London","905","860","37060","33300"
"In post","2021","Finance","South West (England)","Outside London","1300","1245","39710","36480"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Outside London","710","665","37880","34110"
"In post","2021","Finance","West Midlands (England)","Outside London","515","500","40910","37270"
"In post","2021","Finance","Yorkshire and The Humber","Outside London","790","730","34990","30230"
"In post","2021","Human Resources","East Midlands (England)","Outside London","370","350","37780","33830"
"In post","2021","Human Resources","East of England","Outside London","195","180","35240","32430"
"In post","2021","Human Resources","London","London","2415","2340","46800","42200"
"In post","2021","Human Resources","North East (England)","Outside London","125","120","35820","32460"
"In post","2021","Human Resources","North West (England)","Outside London","1030","975","33750","30820"
"In post","2021","Human Resources","Northern Ireland","Outside London","15","15","33730","32730"
"In post","2021","Human Resources","Overseas","Overseas","25","25","38270","33300"
"In post","2021","Human Resources","Scotland","Outside London","760","715","29350","25870"
"In post","2021","Human Resources","South East (England)","Outside London","500","475","36570","32430"
"In post","2021","Human Resources","South West (England)","Outside London","905","835","35670","32810"
"In post","2021","Human Resources","Unknown","Unknown","10","10","54130","58180"
"In post","2021","Human Resources","Wales","Outside London","800","745","35240","31040"
"In post","2021","Human Resources","West Midlands (England)","Outside London","325","310","38190","33720"
"In post","2021","Human Resources","Yorkshire and The Humber","Outside London","385","370","39390","36970"
"In post","2021","Inspector of Education and Training","East Midlands (England)","Outside London","70","65","64380","64500"
"In post","2021","Inspector of Education and Training","East of England","Outside London","90","85","65420","75500"
"In post","2021","Inspector of Education and Training","London","London","230","225","66190","64500"
"In post","2021","Inspector of Education and Training","North West (England)","Outside London","110","110","65190","64500"
"In post","2021","Inspector of Education and Training","South West (England)","Outside London","75","70","66220","70500"
"In post","2021","Inspector of Education and Training","Wales","Outside London","65","60","74480","74730"
"In post","2021","Inspector of Education and Training","West Midlands (England)","Outside London","100","100","65740","64500"
"In post","2021","Inspector of Education and Training","Yorkshire and The Humber","Outside London","115","115","66660","70500"
"In post","2021","Intelligence Analysis","East Midlands (England)","Outside London","130","125","29780","27380"
"In post","2021","Intelligence Analysis","East of England","Outside London","420","410","32440","33300"
"In post","2021","Intelligence Analysis","London","London","1420","1360","40670","36620"
"In post","2021","Intelligence Analysis","North East (England)","Outside London","70","70","33180","31810"
"In post","2021","Intelligence Analysis","North West (England)","Outside London","365","350","28420","26410"
"In post","2021","Intelligence Analysis","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Overseas","70","70","43800","40560"
"In post","2021","Intelligence Analysis","Scotland","Outside London","60","60","31530","30900"
"In post","2021","Intelligence Analysis","South East (England)","Outside London","390","370","28810","27370"
"In post","2021","Intelligence Analysis","South West (England)","Outside London","55","50","31250","27380"
"In post","2021","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Wales","Outside London","40","40","30030","27380"
"In post","2021","Intelligence Analysis","West Midlands (England)","Outside London","90","85","31510","28570"
"In post","2021","Intelligence Analysis","Yorkshire and The Humber","Outside London","275","265","33100","28970"
"In post","2021","Internal Audit","East Midlands (England)","Outside London","30","30","39600","38630"
"In post","2021","Internal Audit","East of England","Outside London","25","25","38850","34610"
"In post","2021","Internal Audit","London","London","210","200","53870","51710"
"In post","2021","Internal Audit","North East (England)","Outside London","45","45","42940","41280"
"In post","2021","Internal Audit","North West (England)","Outside London","65","60","42020","40580"
"In post","2021","Internal Audit","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scotland","Outside London","65","65","39980","36460"
"In post","2021","Internal Audit","South East (England)","Outside London","70","70","37520","34980"
"In post","2021","Internal Audit","South West (England)","Outside London","95","90","43860","42160"
"In post","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wales","Outside London","50","45","45550","43540"
"In post","2021","Internal Audit","West Midlands (England)","Outside London","55","50","50670","45390"
"In post","2021","Internal Audit","Yorkshire and The Humber","Outside London","55","55","46870","45390"
"In post","2021","International Trade","East Midlands (England)","Outside London","20","20","34900","31810"
"In post","2021","International Trade","East of England","Outside London","5","5","[c]","[c]"
"In post","2021","International Trade","London","London","1075","1060","47360","42470"
"In post","2021","International Trade","North East (England)","Outside London","10","10","39220","36790"
"In post","2021","International Trade","North West (England)","Outside London","50","50","36090","31810"
"In post","2021","International Trade","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","International Trade","Overseas","Overseas","155","155","56610","54470"
"In post","2021","International Trade","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","International Trade","South East (England)","Outside London","65","65","42970","38540"
"In post","2021","International Trade","South West (England)","Outside London","15","15","38290","31810"
"In post","2021","International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","West Midlands (England)","Outside London","25","25","36220","31800"
"In post","2021","International Trade","Yorkshire and The Humber","Outside London","30","30","39250","38630"
"In post","2021","Knowledge and Information Management","East Midlands (England)","Outside London","75","70","35460","33350"
"In post","2021","Knowledge and Information Management","East of England","Outside London","160","150","35910","33300"
"In post","2021","Knowledge and Information Management","London","London","745","715","41410","37560"
"In post","2021","Knowledge and Information Management","North East (England)","Outside London","30","30","35760","32860"
"In post","2021","Knowledge and Information Management","North West (England)","Outside London","130","125","34250","33300"
"In post","2021","Knowledge and Information Management","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Knowledge and Information Management","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scotland","Outside London","50","45","32210","29040"
"In post","2021","Knowledge and Information Management","South East (England)","Outside London","260","250","33020","31870"
"In post","2021","Knowledge and Information Management","South West (England)","Outside London","530","510","36190","33300"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Knowledge and Information Management","Wales","Outside London","165","160","33250","29540"
"In post","2021","Knowledge and Information Management","West Midlands (England)","Outside London","120","115","32390","27190"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","Outside London","100","95","35610","32050"
"In post","2021","Legal","East Midlands (England)","Outside London","510","465","42390","41870"
"In post","2021","Legal","East of England","Outside London","675","620","38800","33840"
"In post","2021","Legal","London","London","4765","4495","54800","52760"
"In post","2021","Legal","North East (England)","Outside London","425","400","41060","38630"
"In post","2021","Legal","North West (England)","Outside London","1215","1145","42510","39450"
"In post","2021","Legal","Northern Ireland","Outside London","165","155","29460","26540"
"In post","2021","Legal","Overseas","Overseas","15","15","64020","70740"
"In post","2021","Legal","Scotland","Outside London","895","840","48440","51500"
"In post","2021","Legal","South East (England)","Outside London","790","725","45580","45100"
"In post","2021","Legal","South West (England)","Outside London","535","495","43460","42840"
"In post","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Wales","Outside London","660","610","45580","48080"
"In post","2021","Legal","West Midlands (England)","Outside London","645","605","44340","45540"
"In post","2021","Legal","Yorkshire and The Humber","Outside London","850","785","45610","48080"
"In post","2021","Medicine","East Midlands (England)","Outside London","190","175","45990","37890"
"In post","2021","Medicine","East of England","Outside London","170","150","58520","37890"
"In post","2021","Medicine","London","London","390","350","80000","79540"
"In post","2021","Medicine","North East (England)","Outside London","25","20","76560","86460"
"In post","2021","Medicine","North West (England)","Outside London","75","65","74420","74070"
"In post","2021","Medicine","Northern Ireland","Outside London","40","30","44050","38640"
"In post","2021","Medicine","Overseas","Overseas","55","55","53580","51960"
"In post","2021","Medicine","Scotland","Outside London","100","90","46260","37890"
"In post","2021","Medicine","South East (England)","Outside London","405","360","50410","38490"
"In post","2021","Medicine","South West (England)","Outside London","430","375","46940","37890"
"In post","2021","Medicine","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","Medicine","Wales","Outside London","275","255","51070","44500"
"In post","2021","Medicine","West Midlands (England)","Outside London","170","155","60610","44500"
"In post","2021","Medicine","Yorkshire and The Humber","Outside London","170","155","52520","37890"
"In post","2021","Operational Delivery","East Midlands (England)","Outside London","10100","9340","27260","25480"
"In post","2021","Operational Delivery","East of England","Outside London","10200","9460","28320","26750"
"In post","2021","Operational Delivery","London","London","25900","24515","34570","30670"
"In post","2021","Operational Delivery","North East (England)","Outside London","13705","12040","25740","22350"
"In post","2021","Operational Delivery","North West (England)","Outside London","26130","23990","27310","25040"
"In post","2021","Operational Delivery","Northern Ireland","Outside London","1695","1545","26350","24890"
"In post","2021","Operational Delivery","Overseas","Overseas","290","285","48380","46000"
"In post","2021","Operational Delivery","Scotland","Outside London","14305","13125","28060","25560"
"In post","2021","Operational Delivery","South East (England)","Outside London","17940","16380","28700","27230"
"In post","2021","Operational Delivery","South West (England)","Outside London","10430","9640","29260","26740"
"In post","2021","Operational Delivery","Unknown","Unknown","150","140","38770","40370"
"In post","2021","Operational Delivery","Wales","Outside London","16630","15030","26650","23320"
"In post","2021","Operational Delivery","West Midlands (England)","Outside London","13570","12675","27740","25300"
"In post","2021","Operational Delivery","Yorkshire and The Humber","Outside London","15070","13860","27800","25500"
"In post","2021","Operational Research","East Midlands (England)","Outside London","30","30","41870","44260"
"In post","2021","Operational Research","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","London","395","385","48940","45390"
"In post","2021","Operational Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North West (England)","Outside London","90","85","42410","38630"
"In post","2021","Operational Research","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South East (England)","Outside London","460","445","41890","46080"
"In post","2021","Operational Research","South West (England)","Outside London","105","100","42990","46080"
"In post","2021","Operational Research","Wales","Outside London","20","20","34170","34030"
"In post","2021","Operational Research","West Midlands (England)","Outside London","25","25","43270","42240"
"In post","2021","Operational Research","Yorkshire and The Humber","Outside London","45","45","40640","39260"
"In post","2021","Other","East Midlands (England)","Outside London","840","810","25280","21130"
"In post","2021","Other","East of England","Outside London","1180","1120","24690","21130"
"In post","2021","Other","London","London","4185","4015","40540","33520"
"In post","2021","Other","North East (England)","Outside London","215","205","27780","21580"
"In post","2021","Other","North West (England)","Outside London","825","780","27940","24060"
"In post","2021","Other","Northern Ireland","Outside London","325","310","23440","21880"
"In post","2021","Other","Overseas","Overseas","375","370","50430","46620"
"In post","2021","Other","Scotland","Outside London","2010","1905","29340","25560"
"In post","2021","Other","South East (England)","Outside London","2860","2760","28000","22840"
"In post","2021","Other","South West (England)","Outside London","4480","4270","30420","26670"
"In post","2021","Other","Unknown","Unknown","1860","1860","37500","34310"
"In post","2021","Other","Wales","Outside London","1105","1050","35590","34490"
"In post","2021","Other","West Midlands (England)","Outside London","1175","1125","26060","22080"
"In post","2021","Other","Yorkshire and The Humber","Outside London","1235","1190","25620","22500"
"In post","2021","Planning","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","London","100","95","47150","42620"
"In post","2021","Planning","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Planning","South West (England)","Outside London","40","40","47420","40720"
"In post","2021","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","Outside London","30","25","42200","37410"
"In post","2021","Planning","West Midlands (England)","Outside London","10","10","46540","40980"
"In post","2021","Planning","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Planning Inspectors","South West (England)","Outside London","325","285","57780","58810"
"In post","2021","Planning Inspectors","Wales","Outside London","20","20","60170","58810"
"In post","2021","Policy","East Midlands (England)","Outside London","250","235","41280","36960"
"In post","2021","Policy","East of England","Outside London","200","195","43270","40440"
"In post","2021","Policy","London","London","19690","19215","49190","48200"
"In post","2021","Policy","North East (England)","Outside London","360","340","40380","37100"
"In post","2021","Policy","North West (England)","Outside London","985","950","40860","37100"
"In post","2021","Policy","Northern Ireland","Outside London","80","80","40760","37910"
"In post","2021","Policy","Overseas","Overseas","1750","1745","52720","54020"
"In post","2021","Policy","Scotland","Outside London","415","395","43320","38630"
"In post","2021","Policy","South East (England)","Outside London","455","440","39750","36850"
"In post","2021","Policy","South West (England)","Outside London","770","730","40970","36970"
"In post","2021","Policy","Unknown","Unknown","15","15","52720","51170"
"In post","2021","Policy","Wales","Outside London","1955","1860","41850","37410"
"In post","2021","Policy","West Midlands (England)","Outside London","610","590","41080","36700"
"In post","2021","Policy","Yorkshire and The Humber","Outside London","1565","1505","42000","37100"
"In post","2021","Project Delivery","East Midlands (England)","Outside London","360","350","39190","36120"
"In post","2021","Project Delivery","East of England","Outside London","595","575","39260","37640"
"In post","2021","Project Delivery","London","London","3650","3565","50210","44650"
"In post","2021","Project Delivery","North East (England)","Outside London","880","840","40450","38630"
"In post","2021","Project Delivery","North West (England)","Outside London","1365","1320","39990","38630"
"In post","2021","Project Delivery","Northern Ireland","Outside London","70","70","38680","34050"
"In post","2021","Project Delivery","Overseas","Overseas","160","160","46490","45200"
"In post","2021","Project Delivery","Scotland","Outside London","660","640","39760","37660"
"In post","2021","Project Delivery","South East (England)","Outside London","1705","1660","39390","37320"
"In post","2021","Project Delivery","South West (England)","Outside London","4745","4595","40490","39700"
"In post","2021","Project Delivery","Unknown","Unknown","30","30","43320","39540"
"In post","2021","Project Delivery","Wales","Outside London","530","510","41380","38650"
"In post","2021","Project Delivery","West Midlands (England)","Outside London","735","710","39970","38630"
"In post","2021","Project Delivery","Yorkshire and The Humber","Outside London","525","515","38890","37070"
"In post","2021","Property","East Midlands (England)","Outside London","475","450","33780","31810"
"In post","2021","Property","East of England","Outside London","505","485","32760","33250"
"In post","2021","Property","London","London","1110","1070","44210","37490"
"In post","2021","Property","North East (England)","Outside London","290","265","34640","31100"
"In post","2021","Property","North West (England)","Outside London","525","495","36230","31900"
"In post","2021","Property","Northern Ireland","Outside London","105","100","28950","27680"
"In post","2021","Property","Overseas","Overseas","195","195","39120","36460"
"In post","2021","Property","Scotland","Outside London","355","345","32600","33000"
"In post","2021","Property","South East (England)","Outside London","980","950","35010","33300"
"In post","2021","Property","South West (England)","Outside London","885","850","35130","33300"
"In post","2021","Property","Unknown","Unknown","15","15","47630","50400"
"In post","2021","Property","Wales","Outside London","415","395","34610","32100"
"In post","2021","Property","West Midlands (England)","Outside London","515","485","35270","32510"
"In post","2021","Property","Yorkshire and The Humber","Outside London","590","555","36310","33250"
"In post","2021","Psychology","East Midlands (England)","Outside London","180","170","34590","30450"
"In post","2021","Psychology","East of England","Outside London","175","165","35190","30810"
"In post","2021","Psychology","London","London","65","60","41850","39080"
"In post","2021","Psychology","North East (England)","Outside London","95","90","37800","38150"
"In post","2021","Psychology","North West (England)","Outside London","155","150","35230","30450"
"In post","2021","Psychology","Scotland","Outside London","70","65","38790","33650"
"In post","2021","Psychology","South East (England)","Outside London","235","220","35900","31180"
"In post","2021","Psychology","South West (England)","Outside London","105","95","37790","31180"
"In post","2021","Psychology","Wales","Outside London","50","50","34990","30340"
"In post","2021","Psychology","West Midlands (England)","Outside London","120","115","32480","29400"
"In post","2021","Psychology","Yorkshire and The Humber","Outside London","175","170","33890","30450"
"In post","2021","Science and Engineering","East Midlands (England)","Outside London","545","515","39560","37640"
"In post","2021","Science and Engineering","East of England","Outside London","920","870","36770","33170"
"In post","2021","Science and Engineering","London","London","1425","1345","46580","41460"
"In post","2021","Science and Engineering","North East (England)","Outside London","65","60","33490","28590"
"In post","2021","Science and Engineering","North West (England)","Outside London","495","465","35880","33500"
"In post","2021","Science and Engineering","Northern Ireland","Outside London","45","45","28640","23870"
"In post","2021","Science and Engineering","Overseas","Overseas","125","125","44240","42350"
"In post","2021","Science and Engineering","Scotland","Outside London","455","445","35860","33300"
"In post","2021","Science and Engineering","South East (England)","Outside London","2040","1955","38330","37320"
"In post","2021","Science and Engineering","South West (England)","Outside London","6375","6175","38210","37360"
"In post","2021","Science and Engineering","Unknown","Unknown","75","75","27510","27370"
"In post","2021","Science and Engineering","Wales","Outside London","740","700","40160","37410"
"In post","2021","Science and Engineering","West Midlands (England)","Outside London","350","325","34130","30980"
"In post","2021","Science and Engineering","Yorkshire and The Humber","Outside London","440","415","36270","31710"
"In post","2021","Security","East Midlands (England)","Outside London","160","155","29300","26670"
"In post","2021","Security","East of England","Outside London","550","540","33200","28890"
"In post","2021","Security","London","London","1230","1210","38900","35430"
"In post","2021","Security","North East (England)","Outside London","95","90","33690","31810"
"In post","2021","Security","North West (England)","Outside London","305","300","29190","25040"
"In post","2021","Security","Northern Ireland","Outside London","390","385","21450","20310"
"In post","2021","Security","Overseas","Overseas","75","75","37120","34350"
"In post","2021","Security","Scotland","Outside London","1365","1325","30620","28210"
"In post","2021","Security","South East (England)","Outside London","1795","1770","31790","28750"
"In post","2021","Security","South West (England)","Outside London","1165","1135","27810","21580"
"In post","2021","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Security","Wales","Outside London","315","305","27600","25390"
"In post","2021","Security","West Midlands (England)","Outside London","370","365","30500","26750"
"In post","2021","Security","Yorkshire and The Humber","Outside London","490","480","33020","35140"
"In post","2021","Social Research","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","London","460","445","47420","43360"
"In post","2021","Social Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","North West (England)","Outside London","40","35","40370","38630"
"In post","2021","Social Research","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Social Research","South East (England)","Outside London","215","200","37540","37020"
"In post","2021","Social Research","South West (England)","Outside London","15","15","40420","37270"
"In post","2021","Social Research","Wales","Outside London","400","385","40510","38520"
"In post","2021","Social Research","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Social Research","Yorkshire and The Humber","Outside London","15","15","38950","39360"
"In post","2021","Statistics","East Midlands (England)","Outside London","10","10","37900","39620"
"In post","2021","Statistics","East of England","Outside London","30","25","41530","38630"
"In post","2021","Statistics","London","London","920","890","46770","42490"
"In post","2021","Statistics","North East (England)","Outside London","15","15","44960","51000"
"In post","2021","Statistics","North West (England)","Outside London","125","120","38730","38630"
"In post","2021","Statistics","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Statistics","Scotland","Outside London","55","55","42740","41060"
"In post","2021","Statistics","South East (England)","Outside London","185","180","40260","37020"
"In post","2021","Statistics","South West (England)","Outside London","175","165","39670","36680"
"In post","2021","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Wales","Outside London","390","375","40770","37020"
"In post","2021","Statistics","West Midlands (England)","Outside London","20","20","43450","40770"
"In post","2021","Statistics","Yorkshire and The Humber","Outside London","100","95","38190","34090"
"In post","2021","Tax","East Midlands (England)","Outside London","1380","1310","32930","31810"
"In post","2021","Tax","East of England","Outside London","265","235","34210","31810"
"In post","2021","Tax","London","London","2295","2175","43140","36930"
"In post","2021","Tax","North East (England)","Outside London","2155","2055","29010","25560"
"In post","2021","Tax","North West (England)","Outside London","3290","3095","31910","31810"
"In post","2021","Tax","Northern Ireland","Outside London","630","595","32800","31810"
"In post","2021","Tax","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Tax","Scotland","Outside London","2080","1940","31160","31810"
"In post","2021","Tax","South East (England)","Outside London","585","535","33330","31810"
"In post","2021","Tax","South West (England)","Outside London","565","530","39780","32020"
"In post","2021","Tax","Wales","Outside London","1660","1580","30100","25560"
"In post","2021","Tax","West Midlands (England)","Outside London","1310","1240","34310","31810"
"In post","2021","Tax","Yorkshire and The Humber","Outside London","1580","1505","31530","28130"
"In post","2021","Unknown","East Midlands (England)","Outside London","4870","4340","26440","27570"
"In post","2021","Unknown","East of England","Outside London","4920","4435","28900","27570"
"In post","2021","Unknown","London","London","18135","17375","40820","31880"
"In post","2021","Unknown","North East (England)","Outside London","10635","9485","27170","27570"
"In post","2021","Unknown","North West (England)","Outside London","19385","17555","27490","27570"
"In post","2021","Unknown","Northern Ireland","Outside London","140","135","27690","25560"
"In post","2021","Unknown","Overseas","Overseas","300","295","46840","34770"
"In post","2021","Unknown","Scotland","Outside London","22050","20450","33880","27570"
"In post","2021","Unknown","South East (England)","Outside London","7220","6560","28210","27570"
"In post","2021","Unknown","South West (England)","Outside London","6730","5955","28200","27570"
"In post","2021","Unknown","Unknown","Unknown","1530","1460","32850","29250"
"In post","2021","Unknown","Wales","Outside London","6080","5475","26020","27570"
"In post","2021","Unknown","West Midlands (England)","Outside London","8195","7250","26680","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Outside London","10450","9370","29920","27570"
"In post","2021","Veterinarian","East Midlands (England)","Outside London","20","20","43420","37930"
"In post","2021","Veterinarian","East of England","Outside London","20","20","44730","44100"
"In post","2021","Veterinarian","London","London","45","45","52900","52130"
"In post","2021","Veterinarian","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","North West (England)","Outside London","35","30","45840","49020"
"In post","2021","Veterinarian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Scotland","Outside London","40","40","43160","37480"
"In post","2021","Veterinarian","South East (England)","Outside London","45","45","52530","54030"
"In post","2021","Veterinarian","South West (England)","Outside London","80","75","44290","38260"
"In post","2021","Veterinarian","Wales","Outside London","80","75","44960","37910"
"In post","2021","Veterinarian","West Midlands (England)","Outside London","50","45","44520","41320"
