"Status","Year","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Ministry of Justice","Male","23190","22415","31230","28960"
"In post","2021","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","Female","745","700","40990","39840"
"In post","2021","Declared non-disabled","National Crime Agency","Male","1010","1000","44990","43510"
"In post","2021","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Female","45","45","43980","36700"
"In post","2021","Declared non-disabled","Northern Ireland Office","Male","35","35","47750","43490"
"In post","2021","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education","Female","975","930","49500","51360"
"In post","2021","Declared non-disabled","Office for Standards in Education","Male","500","495","52340","51360"
"In post","2021","Declared non-disabled","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Female","470","455","43580","37620"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Male","550","550","45950","39380"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","95","90","41270","38000"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","60","60","49450","45440"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Female","120","115","50290","49580"
"In post","2021","Declared non-disabled","Office of Rail and Road","Male","170","165","57750","58900"
"In post","2021","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Female","195","185","41120","37300"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Male","170","165","49670","41700"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Female","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","Female","5530","5155","38510","33620"
"In post","2021","Declared non-disabled","Scottish Government","Male","4300","4210","40110","35110"
"In post","2021","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","Female","195","185","35270","33930"
"In post","2021","Declared non-disabled","The National Archives","Male","145","140","36700","34770"
"In post","2021","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Female","150","145","49280","43000"
"In post","2021","Declared non-disabled","UK Export Finance","Male","230","230","57080","51250"
"In post","2021","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Female","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Female","1510","1310","32970","29540"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Male","1080","980","36270","33020"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Female","90","85","56760","49710"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Male","80","75","57460","52060"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Female","2955","2730","40000","37410"
"In post","2021","Declared non-disabled","Welsh Government","Male","1970","1925","43220","37410"
"In post","2021","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Female","85","80","54330","52730"
"In post","2021","Undeclared","Attorney General's Departments","Male","55","55","54320","64720"
"In post","2021","Undeclared","Cabinet Office","Female","140","135","42530","36200"
"In post","2021","Undeclared","Cabinet Office","Male","145","140","46710","40600"
"In post","2021","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Female","185","175","43060","40050"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Male","230","225","46720","42990"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Female","35","35","45200","42020"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Male","40","40","46850","51590"
"In post","2021","Undeclared","Department for Education","Female","205","195","43470","37100"
"In post","2021","Undeclared","Department for Education","Male","165","160","44960","40300"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Female","225","210","35970","32650"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Male","200","195","37820","33840"
"In post","2021","Undeclared","Department for International Trade","Female","30","30","43810","38540"
"In post","2021","Undeclared","Department for International Trade","Male","40","40","49910","51970"
"In post","2021","Undeclared","Department for Transport","Female","640","590","33790","30540"
"In post","2021","Undeclared","Department for Transport","Male","905","875","36700","32740"
"In post","2021","Undeclared","Department for Work and Pensions","Female","2480","2225","27430","27570"
"In post","2021","Undeclared","Department for Work and Pensions","Male","1720","1665","29110","27570"
"In post","2021","Undeclared","Department of Health and Social Care","Female","380","325","44050","40070"
"In post","2021","Undeclared","Department of Health and Social Care","Male","175","165","53570","48320"
"In post","2021","Undeclared","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Female","225","220","38340","37350"
"In post","2021","Undeclared","Food Standards Agency","Male","205","205","39040","37350"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Female","135","130","45250","39170"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Male","210","205","50710","46650"
"In post","2021","Undeclared","HM Land Registry","Female","115","100","31200","27130"
"In post","2021","Undeclared","HM Land Registry","Male","115","105","33670","33840"
"In post","2021","Undeclared","HM Revenue and Customs","Female","1440","1255","31680","28130"
"In post","2021","Undeclared","HM Revenue and Customs","Male","1835","1750","34870","31810"
"In post","2021","Undeclared","HM Treasury","Female","170","170","41480","36060"
"In post","2021","Undeclared","HM Treasury","Male","215","215","46750","43250"
"In post","2021","Undeclared","Home Office","Female","810","725","32230","28670"
"In post","2021","Undeclared","Home Office","Male","995","955","32940","29080"
"In post","2021","Undeclared","Ministry of Defence","Female","1385","1315","32290","29290"
"In post","2021","Undeclared","Ministry of Defence","Male","2805","2750","35380","33300"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Female","75","70","44890","42980"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Male","90","90","45300","43500"
"In post","2021","Undeclared","Ministry of Justice","Female","3945","3550","29290","26560"
"In post","2021","Undeclared","Ministry of Justice","Male","5150","4820","32050","31650"
"In post","2021","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Female","180","170","37530","33620"
"In post","2021","Undeclared","Scottish Government","Male","130","125","41220","36780"
"In post","2021","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Female","75","60","27770","23050"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Male","50","40","30930","29540"
"In post","2021","Undeclared","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Female","85","80","41130","37410"
"In post","2021","Undeclared","Welsh Government","Male","95","90","43350","45380"
"In post","2021","Unknown","Attorney General's Departments","Female","1335","1250","40530","38000"
"In post","2021","Unknown","Attorney General's Departments","Male","665","655","44340","48080"
"In post","2021","Unknown","Cabinet Office","Female","2125","2090","42310","32000"
"In post","2021","Unknown","Cabinet Office","Male","1845","1835","47370","34550"
"In post","2021","Unknown","Chancellor's other departments","Female","20","15","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","Male","30","25","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Female","115","105","33160","29160"
"In post","2021","Unknown","Charity Commission","Male","80","80","36420","30370"
"In post","2021","Unknown","Competition and Markets Authority","Female","40","35","68040","62980"
"In post","2021","Unknown","Competition and Markets Authority","Male","40","40","76960","79980"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Female","1455","1360","34310","30990"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Male","1450","1430","36970","33880"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Female","135","130","47880","51730"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Male","125","125","49100","47930"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Female","745","725","39650","36500"
"In post","2021","Unknown","Department for Education","Male","515","515","39430","36500"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Female","655","605","39420","36520"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Male","565","550","40850","36590"
"In post","2021","Unknown","Department for International Trade","Female","495","490","42690","38540"
