"Status","Year","Region_ITL1","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","Outer London - South","London","G6/G7","1590","1540","63460","61030"
"In post","2021","London","Outer London - South","London","SCS level","75","75","91460","82690"
"In post","2021","London","Outer London - South","London","SEO/HEO","3665","3535","39290","37450"
"In post","2021","London","Outer London - South","London","Unknown","180","170","33900","32090"
"In post","2021","London","Outer London - West and North West","London","AA/AO","2060","1890","25600","25110"
"In post","2021","London","Outer London - West and North West","London","EO","4020","3675","29930","30410"
"In post","2021","London","Outer London - West and North West","London","G6/G7","560","540","59290","57680"
"In post","2021","London","Outer London - West and North West","London","SCS level","60","55","111920","101920"
"In post","2021","London","Outer London - West and North West","London","SEO/HEO","2105","2010","38140","36800"
"In post","2021","London","Outer London - West and North West","London","Unknown","255","250","32450","29210"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Outside London","AA/AO","9005","7580","20710","21010"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Outside London","EO","5535","5040","26510","27370"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Outside London","G6/G7","1675","1625","54480","52580"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Outside London","SCS level","95","90","89060","79460"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Outside London","SEO/HEO","4715","4465","34330","32000"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Outside London","Unknown","345","325","29270","28200"
"In post","2021","North East (England)","Tees Valley and Durham","Outside London","AA/AO","4680","4155","22940","21430"
"In post","2021","North East (England)","Tees Valley and Durham","Outside London","EO","2370","2145","27520","27570"
"In post","2021","North East (England)","Tees Valley and Durham","Outside London","G6/G7","365","350","56270","52280"
"In post","2021","North East (England)","Tees Valley and Durham","Outside London","SCS level","25","25","79360","75410"
"In post","2021","North East (England)","Tees Valley and Durham","Outside London","SEO/HEO","1440","1365","36220","35560"
"In post","2021","North East (England)","Tees Valley and Durham","Outside London","Unknown","365","340","29480","28200"
"In post","2021","North West (England)","Cheshire","Outside London","AA/AO","1210","1110","23160","21010"
"In post","2021","North West (England)","Cheshire","Outside London","EO","1435","1365","29550","27570"
"In post","2021","North West (England)","Cheshire","Outside London","G6/G7","205","200","57000","55740"
"In post","2021","North West (England)","Cheshire","Outside London","SCS level","10","10","84340","76720"
"In post","2021","North West (England)","Cheshire","Outside London","SEO/HEO","845","815","39430","38310"
"In post","2021","North West (England)","Cheshire","Outside London","Unknown","195","180","29400","28970"
"In post","2021","North West (England)","Cumbria","Outside London","AA/AO","925","825","21950","21050"
"In post","2021","North West (England)","Cumbria","Outside London","EO","575","525","26150","26330"
"In post","2021","North West (England)","Cumbria","Outside London","G6/G7","75","75","53860","52920"
"In post","2021","North West (England)","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cumbria","Outside London","SEO/HEO","320","300","34880","33580"
"In post","2021","North West (England)","Cumbria","Outside London","Unknown","240","230","37820","34830"
"In post","2021","North West (England)","Greater Manchester","Outside London","AA/AO","5710","5165","21290","21010"
"In post","2021","North West (England)","Greater Manchester","Outside London","EO","5800","5455","26560","27280"
"In post","2021","North West (England)","Greater Manchester","Outside London","G6/G7","2090","2030","56690","52580"
"In post","2021","North West (England)","Greater Manchester","Outside London","SCS level","140","135","86860","81150"
"In post","2021","North West (England)","Greater Manchester","Outside London","SEO/HEO","5220","5015","34740","32540"
"In post","2021","North West (England)","Greater Manchester","Outside London","Unknown","755","705","29800","30210"
"In post","2021","North West (England)","Lancashire","Outside London","AA/AO","6095","5420","21870","21010"
"In post","2021","North West (England)","Lancashire","Outside London","EO","4380","3965","27480","27570"
"In post","2021","North West (England)","Lancashire","Outside London","G6/G7","770","735","56590","53330"
"In post","2021","North West (England)","Lancashire","Outside London","SCS level","45","45","82080","75500"
"In post","2021","North West (England)","Lancashire","Outside London","SEO/HEO","2385","2255","35520","34290"
"In post","2021","North West (England)","Lancashire","Outside London","Unknown","430","395","29630","30210"
"In post","2021","North West (England)","Merseyside","Outside London","AA/AO","7170","6280","21110","21020"
"In post","2021","North West (England)","Merseyside","Outside London","EO","6190","5640","26260","26160"
"In post","2021","North West (England)","Merseyside","Outside London","G6/G7","1420","1370","55710","52600"
"In post","2021","North West (England)","Merseyside","Outside London","SCS level","85","85","90770","84660"
"In post","2021","North West (England)","Merseyside","Outside London","SEO/HEO","4205","4010","34660","32740"
"In post","2021","North West (England)","Merseyside","Outside London","Unknown","410","375","29440","28200"
"In post","2021","Northern Ireland","Northern Ireland","Outside London","AA/AO","1685","1560","20770","20310"
"In post","2021","Northern Ireland","Northern Ireland","Outside London","EO","980","920","26560","25560"
"In post","2021","Northern Ireland","Northern Ireland","Outside London","G6/G7","235","225","55880","52580"
"In post","2021","Northern Ireland","Northern Ireland","Outside London","SCS level","15","15","80880","74780"
"In post","2021","Northern Ireland","Northern Ireland","Outside London","SEO/HEO","900","865","34840","32060"
"In post","2021","Northern Ireland","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Overseas","AA/AO","55","55","22460","23000"
"In post","2021","Overseas","Overseas","Overseas","EO","280","275","28020","27370"
"In post","2021","Overseas","Overseas","Overseas","G6/G7","1335","1330","59920","58030"
"In post","2021","Overseas","Overseas","Overseas","SCS level","285","285","85970","77460"
"In post","2021","Overseas","Overseas","Overseas","SEO/HEO","1545","1540","39920","36960"
"In post","2021","Overseas","Overseas","Overseas","Unknown","255","255","39460","36710"
"In post","2021","Scotland","Eastern Scotland","Outside London","AA/AO","6245","5780","22020","21010"
"In post","2021","Scotland","Eastern Scotland","Outside London","EO","5190","4855","28820","27570"
"In post","2021","Scotland","Eastern Scotland","Outside London","G6/G7","2565","2445","61770","61010"
"In post","2021","Scotland","Eastern Scotland","Outside London","SCS level","215","210","90690","83230"
"In post","2021","Scotland","Eastern Scotland","Outside London","SEO/HEO","5590","5330","38330","37580"
"In post","2021","Scotland","Eastern Scotland","Outside London","Unknown","30","30","40730","40970"
"In post","2021","Scotland","Highlands and Islands","Outside London","AA/AO","840","775","22340","21130"
"In post","2021","Scotland","Highlands and Islands","Outside London","EO","685","640","28850","27570"
"In post","2021","Scotland","Highlands and Islands","Outside London","G6/G7","50","50","62730","61010"
"In post","2021","Scotland","Highlands and Islands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","Outside London","SEO/HEO","365","350","38080","36810"
"In post","2021","Scotland","Highlands and Islands","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Scotland","North Eastern Scotland","Outside London","AA/AO","545","505","25300","22230"
"In post","2021","Scotland","North Eastern Scotland","Outside London","EO","595","560","29290","27570"
"In post","2021","Scotland","North Eastern Scotland","Outside London","G6/G7","130","125","66530","61010"
"In post","2021","Scotland","North Eastern Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Scotland","North Eastern Scotland","Outside London","SEO/HEO","590","560","46020","39100"
"In post","2021","Scotland","Southern Scotland","Outside London","AA/AO","2230","1930","21410","20850"
"In post","2021","Scotland","Southern Scotland","Outside London","EO","1895","1700","26890","27570"
"In post","2021","Scotland","Southern Scotland","Outside London","G6/G7","495","480","55560","52680"
"In post","2021","Scotland","Southern Scotland","Outside London","SCS level","35","35","76350","75790"
"In post","2021","Scotland","Southern Scotland","Outside London","SEO/HEO","1365","1300","35430","33930"
"In post","2021","Scotland","West Central Scotland","Outside London","AA/AO","6985","6255","22140","21010"
"In post","2021","Scotland","West Central Scotland","Outside London","EO","5190","4795","27960","27570"
"In post","2021","Scotland","West Central Scotland","Outside London","G6/G7","1405","1365","60450","61010"
"In post","2021","Scotland","West Central Scotland","Outside London","SCS level","75","70","86420","83230"
"In post","2021","Scotland","West Central Scotland","Outside London","SEO/HEO","4185","3990","37000","35110"
"In post","2021","Scotland","West Central Scotland","Outside London","Unknown","75","75","38990","41370"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","3580","3415","25570","23270"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","2415","2295","29280","27900"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","765","715","59950","57260"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","60","55","94980","92090"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","2285","2185","38250","37160"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","490","460","29860","28200"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Outside London","AA/AO","4665","3995","22100","20920"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Outside London","EO","3745","3505","26990","26700"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Outside London","G6/G7","1860","1790","55930","54540"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Outside London","SCS level","90","85","87410","83070"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Outside London","SEO/HEO","4640","4465","35660","34510"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Outside London","Unknown","355","325","32850","31420"
"In post","2021","South East (England)","Kent","Outside London","AA/AO","2985","2800","25050","24180"
"In post","2021","South East (England)","Kent","Outside London","EO","3585","3300","28340","27370"
"In post","2021","South East (England)","Kent","Outside London","G6/G7","285","270","55730","52580"
"In post","2021","South East (England)","Kent","Outside London","SCS level","10","10","101830","99710"
"In post","2021","South East (England)","Kent","Outside London","SEO/HEO","1375","1320","36840","35630"
"In post","2021","South East (England)","Kent","Outside London","Unknown","285","265","30180","30880"
"In post","2021","South East (England)","Surrey, East and West Sussex","Outside London","AA/AO","2925","2665","24380","21710"
"In post","2021","South East (England)","Surrey, East and West Sussex","Outside London","EO","3000","2705","28230","27570"
"In post","2021","South East (England)","Surrey, East and West Sussex","Outside London","G6/G7","470","450","58680","55850"
"In post","2021","South East (England)","Surrey, East and West Sussex","Outside London","SCS level","35","30","93200","85480"
"In post","2021","South East (England)","Surrey, East and West Sussex","Outside London","SEO/HEO","1485","1400","37260","35790"
"In post","2021","South East (England)","Surrey, East and West Sussex","Outside London","Unknown","390","350","29520","30210"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Outside London","AA/AO","710","635","20860","21010"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Outside London","EO","620","570","27220","27570"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Outside London","G6/G7","50","45","58500","54990"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Outside London","SEO/HEO","215","205","35630","34160"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Outside London","Unknown","50","45","29330","28200"
"In post","2021","South West (England)","Devon","Outside London","AA/AO","3095","2760","22350","21010"
"In post","2021","South West (England)","Devon","Outside London","EO","2345","2145","27020","27570"
"In post","2021","South West (England)","Devon","Outside London","G6/G7","835","795","54950","52460"
"In post","2021","South West (England)","Devon","Outside London","SCS level","30","30","95170","94070"
"In post","2021","South West (England)","Devon","Outside London","SEO/HEO","2405","2275","37650","38160"
"In post","2021","South West (England)","Devon","Outside London","Unknown","310","295","33880","32100"
"In post","2021","South West (England)","Dorset and Somerset","Outside London","AA/AO","1720","1605","22430","21010"
"In post","2021","South West (England)","Dorset and Somerset","Outside London","EO","1615","1470","27360","27570"
"In post","2021","South West (England)","Dorset and Somerset","Outside London","G6/G7","200","190","59090","55310"
"In post","2021","South West (England)","Dorset and Somerset","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","South West (England)","Dorset and Somerset","Outside London","SEO/HEO","1430","1360","36590","34290"
"In post","2021","South West (England)","Dorset and Somerset","Outside London","Unknown","230","205","28340","28200"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","3875","3590","22140","21010"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","5995","5590","25950","26670"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","5110","4915","56120","54540"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","305","295","96380","90530"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","12120","11610","36010","35810"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","1910","1830","39200","36500"
"In post","2021","Unknown","Unknown","Unknown","AA/AO","240","220","22240","21010"
"In post","2021","Unknown","Unknown","Unknown","EO","590","555","28030","27570"
"In post","2021","Unknown","Unknown","Unknown","G6/G7","200","190","57540","54700"
"In post","2021","Unknown","Unknown","Unknown","SCS level","25","25","92980","77380"
"In post","2021","Unknown","Unknown","Unknown","SEO/HEO","765","750","34170","32000"
"In post","2021","Unknown","Unknown","Unknown","Unknown","1915","1910","37270","33570"
"In post","2021","Wales","East Wales","Outside London","AA/AO","5735","5185","21420","21010"
"In post","2021","Wales","East Wales","Outside London","EO","5505","5140","26710","27170"
"In post","2021","Wales","East Wales","Outside London","G6/G7","2410","2315","57710","57720"
"In post","2021","Wales","East Wales","Outside London","SCS level","260","255","87370","79280"
"In post","2021","Wales","East Wales","Outside London","SEO/HEO","5980","5710","36200","36030"
"In post","2021","Wales","East Wales","Outside London","Unknown","485","460","30050","30210"
"In post","2021","Wales","West Wales and The Valleys","Outside London","AA/AO","7195","6225","21090","21590"
"In post","2021","Wales","West Wales and The Valleys","Outside London","EO","3915","3590","27360","27570"
"In post","2021","Wales","West Wales and The Valleys","Outside London","G6/G7","805","780","61520","60830"
"In post","2021","Wales","West Wales and The Valleys","Outside London","SCS level","45","40","88010","81760"
"In post","2021","Wales","West Wales and The Valleys","Outside London","SEO/HEO","3140","2985","38220","37410"
"In post","2021","Wales","West Wales and The Valleys","Outside London","Unknown","615","575","29690","28200"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","1825","1695","23150","21050"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","1090","1020","27130","27570"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","100","95","58610","54900"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","15","10","87860","77480"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","660","630","36620","35470"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","300","275","29210","28200"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Outside London","AA/AO","3250","2995","22660","21130"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Outside London","EO","2470","2290","27630","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Outside London","G6/G7","500","480","58140","54310"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Outside London","SCS level","30","30","96890","92520"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Outside London","SEO/HEO","1705","1625","37160","36480"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Outside London","Unknown","355","320","30820","30880"
"In post","2021","West Midlands (England)","West Midlands","Outside London","AA/AO","5275","4685","20910","20650"
"In post","2021","West Midlands (England)","West Midlands","Outside London","EO","5800","5310","26790","27570"
"In post","2021","West Midlands (England)","West Midlands","Outside London","G6/G7","1765","1705","56580","52580"
"In post","2021","West Midlands (England)","West Midlands","Outside London","SCS level","170","160","96640","88490"
"In post","2021","West Midlands (England)","West Midlands","Outside London","SEO/HEO","4435","4250","35380","33840"
"In post","2021","West Midlands (England)","West Midlands","Outside London","Unknown","760","695","29200","28200"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","2130","1925","23920","21950"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","EO","1665","1525","27750","27570"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","85","80","60970","58040"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","575","540","36900","34290"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","255","230","29930","30210"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Outside London","AA/AO","1385","1295","22450","20920"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Outside London","EO","1040","980","27370","26750"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Outside London","G6/G7","690","650","58530","55610"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Outside London","SCS level","30","30","92710","92240"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Outside London","SEO/HEO","1390","1345","35830","35480"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Outside London","Unknown","190","170","29490","28200"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Outside London","AA/AO","3090","2730","22010","21430"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Outside London","EO","2735","2455","27020","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Outside London","G6/G7","1160","1115","55730","52280"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Outside London","SCS level","80","75","80350","76230"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Outside London","SEO/HEO","2520","2380","35130","34290"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Outside London","Unknown","340","305","29210","28200"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Outside London","AA/AO","5070","4535","22010","21010"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Outside London","EO","5075","4685","26910","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Outside London","G6/G7","1915","1835","55650","52580"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Outside London","SCS level","165","160","86750","78660"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Outside London","SEO/HEO","4475","4245","34850","33180"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Outside London","Unknown","550","505","30170","30210"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","AA/AO","315","[c]","20520","20500"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","EO","150","[c]","25660","26600"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","G6/G7","30","[c]","56690","55610"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","110","[c]","36320","34140"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","375","[c]","20250","20100"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","EO","145","[c]","26740","27570"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","95","[c]","35950","34290"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Outside London","AA/AO","140","[c]","20140","20370"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Outside London","EO","110","[c]","29070","29930"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Outside London","SEO/HEO","50","[c]","35230","34840"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Outside London","AA/AO","210","[c]","22130","22080"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Outside London","EO","120","[c]","27840","27570"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Outside London","G6/G7","20","[c]","60530","60150"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","100","[c]","42020","40440"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Outside London","AA/AO","495","[c]","20970","20570"
"Leaver CS","2021","East of England","East Anglia","Outside London","EO","210","[c]","26680","26970"
"Leaver CS","2021","East of England","East Anglia","Outside London","G6/G7","50","[c]","58510","55410"
"Leaver CS","2021","East of England","East Anglia","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Outside London","SEO/HEO","195","[c]","36550","34530"
"Leaver CS","2021","East of England","East Anglia","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Outside London","AA/AO","150","[c]","22920","21780"
"Leaver CS","2021","East of England","Essex","Outside London","EO","90","[c]","28540","29290"
"Leaver CS","2021","East of England","Essex","Outside London","G6/G7","20","[c]","66340","62590"
"Leaver CS","2021","East of England","Essex","Outside London","SEO/HEO","60","[c]","37720","34880"
"Leaver CS","2021","East of England","Essex","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","London","AA/AO","225","[c]","22950","22860"
"Leaver CS","2021","London","Inner London - East","London","EO","225","[c]","29550","29590"
"Leaver CS","2021","London","Inner London - East","London","G6/G7","195","[c]","60820","59710"
"Leaver CS","2021","London","Inner London - East","London","SCS level","50","[c]","104290","99930"
"Leaver CS","2021","London","Inner London - East","London","SEO/HEO","275","[c]","38770","39380"
"Leaver CS","2021","London","Inner London - East","London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","London","AA/AO","625","[c]","22850","22680"
"Leaver CS","2021","London","Inner London - West","London","EO","510","[c]","27240","27760"
"Leaver CS","2021","London","Inner London - West","London","G6/G7","800","[c]","60790","58250"
"Leaver CS","2021","London","Inner London - West","London","SCS level","200","[c]","97460","89710"
"Leaver CS","2021","London","Inner London - West","London","SEO/HEO","910","[c]","37060","36650"
