"Status","Year","Disability","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Bradford","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Undeclared","30","20","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Unknown","45","35","24640","21440"
"In post","2021","Declared disabled","Breckland and South Norfolk","Heterosexual / straight","40","40","27610","27570"
"In post","2021","Declared disabled","Breckland and South Norfolk","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","Heterosexual / straight","45","40","31310","31060"
"In post","2021","Declared disabled","Brent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Brent","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Heterosexual / straight","95","80","26880","27570"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Heterosexual / straight","55","50","29990","27570"
"In post","2021","Declared disabled","Brighton and Hove","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Heterosexual / straight","480","435","32980","28130"
"In post","2021","Declared disabled","Bristol, City of","LGBO","70","65","32910","29360"
"In post","2021","Declared disabled","Bristol, City of","Undeclared","75","65","31940","27570"
"In post","2021","Declared disabled","Bristol, City of","Unknown","45","40","28560","27570"
"In post","2021","Declared disabled","Bromley","Heterosexual / straight","50","45","31170","31060"
"In post","2021","Declared disabled","Bromley","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Bromley","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Heterosexual / straight","150","145","30660","28200"
"In post","2021","Declared disabled","Buckinghamshire CC","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Heterosexual / straight","140","120","26500","27570"
"In post","2021","Declared disabled","Calderdale and Kirklees","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Heterosexual / straight","265","250","33000","31650"
"In post","2021","Declared disabled","Cambridgeshire CC","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Undeclared","40","35","35430","33300"
"In post","2021","Declared disabled","Cambridgeshire CC","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","Heterosexual / straight","200","190","35370","30460"
"In post","2021","Declared disabled","Camden and City of London","LGBO","30","30","35500","30930"
"In post","2021","Declared disabled","Camden and City of London","Undeclared","30","30","30890","29570"
"In post","2021","Declared disabled","Camden and City of London","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Heterosexual / straight","795","730","32190","27570"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","LGBO","100","95","30760","27570"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Undeclared","115","105","31660","27570"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Unknown","75","60","26390","21440"
"In post","2021","Declared disabled","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Heterosexual / straight","35","35","31140","26670"
"In post","2021","Declared disabled","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Heterosexual / straight","350","335","34690","33300"
"In post","2021","Declared disabled","Central Hampshire","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Undeclared","45","45","32300","30510"
"In post","2021","Declared disabled","Central Hampshire","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Heterosexual / straight","135","125","28590","27570"
"In post","2021","Declared disabled","Central Valleys","LGBO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Heterosexual / straight","65","60","30700","27570"
"In post","2021","Declared disabled","Cheshire East","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Heterosexual / straight","65","60","25340","27570"
"In post","2021","Declared disabled","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Heterosexual / straight","105","95","28470","27380"
"In post","2021","Declared disabled","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Heterosexual / straight","745","705","36810","32140"
"In post","2021","Declared disabled","City of Edinburgh","LGBO","140","135","35950","31810"
"In post","2021","Declared disabled","City of Edinburgh","Undeclared","80","80","37520","31970"
"In post","2021","Declared disabled","City of Edinburgh","Unknown","135","120","32670","30080"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Heterosexual / straight","115","105","30200","27570"
"In post","2021","Declared disabled","Clackmannanshire and Fife","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Heterosexual / straight","60","55","32770","28530"
"In post","2021","Declared disabled","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Heterosexual / straight","155","140","26980","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Heterosexual / straight","165","150","34380","30070"
"In post","2021","Declared disabled","Coventry","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Unknown","35","30","33620","30230"
"In post","2021","Declared disabled","Croydon","Heterosexual / straight","700","650","36840","32520"
"In post","2021","Declared disabled","Croydon","LGBO","65","65","39480","35140"
"In post","2021","Declared disabled","Croydon","Undeclared","125","115","36600","32350"
"In post","2021","Declared disabled","Croydon","Unknown","45","45","33550","31060"
"In post","2021","Declared disabled","Darlington","Heterosexual / straight","85","80","34020","30230"
"In post","2021","Declared disabled","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derby","Heterosexual / straight","105","95","25380","21010"
"In post","2021","Declared disabled","Derby","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derby","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Derby","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Heterosexual / straight","370","325","28100","26330"
"In post","2021","Declared disabled","Devon CC","LGBO","35","35","27160","27570"
"In post","2021","Declared disabled","Devon CC","Undeclared","40","35","27000","25190"
"In post","2021","Declared disabled","Devon CC","Unknown","135","120","32630","31990"
"In post","2021","Declared disabled","Dorset CC","Heterosexual / straight","175","165","29260","27570"
"In post","2021","Declared disabled","Dorset CC","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Heterosexual / straight","125","110","25320","25410"
"In post","2021","Declared disabled","Dudley","LGBO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Durham CC","Heterosexual / straight","435","380","26520","25310"
"In post","2021","Declared disabled","Durham CC","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Durham CC","Undeclared","40","35","28610","25310"
"In post","2021","Declared disabled","Durham CC","Unknown","45","40","26660","27130"
"In post","2021","Declared disabled","Ealing","Heterosexual / straight","65","60","32180","31060"
"In post","2021","Declared disabled","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ealing","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ealing","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","75","65","25090","27150"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","Heterosexual / straight","80","75","27760","26520"
"In post","2021","Declared disabled","East Cumbria","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","Heterosexual / straight","65","60","26430","27570"
"In post","2021","Declared disabled","East Derbyshire","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","125","120","29720","27570"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","East Kent","Heterosexual / straight","340","310","28100","27370"
"In post","2021","Declared disabled","East Kent","LGBO","30","30","27820","27370"
"In post","2021","Declared disabled","East Kent","Undeclared","55","50","28250","27370"
"In post","2021","Declared disabled","East Kent","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","Heterosexual / straight","70","65","25410","27570"
"In post","2021","Declared disabled","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","Heterosexual / straight","135","115","27350","27570"
"In post","2021","Declared disabled","East Merseyside","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","Heterosexual / straight","135","130","27990","26930"
"In post","2021","Declared disabled","East Riding of Yorkshire","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","Heterosexual / straight","65","60","31680","30210"
"In post","2021","Declared disabled","East Surrey","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","Heterosexual / straight","200","170","25630","26780"
"In post","2021","Declared disabled","East Sussex CC","LGBO","25","20","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","Undeclared","35","30","26170","26550"
"In post","2021","Declared disabled","East Sussex CC","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Enfield","Heterosexual / straight","40","35","31290","31060"
"In post","2021","Declared disabled","Enfield","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Enfield","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","Heterosexual / straight","100","95","32650","29290"
"In post","2021","Declared disabled","Essex Haven Gateway","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","Heterosexual / straight","125","110","27110","29050"
"In post","2021","Declared disabled","Essex Thames Gateway","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","Heterosexual / straight","120","105","27230","27570"
"In post","2021","Declared disabled","Falkirk","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","Unknown","35","30","30130","33650"
"In post","2021","Declared disabled","Fermanagh and Omagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","Heterosexual / straight","150","135","28000","26960"
"In post","2021","Declared disabled","Flintshire and Wrexham","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","Undeclared","40","35","27350","27460"
"In post","2021","Declared disabled","Flintshire and Wrexham","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Glasgow City","Heterosexual / straight","845","770","28840","26160"
"In post","2021","Declared disabled","Glasgow City","LGBO","125","120","29640","26160"
"In post","2021","Declared disabled","Glasgow City","Undeclared","110","100","27180","26140"
"In post","2021","Declared disabled","Glasgow City","Unknown","105","90","30450","27570"
"In post","2021","Declared disabled","Gloucestershire","Heterosexual / straight","115","100","27110","27570"
"In post","2021","Declared disabled","Gloucestershire","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","Heterosexual / straight","120","110","27640","27570"
"In post","2021","Declared disabled","Greater Manchester North East","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North West","Heterosexual / straight","200","170","24700","22260"
"In post","2021","Declared disabled","Greater Manchester North West","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North West","Undeclared","40","35","24460","23240"
"In post","2021","Declared disabled","Greater Manchester North West","Unknown","35","30","24550","21010"
"In post","2021","Declared disabled","Greater Manchester South East","Heterosexual / straight","130","120","26230","22260"
"In post","2021","Declared disabled","Greater Manchester South East","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester South East","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester South East","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester South West","Heterosexual / straight","385","360","30350","27570"
"In post","2021","Declared disabled","Greater Manchester South West","LGBO","60","55","28350","26270"
"In post","2021","Declared disabled","Greater Manchester South West","Undeclared","55","50","28160","26120"
"In post","2021","Declared disabled","Greater Manchester South West","Unknown","60","55","28430","25560"
"In post","2021","Declared disabled","Gwent Valleys","Heterosexual / straight","125","110","26280","27570"
"In post","2021","Declared disabled","Gwent Valleys","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Gwent Valleys","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Gwent Valleys","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Gwynedd","Heterosexual / straight","70","65","24000","21010"
"In post","2021","Declared disabled","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gwynedd","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hackney and Newham","Heterosexual / straight","305","280","33390","31060"
"In post","2021","Declared disabled","Hackney and Newham","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Hackney and Newham","Undeclared","40","35","33790","29950"
"In post","2021","Declared disabled","Hackney and Newham","Unknown","70","60","30120","30250"
"In post","2021","Declared disabled","Haringey and Islington","Heterosexual / straight","125","120","32220","31060"
"In post","2021","Declared disabled","Haringey and Islington","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Haringey and Islington","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Haringey and Islington","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Harrow and Hillingdon","Heterosexual / straight","270","240","31410","30350"
"In post","2021","Declared disabled","Harrow and Hillingdon","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Harrow and Hillingdon","Undeclared","60","55","31350","30460"
"In post","2021","Declared disabled","Harrow and Hillingdon","Unknown","10","10","[c]","[c]"
