"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Black","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Black","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Black","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Operational Delivery","Heterosexual / straight","390","355","29080","27370"
"In post","2021","60-64","Black","Operational Delivery","LGBO","10","5","[c]","[c]"
"In post","2021","60-64","Black","Operational Delivery","Undeclared","30","25","29170","28780"
"In post","2021","60-64","Black","Operational Delivery","Unknown","70","65","27480","25630"
"In post","2021","60-64","Black","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Other","Heterosexual / straight","45","45","28390","25630"
"In post","2021","60-64","Black","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Policy","Heterosexual / straight","55","55","35850","31780"
"In post","2021","60-64","Black","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Black","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Tax","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","60-64","Black","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Tax","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Heterosexual / straight","185","165","29280","29290"
"In post","2021","60-64","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Unknown","85","70","28960","29200"
"In post","2021","60-64","Black","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Chinese","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Legal","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Operational Delivery","Heterosexual / straight","105","90","31970","26210"
"In post","2021","60-64","Mixed","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Operational Delivery","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","Mixed","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","60-64","Mixed","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Other","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Mixed","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Other","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Mixed","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Tax","Heterosexual / straight","10","10","[c]","[c]"
