"Status","Year","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chancellor's other departments","G6/G7","Undeclared","40","35","72480","65470"
"In post","2021","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Heterosexual / straight","110","105","41660","41310"
"In post","2021","Chancellor's other departments","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2021","Charity Commission","EO","Heterosexual / straight","60","55","24590","24440"
"In post","2021","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Charity Commission","EO","Unknown","45","40","24980","24440"
"In post","2021","Charity Commission","G6/G7","Heterosexual / straight","30","30","53990","51320"
"In post","2021","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Unknown","30","25","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Heterosexual / straight","125","120","32710","29300"
"In post","2021","Charity Commission","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Undeclared","10","5","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Unknown","95","90","33600","31500"
"In post","2021","Competition and Markets Authority","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Heterosexual / straight","60","60","28520","28160"
"In post","2021","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Heterosexual / straight","345","330","65870","62890"
"In post","2021","Competition and Markets Authority","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Undeclared","30","30","67350","68150"
"In post","2021","Competition and Markets Authority","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Heterosexual / straight","90","85","107200","99920"
"In post","2021","Competition and Markets Authority","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","165","160","38010","34870"
"In post","2021","Competition and Markets Authority","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","685","620","21680","21140"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","45","45","21200","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","65","55","22150","22490"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","705","655","21560","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","970","915","26850","26860"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","LGBO","95","95","26550","26860"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Undeclared","105","100","27620","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Unknown","775","745","25830","25270"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","2135","2070","58870","57620"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","225","220","57870","56280"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","335","325","59300","57620"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","925","885","54760","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","300","285","83320","75500"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","30","30","84740","75330"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","35","35","88930","86500"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","2920","2825","37940","38510"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","285","280","37360","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","395","380","38390","38670"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","2110","2025","37620","38230"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","130","125","27360","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","565","550","58670","56040"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","80","80","58660","58750"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","55","55","58050","56750"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","105","100","58890","57730"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","100","95","86740","75950"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","450","445","37210","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","75","75","35420","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","40","40","37690","34210"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","95","95","37070","34020"
"In post","2021","Department for Education","AA/AO","Heterosexual / straight","70","65","21650","21000"
"In post","2021","Department for Education","AA/AO","LGBO","15","10","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Education","EO","Heterosexual / straight","665","640","26600","26000"
"In post","2021","Department for Education","EO","LGBO","50","50","26300","26000"
"In post","2021","Department for Education","EO","Undeclared","55","55","27450","26000"
"In post","2021","Department for Education","EO","Unknown","185","180","26820","26000"
"In post","2021","Department for Education","G6/G7","Heterosexual / straight","2000","1920","56470","54120"
"In post","2021","Department for Education","G6/G7","LGBO","135","135","56360","54160"
"In post","2021","Department for Education","G6/G7","Undeclared","210","205","56610","53760"
"In post","2021","Department for Education","G6/G7","Unknown","540","525","56580","54160"
"In post","2021","Department for Education","SCS level","Heterosexual / straight","210","205","82720","74240"
"In post","2021","Department for Education","SCS level","LGBO","20","20","[c]","[c]"
"In post","2021","Department for Education","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Education","SCS level","Unknown","55","50","88870","81790"
"In post","2021","Department for Education","SEO/HEO","Heterosexual / straight","2550","2460","35560","36500"
"In post","2021","Department for Education","SEO/HEO","LGBO","200","195","35620","36500"
"In post","2021","Department for Education","SEO/HEO","Undeclared","250","245","36030","36660"
"In post","2021","Department for Education","SEO/HEO","Unknown","665","640","35930","36500"
"In post","2021","Department for Education","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","1070","975","21670","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","75","75","21680","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","110","100","21520","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","775","715","21280","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","1245","1175","26380","25560"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","LGBO","110","105","26100","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Undeclared","155","150","26420","25670"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Unknown","545","505","25860","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","1590","1540","54470","53200"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","110","105","53850","53200"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","185","180","54620","53870"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","450","435","54780","53370"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","165","160","84270","77370"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","LGBO","20","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Unknown","45","45","84670","76550"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","2890","2770","34930","35890"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","200","195","34790","33690"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","380","360","35500","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","910","865","34710","35890"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for International Trade","EO","Heterosexual / straight","140","140","27320","26510"
"In post","2021","Department for International Trade","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Department for International Trade","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for International Trade","EO","Unknown","90","90","27370","26510"
"In post","2021","Department for International Trade","G6/G7","Heterosexual / straight","640","630","55520","52660"
"In post","2021","Department for International Trade","G6/G7","LGBO","80","80","54630","51970"
"In post","2021","Department for International Trade","G6/G7","Undeclared","55","55","54900","51970"
"In post","2021","Department for International Trade","G6/G7","Unknown","300","300","55570","53080"
"In post","2021","Department for International Trade","SCS level","Heterosexual / straight","110","105","86920","76810"
"In post","2021","Department for International Trade","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Department for International Trade","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for International Trade","SCS level","Unknown","40","40","86220","75570"
"In post","2021","Department for International Trade","SEO/HEO","Heterosexual / straight","630","625","35310","34940"
"In post","2021","Department for International Trade","SEO/HEO","LGBO","70","70","34620","32240"
"In post","2021","Department for International Trade","SEO/HEO","Undeclared","70","70","36440","37440"
"In post","2021","Department for International Trade","SEO/HEO","Unknown","375","375","35350","34430"
"In post","2021","Department for Transport","AA/AO","Heterosexual / straight","3245","2870","21860","21590"
"In post","2021","Department for Transport","AA/AO","LGBO","165","155","21580","21590"
"In post","2021","Department for Transport","AA/AO","Undeclared","1280","1025","20920","21590"
"In post","2021","Department for Transport","AA/AO","Unknown","1015","910","22730","21590"
"In post","2021","Department for Transport","EO","Heterosexual / straight","2525","2380","28080","26780"
"In post","2021","Department for Transport","EO","LGBO","130","130","28040","26780"
"In post","2021","Department for Transport","EO","Undeclared","835","745","28000","26780"
"In post","2021","Department for Transport","EO","Unknown","685","665","27810","26700"
"In post","2021","Department for Transport","G6/G7","Heterosexual / straight","1310","1275","60390","56280"
"In post","2021","Department for Transport","G6/G7","LGBO","100","100","57600","54760"
"In post","2021","Department for Transport","G6/G7","Undeclared","215","210","61520","57960"
"In post","2021","Department for Transport","G6/G7","Unknown","250","240","60290","54850"
"In post","2021","Department for Transport","SCS level","Heterosexual / straight","185","175","89330","80590"
"In post","2021","Department for Transport","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Transport","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Transport","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Transport","SEO/HEO","Heterosexual / straight","2695","2620","37900","36180"
"In post","2021","Department for Transport","SEO/HEO","LGBO","170","170","37260","35430"
"In post","2021","Department for Transport","SEO/HEO","Undeclared","570","550","37820","36880"
"In post","2021","Department for Transport","SEO/HEO","Unknown","550","540","37220","35430"
"In post","2021","Department for Work and Pensions","AA/AO","Heterosexual / straight","17905","15535","21210","21010"
"In post","2021","Department for Work and Pensions","AA/AO","LGBO","1080","1015","21290","21010"
"In post","2021","Department for Work and Pensions","AA/AO","Undeclared","2605","2230","21180","21010"
"In post","2021","Department for Work and Pensions","AA/AO","Unknown","8010","6570","21100","21010"
"In post","2021","Department for Work and Pensions","EO","Heterosexual / straight","32355","29490","28120","27570"
"In post","2021","Department for Work and Pensions","EO","LGBO","2080","2000","28160","27570"
"In post","2021","Department for Work and Pensions","EO","Undeclared","3790","3395","28060","27570"
"In post","2021","Department for Work and Pensions","EO","Unknown","10795","9485","28100","27570"
"In post","2021","Department for Work and Pensions","G6/G7","Heterosexual / straight","2225","2135","57140","54070"
"In post","2021","Department for Work and Pensions","G6/G7","LGBO","130","125","57290","54770"
"In post","2021","Department for Work and Pensions","G6/G7","Undeclared","265","255","59470","57510"
"In post","2021","Department for Work and Pensions","G6/G7","Unknown","660","635","57350","55000"
"In post","2021","Department for Work and Pensions","SCS level","Heterosexual / straight","200","195","90460","81310"
"In post","2021","Department for Work and Pensions","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","SCS level","Undeclared","15","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","SCS level","Unknown","55","50","90290","84420"
"In post","2021","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","7875","7405","35890","34290"
"In post","2021","Department for Work and Pensions","SEO/HEO","LGBO","440","425","35310","34290"
"In post","2021","Department for Work and Pensions","SEO/HEO","Undeclared","940","890","37200","35120"
"In post","2021","Department for Work and Pensions","SEO/HEO","Unknown","2090","1970","35730","34290"
"In post","2021","Department of Health and Social Care","AA/AO","Heterosexual / straight","710","635","21260","20900"
"In post","2021","Department of Health and Social Care","AA/AO","LGBO","45","40","21080","19950"
"In post","2021","Department of Health and Social Care","AA/AO","Undeclared","90","75","20780","19630"
"In post","2021","Department of Health and Social Care","AA/AO","Unknown","135","120","22070","22130"
"In post","2021","Department of Health and Social Care","EO","Heterosexual / straight","950","895","26230","26880"
"In post","2021","Department of Health and Social Care","EO","LGBO","70","70","25970","26880"
"In post","2021","Department of Health and Social Care","EO","Undeclared","135","125","26280","26880"
"In post","2021","Department of Health and Social Care","EO","Unknown","420","400","27150","27270"
"In post","2021","Department of Health and Social Care","G6/G7","Heterosexual / straight","1945","1850","57770","54230"
"In post","2021","Department of Health and Social Care","G6/G7","LGBO","135","130","58930","54410"
"In post","2021","Department of Health and Social Care","G6/G7","Undeclared","295","275","59390","55210"
"In post","2021","Department of Health and Social Care","G6/G7","Unknown","1285","1245","58330","53910"
"In post","2021","Department of Health and Social Care","SCS level","Heterosexual / straight","500","450","96870","93000"
"In post","2021","Department of Health and Social Care","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","Department of Health and Social Care","SCS level","Undeclared","85","70","99930","94530"
"In post","2021","Department of Health and Social Care","SCS level","Unknown","275","260","101810","93000"
"In post","2021","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","2705","2525","36120","36330"
"In post","2021","Department of Health and Social Care","SEO/HEO","LGBO","195","185","35550","35750"
"In post","2021","Department of Health and Social Care","SEO/HEO","Undeclared","395","360","36680","37190"
"In post","2021","Department of Health and Social Care","SEO/HEO","Unknown","1360","1305","36380","36330"
"In post","2021","ESTYN","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","ESTYN","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","ESTYN","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","G6/G7","Heterosexual / straight","60","55","73750","74730"
"In post","2021","ESTYN","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","ESTYN","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","ESTYN","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","EO","Heterosexual / straight","215","205","27130","26750"
"In post","2021","Food Standards Agency","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","EO","Undeclared","35","35","28010","28770"
"In post","2021","Food Standards Agency","EO","Unknown","185","175","27310","26750"
"In post","2021","Food Standards Agency","G6/G7","Heterosexual / straight","155","150","56480","56130"
"In post","2021","Food Standards Agency","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","G6/G7","Undeclared","30","30","55780","56130"
"In post","2021","Food Standards Agency","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","SEO/HEO","Heterosexual / straight","465","455","35920","37350"
"In post","2021","Food Standards Agency","SEO/HEO","LGBO","30","30","37160","37910"
"In post","2021","Food Standards Agency","SEO/HEO","Undeclared","55","55","36980","37910"
"In post","2021","Food Standards Agency","SEO/HEO","Unknown","75","70","35310","33310"
"In post","2021","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","430","420","25540","24750"
"In post","2021","Foreign, Commonwealth and Development Office","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","AA/AO","Undeclared","40","35","26030","28000"
"In post","2021","Foreign, Commonwealth and Development Office","AA/AO","Unknown","100","100","25390","23520"
"In post","2021","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","740","715","29580","29300"
"In post","2021","Foreign, Commonwealth and Development Office","EO","LGBO","30","30","29770","29300"
"In post","2021","Foreign, Commonwealth and Development Office","EO","Undeclared","65","65","30720","30300"
"In post","2021","Foreign, Commonwealth and Development Office","EO","Unknown","135","130","28400","27860"
"In post","2021","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","2140","2080","60180","58470"
"In post","2021","Foreign, Commonwealth and Development Office","G6/G7","LGBO","170","170","58840","57340"
"In post","2021","Foreign, Commonwealth and Development Office","G6/G7","Undeclared","245","240","61440","60720"
"In post","2021","Foreign, Commonwealth and Development Office","G6/G7","Unknown","715","700","57350","55620"
"In post","2021","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","420","415","86850","78010"
"In post","2021","Foreign, Commonwealth and Development Office","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","SCS level","Undeclared","45","45","85310","77060"
"In post","2021","Foreign, Commonwealth and Development Office","SCS level","Unknown","70","70","85690","78010"
"In post","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","2215","2180","38010","37560"
"In post","2021","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","150","145","37020","36010"
"In post","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Undeclared","275","275","37950","37560"
"In post","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","545","535","38020","38600"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","35","35","22660","21600"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","AA/AO","Heterosexual / straight","845","795","22450","22350"
"In post","2021","HM Land Registry","AA/AO","LGBO","65","60","22350","22350"
"In post","2021","HM Land Registry","AA/AO","Undeclared","60","60","22860","22350"
