"Status","Year","Age","Disability","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","London","65","60","25180","24780"
"In post","2021","16-19","Declared non-disabled","White","Outside London","525","515","20990","21010"
"In post","2021","16-19","Declared non-disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","London","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chinese","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","London","35","35","24190","24300"
"In post","2021","16-19","Unknown","Unknown","Outside London","410","395","20340","20140"
"In post","2021","16-19","Unknown","Unknown","Unknown","40","40","18910","15940"
"In post","2021","16-19","Unknown","White","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","White","Outside London","55","55","21260","21150"
"In post","2021","16-19","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Asian","London","155","150","33440","31060"
"In post","2021","20-29","Declared disabled","Asian","Outside London","185","180","25950","25880"
"In post","2021","20-29","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Black","London","140","140","31130","31060"
"In post","2021","20-29","Declared disabled","Black","Outside London","60","60","26260","25560"
"In post","2021","20-29","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","London","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Mixed","London","90","85","33440","31060"
"In post","2021","20-29","Declared disabled","Mixed","Outside London","120","115","25270","25290"
"In post","2021","20-29","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","London","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","Outside London","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","London","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","Outside London","70","70","26800","25410"
"In post","2021","20-29","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","London","35","35","35250","33570"
"In post","2021","20-29","Declared disabled","Unknown","Outside London","75","70","25930","25870"
"In post","2021","20-29","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","White","London","975","965","36190","33460"
"In post","2021","20-29","Declared disabled","White","Outside London","2920","2860","26270","25560"
"In post","2021","20-29","Declared disabled","White","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","White","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Asian","London","2120","2100","33300","31060"
"In post","2021","20-29","Declared non-disabled","Asian","Outside London","2520","2435","25380","25000"
"In post","2021","20-29","Declared non-disabled","Asian","Overseas","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Asian","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Black","London","1185","1175","31500","31060"
"In post","2021","20-29","Declared non-disabled","Black","Outside London","510","500","25970","25560"
"In post","2021","20-29","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Black","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chinese","London","105","105","39030","35070"
"In post","2021","20-29","Declared non-disabled","Chinese","Outside London","85","85","27680","25560"
"In post","2021","20-29","Declared non-disabled","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Mixed","London","815","805","35260","32560"
"In post","2021","20-29","Declared non-disabled","Mixed","Outside London","845","825","26540","25610"
"In post","2021","20-29","Declared non-disabled","Mixed","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","London","205","205","35070","33210"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","Outside London","130","125","25800","25560"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Undeclared","London","200","200","36680","33590"
"In post","2021","20-29","Declared non-disabled","Undeclared","Outside London","415","405","27100","26470"
"In post","2021","20-29","Declared non-disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","London","180","175","36200","33120"
"In post","2021","20-29","Declared non-disabled","Unknown","Outside London","925","905","25990","25190"
"In post","2021","20-29","Declared non-disabled","Unknown","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","White","London","8580","8545","37820","34930"
"In post","2021","20-29","Declared non-disabled","White","Outside London","27320","26865","26340","25560"
"In post","2021","20-29","Declared non-disabled","White","Overseas","175","175","35740","33860"
"In post","2021","20-29","Declared non-disabled","White","Unknown","110","110","29940","27570"
"In post","2021","20-29","Undeclared","Asian","London","105","105","33120","31060"
"In post","2021","20-29","Undeclared","Asian","Outside London","105","100","26550","25860"
"In post","2021","20-29","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","London","60","55","33130","31060"
"In post","2021","20-29","Undeclared","Black","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","London","30","30","34340","32320"
"In post","2021","20-29","Undeclared","Mixed","Outside London","45","45","27240","27570"
"In post","2021","20-29","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Undeclared","London","195","195","37600","34980"
"In post","2021","20-29","Undeclared","Undeclared","Outside London","315","310","27750","26810"
"In post","2021","20-29","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","London","280","280","37380","34710"
"In post","2021","20-29","Undeclared","Unknown","Outside London","125","120","26750","26760"
"In post","2021","20-29","Undeclared","White","London","400","400","36900","33570"
"In post","2021","20-29","Undeclared","White","Outside London","1035","1015","26190","26170"
"In post","2021","20-29","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","White","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Asian","London","260","255","33040","32120"
"In post","2021","20-29","Unknown","Asian","Outside London","240","230","27610","25560"
"In post","2021","20-29","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Black","London","120","120","33080","32300"
"In post","2021","20-29","Unknown","Black","Outside London","65","60","27270","25560"
"In post","2021","20-29","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Chinese","London","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Chinese","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Mixed","London","110","110","35790","32910"
"In post","2021","20-29","Unknown","Mixed","Outside London","85","85","27550","26070"
"In post","2021","20-29","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Other ethnicity","London","30","30","[c]","[c]"
"In post","2021","20-29","Unknown","Other ethnicity","Outside London","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Undeclared","London","75","75","36720","35040"
"In post","2021","20-29","Unknown","Undeclared","Outside London","160","155","29680","28840"
"In post","2021","20-29","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","London","5400","5380","34670","32000"
"In post","2021","20-29","Unknown","Unknown","Outside London","11960","11735","24990","23970"
"In post","2021","20-29","Unknown","Unknown","Overseas","55","55","39030","38600"
"In post","2021","20-29","Unknown","Unknown","Unknown","700","700","29790","29250"
"In post","2021","20-29","Unknown","White","London","1065","1060","36600","33570"
"In post","2021","20-29","Unknown","White","Outside London","2840","2800","27450","25830"
"In post","2021","20-29","Unknown","White","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Asian","London","215","200","38270","34940"
"In post","2021","30-39","Declared disabled","Asian","Outside London","310","290","28180","27570"
"In post","2021","30-39","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Asian","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Declared disabled","Black","London","185","175","35410","31290"
"In post","2021","30-39","Declared disabled","Black","Outside London","80","80","30140","27570"
"In post","2021","30-39","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Chinese","London","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","Chinese","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Mixed","London","105","100","40130","34770"
"In post","2021","30-39","Declared disabled","Mixed","Outside London","155","145","29560","27570"
"In post","2021","30-39","Declared disabled","Mixed","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Other ethnicity","London","30","30","43330","38960"
"In post","2021","30-39","Declared disabled","Other ethnicity","Outside London","25","25","[c]","[c]"
"In post","2021","30-39","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Undeclared","London","55","50","44270","44500"
"In post","2021","30-39","Declared disabled","Undeclared","Outside London","185","175","29350","27570"
"In post","2021","30-39","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","London","45","45","40640","35480"
"In post","2021","30-39","Declared disabled","Unknown","Outside London","170","160","30140","27570"
"In post","2021","30-39","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","White","London","1115","1080","46610","44080"
"In post","2021","30-39","Declared disabled","White","Outside London","5345","5020","29380","27570"
"In post","2021","30-39","Declared disabled","White","Overseas","55","55","50230","52990"
"In post","2021","30-39","Declared disabled","White","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Asian","London","2805","2680","39050","35070"
"In post","2021","30-39","Declared non-disabled","Asian","Outside London","3675","3415","28010","26550"
"In post","2021","30-39","Declared non-disabled","Asian","Overseas","40","40","42960","34770"
"In post","2021","30-39","Declared non-disabled","Asian","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Black","London","1410","1375","35120","31060"
"In post","2021","30-39","Declared non-disabled","Black","Outside London","1085","1035","28750","27570"
"In post","2021","30-39","Declared non-disabled","Black","Overseas","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Black","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Chinese","London","145","140","46180","43490"
"In post","2021","30-39","Declared non-disabled","Chinese","Outside London","135","130","31410","29090"
"In post","2021","30-39","Declared non-disabled","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Mixed","London","765","745","43800","40070"
"In post","2021","30-39","Declared non-disabled","Mixed","Outside London","940","885","30730","27570"
"In post","2021","30-39","Declared non-disabled","Mixed","Overseas","35","35","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Mixed","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Other ethnicity","London","230","220","42620","36650"
"In post","2021","30-39","Declared non-disabled","Other ethnicity","Outside London","210","200","30160","26510"
"In post","2021","30-39","Declared non-disabled","Other ethnicity","Overseas","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Undeclared","London","425","415","44320","40800"
"In post","2021","30-39","Declared non-disabled","Undeclared","Outside London","1080","1015","30840","27570"
"In post","2021","30-39","Declared non-disabled","Undeclared","Overseas","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","London","430","410","43100","38590"
"In post","2021","30-39","Declared non-disabled","Unknown","Outside London","1880","1715","29320","27570"
"In post","2021","30-39","Declared non-disabled","Unknown","Overseas","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","White","London","10160","9840","49460","51830"
"In post","2021","30-39","Declared non-disabled","White","Outside London","42955","40310","31010","27570"
"In post","2021","30-39","Declared non-disabled","White","Overseas","575","570","46270","49760"
"In post","2021","30-39","Declared non-disabled","White","Unknown","160","150","33820","27570"
"In post","2021","30-39","Undeclared","Asian","London","125","125","39940","33640"
"In post","2021","30-39","Undeclared","Asian","Outside London","225","210","28150","27570"
"In post","2021","30-39","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Black","London","80","75","34320","31060"
"In post","2021","30-39","Undeclared","Black","Outside London","40","40","27130","27570"
"In post","2021","30-39","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Chinese","London","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Chinese","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Mixed","London","45","40","42320","37100"
"In post","2021","30-39","Undeclared","Mixed","Outside London","65","60","30030","27570"
"In post","2021","30-39","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Other ethnicity","London","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Other ethnicity","Outside London","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Undeclared","London","355","345","46810","44390"
"In post","2021","30-39","Undeclared","Undeclared","Outside London","920","900","32860","31020"
"In post","2021","30-39","Undeclared","Undeclared","Overseas","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","London","235","230","46410","42890"
"In post","2021","30-39","Undeclared","Unknown","Outside London","220","210","29810","27570"
"In post","2021","30-39","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","White","London","480","470","47100","44230"
"In post","2021","30-39","Undeclared","White","Outside London","2545","2385","30280","27570"
"In post","2021","30-39","Undeclared","White","Overseas","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Asian","London","250","240","40660","36310"
"In post","2021","30-39","Unknown","Asian","Outside London","280","260","32460","30320"
"In post","2021","30-39","Unknown","Asian","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Black","London","100","100","39000","36160"
"In post","2021","30-39","Unknown","Black","Outside London","95","90","31690","28650"
"In post","2021","30-39","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Chinese","London","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Chinese","Outside London","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Mixed","London","80","80","46460","49530"
"In post","2021","30-39","Unknown","Mixed","Outside London","120","115","33090","29540"
"In post","2021","30-39","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Other ethnicity","London","35","35","44740","40170"
"In post","2021","30-39","Unknown","Other ethnicity","Outside London","30","25","[c]","[c]"
"In post","2021","30-39","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Undeclared","London","105","100","47320","44500"
"In post","2021","30-39","Unknown","Undeclared","Outside London","360","345","34470","33650"
"In post","2021","30-39","Unknown","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","London","3325","3265","46560","42730"
"In post","2021","30-39","Unknown","Unknown","Outside London","9905","9425","29270","25980"
"In post","2021","30-39","Unknown","Unknown","Overseas","180","180","50660","52430"
"In post","2021","30-39","Unknown","Unknown","Unknown","520","520","37870","33570"
