"Status","Year","Ethnicity","Function_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Counter Fraud","West Yorkshire","Outside London","85","80","28840","25560"
"In post","2021","Asian","Debt","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Debt","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Derbyshire and Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Debt","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Debt","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Debt","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Inner London - East","London","75","60","26400","25630"
"In post","2021","Asian","Debt","Inner London - West","London","10","10","[c]","[c]"
"In post","2021","Asian","Debt","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Northumberland and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Debt","Outer London - South","London","35","35","26540","25630"
"In post","2021","Asian","Debt","Outer London - West and North West","London","15","10","[c]","[c]"
"In post","2021","Asian","Debt","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Southern Scotland","Outside London","10","5","[c]","[c]"
"In post","2021","Asian","Debt","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Debt","West Midlands","Outside London","80","70","21500","20140"
"In post","2021","Asian","Debt","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","West Yorkshire","Outside London","60","50","21440","20140"
"In post","2021","Asian","Digital, Data & Technology","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Devon","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Wales","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Essex","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Greater Manchester","Outside London","30","30","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Hampshire and Isle of Wight","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Inner London - East","London","185","185","47330","42290"
"In post","2021","Asian","Digital, Data & Technology","Inner London - West","London","215","215","44550","40750"
"In post","2021","Asian","Digital, Data & Technology","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Northumberland and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Outer London - West and North West","London","25","25","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Shropshire and Staffordshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Midlands","Outside London","80","80","37410","36240"
"In post","2021","Asian","Digital, Data & Technology","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Yorkshire","Outside London","50","50","33180","31810"
"In post","2021","Asian","Finance","Bedfordshire and Hertfordshire","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Finance","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Finance","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Derbyshire and Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Finance","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Finance","East Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Finance","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Essex","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","35","30","37800","33300"
"In post","2021","Asian","Finance","Greater Manchester","Outside London","20","15","[c]","[c]"
"In post","2021","Asian","Finance","Hampshire and Isle of Wight","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Inner London - East","London","75","75","43180","41760"
"In post","2021","Asian","Finance","Inner London - West","London","290","285","43370","39240"
"In post","2021","Asian","Finance","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Northumberland and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Outer London - South","London","15","15","[c]","[c]"
"In post","2021","Asian","Finance","Outer London - West and North West","London","20","20","[c]","[c]"
"In post","2021","Asian","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Finance","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","West Midlands","Outside London","65","65","34420","29980"
"In post","2021","Asian","Finance","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","West Yorkshire","Outside London","95","85","25560","21440"
"In post","2021","Asian","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Grants Management","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Lancashire","Outside London","[c]","[c]","[c]","[c]"
