"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Outside London","G6/G7","Unknown","165","155","56060","54540"
"In post","2021","Declared disabled","Outside London","SCS level","Heterosexual / straight","110","110","87430","82070"
"In post","2021","Declared disabled","Outside London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outside London","SEO/HEO","Heterosexual / straight","6725","6355","36020","34460"
"In post","2021","Declared disabled","Outside London","SEO/HEO","LGBO","715","690","34620","33000"
"In post","2021","Declared disabled","Outside London","SEO/HEO","Undeclared","865","815","36580","35110"
"In post","2021","Declared disabled","Outside London","SEO/HEO","Unknown","560","520","36120","35000"
"In post","2021","Declared disabled","Outside London","Unknown","Heterosexual / straight","1770","1635","30840","30210"
"In post","2021","Declared disabled","Outside London","Unknown","LGBO","160","155","29160","28200"
"In post","2021","Declared disabled","Outside London","Unknown","Undeclared","205","190","33220","32690"
"In post","2021","Declared disabled","Outside London","Unknown","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6/G7","Heterosexual / straight","65","65","60980","58850"
"In post","2021","Declared disabled","Overseas","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","65","65","36530","34770"
"In post","2021","Declared disabled","Overseas","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Heterosexual / straight","70","65","27950","27570"
"In post","2021","Declared disabled","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","40","40","35380","34290"
"In post","2021","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","AA/AO","Heterosexual / straight","6200","5790","25550","25110"
"In post","2021","Declared non-disabled","London","AA/AO","LGBO","275","265","26280","25110"
"In post","2021","Declared non-disabled","London","AA/AO","Undeclared","670","610","24930","25110"
"In post","2021","Declared non-disabled","London","AA/AO","Unknown","970","830","24770","24370"
"In post","2021","Declared non-disabled","London","EO","Heterosexual / straight","11145","10590","29870","29760"
"In post","2021","Declared non-disabled","London","EO","LGBO","565","550","29630","29570"
"In post","2021","Declared non-disabled","London","EO","Undeclared","1180","1090","29830","30110"
"In post","2021","Declared non-disabled","London","EO","Unknown","1555","1420","30700","31060"
"In post","2021","Declared non-disabled","London","G6/G7","Heterosexual / straight","15045","14520","60570","58900"
"In post","2021","Declared non-disabled","London","G6/G7","LGBO","1220","1200","59600","57760"
"In post","2021","Declared non-disabled","London","G6/G7","Undeclared","1360","1315","61380","59160"
"In post","2021","Declared non-disabled","London","G6/G7","Unknown","1205","1130","61950","60770"
"In post","2021","Declared non-disabled","London","SCS level","Heterosexual / straight","2645","2545","90010","81480"
"In post","2021","Declared non-disabled","London","SCS level","LGBO","185","180","87410","79420"
"In post","2021","Declared non-disabled","London","SCS level","Undeclared","185","180","90030","82100"
"In post","2021","Declared non-disabled","London","SCS level","Unknown","210","200","95000","86710"
"In post","2021","Declared non-disabled","London","SEO/HEO","Heterosexual / straight","17260","16840","38640","37710"
"In post","2021","Declared non-disabled","London","SEO/HEO","LGBO","1250","1235","38070","37000"
"In post","2021","Declared non-disabled","London","SEO/HEO","Undeclared","1665","1615","38910","38290"
"In post","2021","Declared non-disabled","London","SEO/HEO","Unknown","1340","1290","39570","39000"
"In post","2021","Declared non-disabled","London","Unknown","Heterosexual / straight","980","950","33940","34100"
"In post","2021","Declared non-disabled","London","Unknown","LGBO","45","45","34700","34430"
"In post","2021","Declared non-disabled","London","Unknown","Undeclared","75","70","37220","35310"
"In post","2021","Declared non-disabled","London","Unknown","Unknown","55","45","36190","36580"
"In post","2021","Declared non-disabled","Outside London","AA/AO","Heterosexual / straight","59865","54195","22130","21010"
"In post","2021","Declared non-disabled","Outside London","AA/AO","LGBO","2975","2850","22500","21010"
"In post","2021","Declared non-disabled","Outside London","AA/AO","Undeclared","5980","5190","21870","21010"
"In post","2021","Declared non-disabled","Outside London","AA/AO","Unknown","11385","9470","22010","21010"
"In post","2021","Declared non-disabled","Outside London","EO","Heterosexual / straight","54165","50150","27060","27570"
"In post","2021","Declared non-disabled","Outside London","EO","LGBO","2645","2565","27050","27570"
"In post","2021","Declared non-disabled","Outside London","EO","Undeclared","5385","4865","27340","27570"
"In post","2021","Declared non-disabled","Outside London","EO","Unknown","10165","8865","27570","27570"
"In post","2021","Declared non-disabled","Outside London","G6/G7","Heterosexual / straight","18695","17995","57490","54910"
"In post","2021","Declared non-disabled","Outside London","G6/G7","LGBO","730","715","57370","54460"
"In post","2021","Declared non-disabled","Outside London","G6/G7","Undeclared","1415","1360","58400","56120"
"In post","2021","Declared non-disabled","Outside London","G6/G7","Unknown","2525","2380","56760","55610"
"In post","2021","Declared non-disabled","Outside London","SCS level","Heterosexual / straight","1335","1300","90370","83230"
"In post","2021","Declared non-disabled","Outside London","SCS level","LGBO","55","55","85440","79940"
"In post","2021","Declared non-disabled","Outside London","SCS level","Undeclared","80","70","91130","83230"
"In post","2021","Declared non-disabled","Outside London","SCS level","Unknown","120","115","88850","83230"
"In post","2021","Declared non-disabled","Outside London","SEO/HEO","Heterosexual / straight","50665","48350","36190","34970"
"In post","2021","Declared non-disabled","Outside London","SEO/HEO","LGBO","2155","2110","35370","33840"
"In post","2021","Declared non-disabled","Outside London","SEO/HEO","Undeclared","4390","4150","37000","35840"
"In post","2021","Declared non-disabled","Outside London","SEO/HEO","Unknown","6220","5845","36570","35310"
"In post","2021","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","7855","7310","31560","30210"
"In post","2021","Declared non-disabled","Outside London","Unknown","LGBO","350","340","28950","25350"
"In post","2021","Declared non-disabled","Outside London","Unknown","Undeclared","545","500","34200","33090"
"In post","2021","Declared non-disabled","Outside London","Unknown","Unknown","335","300","33280","34340"
"In post","2021","Declared non-disabled","Overseas","AA/AO","Heterosexual / straight","40","40","22320","23000"
"In post","2021","Declared non-disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","EO","Heterosexual / straight","165","165","27670","26930"
"In post","2021","Declared non-disabled","Overseas","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","EO","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","G6/G7","Heterosexual / straight","720","720","59840","58030"
"In post","2021","Declared non-disabled","Overseas","G6/G7","LGBO","55","55","58230","56590"
"In post","2021","Declared non-disabled","Overseas","G6/G7","Undeclared","65","65","61110","59810"
"In post","2021","Declared non-disabled","Overseas","G6/G7","Unknown","35","35","58850","56250"
"In post","2021","Declared non-disabled","Overseas","SCS level","Heterosexual / straight","180","180","86070","77820"
"In post","2021","Declared non-disabled","Overseas","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","SEO/HEO","Heterosexual / straight","820","820","38720","34770"
"In post","2021","Declared non-disabled","Overseas","SEO/HEO","LGBO","40","40","36440","34560"
"In post","2021","Declared non-disabled","Overseas","SEO/HEO","Undeclared","85","85","38130","35340"
"In post","2021","Declared non-disabled","Overseas","SEO/HEO","Unknown","60","60","41540","41230"
"In post","2021","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","175","175","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Heterosexual / straight","125","110","22190","21010"
"In post","2021","Declared non-disabled","Unknown","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Unknown","30","25","22680","22470"
"In post","2021","Declared non-disabled","Unknown","EO","Heterosexual / straight","300","285","28030","27570"
"In post","2021","Declared non-disabled","Unknown","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","EO","Undeclared","30","30","28430","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Unknown","55","50","28280","27570"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Heterosexual / straight","100","95","55780","54700"
"In post","2021","Declared non-disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Heterosexual / straight","200","195","36510","34550"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","50","50","28500","27370"
"In post","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","AA/AO","Heterosexual / straight","400","375","26400","25110"
"In post","2021","Undeclared","London","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","Undeclared","London","AA/AO","Undeclared","265","245","25800","25110"
"In post","2021","Undeclared","London","AA/AO","Unknown","355","315","29910","32190"
"In post","2021","Undeclared","London","EO","Heterosexual / straight","490","470","29980","30210"
"In post","2021","Undeclared","London","EO","LGBO","40","35","29440","30310"
"In post","2021","Undeclared","London","EO","Undeclared","435","420","30290","30370"
"In post","2021","Undeclared","London","EO","Unknown","235","230","31210","30720"
"In post","2021","Undeclared","London","G6/G7","Heterosexual / straight","515","500","60170","58770"
"In post","2021","Undeclared","London","G6/G7","LGBO","60","60","60360","58740"
"In post","2021","Undeclared","London","G6/G7","Undeclared","665","645","61110","59160"
"In post","2021","Undeclared","London","G6/G7","Unknown","250","245","60240","56620"
"In post","2021","Undeclared","London","SCS level","Heterosexual / straight","85","80","86760","79550"
"In post","2021","Undeclared","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","London","SCS level","Undeclared","85","80","87390","80850"
"In post","2021","Undeclared","London","SCS level","Unknown","35","35","92900","86550"
"In post","2021","Undeclared","London","SEO/HEO","Heterosexual / straight","740","725","38780","37640"
"In post","2021","Undeclared","London","SEO/HEO","LGBO","105","105","36260","34630"
"In post","2021","Undeclared","London","SEO/HEO","Undeclared","795","770","38970","38390"
"In post","2021","Undeclared","London","SEO/HEO","Unknown","420","415","38980","37150"
"In post","2021","Undeclared","London","Unknown","Heterosexual / straight","50","50","32810","31400"
"In post","2021","Undeclared","London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","London","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2021","Undeclared","Outside London","AA/AO","Heterosexual / straight","3775","3395","23350","21130"
"In post","2021","Undeclared","Outside London","AA/AO","LGBO","275","265","23170","21010"
"In post","2021","Undeclared","Outside London","AA/AO","Undeclared","2560","2340","23230","21430"
"In post","2021","Undeclared","Outside London","AA/AO","Unknown","1925","1650","26460","25400"
"In post","2021","Undeclared","Outside London","EO","Heterosexual / straight","2630","2470","27900","27570"
"In post","2021","Undeclared","Outside London","EO","LGBO","225","220","27900","27570"
"In post","2021","Undeclared","Outside London","EO","Undeclared","2205","2050","27710","27370"
"In post","2021","Undeclared","Outside London","EO","Unknown","900","825","29330","27570"
"In post","2021","Undeclared","Outside London","G6/G7","Heterosexual / straight","545","530","57280","54540"
"In post","2021","Undeclared","Outside London","G6/G7","LGBO","50","50","56700","53030"
"In post","2021","Undeclared","Outside London","G6/G7","Undeclared","815","785","56730","54540"
"In post","2021","Undeclared","Outside London","G6/G7","Unknown","190","185","54950","52440"
"In post","2021","Undeclared","Outside London","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Undeclared","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Outside London","SCS level","Undeclared","40","35","88830","82100"
"In post","2021","Undeclared","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Outside London","SEO/HEO","Heterosexual / straight","2275","2185","36900","36260"
"In post","2021","Undeclared","Outside London","SEO/HEO","LGBO","180","175","35140","33300"
"In post","2021","Undeclared","Outside London","SEO/HEO","Undeclared","2630","2510","36750","35520"
"In post","2021","Undeclared","Outside London","SEO/HEO","Unknown","570","545","38160","37320"
"In post","2021","Undeclared","Outside London","Unknown","Heterosexual / straight","295","270","31650","30210"
"In post","2021","Undeclared","Outside London","Unknown","LGBO","40","40","29240","28200"
"In post","2021","Undeclared","Outside London","Unknown","Undeclared","260","245","34870","34000"
"In post","2021","Undeclared","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6/G7","Undeclared","30","30","60190","56590"
"In post","2021","Undeclared","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO/HEO","Undeclared","40","40","36340","34280"
"In post","2021","Undeclared","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","AA/AO","Heterosexual / straight","345","335","24540","24220"
"In post","2021","Unknown","London","AA/AO","LGBO","25","20","[c]","[c]"
"In post","2021","Unknown","London","AA/AO","Undeclared","45","45","24460","24120"
"In post","2021","Unknown","London","AA/AO","Unknown","1765","1710","25520","24140"
"In post","2021","Unknown","London","EO","Heterosexual / straight","890","860","30990","30550"
"In post","2021","Unknown","London","EO","LGBO","70","70","30270","28500"
"In post","2021","Unknown","London","EO","Undeclared","100","95","30620","30350"
"In post","2021","Unknown","London","EO","Unknown","2160","2095","29410","29570"
"In post","2021","Unknown","London","G6/G7","Heterosexual / straight","1100","1065","59230","56730"
"In post","2021","Unknown","London","G6/G7","LGBO","105","105","57090","54280"
"In post","2021","Unknown","London","G6/G7","Undeclared","195","185","61230","59000"
"In post","2021","Unknown","London","G6/G7","Unknown","3905","3800","60310","58130"
"In post","2021","Unknown","London","SCS level","Heterosexual / straight","175","170","96650","89390"
"In post","2021","Unknown","London","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","London","SCS level","Unknown","755","730","94000","82100"
"In post","2021","Unknown","London","SEO/HEO","Heterosexual / straight","1585","1560","39130","39760"
"In post","2021","Unknown","London","SEO/HEO","LGBO","135","135","37470","36980"
"In post","2021","Unknown","London","SEO/HEO","Undeclared","270","265","40010","40020"
"In post","2021","Unknown","London","SEO/HEO","Unknown","5565","5480","36230","36160"
"In post","2021","Unknown","London","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","Unknown","95","95","28290","26810"
"In post","2021","Unknown","Outside London","AA/AO","Heterosexual / straight","4210","3835","22680","21440"
"In post","2021","Unknown","Outside London","AA/AO","LGBO","260","250","22730","21590"
"In post","2021","Unknown","Outside London","AA/AO","Undeclared","1365","1210","22240","21580"
"In post","2021","Unknown","Outside London","AA/AO","Unknown","18955","17530","21780","20880"
"In post","2021","Unknown","Outside London","EO","Heterosexual / straight","3915","3735","28940","28130"
"In post","2021","Unknown","Outside London","EO","LGBO","230","225","28150","27570"
"In post","2021","Unknown","Outside London","EO","Undeclared","890","830","28520","29350"
"In post","2021","Unknown","Outside London","EO","Unknown","10245","9780","27090","26160"
"In post","2021","Unknown","Outside London","G6/G7","Heterosexual / straight","1775","1710","57700","55000"
"In post","2021","Unknown","Outside London","G6/G7","LGBO","75","70","56270","54360"
"In post","2021","Unknown","Outside London","G6/G7","Undeclared","290","275","59280","56120"
"In post","2021","Unknown","Outside London","G6/G7","Unknown","3630","3485","56970","53490"
"In post","2021","Unknown","Outside London","SCS level","Heterosexual / straight","90","90","95080","85720"
"In post","2021","Unknown","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","Unknown","375","365","89530","80000"
"In post","2021","Unknown","Outside London","SEO/HEO","Heterosexual / straight","4495","4295","37280","36820"
