"Status","Year","Age","Disability","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared disabled","AA","LGBO","45","45","19660","20140"
"In post","2021","20-29","Declared disabled","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","AA","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","AO","Heterosexual / straight","900","875","22530","21010"
"In post","2021","20-29","Declared disabled","AO","LGBO","280","275","22530","21010"
"In post","2021","20-29","Declared disabled","AO","Undeclared","100","90","22330","21010"
"In post","2021","20-29","Declared disabled","AO","Unknown","55","50","23150","22130"
"In post","2021","20-29","Declared disabled","EO","Heterosexual / straight","1080","1065","27240","27570"
"In post","2021","20-29","Declared disabled","EO","LGBO","315","310","27070","27570"
"In post","2021","20-29","Declared disabled","EO","Undeclared","105","105","27390","27570"
"In post","2021","20-29","Declared disabled","EO","Unknown","60","60","26960","27540"
"In post","2021","20-29","Declared disabled","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","G6","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","G7","Heterosexual / straight","155","155","53070","53140"
"In post","2021","20-29","Declared disabled","G7","LGBO","55","55","52920","53130"
"In post","2021","20-29","Declared disabled","G7","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","G7","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","HEO","Heterosexual / straight","680","675","32550","32560"
"In post","2021","20-29","Declared disabled","HEO","LGBO","210","210","32410","32140"
"In post","2021","20-29","Declared disabled","HEO","Undeclared","65","60","32560","32500"
"In post","2021","20-29","Declared disabled","HEO","Unknown","40","40","32780","32540"
"In post","2021","20-29","Declared disabled","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","SEO","Heterosexual / straight","230","230","39320","39420"
"In post","2021","20-29","Declared disabled","SEO","LGBO","65","65","39350","39530"
"In post","2021","20-29","Declared disabled","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Heterosexual / straight","200","195","26020","23840"
"In post","2021","20-29","Declared disabled","Unknown","LGBO","35","35","24980","23840"
"In post","2021","20-29","Declared disabled","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","AA","Heterosexual / straight","1290","1240","20060","20600"
"In post","2021","20-29","Declared non-disabled","AA","LGBO","115","110","20090","20600"
"In post","2021","20-29","Declared non-disabled","AA","Undeclared","60","60","20000","20060"
"In post","2021","20-29","Declared non-disabled","AA","Unknown","55","55","19310","19160"
"In post","2021","20-29","Declared non-disabled","AO","Heterosexual / straight","11650","11325","22990","21430"
"In post","2021","20-29","Declared non-disabled","AO","LGBO","1090","1070","22980","21410"
"In post","2021","20-29","Declared non-disabled","AO","Undeclared","550","530","22870","21430"
"In post","2021","20-29","Declared non-disabled","AO","Unknown","620","595","22060","21010"
"In post","2021","20-29","Declared non-disabled","EO","Heterosexual / straight","11450","11320","26930","27380"
"In post","2021","20-29","Declared non-disabled","EO","LGBO","960","950","27040","27570"
"In post","2021","20-29","Declared non-disabled","EO","Undeclared","630","625","27000","27500"
"In post","2021","20-29","Declared non-disabled","EO","Unknown","655","645","26950","27570"
"In post","2021","20-29","Declared non-disabled","G6","Heterosexual / straight","135","135","64550","64590"
"In post","2021","20-29","Declared non-disabled","G6","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","G7","Heterosexual / straight","2040","2035","53810","53380"
"In post","2021","20-29","Declared non-disabled","G7","LGBO","280","280","54200","53380"
"In post","2021","20-29","Declared non-disabled","G7","Undeclared","155","155","54840","53420"
"In post","2021","20-29","Declared non-disabled","G7","Unknown","65","65","51830","52540"
"In post","2021","20-29","Declared non-disabled","HEO","Heterosexual / straight","7650","7610","32640","32330"
"In post","2021","20-29","Declared non-disabled","HEO","LGBO","790","790","32700","32560"
"In post","2021","20-29","Declared non-disabled","HEO","Undeclared","515","515","32890","32940"
"In post","2021","20-29","Declared non-disabled","HEO","Unknown","395","395","33190","32730"
"In post","2021","20-29","Declared non-disabled","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","SEO","Heterosexual / straight","2785","2775","39780","39980"
"In post","2021","20-29","Declared non-disabled","SEO","LGBO","300","300","40040","40050"
"In post","2021","20-29","Declared non-disabled","SEO","Undeclared","200","195","40040","40070"
"In post","2021","20-29","Declared non-disabled","SEO","Unknown","135","135","39840","39940"
"In post","2021","20-29","Declared non-disabled","Unknown","Heterosexual / straight","1685","1660","26320","24020"
"In post","2021","20-29","Declared non-disabled","Unknown","LGBO","120","120","24530","22920"
"In post","2021","20-29","Declared non-disabled","Unknown","Undeclared","60","55","25550","22920"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","AA","Heterosexual / straight","40","40","20030","20330"
"In post","2021","20-29","Undeclared","AA","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","AA","Undeclared","40","40","20360","20600"
"In post","2021","20-29","Undeclared","AO","Heterosexual / straight","330","320","22740","21010"
"In post","2021","20-29","Undeclared","AO","LGBO","65","60","22260","21010"
"In post","2021","20-29","Undeclared","AO","Undeclared","230","225","23980","22290"
"In post","2021","20-29","Undeclared","AO","Unknown","45","40","21600","21010"
"In post","2021","20-29","Undeclared","EO","Heterosexual / straight","380","375","27370","27570"
"In post","2021","20-29","Undeclared","EO","LGBO","80","75","26970","27570"
"In post","2021","20-29","Undeclared","EO","Undeclared","215","210","27440","27570"
"In post","2021","20-29","Undeclared","EO","Unknown","110","110","27880","27570"
"In post","2021","20-29","Undeclared","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","G7","Heterosexual / straight","65","65","52920","52840"
"In post","2021","20-29","Undeclared","G7","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","G7","Undeclared","75","75","54290","53380"
"In post","2021","20-29","Undeclared","G7","Unknown","40","40","54340","54110"
"In post","2021","20-29","Undeclared","HEO","Heterosexual / straight","295","295","32640","32320"
"In post","2021","20-29","Undeclared","HEO","LGBO","75","75","32060","32320"
"In post","2021","20-29","Undeclared","HEO","Undeclared","215","215","32870","32320"
"In post","2021","20-29","Undeclared","HEO","Unknown","135","135","33720","34710"
"In post","2021","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","SEO","Heterosexual / straight","90","90","39650","40000"
"In post","2021","20-29","Undeclared","SEO","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","SEO","Undeclared","70","65","40070","40050"
"In post","2021","20-29","Undeclared","SEO","Unknown","45","45","41810","42470"
"In post","2021","20-29","Undeclared","Unknown","Heterosexual / straight","45","45","26870","26810"
"In post","2021","20-29","Undeclared","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Unknown","AA","Heterosexual / straight","120","110","20950","20700"
"In post","2021","20-29","Unknown","AA","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","AA","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Unknown","AA","Unknown","850","820","20030","20600"
"In post","2021","20-29","Unknown","AO","Heterosexual / straight","915","900","22620","22350"
"In post","2021","20-29","Unknown","AO","LGBO","105","105","22390","22350"
"In post","2021","20-29","Unknown","AO","Undeclared","185","180","22440","22820"
"In post","2021","20-29","Unknown","AO","Unknown","6545","6390","22440","21010"
"In post","2021","20-29","Unknown","EO","Heterosexual / straight","1250","1240","28410","27660"
"In post","2021","20-29","Unknown","EO","LGBO","130","130","27870","27270"
"In post","2021","20-29","Unknown","EO","Undeclared","170","170","28450","28650"
"In post","2021","20-29","Unknown","EO","Unknown","4020","3975","26650","26160"
"In post","2021","20-29","Unknown","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","G6","Unknown","75","75","64710","64500"
"In post","2021","20-29","Unknown","G7","Heterosexual / straight","205","205","52720","53360"
"In post","2021","20-29","Unknown","G7","LGBO","40","35","53840","53360"
"In post","2021","20-29","Unknown","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","G7","Unknown","825","825","53760","53360"
"In post","2021","20-29","Unknown","HEO","Heterosexual / straight","820","815","32870","32770"
"In post","2021","20-29","Unknown","HEO","LGBO","115","115","32570","32790"
"In post","2021","20-29","Unknown","HEO","Undeclared","95","95","33540","32960"
"In post","2021","20-29","Unknown","HEO","Unknown","4435","4420","31640","31810"
"In post","2021","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","SEO","Heterosexual / straight","385","385","39450","39420"
"In post","2021","20-29","Unknown","SEO","LGBO","50","50","39810","39150"
"In post","2021","20-29","Unknown","SEO","Undeclared","45","45","40060","40050"
"In post","2021","20-29","Unknown","SEO","Unknown","995","995","39510","39740"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","45","45","26900","26810"
"In post","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","690","680","26590","24020"
"In post","2021","30-39","Declared disabled","AA","Heterosexual / straight","175","160","19820","20060"
"In post","2021","30-39","Declared disabled","AA","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Declared disabled","AA","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Declared disabled","AA","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Declared disabled","AO","Heterosexual / straight","1395","1265","22560","21010"
"In post","2021","30-39","Declared disabled","AO","LGBO","210","205","22900","21010"
"In post","2021","30-39","Declared disabled","AO","Undeclared","165","150","22250","21010"
"In post","2021","30-39","Declared disabled","AO","Unknown","100","85","22690","21010"
"In post","2021","30-39","Declared disabled","EO","Heterosexual / straight","1675","1570","27490","27570"
"In post","2021","30-39","Declared disabled","EO","LGBO","280","270","27420","27570"
"In post","2021","30-39","Declared disabled","EO","Undeclared","185","175","27160","27570"
"In post","2021","30-39","Declared disabled","EO","Unknown","145","135","28390","27570"
"In post","2021","30-39","Declared disabled","G6","Heterosexual / straight","160","155","65780","65220"
"In post","2021","30-39","Declared disabled","G6","LGBO","35","35","66080","65330"
"In post","2021","30-39","Declared disabled","G6","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Declared disabled","G6","Unknown","15","10","[c]","[c]"
"In post","2021","30-39","Declared disabled","G7","Heterosexual / straight","575","560","53870","53380"
"In post","2021","30-39","Declared disabled","G7","LGBO","125","125","53640","53230"
"In post","2021","30-39","Declared disabled","G7","Undeclared","80","80","54770","54590"
"In post","2021","30-39","Declared disabled","G7","Unknown","35","35","52700","52280"
"In post","2021","30-39","Declared disabled","HEO","Heterosexual / straight","960","930","32750","31990"
"In post","2021","30-39","Declared disabled","HEO","LGBO","175","170","32710","31990"
"In post","2021","30-39","Declared disabled","HEO","Undeclared","95","95","32850","32670"
"In post","2021","30-39","Declared disabled","HEO","Unknown","60","60","33340","32730"
"In post","2021","30-39","Declared disabled","SCS level","Heterosexual / straight","50","45","81240","75020"
"In post","2021","30-39","Declared disabled","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","SEO","Heterosexual / straight","650","635","40830","40050"
"In post","2021","30-39","Declared disabled","SEO","LGBO","95","95","40220","39510"
"In post","2021","30-39","Declared disabled","SEO","Undeclared","60","60","40230","40000"
"In post","2021","30-39","Declared disabled","SEO","Unknown","45","45","41020","40020"
"In post","2021","30-39","Declared disabled","Unknown","Heterosexual / straight","395","365","29930","30210"
"In post","2021","30-39","Declared disabled","Unknown","LGBO","55","55","27730","26810"
"In post","2021","30-39","Declared disabled","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","AA","Heterosexual / straight","1195","1095","20130","20060"
"In post","2021","30-39","Declared non-disabled","AA","LGBO","90","90","20260","20600"
"In post","2021","30-39","Declared non-disabled","AA","Undeclared","110","95","19490","18060"
"In post","2021","30-39","Declared non-disabled","AA","Unknown","100","85","20550","20600"
"In post","2021","30-39","Declared non-disabled","AO","Heterosexual / straight","12070","10990","23180","21430"
"In post","2021","30-39","Declared non-disabled","AO","LGBO","715","690","23830","21590"
"In post","2021","30-39","Declared non-disabled","AO","Undeclared","825","740","22960","21430"
"In post","2021","30-39","Declared non-disabled","AO","Unknown","1650","1355","22180","21010"
"In post","2021","30-39","Declared non-disabled","EO","Heterosexual / straight","13880","13085","27240","27570"
"In post","2021","30-39","Declared non-disabled","EO","LGBO","905","895","27490","27570"
"In post","2021","30-39","Declared non-disabled","EO","Undeclared","850","800","27450","27570"
"In post","2021","30-39","Declared non-disabled","EO","Unknown","1775","1615","27740","27570"
"In post","2021","30-39","Declared non-disabled","G6","Heterosexual / straight","2095","2040","66810","65650"
"In post","2021","30-39","Declared non-disabled","G6","LGBO","170","165","66010","65070"
"In post","2021","30-39","Declared non-disabled","G6","Undeclared","150","145","66940","66150"
"In post","2021","30-39","Declared non-disabled","G6","Unknown","155","150","66170","65370"
"In post","2021","30-39","Declared non-disabled","G7","Heterosexual / straight","7060","6840","54300","53600"
"In post","2021","30-39","Declared non-disabled","G7","LGBO","550","545","54950","54070"
"In post","2021","30-39","Declared non-disabled","G7","Undeclared","475","465","54510","54110"
"In post","2021","30-39","Declared non-disabled","G7","Unknown","515","495","52910","52150"
"In post","2021","30-39","Declared non-disabled","HEO","Heterosexual / straight","9720","9385","32870","31990"
"In post","2021","30-39","Declared non-disabled","HEO","LGBO","585","580","32920","32010"
"In post","2021","30-39","Declared non-disabled","HEO","Undeclared","635","610","33240","32330"
"In post","2021","30-39","Declared non-disabled","HEO","Unknown","875","845","33270","32480"
"In post","2021","30-39","Declared non-disabled","SCS level","Heterosexual / straight","610","585","79410","75330"
"In post","2021","30-39","Declared non-disabled","SCS level","LGBO","65","60","79510","74220"
"In post","2021","30-39","Declared non-disabled","SCS level","Undeclared","35","30","78500","75920"
"In post","2021","30-39","Declared non-disabled","SCS level","Unknown","45","40","79590","74100"
"In post","2021","30-39","Declared non-disabled","SEO","Heterosexual / straight","7105","6895","40740","40050"
"In post","2021","30-39","Declared non-disabled","SEO","LGBO","485","480","40360","39660"
"In post","2021","30-39","Declared non-disabled","SEO","Undeclared","465","455","41280","40480"
"In post","2021","30-39","Declared non-disabled","SEO","Unknown","710","685","40490","39850"
"In post","2021","30-39","Declared non-disabled","Unknown","Heterosexual / straight","2265","2100","31010","31420"
"In post","2021","30-39","Declared non-disabled","Unknown","LGBO","115","115","29490","27960"
"In post","2021","30-39","Declared non-disabled","Unknown","Undeclared","125","120","32190","31420"
"In post","2021","30-39","Declared non-disabled","Unknown","Unknown","60","55","33590","32690"
"In post","2021","30-39","Undeclared","AA","Heterosexual / straight","60","55","20010","20600"
"In post","2021","30-39","Undeclared","AA","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","AA","Undeclared","50","45","20070","19560"
"In post","2021","30-39","Undeclared","AA","Unknown","45","40","21700","21550"
"In post","2021","30-39","Undeclared","AO","Heterosexual / straight","600","540","23120","21010"
"In post","2021","30-39","Undeclared","AO","LGBO","65","65","24020","21010"
"In post","2021","30-39","Undeclared","AO","Undeclared","405","385","24330","21710"
"In post","2021","30-39","Undeclared","AO","Unknown","210","185","25640","22910"
"In post","2021","30-39","Undeclared","EO","Heterosexual / straight","640","605","27880","27570"
"In post","2021","30-39","Undeclared","EO","LGBO","70","70","28510","27570"
"In post","2021","30-39","Undeclared","EO","Undeclared","440","430","27830","27460"
"In post","2021","30-39","Undeclared","EO","Unknown","210","200","29500","27570"
"In post","2021","30-39","Undeclared","G6","Heterosexual / straight","65","65","66520","65130"
"In post","2021","30-39","Undeclared","G6","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","G6","Undeclared","80","80","66730","65370"
"In post","2021","30-39","Undeclared","G6","Unknown","30","30","66070","66090"
"In post","2021","30-39","Undeclared","G7","Heterosexual / straight","225","220","54620","54000"
"In post","2021","30-39","Undeclared","G7","LGBO","30","30","[c]","[c]"
"In post","2021","30-39","Undeclared","G7","Undeclared","290","285","54080","53380"
"In post","2021","30-39","Undeclared","G7","Unknown","115","110","52960","54110"
"In post","2021","30-39","Undeclared","HEO","Heterosexual / straight","395","380","32840","31990"
"In post","2021","30-39","Undeclared","HEO","LGBO","50","45","33330","32120"
"In post","2021","30-39","Undeclared","HEO","Undeclared","350","340","33000","32090"
"In post","2021","30-39","Undeclared","HEO","Unknown","110","105","33810","34710"
"In post","2021","30-39","Undeclared","SCS level","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","30-39","Undeclared","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","SEO","Heterosexual / straight","270","265","40740","40000"
"In post","2021","30-39","Undeclared","SEO","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","SEO","Undeclared","265","260","41300","40580"
"In post","2021","30-39","Undeclared","SEO","Unknown","120","120","41930","42470"
"In post","2021","30-39","Undeclared","Unknown","Heterosexual / straight","70","70","32060","31060"
"In post","2021","30-39","Undeclared","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","Undeclared","70","65","32620","31700"
"In post","2021","30-39","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","AA","Heterosexual / straight","105","95","20400","20070"
"In post","2021","30-39","Unknown","AA","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","AA","Undeclared","35","30","19960","20070"
"In post","2021","30-39","Unknown","AA","Unknown","475","435","20120","20070"
"In post","2021","30-39","Unknown","AO","Heterosexual / straight","735","680","23660","22350"
"In post","2021","30-39","Unknown","AO","LGBO","65","65","24300","22350"
"In post","2021","30-39","Unknown","AO","Undeclared","195","180","22830","22820"
"In post","2021","30-39","Unknown","AO","Unknown","3875","3620","22820","21010"
"In post","2021","30-39","Unknown","EO","Heterosexual / straight","1145","1105","29520","28840"
"In post","2021","30-39","Unknown","EO","LGBO","80","80","29260","28620"
"In post","2021","30-39","Unknown","EO","Undeclared","220","205","29010","29350"
"In post","2021","30-39","Unknown","EO","Unknown","3165","3060","27200","26330"
"In post","2021","30-39","Unknown","G6","Heterosexual / straight","195","185","66780","66230"
"In post","2021","30-39","Unknown","G6","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","G6","Undeclared","25","20","[c]","[c]"
"In post","2021","30-39","Unknown","G6","Unknown","560","545","67700","66230"
"In post","2021","30-39","Unknown","G7","Heterosexual / straight","675","655","53730","53360"
"In post","2021","30-39","Unknown","G7","LGBO","55","55","54160","53380"
"In post","2021","30-39","Unknown","G7","Undeclared","95","95","54570","54110"
"In post","2021","30-39","Unknown","G7","Unknown","1860","1815","54350","53380"
"In post","2021","30-39","Unknown","HEO","Heterosexual / straight","970","940","34510","33300"
"In post","2021","30-39","Unknown","HEO","LGBO","65","65","34100","33570"
"In post","2021","30-39","Unknown","HEO","Undeclared","155","150","33940","33300"
