"Status","Year","Disability","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","G7","Female","Unknown","120","110","55030","53460"
"In post","2021","Declared disabled","G7","Male","Heterosexual / straight","1150","1120","55440","54550"
"In post","2021","Declared disabled","G7","Male","LGBO","215","210","55460","54700"
"In post","2021","Declared disabled","G7","Male","Undeclared","180","175","56130","54700"
"In post","2021","Declared disabled","G7","Male","Unknown","90","90","56010","55610"
"In post","2021","Declared disabled","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HEO","Female","Heterosexual / straight","3115","2910","33180","32980"
"In post","2021","Declared disabled","HEO","Female","LGBO","370","355","32830","32140"
"In post","2021","Declared disabled","HEO","Female","Undeclared","350","320","33390","33300"
"In post","2021","Declared disabled","HEO","Female","Unknown","240","215","33680","33070"
"In post","2021","Declared disabled","HEO","Male","Heterosexual / straight","2270","2190","33740","33300"
"In post","2021","Declared disabled","HEO","Male","LGBO","345","340","33320","32630"
"In post","2021","Declared disabled","HEO","Male","Undeclared","345","335","34360","33770"
"In post","2021","Declared disabled","HEO","Male","Unknown","235","225","34500","33860"
"In post","2021","Declared disabled","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS level","Female","Heterosexual / straight","160","155","87580","81440"
"In post","2021","Declared disabled","SCS level","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","SCS level","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","SCS level","Male","Heterosexual / straight","170","165","91870","82430"
"In post","2021","Declared disabled","SCS level","Male","LGBO","30","30","88970","80140"
"In post","2021","Declared disabled","SCS level","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SEO","Female","Heterosexual / straight","1925","1820","41100","40220"
"In post","2021","Declared disabled","SEO","Female","LGBO","175","170","40800","40050"
"In post","2021","Declared disabled","SEO","Female","Undeclared","235","225","41080","40580"
"In post","2021","Declared disabled","SEO","Female","Unknown","125","115","40410","39650"
"In post","2021","Declared disabled","SEO","Male","Heterosexual / straight","1550","1505","42410","41140"
"In post","2021","Declared disabled","SEO","Male","LGBO","165","160","40760","40050"
"In post","2021","Declared disabled","SEO","Male","Undeclared","235","225","42400","41100"
"In post","2021","Declared disabled","SEO","Male","Unknown","125","120","42570","41760"
"In post","2021","Declared disabled","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Female","Heterosexual / straight","1560","1435","30500","30210"
"In post","2021","Declared disabled","Unknown","Female","LGBO","140","135","28860","27730"
"In post","2021","Declared disabled","Unknown","Female","Undeclared","155","145","32010","31420"
"In post","2021","Declared disabled","Unknown","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Male","Heterosexual / straight","460","445","33660","32710"
"In post","2021","Declared disabled","Unknown","Male","LGBO","50","50","31210","28200"
"In post","2021","Declared disabled","Unknown","Male","Undeclared","80","75","37360","37170"
"In post","2021","Declared disabled","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","AA","Female","Heterosexual / straight","4170","3620","19630","19560"
"In post","2021","Declared non-disabled","AA","Female","LGBO","250","240","20250","20600"
"In post","2021","Declared non-disabled","AA","Female","Undeclared","550","435","18990","18060"
"In post","2021","Declared non-disabled","AA","Female","Unknown","515","405","20600","20390"
"In post","2021","Declared non-disabled","AA","Male","Heterosexual / straight","4680","4500","19960","19560"
"In post","2021","Declared non-disabled","AA","Male","LGBO","160","150","19840","19850"
"In post","2021","Declared non-disabled","AA","Male","Undeclared","385","360","19660","19560"
"In post","2021","Declared non-disabled","AA","Male","Unknown","510","470","20910","20600"
"In post","2021","Declared non-disabled","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","AO","Female","Heterosexual / straight","33425","28860","21960","21050"
"In post","2021","Declared non-disabled","AO","Female","LGBO","1580","1500","23770","21590"
"In post","2021","Declared non-disabled","AO","Female","Undeclared","3715","3115","21990","21180"
"In post","2021","Declared non-disabled","AO","Female","Unknown","7385","5740","21650","21010"
"In post","2021","Declared non-disabled","AO","Male","Heterosexual / straight","23955","23155","24090","21590"
"In post","2021","Declared non-disabled","AO","Male","LGBO","1270","1230","22500","21010"
"In post","2021","Declared non-disabled","AO","Male","Undeclared","2010","1905","23900","21430"
"In post","2021","Declared non-disabled","AO","Male","Unknown","3980","3715","23680","21050"
"In post","2021","Declared non-disabled","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","EO","Female","Heterosexual / straight","38225","34525","27380","27570"
"In post","2021","Declared non-disabled","EO","Female","LGBO","1505","1450","27610","27570"
"In post","2021","Declared non-disabled","EO","Female","Undeclared","3725","3275","27610","27570"
"In post","2021","Declared non-disabled","EO","Female","Unknown","7530","6320","27840","27570"
"In post","2021","Declared non-disabled","EO","Male","Heterosexual / straight","27550","26660","27770","27570"
"In post","2021","Declared non-disabled","EO","Male","LGBO","1735","1695","27420","27570"
"In post","2021","Declared non-disabled","EO","Male","Undeclared","2900","2735","28040","27570"
"In post","2021","Declared non-disabled","EO","Male","Unknown","4255","4025","28250","27570"
"In post","2021","Declared non-disabled","EO","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G6","Female","Heterosexual / straight","4385","4155","68010","66440"
"In post","2021","Declared non-disabled","G6","Female","LGBO","170","170","68600","66600"
"In post","2021","Declared non-disabled","G6","Female","Undeclared","345","330","68890","67070"
"In post","2021","Declared non-disabled","G6","Female","Unknown","450","415","67140","66190"
"In post","2021","Declared non-disabled","G6","Male","Heterosexual / straight","4810","4710","68970","67400"
"In post","2021","Declared non-disabled","G6","Male","LGBO","365","360","67580","66290"
"In post","2021","Declared non-disabled","G6","Male","Undeclared","435","420","70330","68940"
"In post","2021","Declared non-disabled","G6","Male","Unknown","600","580","68600","66250"
"In post","2021","Declared non-disabled","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G7","Female","Heterosexual / straight","12735","12045","55040","54070"
"In post","2021","Declared non-disabled","G7","Female","LGBO","560","545","54990","53650"
"In post","2021","Declared non-disabled","G7","Female","Undeclared","980","935","55870","54540"
"In post","2021","Declared non-disabled","G7","Female","Unknown","1285","1175","54400","53390"
"In post","2021","Declared non-disabled","G7","Male","Heterosexual / straight","12635","12410","55730","54700"
"In post","2021","Declared non-disabled","G7","Male","LGBO","915","905","55700","54700"
"In post","2021","Declared non-disabled","G7","Male","Undeclared","1080","1060","56420","55420"
"In post","2021","Declared non-disabled","G7","Male","Unknown","1440","1390","55050","54070"
"In post","2021","Declared non-disabled","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HEO","Female","Heterosexual / straight","21670","20410","33090","32680"
"In post","2021","Declared non-disabled","HEO","Female","LGBO","955","935","33000","32430"
"In post","2021","Declared non-disabled","HEO","Female","Undeclared","1845","1725","33490","33300"
"In post","2021","Declared non-disabled","HEO","Female","Unknown","2270","2095","33690","33160"
"In post","2021","Declared non-disabled","HEO","Male","Heterosexual / straight","18670","18260","33730","33300"
"In post","2021","Declared non-disabled","HEO","Male","LGBO","1145","1130","33310","32940"
"In post","2021","Declared non-disabled","HEO","Male","Undeclared","1685","1640","34390","33630"
"In post","2021","Declared non-disabled","HEO","Male","Unknown","2165","2085","34240","33840"
"In post","2021","Declared non-disabled","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SCS level","Female","Heterosexual / straight","1995","1890","87410","80070"
"In post","2021","Declared non-disabled","SCS level","Female","LGBO","75","75","85900","77740"
"In post","2021","Declared non-disabled","SCS level","Female","Undeclared","125","115","86900","80350"
"In post","2021","Declared non-disabled","SCS level","Female","Unknown","150","145","90190","84860"
"In post","2021","Declared non-disabled","SCS level","Male","Heterosexual / straight","2170","2135","92300","83830"
"In post","2021","Declared non-disabled","SCS level","Male","LGBO","180","175","87730","80770"
"In post","2021","Declared non-disabled","SCS level","Male","Undeclared","155","145","92640","84140"
"In post","2021","Declared non-disabled","SCS level","Male","Unknown","180","180","95250","85720"
"In post","2021","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SEO","Female","Heterosexual / straight","14610","13820","41150","40310"
"In post","2021","Declared non-disabled","SEO","Female","LGBO","565","555","41510","40190"
"In post","2021","Declared non-disabled","SEO","Female","Undeclared","1300","1220","41850","41010"
"In post","2021","Declared non-disabled","SEO","Female","Unknown","1430","1330","40920","39750"
"In post","2021","Declared non-disabled","SEO","Male","Heterosexual / straight","13990","13710","42260","40980"
"In post","2021","Declared non-disabled","SEO","Male","LGBO","795","780","41140","40220"
"In post","2021","Declared non-disabled","SEO","Male","Undeclared","1325","1285","42920","41950"
"In post","2021","Declared non-disabled","SEO","Male","Unknown","1770","1705","42040","40720"
"In post","2021","Declared non-disabled","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Female","Heterosexual / straight","6310","5790","30330","30210"
"In post","2021","Declared non-disabled","Unknown","Female","LGBO","255","245","29300","26810"
"In post","2021","Declared non-disabled","Unknown","Female","Undeclared","415","370","32440","32100"
"In post","2021","Declared non-disabled","Unknown","Female","Unknown","260","225","33230","34320"
"In post","2021","Declared non-disabled","Unknown","Male","Heterosexual / straight","2750","2690","35320","33080"
"In post","2021","Declared non-disabled","Unknown","Male","LGBO","150","150","30230","28190"
"In post","2021","Declared non-disabled","Unknown","Male","Undeclared","235","225","38400","37170"
"In post","2021","Declared non-disabled","Unknown","Male","Unknown","135","125","34400","35000"
"In post","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA","Female","Heterosexual / straight","315","275","20120","20280"
"In post","2021","Undeclared","AA","Female","LGBO","30","30","20870","20600"
"In post","2021","Undeclared","AA","Female","Undeclared","180","145","19570","19560"
"In post","2021","Undeclared","AA","Female","Unknown","195","160","21780","21550"
"In post","2021","Undeclared","AA","Male","Heterosexual / straight","400","375","20470","20310"
"In post","2021","Undeclared","AA","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Undeclared","AA","Male","Undeclared","245","240","20020","20060"
"In post","2021","Undeclared","AA","Male","Unknown","285","250","22060","21550"
"In post","2021","Undeclared","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AO","Female","Heterosexual / straight","1795","1540","22570","21130"
"In post","2021","Undeclared","AO","Female","LGBO","125","115","23930","21590"
"In post","2021","Undeclared","AO","Female","Undeclared","1085","940","22520","21440"
"In post","2021","Undeclared","AO","Female","Unknown","690","575","25540","23240"
"In post","2021","Undeclared","AO","Male","Heterosexual / straight","1670","1580","26210","24440"
"In post","2021","Undeclared","AO","Male","LGBO","125","120","24070","21010"
"In post","2021","Undeclared","AO","Male","Undeclared","1320","1260","25430","22080"
"In post","2021","Undeclared","AO","Male","Unknown","1110","980","30090","31650"
"In post","2021","Undeclared","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Female","Heterosexual / straight","1640","1510","27640","27570"
"In post","2021","Undeclared","EO","Female","LGBO","135","130","27950","27570"
"In post","2021","Undeclared","EO","Female","Undeclared","1125","1020","27650","27390"
"In post","2021","Undeclared","EO","Female","Unknown","535","485","28730","27570"
"In post","2021","Undeclared","EO","Male","Heterosexual / straight","1495","1445","28860","27570"
"In post","2021","Undeclared","EO","Male","LGBO","130","125","28300","27570"
"In post","2021","Undeclared","EO","Male","Undeclared","1535","1470","28480","27570"
"In post","2021","Undeclared","EO","Male","Unknown","600","570","30600","30270"
"In post","2021","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6","Female","Heterosexual / straight","135","130","67570","66270"
"In post","2021","Undeclared","G6","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","G6","Female","Undeclared","135","125","68550","67510"
"In post","2021","Undeclared","G6","Female","Unknown","45","45","67380","65710"
"In post","2021","Undeclared","G6","Male","Heterosexual / straight","145","145","69350","68410"
"In post","2021","Undeclared","G6","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","G6","Male","Undeclared","255","245","68940","68390"
"In post","2021","Undeclared","G6","Male","Unknown","55","55","68330","66610"
"In post","2021","Undeclared","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G7","Female","Heterosexual / straight","415","395","54660","53600"
"In post","2021","Undeclared","G7","Female","LGBO","35","35","55100","53380"
"In post","2021","Undeclared","G7","Female","Undeclared","395","380","54900","54000"
"In post","2021","Undeclared","G7","Female","Unknown","120","110","55150","54410"
"In post","2021","Undeclared","G7","Male","Heterosexual / straight","385","380","56030","54700"
"In post","2021","Undeclared","G7","Male","LGBO","55","55","55780","53380"
"In post","2021","Undeclared","G7","Male","Undeclared","730","715","55390","54540"
"In post","2021","Undeclared","G7","Male","Unknown","220","220","54700","54110"
"In post","2021","Undeclared","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HEO","Female","Heterosexual / straight","920","875","33150","32520"
"In post","2021","Undeclared","HEO","Female","LGBO","110","110","32960","32200"
"In post","2021","Undeclared","HEO","Female","Undeclared","765","715","33330","33220"
"In post","2021","Undeclared","HEO","Female","Unknown","245","230","34160","34710"
"In post","2021","Undeclared","HEO","Male","Heterosexual / straight","900","875","34350","33300"
"In post","2021","Undeclared","HEO","Male","LGBO","85","80","33280","32870"
"In post","2021","Undeclared","HEO","Male","Undeclared","1290","1250","34060","33300"
"In post","2021","Undeclared","HEO","Male","Unknown","310","305","35270","35060"
"In post","2021","Undeclared","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS level","Female","Heterosexual / straight","60","55","83380","79600"
"In post","2021","Undeclared","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","SCS level","Female","Undeclared","45","40","84910","81210"
"In post","2021","Undeclared","SCS level","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","SCS level","Male","Heterosexual / straight","55","55","93580","88300"
"In post","2021","Undeclared","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","SCS level","Male","Undeclared","85","80","89030","81590"
"In post","2021","Undeclared","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO","Female","Heterosexual / straight","630","600","41720","40580"
"In post","2021","Undeclared","SEO","Female","LGBO","40","40","41710","40760"
"In post","2021","Undeclared","SEO","Female","Undeclared","535","500","41510","40580"
"In post","2021","Undeclared","SEO","Female","Unknown","185","175","43140","42470"
"In post","2021","Undeclared","SEO","Male","Heterosexual / straight","595","590","43760","41480"
"In post","2021","Undeclared","SEO","Male","LGBO","55","50","39980","39660"
"In post","2021","Undeclared","SEO","Male","Undeclared","885","860","42690","41540"
"In post","2021","Undeclared","SEO","Male","Unknown","255","250","43320","42470"
"In post","2021","Undeclared","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Female","Heterosexual / straight","235","220","30670","30210"
"In post","2021","Undeclared","Unknown","Female","LGBO","30","30","28930","28200"
"In post","2021","Undeclared","Unknown","Female","Undeclared","140","130","32450","32720"
"In post","2021","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Male","Heterosexual / straight","115","110","34180","33690"
"In post","2021","Undeclared","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Male","Undeclared","165","160","37020","34500"
"In post","2021","Undeclared","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA","Female","Heterosexual / straight","315","260","20260","20060"
"In post","2021","Unknown","AA","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","AA","Female","Undeclared","170","140","20070","20070"
"In post","2021","Unknown","AA","Female","Unknown","1500","1315","20010","20070"
"In post","2021","Unknown","AA","Male","Heterosexual / straight","525","500","20040","19560"
"In post","2021","Unknown","AA","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","AA","Male","Undeclared","185","165","19920","20070"
"In post","2021","Unknown","AA","Male","Unknown","1430","1370","20120","20070"
"In post","2021","Unknown","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AO","Female","Heterosexual / straight","2075","1835","22070","21440"
"In post","2021","Unknown","AO","Female","LGBO","120","115","22990","22350"
"In post","2021","Unknown","AO","Female","Undeclared","685","595","22360","22820"
"In post","2021","Unknown","AO","Female","Unknown","9225","8255","21810","21100"
"In post","2021","Unknown","AO","Male","Heterosexual / straight","1645","1580","25140","22350"
"In post","2021","Unknown","AO","Male","LGBO","130","130","23380","22340"
"In post","2021","Unknown","AO","Male","Undeclared","365","355","24490","22820"
"In post","2021","Unknown","AO","Male","Unknown","8595","8330","23100","21430"
"In post","2021","Unknown","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Female","Heterosexual / straight","2465","2320","28680","28110"
"In post","2021","Unknown","EO","Female","LGBO","155","155","28350","27570"
"In post","2021","Unknown","EO","Female","Undeclared","590","540","28560","29350"
"In post","2021","Unknown","EO","Female","Unknown","6025","5665","27250","27130"
"In post","2021","Unknown","EO","Male","Heterosexual / straight","2355","2295","29980","29190"
"In post","2021","Unknown","EO","Male","LGBO","140","135","29000","27850"
"In post","2021","Unknown","EO","Male","Undeclared","395","385","28990","29350"
"In post","2021","Unknown","EO","Male","Unknown","6445","6280","27740","27010"
"In post","2021","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
