"Status","Year","Disability","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","East Midlands (England)","45","45","32800","30970"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","East of England","60","55","31610","28130"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","440","430","44070","40050"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","North East (England)","55","55","27850","24250"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","North West (England)","140","135","29920","26290"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Northern Ireland","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Scotland","95","90","28520","25100"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","South East (England)","85","80","31740","29940"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","South West (England)","210","200","38140","38200"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Wales","735","670","27390","23320"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","West Midlands (England)","215","205","30180","25740"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Yorkshire and The Humber","55","50","33720","31000"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Research","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Other","South West (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Other","Wales","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","London","2470","2410","51090","53380"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","North West (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","Scotland","65","60","52680","52940"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","South West (England)","45","45","48290","49080"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","Wales","105","100","42350","39310"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","West Midlands (England)","40","40","43630","36950"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","East of England","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","London","50","50","50290","41560"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","South West (England)","195","185","41190","39650"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","Wales","40","40","47190","45250"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Property","South West (England)","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Property","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","East of England","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","35","35","42390","42020"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Scotland","50","45","35990","36730"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","South East (England)","60","60","40840","39650"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","South West (England)","670","630","41060","39750"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Wales","275","260","50260","57920"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Security","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Security","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Statistics","London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Statistics","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Commercial","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Communications","London","35","35","56240","53130"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Corporate Finance","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Economics","London","55","55","54100","59730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Finance","London","50","50","56370","55260"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Human Resources","London","45","45","48290","37280"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","International Trade","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Operational Research","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Other","London","70","65","41900","34380"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","London","780","765","49290","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","London","130","125","50440","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","North West (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Social Research","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Statistics","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Commercial","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Commercial","London","30","30","52340","50420"
"In post","2021","Declared non-disabled","Department for Education","Commercial","North East (England)","45","45","41580","37100"
"In post","2021","Declared non-disabled","Department for Education","Commercial","North West (England)","70","70","39010","36780"
"In post","2021","Declared non-disabled","Department for Education","Commercial","South West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Commercial","West Midlands (England)","45","45","37980","36780"
"In post","2021","Declared non-disabled","Department for Education","Commercial","Yorkshire and The Humber","70","70","40790","37950"
"In post","2021","Declared non-disabled","Department for Education","Communications","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Communications","London","95","95","46790","45540"
"In post","2021","Declared non-disabled","Department for Education","Communications","North East (England)","30","30","32850","30160"
"In post","2021","Declared non-disabled","Department for Education","Communications","North West (England)","35","30","31990","29360"
"In post","2021","Declared non-disabled","Department for Education","Communications","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Communications","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Communications","Yorkshire and The Humber","35","35","41070","40300"
"In post","2021","Declared non-disabled","Department for Education","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Digital, Data and Technology","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Digital, Data and Technology","London","115","115","46140","45250"
"In post","2021","Declared non-disabled","Department for Education","Digital, Data and Technology","North East (England)","90","85","37420","36960"
"In post","2021","Declared non-disabled","Department for Education","Digital, Data and Technology","North West (England)","70","70","37970","36780"
"In post","2021","Declared non-disabled","Department for Education","Digital, Data and Technology","South West (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Digital, Data and Technology","West Midlands (England)","170","165","40770","37100"
"In post","2021","Declared non-disabled","Department for Education","Digital, Data and Technology","Yorkshire and The Humber","150","145","38800","36500"
"In post","2021","Declared non-disabled","Department for Education","Finance","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Finance","London","140","135","51380","53760"
"In post","2021","Declared non-disabled","Department for Education","Finance","North East (England)","90","85","38340","36500"
"In post","2021","Declared non-disabled","Department for Education","Finance","North West (England)","100","100","43410","42950"
"In post","2021","Declared non-disabled","Department for Education","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Finance","West Midlands (England)","160","155","41010","37100"
"In post","2021","Declared non-disabled","Department for Education","Finance","Yorkshire and The Humber","85","80","41380","37100"
"In post","2021","Declared non-disabled","Department for Education","Human Resources","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Human Resources","North East (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Human Resources","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Human Resources","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Human Resources","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Legal","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Legal","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Legal","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Legal","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Legal","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Operational Delivery","East Midlands (England)","40","35","43520","37880"
"In post","2021","Declared non-disabled","Department for Education","Operational Delivery","East of England","40","35","41940","37100"
"In post","2021","Declared non-disabled","Department for Education","Operational Delivery","London","300","290","48910","45850"
"In post","2021","Declared non-disabled","Department for Education","Operational Delivery","North East (England)","115","110","40250","36930"
"In post","2021","Declared non-disabled","Department for Education","Operational Delivery","North West (England)","115","110","40530","36960"
"In post","2021","Declared non-disabled","Department for Education","Operational Delivery","South West (England)","65","60","42150","36960"
"In post","2021","Declared non-disabled","Department for Education","Operational Delivery","West Midlands (England)","355","345","41680","37100"
"In post","2021","Declared non-disabled","Department for Education","Operational Delivery","Yorkshire and The Humber","190","180","39420","36780"
"In post","2021","Declared non-disabled","Department for Education","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Policy","East Midlands (England)","110","100","40920","36960"
"In post","2021","Declared non-disabled","Department for Education","Policy","East of England","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Policy","London","960","915","52320","53760"
"In post","2021","Declared non-disabled","Department for Education","Policy","North East (England)","130","125","38740","36960"
"In post","2021","Declared non-disabled","Department for Education","Policy","North West (England)","255","245","42860","37100"
"In post","2021","Declared non-disabled","Department for Education","Policy","South West (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Policy","West Midlands (England)","130","125","43150","36960"
"In post","2021","Declared non-disabled","Department for Education","Policy","Yorkshire and The Humber","395","375","44610","42220"
"In post","2021","Declared non-disabled","Department for Education","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Project Delivery","North West (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Project Delivery","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Project Delivery","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Property","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Property","East of England","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Property","London","145","140","57210","64180"
"In post","2021","Declared non-disabled","Department for Education","Property","North East (England)","40","35","39820","36500"
"In post","2021","Declared non-disabled","Department for Education","Property","North West (England)","75","75","50030","50520"
"In post","2021","Declared non-disabled","Department for Education","Property","South West (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Property","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Property","West Midlands (England)","30","30","52590","53420"
"In post","2021","Declared non-disabled","Department for Education","Property","Yorkshire and The Humber","70","70","49160","50630"
"In post","2021","Declared non-disabled","Department for Education","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Security","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Security","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","East of England","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","South East (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","South West (England)","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","East of England","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","London","80","80","44410","39420"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","South West (England)","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Corporate Finance","East of England","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","East of England","30","30","35480","31070"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","75","75","49040","43550"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","North East (England)","30","30","36240","33360"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","North West (England)","65","65","42390","47550"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Scotland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","South East (England)","65","65","42000","38160"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","South West (England)","120","120","45200","48370"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","West Midlands (England)","40","40","43320","35900"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Yorkshire and The Humber","50","50","43980","47960"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Economics","London","90","90","44740","35620"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Economics","South West (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Economics","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","East of England","30","30","40320","36970"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","London","55","55","50600","44560"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","North East (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","North West (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","South East (England)","30","30","41730","37860"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","South West (England)","45","40","41210","36970"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","West Midlands (England)","40","40","43650","40080"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","Yorkshire and The Humber","55","55","43900","40130"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","London","40","40","48270","43000"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","South West (England)","45","40","38980","36970"
