"Status","Year","Age","Disability","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","AA","105","105","19300","20060"
"In post","2021","16-19","Declared non-disabled","White","AO","315","305","21400","21010"
"In post","2021","16-19","Declared non-disabled","White","EO","150","150","22890","24300"
"In post","2021","16-19","Declared non-disabled","White","HEO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Undeclared","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","EO","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","White","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","AO","10","10","[c]","[c]"
"In post","2021","16-19","Undeclared","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chinese","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chinese","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chinese","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Undeclared","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","AA","70","65","19180","19130"
"In post","2021","16-19","Unknown","Unknown","AO","285","275","21010","20140"
"In post","2021","16-19","Unknown","Unknown","EO","75","75","21300","20230"
"In post","2021","16-19","Unknown","Unknown","Unknown","50","50","18300","16780"
"In post","2021","16-19","Unknown","White","AA","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","White","AO","35","35","21100","21430"
"In post","2021","16-19","Unknown","White","EO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","White","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Asian","AA","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Asian","AO","80","75","22010","21010"
"In post","2021","20-29","Declared disabled","Asian","EO","145","145","28160","27570"
"In post","2021","20-29","Declared disabled","Asian","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Asian","G7","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Asian","HEO","65","65","33660","33360"
"In post","2021","20-29","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Asian","SEO","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Asian","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Black","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Black","AO","50","50","24280","23530"
"In post","2021","20-29","Declared disabled","Black","EO","95","95","29230","29570"
"In post","2021","20-29","Declared disabled","Black","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Black","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Black","HEO","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Black","SEO","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Black","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Mixed","AA","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Mixed","AO","55","55","22570","21010"
"In post","2021","20-29","Declared disabled","Mixed","EO","75","70","27350","27570"
"In post","2021","20-29","Declared disabled","Mixed","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Mixed","G7","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Mixed","HEO","50","50","33310","32980"
"In post","2021","20-29","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Mixed","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Mixed","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","AO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","EO","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","AA","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","AO","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","EO","30","30","27680","27570"
"In post","2021","20-29","Declared disabled","Undeclared","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","AO","35","30","24350","22920"
"In post","2021","20-29","Declared disabled","Unknown","EO","40","40","26720","27540"
"In post","2021","20-29","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","G7","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","HEO","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","White","AA","170","165","19910","20600"
"In post","2021","20-29","Declared disabled","White","AO","1085","1050","22450","21010"
"In post","2021","20-29","Declared disabled","White","EO","1160","1145","26900","27570"
"In post","2021","20-29","Declared disabled","White","G6","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","White","G7","200","195","53130","53360"
"In post","2021","20-29","Declared disabled","White","HEO","800","795","32320","32140"
"In post","2021","20-29","Declared disabled","White","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","White","SEO","270","270","39220","39130"
"In post","2021","20-29","Declared disabled","White","Unknown","215","215","25800","23840"
"In post","2021","20-29","Declared non-disabled","Asian","AA","60","60","20570","20600"
"In post","2021","20-29","Declared non-disabled","Asian","AO","1305","1240","21800","21010"
"In post","2021","20-29","Declared non-disabled","Asian","EO","1815","1790","27910","27570"
"In post","2021","20-29","Declared non-disabled","Asian","G6","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Asian","G7","200","200","54420","53380"
"In post","2021","20-29","Declared non-disabled","Asian","HEO","900","895","33190","33000"
"In post","2021","20-29","Declared non-disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Asian","SEO","280","275","40120","40070"
"In post","2021","20-29","Declared non-disabled","Asian","Unknown","110","105","25640","24020"
"In post","2021","20-29","Declared non-disabled","Black","AA","35","35","22090","22100"
"In post","2021","20-29","Declared non-disabled","Black","AO","410","400","24230","23530"
"In post","2021","20-29","Declared non-disabled","Black","EO","660","650","28770","29100"
"In post","2021","20-29","Declared non-disabled","Black","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Black","G7","55","55","54210","54110"
"In post","2021","20-29","Declared non-disabled","Black","HEO","345","340","33580","33570"
"In post","2021","20-29","Declared non-disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Black","SEO","95","95","40440","40230"
"In post","2021","20-29","Declared non-disabled","Black","Unknown","105","105","26770","26810"
"In post","2021","20-29","Declared non-disabled","Chinese","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chinese","AO","35","35","22060","21050"
"In post","2021","20-29","Declared non-disabled","Chinese","EO","50","50","27260","26740"
"In post","2021","20-29","Declared non-disabled","Chinese","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chinese","G7","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chinese","HEO","45","45","33610","33570"
"In post","2021","20-29","Declared non-disabled","Chinese","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chinese","SEO","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Mixed","AA","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Mixed","AO","430","415","23630","22350"
"In post","2021","20-29","Declared non-disabled","Mixed","EO","490","485","27820","27570"
"In post","2021","20-29","Declared non-disabled","Mixed","G6","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Mixed","G7","115","115","54410","53760"
"In post","2021","20-29","Declared non-disabled","Mixed","HEO","400","400","32980","32890"
"In post","2021","20-29","Declared non-disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Mixed","SEO","135","135","40380","40220"
"In post","2021","20-29","Declared non-disabled","Mixed","Unknown","60","60","25860","25170"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","AO","65","65","24080","23290"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","EO","130","125","28150","27570"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","G7","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","HEO","80","80","33980","34090"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","SEO","35","35","40670","40600"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Undeclared","AA","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Undeclared","AO","150","145","22850","21430"
"In post","2021","20-29","Declared non-disabled","Undeclared","EO","205","205","27080","27550"
"In post","2021","20-29","Declared non-disabled","Undeclared","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Undeclared","G7","35","35","55300","54700"
"In post","2021","20-29","Declared non-disabled","Undeclared","HEO","135","135","32760","33000"
"In post","2021","20-29","Declared non-disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Undeclared","SEO","65","65","39910","39600"
"In post","2021","20-29","Declared non-disabled","Undeclared","Unknown","20","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","AA","35","30","19890","19560"
"In post","2021","20-29","Declared non-disabled","Unknown","AO","465","445","22920","21050"
"In post","2021","20-29","Declared non-disabled","Unknown","EO","345","340","27470","27570"
"In post","2021","20-29","Declared non-disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","G7","35","35","54090","53830"
"In post","2021","20-29","Declared non-disabled","Unknown","HEO","155","155","32900","32390"
"In post","2021","20-29","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","SEO","55","55","40680","40580"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","White","AA","1340","1300","19950","20330"
"In post","2021","20-29","Declared non-disabled","White","AO","11040","10775","23000","21430"
"In post","2021","20-29","Declared non-disabled","White","EO","10000","9890","26560","26670"
"In post","2021","20-29","Declared non-disabled","White","G6","140","140","64190","64500"
"In post","2021","20-29","Declared non-disabled","White","G7","2055","2050","53740","53380"
"In post","2021","20-29","Declared non-disabled","White","HEO","7290","7255","32540","32320"
"In post","2021","20-29","Declared non-disabled","White","SCS level","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","White","SEO","2730","2720","39710","39750"
"In post","2021","20-29","Declared non-disabled","White","Unknown","1570","1545","26160","24020"
"In post","2021","20-29","Undeclared","Asian","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Asian","AO","45","40","21710","21010"
"In post","2021","20-29","Undeclared","Asian","EO","80","80","27880","27570"
"In post","2021","20-29","Undeclared","Asian","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Asian","G7","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Asian","HEO","45","45","32750","32870"
"In post","2021","20-29","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Asian","SEO","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Asian","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","AO","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","EO","35","35","28400","28810"
"In post","2021","20-29","Undeclared","Black","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","HEO","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","AO","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","EO","25","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","G7","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","EO","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
