"Status","Year","Ethnicity","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Cabinet Office","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","Female","25","25","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","Male","25","25","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","Female","60","55","42590","35270"
"In post","2021","Asian","Competition and Markets Authority","London","Male","45","45","50080","44660"
"In post","2021","Asian","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Female","290","280","43190","40050"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Male","205","205","43200","40050"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","Female","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","Male","25","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Female","65","60","28680","24570"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Male","35","35","28700","24570"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Female","65","65","46260","51730"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Male","50","50","48210","42060"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","London","Female","175","165","43760","40780"
"In post","2021","Asian","Department for Education","London","Male","95","95","45230","40940"
"In post","2021","Asian","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","Female","35","30","33600","30090"
"In post","2021","Asian","Department for Education","North West (England)","Male","40","40","36370","35000"
"In post","2021","Asian","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands (England)","Female","135","130","36720","36500"
"In post","2021","Asian","Department for Education","West Midlands (England)","Male","95","95","38290","36780"
"In post","2021","Asian","Department for Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","Female","35","35","35870","30200"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","Male","50","50","36660","32270"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East of England","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","London","Female","105","105","39140","33280"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","London","Male","80","80","39470","34880"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","South East (England)","Female","45","40","28720","27960"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","South East (England)","Male","25","25","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","South West (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","South West (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","Female","10","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","London","Female","90","90","41800","38160"
"In post","2021","Asian","Department for International Trade","London","Male","95","95","43260","38540"
"In post","2021","Asian","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","East Midlands (England)","Male","20","20","[c]","[c]"
"In post","2021","Asian","Department for Transport","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","East of England","Male","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","London","Female","150","145","43080","42230"
"In post","2021","Asian","Department for Transport","London","Male","155","155","44440","37650"
"In post","2021","Asian","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
