"Status","Year","Age","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared non-disabled","Black","1705","1680","29840","29290"
"In post","2021","20-29","Declared non-disabled","Chinese","190","190","33870","31140"
"In post","2021","20-29","Declared non-disabled","Mixed","1670","1645","30850","28670"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","340","335","31580","30450"
"In post","2021","20-29","Declared non-disabled","Undeclared","620","610","30280","27680"
"In post","2021","20-29","Declared non-disabled","Unknown","1115","1090","27730","26670"
"In post","2021","20-29","Declared non-disabled","White","36185","35690","29120","27500"
"In post","2021","20-29","Undeclared","Asian","210","210","30030","28650"
"In post","2021","20-29","Undeclared","Black","85","80","31530","31060"
"In post","2021","20-29","Undeclared","Chinese","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","75","75","30140","28360"
"In post","2021","20-29","Undeclared","Other ethnicity","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Undeclared","515","510","31520","28900"
"In post","2021","20-29","Undeclared","Unknown","405","400","34120","33990"
"In post","2021","20-29","Undeclared","White","1445","1425","29210","27570"
"In post","2021","20-29","Unknown","Asian","500","490","30460","28650"
"In post","2021","20-29","Unknown","Black","185","180","31060","29270"
"In post","2021","20-29","Unknown","Chinese","25","25","[c]","[c]"
"In post","2021","20-29","Unknown","Mixed","195","195","32230","30600"
"In post","2021","20-29","Unknown","Other ethnicity","45","40","34570","32540"
"In post","2021","20-29","Unknown","Undeclared","235","235","31970","30930"
"In post","2021","20-29","Unknown","Unknown","18120","17870","28100","26370"
"In post","2021","20-29","Unknown","White","3920","3875","29990","28500"
"In post","2021","30-39","Declared disabled","Asian","535","505","32360","29170"
"In post","2021","30-39","Declared disabled","Black","270","260","33730","31060"
"In post","2021","30-39","Declared disabled","Chinese","15","15","[c]","[c]"
"In post","2021","30-39","Declared disabled","Mixed","265","250","33950","30860"
"In post","2021","30-39","Declared disabled","Other ethnicity","60","60","36370","32790"
"In post","2021","30-39","Declared disabled","Undeclared","240","230","32670","27570"
"In post","2021","30-39","Declared disabled","Unknown","220","210","32840","28630"
"In post","2021","30-39","Declared disabled","White","6535","6175","32500","28200"
"In post","2021","30-39","Declared non-disabled","Asian","6535","6150","32840","29080"
"In post","2021","30-39","Declared non-disabled","Black","2520","2430","32390","30880"
"In post","2021","30-39","Declared non-disabled","Chinese","280","275","39040","36160"
"In post","2021","30-39","Declared non-disabled","Mixed","1745","1670","36780","32050"
"In post","2021","30-39","Declared non-disabled","Other ethnicity","450","430","36730","31810"
"In post","2021","30-39","Declared non-disabled","Undeclared","1525","1450","34770","31060"
"In post","2021","30-39","Declared non-disabled","Unknown","2330","2145","31970","27570"
"In post","2021","30-39","Declared non-disabled","White","53855","50875","34650","30830"
"In post","2021","30-39","Undeclared","Asian","355","335","32450","27570"
"In post","2021","30-39","Undeclared","Black","125","115","32000","31060"
"In post","2021","30-39","Undeclared","Chinese","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Mixed","105","105","35090","31180"
"In post","2021","30-39","Undeclared","Other ethnicity","35","35","41220","36740"
"In post","2021","30-39","Undeclared","Undeclared","1300","1270","36780","32940"
"In post","2021","30-39","Undeclared","Unknown","460","440","38350","34710"
"In post","2021","30-39","Undeclared","White","3045","2875","33010","30180"
"In post","2021","30-39","Unknown","Asian","530","510","36460","32960"
"In post","2021","30-39","Unknown","Black","195","190","35480","32560"
"In post","2021","30-39","Unknown","Chinese","35","35","43680","40900"
"In post","2021","30-39","Unknown","Mixed","205","200","38600","36410"
"In post","2021","30-39","Unknown","Other ethnicity","65","60","39690","36410"
"In post","2021","30-39","Unknown","Undeclared","465","450","37390","34140"
"In post","2021","30-39","Unknown","Unknown","13935","13390","34000","29920"
"In post","2021","30-39","Unknown","White","5140","4920","36300","33650"
"In post","2021","40-49","Declared disabled","Asian","805","730","32070","28750"
"In post","2021","40-49","Declared disabled","Black","355","330","32760","30940"
"In post","2021","40-49","Declared disabled","Chinese","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Mixed","300","280","35650","30900"
"In post","2021","40-49","Declared disabled","Other ethnicity","90","85","35510","31450"
"In post","2021","40-49","Declared disabled","Undeclared","480","450","31720","27700"
"In post","2021","40-49","Declared disabled","Unknown","240","225","32260","29290"
"In post","2021","40-49","Declared disabled","White","9505","8795","32840","27570"
"In post","2021","40-49","Declared non-disabled","Asian","6130","5605","34540","29550"
"In post","2021","40-49","Declared non-disabled","Black","2865","2745","33870","31060"
"In post","2021","40-49","Declared non-disabled","Chinese","270","260","37720","33050"
"In post","2021","40-49","Declared non-disabled","Mixed","1275","1200","39000","33310"
"In post","2021","40-49","Declared non-disabled","Other ethnicity","460","435","37930","31650"
"In post","2021","40-49","Declared non-disabled","Undeclared","2120","1985","34120","29570"
"In post","2021","40-49","Declared non-disabled","Unknown","2440","2230","34280","29170"
"In post","2021","40-49","Declared non-disabled","White","61285","57300","36930","31810"
"In post","2021","40-49","Undeclared","Asian","340","310","33430","29550"
"In post","2021","40-49","Undeclared","Black","180","170","33650","31060"
"In post","2021","40-49","Undeclared","Chinese","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Mixed","100","95","37270","33300"
"In post","2021","40-49","Undeclared","Other ethnicity","45","45","43970","38300"
"In post","2021","40-49","Undeclared","Undeclared","1830","1765","37080","32400"
"In post","2021","40-49","Undeclared","Unknown","435","410","37790","32750"
"In post","2021","40-49","Undeclared","White","3880","3660","33570","31650"
"In post","2021","40-49","Unknown","Asian","575","540","39810","35110"
"In post","2021","40-49","Unknown","Black","215","210","39450","36160"
"In post","2021","40-49","Unknown","Chinese","30","30","39880","33580"
"In post","2021","40-49","Unknown","Mixed","90","85","43070","40450"
"In post","2021","40-49","Unknown","Other ethnicity","50","45","43240","38630"
"In post","2021","40-49","Unknown","Undeclared","570","545","40710","37410"
"In post","2021","40-49","Unknown","Unknown","9590","9110","37400","31220"
"In post","2021","40-49","Unknown","White","5695","5370","38930","35950"
"In post","2021","50-59","Declared disabled","Asian","795","730","31950","29250"
"In post","2021","50-59","Declared disabled","Black","755","715","32400","30350"
"In post","2021","50-59","Declared disabled","Chinese","25","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Mixed","305","285","34240","30260"
"In post","2021","50-59","Declared disabled","Other ethnicity","125","115","35630","31060"
"In post","2021","50-59","Declared disabled","Undeclared","905","845","32170","28770"
"In post","2021","50-59","Declared disabled","Unknown","470","425","32200","28970"
"In post","2021","50-59","Declared disabled","White","15070","13875","31760","27570"
"In post","2021","50-59","Declared non-disabled","Asian","4090","3820","33330","29370"
"In post","2021","50-59","Declared non-disabled","Black","3930","3805","33670","30840"
"In post","2021","50-59","Declared non-disabled","Chinese","175","170","36120","29870"
"In post","2021","50-59","Declared non-disabled","Mixed","1055","1000","36850","31810"
"In post","2021","50-59","Declared non-disabled","Other ethnicity","420","395","38010","31880"
"In post","2021","50-59","Declared non-disabled","Undeclared","3375","3145","33000","28350"
"In post","2021","50-59","Declared non-disabled","Unknown","2620","2430","34160","28200"
"In post","2021","50-59","Declared non-disabled","White","79110","74050","35180","29710"
"In post","2021","50-59","Undeclared","Asian","215","200","33050","29470"
"In post","2021","50-59","Undeclared","Black","290","280","32130","31060"
"In post","2021","50-59","Undeclared","Chinese","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Mixed","100","90","34780","31650"
"In post","2021","50-59","Undeclared","Other ethnicity","55","55","39210","32790"
"In post","2021","50-59","Undeclared","Undeclared","2895","2765","36030","32520"
"In post","2021","50-59","Undeclared","Unknown","535","505","34930","31650"
"In post","2021","50-59","Undeclared","White","6110","5765","32870","31650"
"In post","2021","50-59","Unknown","Asian","405","390","39210","32520"
"In post","2021","50-59","Unknown","Black","260","255","38230","32520"
"In post","2021","50-59","Unknown","Chinese","25","20","[c]","[c]"
"In post","2021","50-59","Unknown","Mixed","95","85","42160","38100"
"In post","2021","50-59","Unknown","Other ethnicity","45","40","51850","42930"
"In post","2021","50-59","Unknown","Undeclared","690","650","39430","33650"
"In post","2021","50-59","Unknown","Unknown","9145","8650","35900","30430"
"In post","2021","50-59","Unknown","White","6935","6525","37730","33650"
"In post","2021","60-64","Declared disabled","Asian","200","170","30670","28180"
"In post","2021","60-64","Declared disabled","Black","185","165","30560","28200"
"In post","2021","60-64","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Mixed","90","75","30760","27570"
"In post","2021","60-64","Declared disabled","Other ethnicity","35","30","31210","25630"
"In post","2021","60-64","Declared disabled","Undeclared","235","190","30230","27570"
"In post","2021","60-64","Declared disabled","Unknown","155","120","28760","26590"
"In post","2021","60-64","Declared disabled","White","4620","3720","29320","27570"
"In post","2021","60-64","Declared non-disabled","Asian","1020","870","31190","28120"
"In post","2021","60-64","Declared non-disabled","Black","810","740","31190","29250"
"In post","2021","60-64","Declared non-disabled","Chinese","50","45","35460","30210"
"In post","2021","60-64","Declared non-disabled","Mixed","215","185","33910","28200"
"In post","2021","60-64","Declared non-disabled","Other ethnicity","120","100","35810","31060"
"In post","2021","60-64","Declared non-disabled","Undeclared","960","780","31450","27570"
"In post","2021","60-64","Declared non-disabled","Unknown","785","660","30520","27130"
"In post","2021","60-64","Declared non-disabled","White","21130","17280","32000","27570"
"In post","2021","60-64","Undeclared","Asian","65","55","31520","27570"
"In post","2021","60-64","Undeclared","Black","70","65","29820","27570"
"In post","2021","60-64","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Mixed","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Other ethnicity","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Undeclared","650","540","34320","30620"
"In post","2021","60-64","Undeclared","Unknown","135","110","30180","28130"
"In post","2021","60-64","Undeclared","White","1650","1345","30230","27570"
"In post","2021","60-64","Unknown","Asian","95","80","35750","29290"
"In post","2021","60-64","Unknown","Black","60","55","34290","29370"
"In post","2021","60-64","Unknown","Chinese","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Mixed","25","20","[c]","[c]"
"In post","2021","60-64","Unknown","Other ethnicity","20","15","[c]","[c]"
"In post","2021","60-64","Unknown","Undeclared","185","150","36000","33650"
"In post","2021","60-64","Unknown","Unknown","2245","1890","31600","26580"
"In post","2021","60-64","Unknown","White","1860","1525","33790","28130"
"In post","2021","65+","Declared disabled","Asian","80","60","29930","28200"
"In post","2021","65+","Declared disabled","Black","45","35","27470","25630"
"In post","2021","65+","Declared disabled","Chinese","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Mixed","20","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Other ethnicity","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Undeclared","85","60","28820","27570"
"In post","2021","65+","Declared disabled","Unknown","55","40","32180","27130"
"In post","2021","65+","Declared disabled","White","1360","1015","28070","26120"
"In post","2021","65+","Declared non-disabled","Asian","500","385","29770","25930"
"In post","2021","65+","Declared non-disabled","Black","225","195","29530","26280"
"In post","2021","65+","Declared non-disabled","Chinese","25","20","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Mixed","65","55","30040","26780"
"In post","2021","65+","Declared non-disabled","Other ethnicity","40","30","30940","25730"
"In post","2021","65+","Declared non-disabled","Undeclared","330","250","31660","27570"
"In post","2021","65+","Declared non-disabled","Unknown","300","230","30690","25590"
"In post","2021","65+","Declared non-disabled","White","6260","4745","30630","26780"
"In post","2021","65+","Undeclared","Asian","35","30","30520","26960"
"In post","2021","65+","Undeclared","Black","25","20","[c]","[c]"
"In post","2021","65+","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Undeclared","185","145","33940","28130"
"In post","2021","65+","Undeclared","Unknown","50","35","29210","26870"
"In post","2021","65+","Undeclared","White","540","410","28780","26140"
"In post","2021","65+","Unknown","Asian","50","40","39340","32090"
"In post","2021","65+","Unknown","Black","20","15","[c]","[c]"
"In post","2021","65+","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Mixed","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Other ethnicity","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Undeclared","55","40","36320","29250"
"In post","2021","65+","Unknown","Unknown","655","510","31540","25560"
"In post","2021","65+","Unknown","White","605","480","34520","28130"
"In post","2021","Unknown","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","White","20","15","[c]","[c]"
"In post","2021","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","White","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Asian","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","White","40","[c]","20570","21010"
"Leaver CS","2021","16-19","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Asian","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Black","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Mixed","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","White","255","[c]","25380","22350"
"Leaver CS","2021","20-29","Declared non-disabled","Asian","285","[c]","25130","24490"
"Leaver CS","2021","20-29","Declared non-disabled","Black","115","[c]","25860","25110"
"Leaver CS","2021","20-29","Declared non-disabled","Chinese","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Mixed","105","[c]","26350","24580"
"Leaver CS","2021","20-29","Declared non-disabled","Other ethnicity","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","80","[c]","28530","27020"
"Leaver CS","2021","20-29","Declared non-disabled","White","1980","[c]","25770","22890"
"Leaver CS","2021","20-29","Undeclared","Asian","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Mixed","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","40","[c]","32060","29640"
"Leaver CS","2021","20-29","Undeclared","White","75","[c]","24840","21490"
"Leaver CS","2021","20-29","Unknown","Asian","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Black","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Mixed","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Undeclared","110","[c]","21450","19130"
"Leaver CS","2021","20-29","Unknown","Unknown","1950","[c]","25050","23340"
"Leaver CS","2021","20-29","Unknown","White","170","[c]","26440","22840"
"Leaver CS","2021","30-39","Declared disabled","Asian","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Black","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Mixed","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","White","205","[c]","29820","27570"
"Leaver CS","2021","30-39","Declared non-disabled","Asian","200","[c]","31730","27760"
"Leaver CS","2021","30-39","Declared non-disabled","Black","105","[c]","33010","27760"
"Leaver CS","2021","30-39","Declared non-disabled","Chinese","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Mixed","85","[c]","34460","28820"
"Leaver CS","2021","30-39","Declared non-disabled","Other ethnicity","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Undeclared","45","[c]","33560","27200"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","115","[c]","34300","29300"
"Leaver CS","2021","30-39","Declared non-disabled","White","1620","[c]","34880","29930"
"Leaver CS","2021","30-39","Undeclared","Asian","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Mixed","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Undeclared","50","[c]","35350","33180"
"Leaver CS","2021","30-39","Undeclared","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","White","110","[c]","31440","29290"
"Leaver CS","2021","30-39","Unknown","Asian","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Black","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Mixed","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Undeclared","40","[c]","36020","36480"
"Leaver CS","2021","30-39","Unknown","Unknown","1115","[c]","32430","28170"
"Leaver CS","2021","30-39","Unknown","White","195","[c]","35330","33300"
"Leaver CS","2021","40-49","Declared disabled","Asian","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Black","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Mixed","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","White","270","[c]","30890","27360"
"Leaver CS","2021","40-49","Declared non-disabled","Asian","150","[c]","38910","32030"
"Leaver CS","2021","40-49","Declared non-disabled","Black","95","[c]","31350","27930"
"Leaver CS","2021","40-49","Declared non-disabled","Chinese","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Mixed","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Other ethnicity","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Undeclared","40","[c]","34740","26110"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","85","[c]","36370","27570"
"Leaver CS","2021","40-49","Declared non-disabled","White","1370","[c]","37410","29730"
"Leaver CS","2021","40-49","Undeclared","Asian","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Undeclared","55","[c]","[c]","[c]"
