"Status","Year","Disability","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","HM Revenue and Customs","Male","Heterosexual / straight","1700","1590","32380","28130"
"In post","2021","Declared disabled","HM Revenue and Customs","Male","LGBO","230","215","32200","30690"
"In post","2021","Declared disabled","HM Revenue and Customs","Male","Undeclared","230","210","33650","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","Male","Unknown","310","285","29170","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Female","Heterosexual / straight","100","100","42440","39170"
"In post","2021","Declared disabled","HM Treasury","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Male","Heterosexual / straight","80","75","49330","52500"
"In post","2021","Declared disabled","HM Treasury","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Female","Heterosexual / straight","1320","1185","30810","27260"
"In post","2021","Declared disabled","Home Office","Female","LGBO","100","95","31450","28010"
"In post","2021","Declared disabled","Home Office","Female","Undeclared","240","210","31810","28670"
"In post","2021","Declared disabled","Home Office","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Male","Heterosexual / straight","1080","1020","31270","27370"
"In post","2021","Declared disabled","Home Office","Male","LGBO","125","120","35460","30820"
"In post","2021","Declared disabled","Home Office","Male","Undeclared","185","175","31880","27370"
"In post","2021","Declared disabled","Home Office","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Female","Heterosexual / straight","1900","1795","32150","29060"
"In post","2021","Declared disabled","Ministry of Defence","Female","LGBO","140","135","32100","28740"
"In post","2021","Declared disabled","Ministry of Defence","Female","Undeclared","290","270","32070","28560"
"In post","2021","Declared disabled","Ministry of Defence","Female","Unknown","75","70","32380","29550"
"In post","2021","Declared disabled","Ministry of Defence","Male","Heterosexual / straight","2235","2185","34020","32820"
"In post","2021","Declared disabled","Ministry of Defence","Male","LGBO","130","125","33500","31020"
"In post","2021","Declared disabled","Ministry of Defence","Male","Undeclared","405","390","36430","34630"
"In post","2021","Declared disabled","Ministry of Defence","Male","Unknown","100","95","33490","33000"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Female","Heterosexual / straight","140","135","41060","38160"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Male","Heterosexual / straight","115","115","41870","36340"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Female","Heterosexual / straight","4420","4050","28470","25030"
"In post","2021","Declared disabled","Ministry of Justice","Female","LGBO","475","460","28590","26410"
"In post","2021","Declared disabled","Ministry of Justice","Female","Undeclared","475","435","28950","26150"
"In post","2021","Declared disabled","Ministry of Justice","Female","Unknown","120","105","27130","25450"
"In post","2021","Declared disabled","Ministry of Justice","Male","Heterosexual / straight","2655","2525","30650","28400"
"In post","2021","Declared disabled","Ministry of Justice","Male","LGBO","310","305","30200","28220"
"In post","2021","Declared disabled","Ministry of Justice","Male","Undeclared","360","340","31930","31330"
"In post","2021","Declared disabled","Ministry of Justice","Male","Unknown","145","130","29970","31650"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Female","Heterosexual / straight","85","80","36830","36200"
"In post","2021","Declared disabled","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Male","Heterosexual / straight","75","75","39770","36740"
"In post","2021","Declared disabled","National Crime Agency","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Male","Unknown","10","10","[c]","[c]"
