"Status","Year","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Scotland","850","780","30650","28130"
"In post","2021","Counter Fraud","South East (England)","440","415","31330","29570"
"In post","2021","Counter Fraud","South West (England)","395","370","35390","31810"
"In post","2021","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Wales","400","370","31290","31810"
"In post","2021","Counter Fraud","West Midlands (England)","730","675","32160","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","870","815","32420","31810"
"In post","2021","Debt","East Midlands (England)","255","230","21620","20140"
"In post","2021","Debt","East of England","140","125","24890","24670"
"In post","2021","Debt","London","560","500","28270","25630"
"In post","2021","Debt","North East (England)","590","545","21620","20140"
"In post","2021","Debt","North West (England)","340","315","23550","21440"
"In post","2021","Debt","Northern Ireland","15","10","26640","25560"
"In post","2021","Debt","Scotland","1440","1305","21870","20140"
"In post","2021","Debt","South East (England)","110","85","27770","28130"
"In post","2021","Debt","South West (England)","25","20","26580","27460"
"In post","2021","Debt","Wales","335","310","23140","20140"
"In post","2021","Debt","West Midlands (England)","440","395","22560","20140"
"In post","2021","Debt","Yorkshire and The Humber","425","380","23540","20640"
"In post","2021","Digital, Data & Technology","East Midlands (England)","310","300","36970","33150"
"In post","2021","Digital, Data & Technology","East of England","550","520","36240","33300"
"In post","2021","Digital, Data & Technology","London","3395","3335","49190","47850"
"In post","2021","Digital, Data & Technology","North East (England)","775","745","38740","37100"
"In post","2021","Digital, Data & Technology","North West (England)","880","855","38780","36500"
"In post","2021","Digital, Data & Technology","Northern Ireland","20","20","32990","31810"
"In post","2021","Digital, Data & Technology","Overseas","20","20","34620","33300"
"In post","2021","Digital, Data & Technology","Scotland","675","660","38400","34190"
"In post","2021","Digital, Data & Technology","South East (England)","910","880","38200","35350"
"In post","2021","Digital, Data & Technology","South West (England)","2340","2245","39100","38450"
"In post","2021","Digital, Data & Technology","Unknown","25","25","57220","49700"
"In post","2021","Digital, Data & Technology","Wales","1870","1830","39760","37240"
"In post","2021","Digital, Data & Technology","West Midlands (England)","975","950","40600","37100"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","850","825","39290","36500"
"In post","2021","Finance","East Midlands (England)","240","230","36040","31810"
"In post","2021","Finance","East of England","480","445","34820","31810"
"In post","2021","Finance","London","2550","2495","48750","43780"
"In post","2021","Finance","North East (England)","430","405","37020","31990"
"In post","2021","Finance","North West (England)","670","645","37560","33310"
"In post","2021","Finance","Northern Ireland","35","35","37590","35560"
"In post","2021","Finance","Overseas","35","35","35040","33300"
"In post","2021","Finance","Scotland","945","825","28760","24130"
"In post","2021","Finance","South East (England)","1010","955","36240","33300"
"In post","2021","Finance","South West (England)","1230","1175","39480","35130"
"In post","2021","Finance","Wales","390","365","34740","31040"
"In post","2021","Finance","West Midlands (England)","470","455","39550","36800"
"In post","2021","Finance","Yorkshire and The Humber","925","845","33170","28410"
"In post","2021","Grants Management","East Midlands (England)","70","65","25890","25190"
"In post","2021","Grants Management","East of England","55","50","26230","25190"
"In post","2021","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","260","235","25390","21050"
"In post","2021","Grants Management","North West (England)","750","665","24100","21050"
"In post","2021","Grants Management","South East (England)","175","165","28960","25500"
"In post","2021","Grants Management","South West (England)","240","220","26670","25190"
"In post","2021","Grants Management","Wales","5","5","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","140","130","25150","24920"
"In post","2021","Grants Management","Yorkshire and The Humber","195","185","26510","24920"
"In post","2021","Human Resources","East Midlands (England)","500","475","36850","31810"
"In post","2021","Human Resources","East of England","205","190","35170","31780"
"In post","2021","Human Resources","London","2660","2585","46620","41820"
"In post","2021","Human Resources","North East (England)","610","565","28520","25550"
"In post","2021","Human Resources","North West (England)","1315","1240","33440","30610"
"In post","2021","Human Resources","Northern Ireland","20","20","35110","32270"
"In post","2021","Human Resources","Overseas","25","25","36740","33300"
"In post","2021","Human Resources","Scotland","1055","990","29380","25560"
"In post","2021","Human Resources","South East (England)","590","555","35310","31180"
"In post","2021","Human Resources","South West (England)","1095","1015","36090","32730"
"In post","2021","Human Resources","Unknown","30","30","40040","37300"
"In post","2021","Human Resources","Wales","655","615","35120","31320"
"In post","2021","Human Resources","West Midlands (England)","345","330","38530","35000"
"In post","2021","Human Resources","Yorkshire and The Humber","470","445","38980","36820"
"In post","2021","Internal Audit","East Midlands (England)","30","30","39600","38630"
"In post","2021","Internal Audit","East of England","25","25","38850","34610"
"In post","2021","Internal Audit","London","215","210","53750","52360"
"In post","2021","Internal Audit","North East (England)","45","45","43080","41410"
"In post","2021","Internal Audit","North West (England)","65","60","43260","40790"
"In post","2021","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scotland","70","65","39890","36460"
"In post","2021","Internal Audit","South East (England)","70","70","37480","34710"
"In post","2021","Internal Audit","South West (England)","95","90","43970","42200"
"In post","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wales","25","25","47100","46460"
"In post","2021","Internal Audit","West Midlands (England)","55","50","50790","45390"
"In post","2021","Internal Audit","Yorkshire and The Humber","55","55","47490","45390"
"In post","2021","Legal","East Midlands (England)","620","560","37970","33310"
"In post","2021","Legal","East of England","585","525","40840","36360"
"In post","2021","Legal","London","5400","5070","52270","51940"
"In post","2021","Legal","North East (England)","495","450","38660","37050"
"In post","2021","Legal","North West (England)","1460","1350","39650","35000"
"In post","2021","Legal","Northern Ireland","30","30","32690","31810"
"In post","2021","Legal","Overseas","15","15","64020","70740"
"In post","2021","Legal","Scotland","2360","2155","34950","29350"
"In post","2021","Legal","South East (England)","900","820","42740","40700"
"In post","2021","Legal","South West (England)","570","530","42710","41940"
"In post","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Wales","545","505","41650","40590"
"In post","2021","Legal","West Midlands (England)","800","745","40310","38180"
"In post","2021","Legal","Yorkshire and The Humber","1070","975","41690","38760"
"In post","2021","No function","East Midlands (England)","10980","10190","29200","26580"
"In post","2021","No function","East of England","8555","7990","30260","28130"
"In post","2021","No function","London","42570","41190","42540","36800"
"In post","2021","No function","North East (England)","12370","10940","26740","22850"
"In post","2021","No function","North West (England)","21680","20035","29100","25560"
"In post","2021","No function","Northern Ireland","1770","1645","28890","25560"
"In post","2021","No function","Overseas","1800","1795","53100","53750"
"In post","2021","No function","Scotland","12435","11520","30060","27680"
"In post","2021","No function","South East (England)","16260","14965","30860","28880"
"In post","2021","No function","South West (England)","13085","12195","33030","29180"
"In post","2021","No function","Unknown","600","590","36290","32000"
"In post","2021","No function","Wales","15360","13890","26950","22490"
"In post","2021","No function","West Midlands (England)","13825","12980","29870","26370"
"In post","2021","No function","Yorkshire and The Humber","13645","12675","30910","27680"
"In post","2021","Project Delivery","East Midlands (England)","650","630","38330","35640"
"In post","2021","Project Delivery","East of England","875","845","38240","36340"
"In post","2021","Project Delivery","London","5115","4970","52500","52850"
"In post","2021","Project Delivery","North East (England)","1115","1055","39710","38630"
"In post","2021","Project Delivery","North West (England)","1980","1900","38800","37100"
"In post","2021","Project Delivery","Northern Ireland","75","75","39170","35000"
"In post","2021","Project Delivery","Overseas","645","645","55550","55620"
"In post","2021","Project Delivery","Scotland","1785","1715","36690","33930"
"In post","2021","Project Delivery","South East (England)","2295","2225","37970","35480"
"In post","2021","Project Delivery","South West (England)","11315","10940","38720","37320"
"In post","2021","Project Delivery","Unknown","35","35","40260","39690"
"In post","2021","Project Delivery","Wales","815","780","35300","31040"
"In post","2021","Project Delivery","West Midlands (England)","1025","990","37080","33300"
"In post","2021","Project Delivery","Yorkshire and The Humber","660","635","38590","35770"
"In post","2021","Property","East Midlands (England)","505","475","33120","31810"
"In post","2021","Property","East of England","545","520","32260","32100"
"In post","2021","Property","London","1310","1260","43540","37380"
"In post","2021","Property","North East (England)","560","520","29220","25000"
"In post","2021","Property","North West (England)","540","510","34830","31100"
"In post","2021","Property","Northern Ireland","105","100","28950","27680"
"In post","2021","Property","Overseas","195","195","38980","36460"
"In post","2021","Property","Scotland","1340","1300","30940","28870"
"In post","2021","Property","South East (England)","1020","985","34680","33300"
"In post","2021","Property","South West (England)","1375","1305","33120","32400"
"In post","2021","Property","Unknown","20","15","45080","38940"
"In post","2021","Property","Wales","490","465","32600","30000"
"In post","2021","Property","West Midlands (England)","550","515","34940","32480"
"In post","2021","Property","Yorkshire and The Humber","770","715","33240","30200"
"In post","2021","Security","East Midlands (England)","165","160","29470","26710"
"In post","2021","Security","East of England","550","540","33210","29130"
"In post","2021","Security","London","1090","1080","41070","37450"
"In post","2021","Security","North East (England)","100","95","33710","31810"
"In post","2021","Security","North West (England)","300","295","29360","24620"
"In post","2021","Security","Northern Ireland","395","390","21460","20310"
"In post","2021","Security","Overseas","130","130","39930","34450"
"In post","2021","Security","Scotland","1360","1320","30640","28210"
"In post","2021","Security","South East (England)","1900","1865","31840","28750"
"In post","2021","Security","South West (England)","1125","1100","27370","20920"
"In post","2021","Security","Unknown","65","65","33800","33300"
"In post","2021","Security","Wales","320","310","27670","25390"
"In post","2021","Security","West Midlands (England)","365","360","30420","26750"
"In post","2021","Security","Yorkshire and The Humber","900","865","31300","29200"
"In post","2021","Unknown","East Midlands (England)","5780","5205","26280","27570"
"In post","2021","Unknown","East of England","8710","7960","28440","27570"
"In post","2021","Unknown","London","26960","25475","38300","31560"
"In post","2021","Unknown","North East (England)","11015","9760","26880","26120"
"In post","2021","Unknown","North West (England)","25815","23470","27050","27120"
"In post","2021","Unknown","Northern Ireland","915","850","25440","22330"
"In post","2021","Unknown","Overseas","845","840","42540","40580"
"In post","2021","Unknown","Scotland","22600","20940","33440","27570"
"In post","2021","Unknown","South East (England)","14215","13085","28390","27570"
"In post","2021","Unknown","South West (England)","10120","9165","28270","27570"
"In post","2021","Unknown","Unknown","2910","2840","35100","32210"
"In post","2021","Unknown","Wales","12480","11505","32880","27570"
"In post","2021","Unknown","West Midlands (England)","10015","8960","26740","27570"
"In post","2021","Unknown","Yorkshire and The Humber","14330","12990","28880","27570"
"Leaver CS","2021","Analysis","East of England","15","[c]","37940","37280"
"Leaver CS","2021","Analysis","London","145","[c]","37750","28490"
"Leaver CS","2021","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","South East (England)","25","[c]","33070","30130"
"Leaver CS","2021","Analysis","South West (England)","20","[c]","29150","29270"
"Leaver CS","2021","Analysis","Wales","50","[c]","27550","19130"
"Leaver CS","2021","Analysis","West Midlands (England)","10","[c]","54980","50620"
"Leaver CS","2021","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East of England","15","[c]","37420","38710"
"Leaver CS","2021","Commercial","London","60","[c]","52030","47580"
"Leaver CS","2021","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North West (England)","10","[c]","40480","35630"
"Leaver CS","2021","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scotland","10","[c]","36840","38500"
"Leaver CS","2021","Commercial","South East (England)","35","[c]","35700","32430"
"Leaver CS","2021","Commercial","South West (England)","40","[c]","38550","35350"
"Leaver CS","2021","Commercial","Unknown","45","[c]","86050","78880"
"Leaver CS","2021","Commercial","Wales","15","[c]","29580","26130"
"Leaver CS","2021","Commercial","West Midlands (England)","15","[c]","28910","25760"
"Leaver CS","2021","Commercial","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","145","[c]","39720","36990"
"Leaver CS","2021","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South East (England)","25","[c]","34780","32440"
"Leaver CS","2021","Communications","South West (England)","20","[c]","36270","29520"
"Leaver CS","2021","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","10","[c]","30000","25770"
"Leaver CS","2021","Communications","West Midlands (England)","10","[c]","36840","33580"
"Leaver CS","2021","Communications","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","25","[c]","42340","35290"
"Leaver CS","2021","Counter Fraud","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East Midlands (England)","15","[c]","33920","31380"
"Leaver CS","2021","Digital, Data & Technology","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","160","[c]","47320","46250"
"Leaver CS","2021","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North West (England)","15","[c]","42380","45480"
"Leaver CS","2021","Digital, Data & Technology","Scotland","20","[c]","39050","36780"
"Leaver CS","2021","Digital, Data & Technology","South East (England)","30","[c]","41780","38880"
"Leaver CS","2021","Digital, Data & Technology","South West (England)","70","[c]","36040","33300"
"Leaver CS","2021","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Wales","80","[c]","39140","36290"
"Leaver CS","2021","Digital, Data & Technology","West Midlands (England)","20","[c]","37880","30830"
"Leaver CS","2021","Digital, Data & Technology","Yorkshire and The Humber","10","[c]","47320","46290"
"Leaver CS","2021","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","15","[c]","38490","36860"
"Leaver CS","2021","Finance","London","60","[c]","53400","52280"
"Leaver CS","2021","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North West (England)","15","[c]","27710","21830"
"Leaver CS","2021","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scotland","10","[c]","32530","30160"
"Leaver CS","2021","Finance","South East (England)","35","[c]","39820","33300"
"Leaver CS","2021","Finance","South West (England)","55","[c]","39110","34200"
"Leaver CS","2021","Finance","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","North East (England)","10","[c]","22460","21050"
"Leaver CS","2021","Grants Management","North West (England)","25","[c]","23190","21050"
"Leaver CS","2021","Grants Management","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","South West (England)","10","[c]","26630","25700"
"Leaver CS","2021","Grants Management","West Midlands (England)","15","[c]","23390","21050"
"Leaver CS","2021","Grants Management","Yorkshire and The Humber","10","[c]","26420","22980"
"Leaver CS","2021","Human Resources","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","East of England","20","[c]","32920","26960"
"Leaver CS","2021","Human Resources","London","110","[c]","49420","44090"
"Leaver CS","2021","Human Resources","North East (England)","20","[c]","27830","20800"
"Leaver CS","2021","Human Resources","North West (England)","30","[c]","30540","24870"
"Leaver CS","2021","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scotland","35","[c]","31260","29140"
"Leaver CS","2021","Human Resources","South East (England)","30","[c]","31500","27580"
"Leaver CS","2021","Human Resources","South West (England)","30","[c]","33830","22820"
"Leaver CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wales","15","[c]","40500","43030"
"Leaver CS","2021","Human Resources","West Midlands (England)","20","[c]","39080","34860"
"Leaver CS","2021","Human Resources","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Midlands (England)","35","[c]","39040","43460"
"Leaver CS","2021","Legal","East of England","30","[c]","37710","30110"
"Leaver CS","2021","Legal","London","245","[c]","50430","50720"
"Leaver CS","2021","Legal","North East (England)","20","[c]","45700","53230"
"Leaver CS","2021","Legal","North West (England)","40","[c]","44970","46930"
"Leaver CS","2021","Legal","Scotland","120","[c]","31810","22820"
"Leaver CS","2021","Legal","South East (England)","55","[c]","41550","42530"
"Leaver CS","2021","Legal","South West (England)","25","[c]","47460","46370"
"Leaver CS","2021","Legal","Wales","20","[c]","51040","55610"
"Leaver CS","2021","Legal","West Midlands (England)","40","[c]","39800","38760"
"Leaver CS","2021","Legal","Yorkshire and The Humber","45","[c]","44930","54140"
"Leaver CS","2021","No function","East Midlands (England)","670","[c]","24440","21160"
"Leaver CS","2021","No function","East of England","770","[c]","32090","25080"
"Leaver CS","2021","No function","London","1850","[c]","40320","32650"
"Leaver CS","2021","No function","North East (England)","360","[c]","26720","22100"
"Leaver CS","2021","No function","North West (England)","890","[c]","30270","22720"
"Leaver CS","2021","No function","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","390","[c]","30910","26740"
"Leaver CS","2021","No function","South East (England)","1155","[c]","27420","23050"
"Leaver CS","2021","No function","South West (England)","810","[c]","31630","26740"
"Leaver CS","2021","No function","Unknown","60","[c]","31880","28000"
"Leaver CS","2021","No function","Wales","710","[c]","24700","21590"
"Leaver CS","2021","No function","West Midlands (England)","745","[c]","29130","21180"
"Leaver CS","2021","No function","Yorkshire and The Humber","725","[c]","29970","22350"
"Leaver CS","2021","Project Delivery","East Midlands (England)","20","[c]","34180","28600"
"Leaver CS","2021","Project Delivery","East of England","25","[c]","35720","33030"
"Leaver CS","2021","Project Delivery","London","110","[c]","50680","49200"
"Leaver CS","2021","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","45","[c]","28650","26670"
"Leaver CS","2021","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","15","[c]","55230","57000"
"Leaver CS","2021","Project Delivery","Scotland","70","[c]","34380","32730"
"Leaver CS","2021","Project Delivery","South East (England)","110","[c]","33470","30680"
"Leaver CS","2021","Project Delivery","South West (England)","400","[c]","37040","34050"
"Leaver CS","2021","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","10","[c]","35530","32430"
"Leaver CS","2021","Project Delivery","West Midlands (England)","20","[c]","36200","35380"
"Leaver CS","2021","Project Delivery","Yorkshire and The Humber","10","[c]","43620","37140"
"Leaver CS","2021","Property","East Midlands (England)","60","[c]","26430","25500"
"Leaver CS","2021","Property","East of England","30","[c]","30080","30810"
"Leaver CS","2021","Property","London","75","[c]","40260","34210"
"Leaver CS","2021","Property","North East (England)","25","[c]","24960","21100"
"Leaver CS","2021","Property","North West (England)","30","[c]","28870","26250"
"Leaver CS","2021","Property","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scotland","80","[c]","28770","27450"
"Leaver CS","2021","Property","South East (England)","50","[c]","35080","34680"
"Leaver CS","2021","Property","South West (England)","85","[c]","30860","27290"
"Leaver CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","25","[c]","26870","23050"
"Leaver CS","2021","Property","West Midlands (England)","40","[c]","32810","27970"
"Leaver CS","2021","Property","Yorkshire and The Humber","45","[c]","25760","22970"
"Leaver CS","2021","Security","East Midlands (England)","10","[c]","26910","25890"
"Leaver CS","2021","Security","East of England","35","[c]","30520","26710"
"Leaver CS","2021","Security","London","35","[c]","35210","28740"
"Leaver CS","2021","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North West (England)","10","[c]","32180","28680"
"Leaver CS","2021","Security","Northern Ireland","10","[c]","20730","20310"
"Leaver CS","2021","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Scotland","70","[c]","32480","38120"
"Leaver CS","2021","Security","South East (England)","115","[c]","30310","27050"
"Leaver CS","2021","Security","South West (England)","65","[c]","27090","20920"
"Leaver CS","2021","Security","Unknown","15","[c]","27790","23850"
"Leaver CS","2021","Security","Wales","15","[c]","23010","19560"
"Leaver CS","2021","Security","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Yorkshire and The Humber","40","[c]","30510","32430"
"Leaver CS","2021","Unknown","East Midlands (England)","765","[c]","27120","26970"
"Leaver CS","2021","Unknown","East of England","830","[c]","27260","26670"
"Leaver CS","2021","Unknown","London","2295","[c]","37900","31060"
"Leaver CS","2021","Unknown","North East (England)","1230","[c]","25840","21010"
"Leaver CS","2021","Unknown","North West (England)","1630","[c]","26230","24110"
"Leaver CS","2021","Unknown","Northern Ireland","170","[c]","25550","21430"
"Leaver CS","2021","Unknown","Overseas","105","[c]","37770","36960"
"Leaver CS","2021","Unknown","Scotland","1515","[c]","32680","27570"
"Leaver CS","2021","Unknown","South East (England)","1005","[c]","28120","26890"
"Leaver CS","2021","Unknown","South West (England)","815","[c]","27760","25940"
"Leaver CS","2021","Unknown","Unknown","555","[c]","33550","30780"
"Leaver CS","2021","Unknown","Wales","1010","[c]","30860","27570"
"Leaver CS","2021","Unknown","West Midlands (England)","915","[c]","27840","26120"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","1405","[c]","29020","26890"
"Leaver Dept.","2021","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","205","[c]","42220","37350"
"Leaver Dept.","2021","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","South East (England)","15","[c]","36700","29670"
"Leaver Dept.","2021","Analysis","South West (England)","20","[c]","36230","32010"
"Leaver Dept.","2021","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Wales","20","[c]","44900","49100"
"Leaver Dept.","2021","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","60","[c]","43780","40320"
"Leaver Dept.","2021","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","15","[c]","36900","36560"
