"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","16-19","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","AA/AO","Female","200","190","20650","20140"
"In post","2021","16-19","Unknown","AA/AO","Male","165","155","20580","20140"
"In post","2021","16-19","Unknown","EO","Female","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","EO","Male","60","60","20600","17780"
"In post","2021","16-19","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Male","45","45","18570","16780"
"In post","2021","16-19","White","AA/AO","Female","290","280","21090","21010"
"In post","2021","16-19","White","AA/AO","Male","215","210","20490","21010"
"In post","2021","16-19","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","EO","Female","80","80","24070","25230"
"In post","2021","16-19","White","EO","Male","100","100","22470","23050"
"In post","2021","16-19","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","White","Unknown","Male","10","10","[c]","[c]"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","AA/AO","Female","830","780","21760","21010"
"In post","2021","20-29","Asian","AA/AO","Male","790","760","21810","21010"
"In post","2021","20-29","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","EO","Female","1215","1195","28030","27570"
"In post","2021","20-29","Asian","EO","Male","990","985","27740","27570"
"In post","2021","20-29","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","G6/G7","Female","130","130","54500","53400"
"In post","2021","20-29","Asian","G6/G7","Male","135","135","54600","53380"
"In post","2021","20-29","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","SEO/HEO","Female","830","825","34810","34020"
"In post","2021","20-29","Asian","SEO/HEO","Male","675","670","34910","34000"
"In post","2021","20-29","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Female","95","90","25190","23840"
"In post","2021","20-29","Asian","Unknown","Male","35","35","26100","26810"
"In post","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","AA/AO","Female","360","350","24130","23510"
"In post","2021","20-29","Black","AA/AO","Male","200","200","23830","22850"
"In post","2021","20-29","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","EO","Female","610","600","28820","29030"
"In post","2021","20-29","Black","EO","Male","235","230","28530","28670"
"In post","2021","20-29","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","G6/G7","Female","45","45","53720","53380"
"In post","2021","20-29","Black","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","20-29","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","SEO/HEO","Female","410","405","35220","34710"
"In post","2021","20-29","Black","SEO/HEO","Male","175","170","35170","34020"
"In post","2021","20-29","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Female","105","105","27050","26810"
"In post","2021","20-29","Black","Unknown","Male","15","10","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Chinese","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","EO","Female","35","35","27130","26970"
"In post","2021","20-29","Chinese","EO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","20-29","Chinese","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","20-29","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","SEO/HEO","Female","40","40","35760","35130"
"In post","2021","20-29","Chinese","SEO/HEO","Male","45","45","34870","34120"
"In post","2021","20-29","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","AA/AO","Female","335","320","22780","21430"
"In post","2021","20-29","Mixed","AA/AO","Male","245","240","23850","22850"
"In post","2021","20-29","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","EO","Female","395","390","27870","27570"
"In post","2021","20-29","Mixed","EO","Male","250","250","27800","27570"
"In post","2021","20-29","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","G6/G7","Female","85","85","54320","53420"
"In post","2021","20-29","Mixed","G6/G7","Male","70","70","55240","53870"
"In post","2021","20-29","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","SEO/HEO","Female","420","420","34390","33570"
"In post","2021","20-29","Mixed","SEO/HEO","Male","275","270","35330","34600"
"In post","2021","20-29","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","Female","55","55","25540","24020"
"In post","2021","20-29","Mixed","Unknown","Male","15","15","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","AA/AO","Female","55","55","22770","22270"
"In post","2021","20-29","Other ethnicity","AA/AO","Male","30","30","24610","23820"
"In post","2021","20-29","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","EO","Female","100","95","28450","28500"
"In post","2021","20-29","Other ethnicity","EO","Male","70","70","27970","27570"
"In post","2021","20-29","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","20-29","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","SEO/HEO","Female","90","90","36260","35060"
"In post","2021","20-29","Other ethnicity","SEO/HEO","Male","60","60","35260","34710"
"In post","2021","20-29","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Female","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","AA/AO","Female","150","140","22490","21430"
"In post","2021","20-29","Undeclared","AA/AO","Male","225","225","23260","21570"
"In post","2021","20-29","Undeclared","EO","Female","175","170","27480","27570"
"In post","2021","20-29","Undeclared","EO","Male","250","250","27350","27540"
"In post","2021","20-29","Undeclared","G6/G7","Female","35","35","55250","53420"
"In post","2021","20-29","Undeclared","G6/G7","Male","75","75","54330","53600"
"In post","2021","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","SEO/HEO","Female","165","165","35330","34920"
"In post","2021","20-29","Undeclared","SEO/HEO","Male","340","340","34940","34300"
"In post","2021","20-29","Undeclared","Unknown","Female","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","Male","25","25","[c]","[c]"
"In post","2021","20-29","Unknown","AA/AO","Female","3945","3800","21920","20920"
"In post","2021","20-29","Unknown","AA/AO","Male","4005","3945","22530","21010"
"In post","2021","20-29","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","EO","Female","2260","2225","26930","26740"
"In post","2021","20-29","Unknown","EO","Male","2145","2135","26640","26160"
"In post","2021","20-29","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","G6/G7","Female","495","495","54410","53420"
"In post","2021","20-29","Unknown","G6/G7","Male","470","470","55020","54110"
"In post","2021","20-29","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","SCS level","Male","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","SEO/HEO","Female","2925","2910","32940","32000"
"In post","2021","20-29","Unknown","SEO/HEO","Male","2750","2745","33510","32120"
"In post","2021","20-29","Unknown","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Female","310","305","24990","22920"
"In post","2021","20-29","Unknown","Unknown","Male","410","405","27910","28830"
"In post","2021","20-29","White","AA/AO","Female","8115","7800","22190","21050"
"In post","2021","20-29","White","AA/AO","Male","7135","7055","23030","21430"
"In post","2021","20-29","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","EO","Female","7250","7135","26820","27130"
"In post","2021","20-29","White","EO","Male","5595","5570","26710","26950"
"In post","2021","20-29","White","EO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","White","G6/G7","Female","1450","1445","54160","53380"
"In post","2021","20-29","White","G6/G7","Male","1265","1260","54520","53420"
"In post","2021","20-29","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","SCS level","Female","5","5","[c]","[c]"
"In post","2021","20-29","White","SCS level","Male","10","10","[c]","[c]"
"In post","2021","20-29","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","SEO/HEO","Female","6945","6890","34410","33550"
"In post","2021","20-29","White","SEO/HEO","Male","5825","5810","34550","33570"
"In post","2021","20-29","White","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","White","Unknown","Female","1425","1400","25850","23840"
"In post","2021","20-29","White","Unknown","Male","445","445","27190","26810"
"In post","2021","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","AA/AO","Female","1015","835","21470","21010"
"In post","2021","30-39","Asian","AA/AO","Male","880","850","22470","21010"
"In post","2021","30-39","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","EO","Female","1340","1205","27730","27570"
"In post","2021","30-39","Asian","EO","Male","1215","1200","27800","27570"
"In post","2021","30-39","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","G6/G7","Female","565","545","57200","54840"
"In post","2021","30-39","Asian","G6/G7","Male","445","445","57420","54760"
"In post","2021","30-39","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","SCS level","Female","25","25","[c]","[c]"
"In post","2021","30-39","Asian","SCS level","Male","35","35","81700","74980"
"In post","2021","30-39","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","SEO/HEO","Female","1110","1060","36420","35830"
"In post","2021","30-39","Asian","SEO/HEO","Male","1150","1135","36370","35200"
"In post","2021","30-39","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","Female","115","105","29140","28690"
"In post","2021","30-39","Asian","Unknown","Male","60","60","29630","29130"
"In post","2021","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","AA/AO","Female","365","320","22410","21430"
"In post","2021","30-39","Black","AA/AO","Male","320","315","26100","24760"
"In post","2021","30-39","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","EO","Female","725","685","28820","28850"
"In post","2021","30-39","Black","EO","Male","330","330","28510","28670"
"In post","2021","30-39","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","G6/G7","Female","200","195","55970","54040"
"In post","2021","30-39","Black","G6/G7","Male","110","110","56080","54070"
"In post","2021","30-39","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","SEO/HEO","Female","605","595","36240","35320"
"In post","2021","30-39","Black","SEO/HEO","Male","285","285","35940","35270"
"In post","2021","30-39","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Unknown","Female","140","135","29560","27730"
"In post","2021","30-39","Black","Unknown","Male","30","30","[c]","[c]"
"In post","2021","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","30-39","Chinese","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","30-39","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","EO","Female","40","40","27560","27570"
"In post","2021","30-39","Chinese","EO","Male","30","30","27300","27020"
"In post","2021","30-39","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","G6/G7","Female","60","55","56500","53850"
"In post","2021","30-39","Chinese","G6/G7","Male","35","35","58660","55720"
"In post","2021","30-39","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","SCS level","Female","5","5","[c]","[c]"
"In post","2021","30-39","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","SEO/HEO","Female","80","75","37440","37360"
"In post","2021","30-39","Chinese","SEO/HEO","Male","45","45","37030","37020"
"In post","2021","30-39","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","AA/AO","Female","250","220","22830","21300"
"In post","2021","30-39","Mixed","AA/AO","Male","200","195","23840","21590"
"In post","2021","30-39","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","EO","Female","355","330","27820","27570"
"In post","2021","30-39","Mixed","EO","Male","210","205","28460","27570"
"In post","2021","30-39","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","G6/G7","Female","260","250","56940","54700"
"In post","2021","30-39","Mixed","G6/G7","Male","225","220","57150","55120"
"In post","2021","30-39","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","SCS level","Female","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","SCS level","Male","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","SEO/HEO","Female","390","375","36820","36410"
"In post","2021","30-39","Mixed","SEO/HEO","Male","285","280","36500","36160"
"In post","2021","30-39","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","Female","80","75","28480","29460"
"In post","2021","30-39","Mixed","Unknown","Male","30","30","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","AA/AO","Female","70","60","22450","21310"
"In post","2021","30-39","Other ethnicity","AA/AO","Male","50","50","24150","21550"
"In post","2021","30-39","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","EO","Female","85","80","28310","27940"
"In post","2021","30-39","Other ethnicity","EO","Male","55","55","28000","27570"
"In post","2021","30-39","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","G6/G7","Female","75","75","58980","57530"
"In post","2021","30-39","Other ethnicity","G6/G7","Male","50","50","59080","54810"
"In post","2021","30-39","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","SCS level","Male","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","SEO/HEO","Female","105","100","36350","35760"
"In post","2021","30-39","Other ethnicity","SEO/HEO","Male","85","85","37280","37450"
"In post","2021","30-39","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","Female","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","Male","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","AA/AO","Female","290","240","22010","21010"
"In post","2021","30-39","Undeclared","AA/AO","Male","450","440","23650","21140"
"In post","2021","30-39","Undeclared","EO","Female","385","355","27800","27570"
"In post","2021","30-39","Undeclared","EO","Male","505","500","28040","27570"
"In post","2021","30-39","Undeclared","G6/G7","Female","225","215","57450","55930"
"In post","2021","30-39","Undeclared","G6/G7","Male","460","455","55700","54540"
"In post","2021","30-39","Undeclared","SCS level","Female","10","5","[c]","[c]"
"In post","2021","30-39","Undeclared","SCS level","Male","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","SEO/HEO","Female","365","345","36240","35900"
"In post","2021","30-39","Undeclared","SEO/HEO","Male","720","720","37370","37320"
"In post","2021","30-39","Undeclared","Unknown","Female","60","55","31180","31420"
"In post","2021","30-39","Undeclared","Unknown","Male","50","50","35150","35990"
"In post","2021","30-39","Unknown","AA/AO","Female","2550","2205","21670","21010"
"In post","2021","30-39","Unknown","AA/AO","Male","2590","2540","23560","21150"
"In post","2021","30-39","Unknown","EO","Female","1915","1770","27340","27570"
"In post","2021","30-39","Unknown","EO","Male","1965","1950","27490","26900"
"In post","2021","30-39","Unknown","G6/G7","Female","1325","1270","57120","54700"
"In post","2021","30-39","Unknown","G6/G7","Male","1295","1285","57740","55430"
"In post","2021","30-39","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","SCS level","Female","145","140","78360","73490"
"In post","2021","30-39","Unknown","SCS level","Male","130","130","76860","72540"
"In post","2021","30-39","Unknown","SEO/HEO","Female","2110","2010","35830","35050"
"In post","2021","30-39","Unknown","SEO/HEO","Male","2230","2210","35820","34910"
"In post","2021","30-39","Unknown","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Female","245","215","29250","28200"
"In post","2021","30-39","Unknown","Unknown","Male","450","445","35900","32700"
"In post","2021","30-39","White","AA/AO","Female","9165","7710","22020","21010"
"In post","2021","30-39","White","AA/AO","Male","7590","7485","23850","21590"
"In post","2021","30-39","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","White","EO","Female","9315","8410","27120","27570"
"In post","2021","30-39","White","EO","Male","7185","7140","27580","27570"
"In post","2021","30-39","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","White","G6/G7","Female","5810","5515","56850","54750"
"In post","2021","30-39","White","G6/G7","Male","5385","5345","57280","55360"
"In post","2021","30-39","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","White","SCS level","Female","385","365","78730","75050"
"In post","2021","30-39","White","SCS level","Male","360","350","80260","75500"
"In post","2021","30-39","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","White","SEO/HEO","Female","11190","10555","36080","35310"
"In post","2021","30-39","White","SEO/HEO","Male","9580","9535","36400","36030"
"In post","2021","30-39","White","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","White","Unknown","Female","1905","1735","30210","30420"
"In post","2021","30-39","White","Unknown","Male","700","690","34250","32690"
