"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Communications","London","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","London","G7","15","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","London","HEO","35","35","35250","34890"
"In post","2021","Declared disabled","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","London","SEO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outside London","AO","60","50","20970","21130"
"In post","2021","Declared disabled","Communications","Outside London","EO","175","165","25930","25560"
"In post","2021","Declared disabled","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outside London","G7","25","20","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outside London","HEO","115","110","31900","31810"
"In post","2021","Declared disabled","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outside London","SEO","45","40","39000","38630"
"In post","2021","Declared disabled","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","AO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","EO","45","45","30320","29570"
"In post","2021","Declared disabled","Counter Fraud","London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","HEO","45","45","37220","36160"
"In post","2021","Declared disabled","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Outside London","AO","85","75","20880","21400"
"In post","2021","Declared disabled","Counter Fraud","Outside London","EO","225","205","26470","25560"
"In post","2021","Declared disabled","Counter Fraud","Outside London","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Outside London","G7","45","40","52680","52580"
"In post","2021","Declared disabled","Counter Fraud","Outside London","HEO","210","190","32620","31810"
"In post","2021","Declared disabled","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Outside London","SEO","80","75","39200","38630"
"In post","2021","Declared disabled","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","London","AO","40","35","25030","25630"
"In post","2021","Declared disabled","Debt","London","EO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Outside London","AO","240","205","20670","20140"
"In post","2021","Declared disabled","Debt","Outside London","EO","70","60","26150","25560"
"In post","2021","Declared disabled","Debt","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Outside London","HEO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Debt","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","London","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","London","EO","45","45","29470","29500"
"In post","2021","Declared disabled","Digital, Data & Technology","London","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","London","G7","95","95","58380","57290"
"In post","2021","Declared disabled","Digital, Data & Technology","London","HEO","60","60","34600","34550"
"In post","2021","Declared disabled","Digital, Data & Technology","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","London","SEO","40","40","43620","41900"
"In post","2021","Declared disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","AO","30","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","EO","210","195","27040","26670"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","G6","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","G7","100","95","53110","52580"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","HEO","220","210","32910","32730"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","SEO","185","180","40500","39650"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","G7","50","50","58080","59160"
"In post","2021","Declared disabled","Finance","London","HEO","40","40","35530","35430"
"In post","2021","Declared disabled","Finance","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","SEO","40","40","43800","43030"
"In post","2021","Declared disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outside London","AA","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outside London","AO","130","105","21100","21420"
"In post","2021","Declared disabled","Finance","Outside London","EO","130","120","25560","26120"
"In post","2021","Declared disabled","Finance","Outside London","G6","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outside London","G7","65","65","53220","52580"
"In post","2021","Declared disabled","Finance","Outside London","HEO","140","130","32480","31810"
"In post","2021","Declared disabled","Finance","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outside London","SEO","120","110","40490","40080"
"In post","2021","Declared disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Outside London","AO","85","75","21050","21050"
"In post","2021","Declared disabled","Grants Management","Outside London","EO","35","30","25790","25990"
"In post","2021","Declared disabled","Grants Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Outside London","HEO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Outside London","SEO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","London","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","London","EO","55","55","28670","27850"
"In post","2021","Declared disabled","Human Resources","London","G6","35","30","68240","66440"
"In post","2021","Declared disabled","Human Resources","London","G7","70","70","57100","56230"
"In post","2021","Declared disabled","Human Resources","London","HEO","85","85","35360","35590"
"In post","2021","Declared disabled","Human Resources","London","SCS level","30","30","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","London","SEO","60","55","43610","42250"
"In post","2021","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Outside London","AO","175","160","21350","21130"
"In post","2021","Declared disabled","Human Resources","Outside London","EO","160","145","26340","26410"
"In post","2021","Declared disabled","Human Resources","Outside London","G6","30","30","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Outside London","G7","110","105","52550","52580"
"In post","2021","Declared disabled","Human Resources","Outside London","HEO","190","180","32170","31990"
"In post","2021","Declared disabled","Human Resources","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Outside London","SEO","155","145","40980","39830"
"In post","2021","Declared disabled","Human Resources","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","SEO","35","30","43040","42720"
"In post","2021","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","London","AO","45","40","23970","23520"
"In post","2021","Declared disabled","Legal","London","EO","80","70","29160","29280"
"In post","2021","Declared disabled","Legal","London","G6","70","65","70090","68540"
"In post","2021","Declared disabled","Legal","London","G7","155","145","58470","59160"
"In post","2021","Declared disabled","Legal","London","HEO","40","35","37390","36240"
"In post","2021","Declared disabled","Legal","London","SCS level","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","London","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal","Outside London","AO","145","130","22140","21950"
"In post","2021","Declared disabled","Legal","Outside London","EO","140","125","27440","28130"
"In post","2021","Declared disabled","Legal","Outside London","G6","20","20","[c]","[c]"
"In post","2021","Declared disabled","Legal","Outside London","G7","250","230","56410","55610"
"In post","2021","Declared disabled","Legal","Outside London","HEO","100","95","33510","33310"
"In post","2021","Declared disabled","Legal","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal","Outside London","SEO","135","125","42780","42240"
"In post","2021","Declared disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","London","AA","105","95","21760","20280"
"In post","2021","Declared disabled","No function","London","AO","530","500","26340","24440"
"In post","2021","Declared disabled","No function","London","EO","605","585","29860","29550"
"In post","2021","Declared disabled","No function","London","G6","215","205","66650","65950"
"In post","2021","Declared disabled","No function","London","G7","570","555","55590","54400"
"In post","2021","Declared disabled","No function","London","HEO","730","715","34910","34290"
"In post","2021","Declared disabled","No function","London","SCS level","110","110","86290","77370"
"In post","2021","Declared disabled","No function","London","SEO","420","410","42650","40940"
"In post","2021","Declared disabled","No function","London","Unknown","290","280","34050","34100"
"In post","2021","Declared disabled","No function","Outside London","AA","1125","975","19590","20070"
"In post","2021","Declared disabled","No function","Outside London","AO","4935","4355","22820","21440"
"In post","2021","Declared disabled","No function","Outside London","EO","2520","2320","27480","26780"
"In post","2021","Declared disabled","No function","Outside London","G6","125","120","69820","65740"
"In post","2021","Declared disabled","No function","Outside London","G7","535","515","53370","52580"
"In post","2021","Declared disabled","No function","Outside London","HEO","1650","1550","32750","31810"
"In post","2021","Declared disabled","No function","Outside London","SCS level","30","30","91210","85850"
"In post","2021","Declared disabled","No function","Outside London","SEO","940","895","42440","39570"
"In post","2021","Declared disabled","No function","Outside London","Unknown","1935","1785","29950","28990"
"In post","2021","Declared disabled","No function","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Overseas","G6","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Overseas","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Overseas","HEO","45","45","34020","34220"
"In post","2021","Declared disabled","No function","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Overseas","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","London","AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","London","EO","45","45","29610","29570"
"In post","2021","Declared disabled","Project Delivery","London","G6","75","70","67950","69800"
"In post","2021","Declared disabled","Project Delivery","London","G7","120","115","56520","58030"
"In post","2021","Declared disabled","Project Delivery","London","HEO","100","95","36070","36160"
"In post","2021","Declared disabled","Project Delivery","London","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","London","SEO","75","70","42140","42000"
"In post","2021","Declared disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outside London","AO","40","35","21280","21130"
"In post","2021","Declared disabled","Project Delivery","Outside London","EO","450","420","24630","25730"
"In post","2021","Declared disabled","Project Delivery","Outside London","G6","75","70","64170","64670"
"In post","2021","Declared disabled","Project Delivery","Outside London","G7","270","260","51870","52580"
"In post","2021","Declared disabled","Project Delivery","Outside London","HEO","615","590","31870","32300"
"In post","2021","Declared disabled","Project Delivery","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outside London","SEO","550","520","40200","40580"
"In post","2021","Declared disabled","Project Delivery","Outside London","Unknown","120","115","40450","39860"
"In post","2021","Declared disabled","Project Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","London","AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Property","London","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Property","London","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","London","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Property","London","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Property","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","London","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Outside London","AA","55","50","18650","18800"
"In post","2021","Declared disabled","Property","Outside London","AO","95","85","22450","21100"
"In post","2021","Declared disabled","Property","Outside London","EO","130","120","26520","26470"
"In post","2021","Declared disabled","Property","Outside London","G6","20","20","[c]","[c]"
"In post","2021","Declared disabled","Property","Outside London","G7","50","45","53080","54210"
"In post","2021","Declared disabled","Property","Outside London","HEO","160","155","32820","33300"
"In post","2021","Declared disabled","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Outside London","SEO","100","100","40770","40580"
"In post","2021","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
