"Status","Year","Age","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Mixed","Overseas","15","15","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Other ethnicity","London","275","260","43670","35200"
"In post","2021","50-59","Other ethnicity","Outside London","360","340","34550","30200"
"In post","2021","50-59","Other ethnicity","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","London","1635","1575","41140","35890"
"In post","2021","50-59","Undeclared","Outside London","6135","5745","32680","28200"
"In post","2021","50-59","Undeclared","Overseas","70","70","49340","43160"
"In post","2021","50-59","Undeclared","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","London","2265","2205","48250","40180"
"In post","2021","50-59","Unknown","Outside London","9840","9150","31770","27570"
"In post","2021","50-59","Unknown","Overseas","100","100","54220","49010"
"In post","2021","50-59","Unknown","Unknown","560","560","43090","37300"
"In post","2021","50-59","White","London","13145","12675","48930","42410"
"In post","2021","50-59","White","Outside London","92995","86475","32580","27570"
"In post","2021","50-59","White","Overseas","755","755","53970","53470"
"In post","2021","50-59","White","Unknown","335","315","34310","27570"
"In post","2021","60-64","Asian","London","815","705","32910","30110"
"In post","2021","60-64","Asian","Outside London","530","445","29210","26120"
"In post","2021","60-64","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Unknown","30","25","[c]","[c]"
"In post","2021","60-64","Black","London","740","685","32380","30630"
"In post","2021","60-64","Black","Outside London","375","330","28780","27570"
"In post","2021","60-64","Black","Overseas","5","5","[c]","[c]"
"In post","2021","60-64","Black","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Chinese","London","20","15","[c]","[c]"
"In post","2021","60-64","Chinese","Outside London","40","35","32420","27570"
"In post","2021","60-64","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","London","120","110","37780","32090"
"In post","2021","60-64","Mixed","Outside London","225","185","30640","26940"
"In post","2021","60-64","Mixed","Overseas","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","London","85","75","43170","32520"
"In post","2021","60-64","Other ethnicity","Outside London","105","90","32390","27750"
"In post","2021","60-64","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","London","385","330","38680","32090"
"In post","2021","60-64","Undeclared","Outside London","1620","1305","31100","27570"
"In post","2021","60-64","Undeclared","Overseas","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","London","455","415","42980","36160"
"In post","2021","60-64","Unknown","Outside London","2710","2215","28490","23870"
"In post","2021","60-64","Unknown","Overseas","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","135","135","40540","37000"
"In post","2021","60-64","White","London","3080","2725","45380","38030"
"In post","2021","60-64","White","Outside London","25955","20930","29810","27570"
"In post","2021","60-64","White","Overseas","150","150","56270","54540"
"In post","2021","60-64","White","Unknown","80","65","36600","33300"
"In post","2021","65+","Asian","London","465","365","30360","27490"
"In post","2021","65+","Asian","Outside London","190","140","31040","26620"
"In post","2021","65+","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Black","London","225","195","29890","26280"
"In post","2021","65+","Black","Outside London","90","75","27710","25240"
"In post","2021","65+","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","London","15","10","[c]","[c]"
"In post","2021","65+","Chinese","Outside London","20","15","[c]","[c]"
"In post","2021","65+","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","London","30","25","[c]","[c]"
"In post","2021","65+","Mixed","Outside London","65","50","29470","26750"
"In post","2021","65+","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","London","35","25","38020","30460"
"In post","2021","65+","Other ethnicity","Outside London","20","20","[c]","[c]"
"In post","2021","65+","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","London","145","115","38840","31880"
"In post","2021","65+","Undeclared","Outside London","505","380","30350","27570"
"In post","2021","65+","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","London","190","160","40530","32520"
"In post","2021","65+","Unknown","Outside London","850","630","28900","22820"
"In post","2021","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","65+","White","London","1120","925","41370","32740"
"In post","2021","65+","White","Outside London","7610","5695","28740","26120"
"In post","2021","65+","White","Overseas","15","15","[c]","[c]"
"In post","2021","65+","White","Unknown","20","15","[c]","[c]"
"In post","2021","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","White","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Outside London","20","15","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Outside London","50","[c]","20600","21010"
"Leaver CS","2021","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","London","170","[c]","27120","26680"
"Leaver CS","2021","20-29","Asian","Outside London","170","[c]","23300","21010"
"Leaver CS","2021","20-29","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","London","95","[c]","26860","25110"
"Leaver CS","2021","20-29","Black","Outside London","40","[c]","24400","23250"
"Leaver CS","2021","20-29","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","London","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","London","60","[c]","30320","27810"
"Leaver CS","2021","20-29","Mixed","Outside London","70","[c]","23040","21010"
"Leaver CS","2021","20-29","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","London","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","70","[c]","23480","18200"
"Leaver CS","2021","20-29","Undeclared","Outside London","105","[c]","23250","21010"
"Leaver CS","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","585","[c]","28850","28170"
"Leaver CS","2021","20-29","Unknown","Outside London","1300","[c]","23050","21050"
"Leaver CS","2021","20-29","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","185","[c]","28750","28000"
"Leaver CS","2021","20-29","White","London","495","[c]","32030","29250"
"Leaver CS","2021","20-29","White","Outside London","1975","[c]","23680","21170"
"Leaver CS","2021","20-29","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","London","110","[c]","36410","33850"
"Leaver CS","2021","30-39","Asian","Outside London","135","[c]","27270","23690"
"Leaver CS","2021","30-39","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","London","60","[c]","37040","31060"
"Leaver CS","2021","30-39","Black","Outside London","65","[c]","26970","24180"
"Leaver CS","2021","30-39","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","London","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","London","50","[c]","40230","35200"
"Leaver CS","2021","30-39","Mixed","Outside London","60","[c]","29050","25790"
"Leaver CS","2021","30-39","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","London","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","35","[c]","46490","51190"
"Leaver CS","2021","30-39","Undeclared","Outside London","105","[c]","30440","28110"
"Leaver CS","2021","30-39","Unknown","London","300","[c]","41120","37560"
"Leaver CS","2021","30-39","Unknown","Outside London","850","[c]","28750","27570"
"Leaver CS","2021","30-39","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","120","[c]","37340","30780"
"Leaver CS","2021","30-39","White","London","460","[c]","46490","45070"
"Leaver CS","2021","30-39","White","Outside London","1655","[c]","29630","26940"
"Leaver CS","2021","30-39","White","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","London","80","[c]","43680","36510"
"Leaver CS","2021","40-49","Asian","Outside London","120","[c]","33280","27570"
"Leaver CS","2021","40-49","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","London","55","[c]","32320","30010"
"Leaver CS","2021","40-49","Black","Outside London","55","[c]","31450","26890"
"Leaver CS","2021","40-49","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","London","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","London","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Outside London","100","[c]","28040","25650"
"Leaver CS","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","London","165","[c]","48000","39840"
"Leaver CS","2021","40-49","Unknown","Outside London","660","[c]","31700","27570"
"Leaver CS","2021","40-49","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","London","295","[c]","54710","52850"
"Leaver CS","2021","40-49","White","Outside London","1630","[c]","31840","27570"
"Leaver CS","2021","40-49","White","Overseas","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","London","90","[c]","41040","34190"
"Leaver CS","2021","50-59","Asian","Outside London","75","[c]","32080","24180"
"Leaver CS","2021","50-59","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","London","75","[c]","37500","30020"
"Leaver CS","2021","50-59","Black","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","London","65","[c]","44830","32870"
"Leaver CS","2021","50-59","Undeclared","Outside London","315","[c]","33020","28980"
"Leaver CS","2021","50-59","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","London","150","[c]","51240","40610"
"Leaver CS","2021","50-59","Unknown","Outside London","830","[c]","31270","27570"
"Leaver CS","2021","50-59","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","125","[c]","57460","43350"
"Leaver CS","2021","50-59","White","London","545","[c]","53900","47090"
"Leaver CS","2021","50-59","White","Outside London","3960","[c]","33020","27570"
"Leaver CS","2021","50-59","White","Overseas","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","White","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","London","55","[c]","35670","29590"
"Leaver CS","2021","60-64","Asian","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","London","35","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Outside London","15","[c]","[c]","[c]"
