"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","30","30","41640","40580"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","45","45","44330","42300"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","55","50","29260","28200"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","AA","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","AA","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","AO","Female","75","65","21340","21010"
"In post","2021","Declared disabled","Cheshire","AO","Male","35","35","24180","21010"
"In post","2021","Declared disabled","Cheshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","EO","Female","95","85","27800","27570"
"In post","2021","Declared disabled","Cheshire","EO","Male","65","60","28650","27570"
"In post","2021","Declared disabled","Cheshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G6","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","HEO","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","HEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Unknown","Female","30","25","28530","26020"
"In post","2021","Declared disabled","Cheshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AA","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AO","Female","55","40","20890","21010"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AO","Male","30","30","21020","21010"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","Female","50","40","27430","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HEO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AO","Female","55","45","21200","21050"
"In post","2021","Declared disabled","Cumbria","AO","Male","30","30","21520","21050"
"In post","2021","Declared disabled","Cumbria","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","EO","Female","40","30","26680","27570"
"In post","2021","Declared disabled","Cumbria","EO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","HEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AO","Female","220","185","21510","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AO","Male","190","180","22770","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","Female","335","295","26660","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","Male","205","195","27110","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G7","Female","55","50","53160","52580"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G7","Male","25","20","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HEO","Female","130","125","32270","31870"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HEO","Male","90","85","32580","31810"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO","Female","75","70","40380","38700"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO","Male","45","40","41700","40860"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Female","100","90","29080","28200"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Male","20","15","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","AA","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Devon","AA","Male","40","35","19760","19560"
"In post","2021","Declared disabled","Devon","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","AO","Female","190","155","21530","21010"
"In post","2021","Declared disabled","Devon","AO","Male","115","110","23500","21050"
"In post","2021","Declared disabled","Devon","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","EO","Female","175","150","27090","27570"
"In post","2021","Declared disabled","Devon","EO","Male","130","125","27780","27570"
"In post","2021","Declared disabled","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Devon","G7","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Devon","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","HEO","Female","55","50","33430","33060"
"In post","2021","Declared disabled","Devon","HEO","Male","70","65","34510","33300"
"In post","2021","Declared disabled","Devon","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SEO","Female","35","30","42000","40040"
"In post","2021","Declared disabled","Devon","SEO","Male","35","35","42690","42060"
"In post","2021","Declared disabled","Devon","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Unknown","Female","40","35","30260","30210"
"In post","2021","Declared disabled","Devon","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AA","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AA","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AO","Female","105","90","21810","21010"
"In post","2021","Declared disabled","Dorset and Somerset","AO","Male","60","60","24400","21130"
"In post","2021","Declared disabled","Dorset and Somerset","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","EO","Female","115","100","27080","27570"
"In post","2021","Declared disabled","Dorset and Somerset","EO","Male","95","90","27980","27570"
"In post","2021","Declared disabled","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G7","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","HEO","Female","45","40","32500","33180"
"In post","2021","Declared disabled","Dorset and Somerset","HEO","Male","45","40","34560","33300"
"In post","2021","Declared disabled","Dorset and Somerset","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SEO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Unknown","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","AA","Female","45","40","19160","19560"
"In post","2021","Declared disabled","East Anglia","AA","Male","50","50","20290","20600"
"In post","2021","Declared disabled","East Anglia","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","AO","Female","220","190","21990","21040"
"In post","2021","Declared disabled","East Anglia","AO","Male","170","160","25460","23240"
"In post","2021","Declared disabled","East Anglia","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","EO","Female","265","235","27210","27570"
"In post","2021","Declared disabled","East Anglia","EO","Male","165","155","28310","27570"
"In post","2021","Declared disabled","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","G6","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","G7","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","G7","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","HEO","Female","95","90","32560","33000"
"In post","2021","Declared disabled","East Anglia","HEO","Male","120","110","33610","33300"
"In post","2021","Declared disabled","East Anglia","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SEO","Female","55","50","42650","41090"
"In post","2021","Declared disabled","East Anglia","SEO","Male","45","45","43470","42630"
"In post","2021","Declared disabled","East Anglia","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Unknown","Female","55","50","30800","30880"
"In post","2021","Declared disabled","East Anglia","Unknown","Male","20","15","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","AA","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Wales","AA","Male","30","30","19550","19560"
"In post","2021","Declared disabled","East Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","AO","Female","290","245","21070","21010"
"In post","2021","Declared disabled","East Wales","AO","Male","185","175","21620","21010"
"In post","2021","Declared disabled","East Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","EO","Female","320","290","26730","27570"
"In post","2021","Declared disabled","East Wales","EO","Male","190","180","27210","27570"
"In post","2021","Declared disabled","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","G6","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Wales","G6","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","G7","Female","70","65","53960","52580"
"In post","2021","Declared disabled","East Wales","G7","Male","70","65","56660","57130"
"In post","2021","Declared disabled","East Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","HEO","Female","175","160","32340","31810"
"In post","2021","Declared disabled","East Wales","HEO","Male","125","120","32640","31970"
"In post","2021","Declared disabled","East Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SEO","Female","105","95","40500","38630"
"In post","2021","Declared disabled","East Wales","SEO","Male","75","70","40950","39310"
"In post","2021","Declared disabled","East Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Unknown","Female","55","50","30830","30210"
"In post","2021","Declared disabled","East Wales","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AA","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AA","Male","15","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AO","Female","80","60","21890","21010"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AO","Male","80","70","24220","21360"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Female","125","110","27310","27570"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Male","95","90","27660","27280"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","HEO","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","HEO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Female","30","30","30740","30210"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
