"Status","Year","Age","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HEO","Female","Heterosexual / straight","6585","6205","32850","31990"
"In post","2021","30-39","HEO","Female","LGBO","430","420","33130","32180"
"In post","2021","30-39","HEO","Female","Undeclared","595","565","32860","32240"
"In post","2021","30-39","HEO","Female","Unknown","1685","1590","32930","31990"
"In post","2021","30-39","HEO","Male","Heterosexual / straight","5465","5430","33170","32000"
"In post","2021","30-39","HEO","Male","LGBO","440","440","32870","32000"
"In post","2021","30-39","HEO","Male","Undeclared","640","635","33570","32780"
"In post","2021","30-39","HEO","Male","Unknown","1820","1810","33070","31990"
"In post","2021","30-39","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS level","Female","Heterosexual / straight","375","355","79110","75210"
"In post","2021","30-39","SCS level","Female","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","SCS level","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","SCS level","Female","Unknown","165","160","78720","73860"
"In post","2021","30-39","SCS level","Male","Heterosexual / straight","340","335","80190","75500"
"In post","2021","30-39","SCS level","Male","LGBO","60","55","81880","75180"
"In post","2021","30-39","SCS level","Male","Undeclared","35","35","78020","74660"
"In post","2021","30-39","SCS level","Male","Unknown","145","145","76750","72600"
"In post","2021","30-39","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SEO","Female","Heterosexual / straight","4785","4540","40710","40000"
"In post","2021","30-39","SEO","Female","LGBO","300","295","40360","39600"
"In post","2021","30-39","SEO","Female","Undeclared","415","395","40900","40270"
"In post","2021","30-39","SEO","Female","Unknown","1150","1100","40290","39780"
"In post","2021","30-39","SEO","Male","Heterosexual / straight","3960","3940","40860","40220"
"In post","2021","30-39","SEO","Male","LGBO","350","350","40340","39910"
"In post","2021","30-39","SEO","Male","Undeclared","495","490","41680","40720"
"In post","2021","30-39","SEO","Male","Unknown","1215","1200","40380","39670"
"In post","2021","30-39","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Female","Heterosexual / straight","2050","1855","30120","30210"
"In post","2021","30-39","Unknown","Female","LGBO","135","135","27870","26810"
"In post","2021","30-39","Unknown","Female","Undeclared","145","135","30470","30210"
"In post","2021","30-39","Unknown","Female","Unknown","235","210","29770","28200"
"In post","2021","30-39","Unknown","Male","Heterosexual / straight","730","720","33640","32100"
"In post","2021","30-39","Unknown","Male","LGBO","55","55","31110","30210"
"In post","2021","30-39","Unknown","Male","Undeclared","85","85","34100","32710"
"In post","2021","30-39","Unknown","Male","Unknown","445","440","36050","32700"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","AA","Female","Heterosexual / straight","870","765","19740","19560"
"In post","2021","40-49","AA","Female","LGBO","70","65","20330","20600"
"In post","2021","40-49","AA","Female","Undeclared","180","145","19090","18060"
"In post","2021","40-49","AA","Female","Unknown","380","325","20370","20280"
"In post","2021","40-49","AA","Male","Heterosexual / straight","970","955","20140","20060"
"In post","2021","40-49","AA","Male","LGBO","40","40","19520","19560"
"In post","2021","40-49","AA","Male","Undeclared","165","160","19570","19560"
"In post","2021","40-49","AA","Male","Unknown","350","340","20860","20600"
"In post","2021","40-49","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","AO","Female","Heterosexual / straight","8915","7485","21890","21010"
"In post","2021","40-49","AO","Female","LGBO","310","285","23730","21430"
"In post","2021","40-49","AO","Female","Undeclared","1345","1125","22140","21430"
"In post","2021","40-49","AO","Female","Unknown","3785","3060","21870","21010"
"In post","2021","40-49","AO","Male","Heterosexual / straight","5980","5835","24480","21590"
"In post","2021","40-49","AO","Male","LGBO","355","340","22980","21010"
"In post","2021","40-49","AO","Male","Undeclared","955","930","24640","21580"
"In post","2021","40-49","AO","Male","Unknown","2560","2475","23890","21400"
"In post","2021","40-49","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","EO","Female","Heterosexual / straight","11370","10155","27500","27570"
"In post","2021","40-49","EO","Female","LGBO","430","405","27760","27570"
"In post","2021","40-49","EO","Female","Undeclared","1450","1300","27680","27570"
"In post","2021","40-49","EO","Female","Unknown","3405","2935","27780","27570"
"In post","2021","40-49","EO","Male","Heterosexual / straight","7630","7545","28050","27570"
"In post","2021","40-49","EO","Male","LGBO","565","555","27760","27570"
"In post","2021","40-49","EO","Male","Undeclared","1190","1175","28000","27570"
"In post","2021","40-49","EO","Male","Unknown","2350","2320","28260","27570"
"In post","2021","40-49","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","G6","Female","Heterosexual / straight","1995","1860","68010","66470"
"In post","2021","40-49","G6","Female","LGBO","80","80","68330","67080"
"In post","2021","40-49","G6","Female","Undeclared","205","195","68170","67130"
"In post","2021","40-49","G6","Female","Unknown","565","530","68290","66290"
"In post","2021","40-49","G6","Male","Heterosexual / straight","1770","1755","68250","66610"
"In post","2021","40-49","G6","Male","LGBO","185","185","68280","66600"
"In post","2021","40-49","G6","Male","Undeclared","250","245","69070","68180"
"In post","2021","40-49","G6","Male","Unknown","595","590","68560","66450"
"In post","2021","40-49","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","G7","Female","Heterosexual / straight","4890","4555","55150","54250"
"In post","2021","40-49","G7","Female","LGBO","175","170","55510","54240"
"In post","2021","40-49","G7","Female","Undeclared","535","505","55540","54540"
"In post","2021","40-49","G7","Female","Unknown","1315","1200","54680","53380"
"In post","2021","40-49","G7","Male","Heterosexual / straight","4440","4410","55500","54540"
"In post","2021","40-49","G7","Male","LGBO","320","320","55750","54650"
"In post","2021","40-49","G7","Male","Undeclared","555","555","55570","54540"
"In post","2021","40-49","G7","Male","Unknown","1255","1245","54820","53360"
"In post","2021","40-49","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HEO","Female","Heterosexual / straight","6415","5990","33290","32490"
"In post","2021","40-49","HEO","Female","LGBO","290","280","33620","32240"
"In post","2021","40-49","HEO","Female","Undeclared","785","735","33220","32830"
"In post","2021","40-49","HEO","Female","Unknown","1540","1425","33810","32250"
"In post","2021","40-49","HEO","Male","Heterosexual / straight","5130","5085","33920","33160"
"In post","2021","40-49","HEO","Male","LGBO","290","285","33460","32250"
"In post","2021","40-49","HEO","Male","Undeclared","815","810","34070","33300"
"In post","2021","40-49","HEO","Male","Unknown","1395","1380","34160","32740"
"In post","2021","40-49","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS level","Female","Heterosexual / straight","1030","970","86130","79740"
"In post","2021","40-49","SCS level","Female","LGBO","55","55","86340","78000"
"In post","2021","40-49","SCS level","Female","Undeclared","75","70","83000","79590"
"In post","2021","40-49","SCS level","Female","Unknown","290","275","88130","79230"
"In post","2021","40-49","SCS level","Male","Heterosexual / straight","950","945","89340","82120"
"In post","2021","40-49","SCS level","Male","LGBO","100","100","88100","81780"
"In post","2021","40-49","SCS level","Male","Undeclared","80","80","86850","81080"
"In post","2021","40-49","SCS level","Male","Unknown","310","305","93420","84340"
"In post","2021","40-49","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SEO","Female","Heterosexual / straight","5360","5010","41660","40580"
"In post","2021","40-49","SEO","Female","LGBO","205","200","42950","41360"
"In post","2021","40-49","SEO","Female","Undeclared","660","620","41760","40720"
"In post","2021","40-49","SEO","Female","Unknown","1130","1040","41160","39960"
"In post","2021","40-49","SEO","Male","Heterosexual / straight","4495","4470","42220","40690"
"In post","2021","40-49","SEO","Male","LGBO","230","225","41180","40580"
"In post","2021","40-49","SEO","Male","Undeclared","700","695","42230","41090"
"In post","2021","40-49","SEO","Male","Unknown","1220","1205","41310","40170"
"In post","2021","40-49","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Female","Heterosexual / straight","2065","1870","32910","32690"
"In post","2021","40-49","Unknown","Female","LGBO","90","85","32020","32690"
"In post","2021","40-49","Unknown","Female","Undeclared","215","195","34030","37170"
"In post","2021","40-49","Unknown","Female","Unknown","215","190","32290","32690"
"In post","2021","40-49","Unknown","Male","Heterosexual / straight","775","765","36800","37170"
"In post","2021","40-49","Unknown","Male","LGBO","55","55","32280","30210"
"In post","2021","40-49","Unknown","Male","Undeclared","130","125","39220","37170"
"In post","2021","40-49","Unknown","Male","Unknown","440","435","39530","35380"
"In post","2021","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA","Female","Heterosexual / straight","1795","1585","19690","19560"
"In post","2021","50-59","AA","Female","LGBO","70","70","20590","20600"
"In post","2021","50-59","AA","Female","Undeclared","360","300","19360","19560"
"In post","2021","50-59","AA","Female","Unknown","630","530","20500","20250"
"In post","2021","50-59","AA","Male","Heterosexual / straight","2220","2160","19970","19560"
"In post","2021","50-59","AA","Male","LGBO","55","55","20180","20070"
"In post","2021","50-59","AA","Male","Undeclared","340","320","19820","20060"
"In post","2021","50-59","AA","Male","Unknown","655","625","20820","20600"
"In post","2021","50-59","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AO","Female","Heterosexual / straight","13135","11365","21790","21050"
"In post","2021","50-59","AO","Female","LGBO","320","295","23130","21430"
"In post","2021","50-59","AO","Female","Undeclared","2440","2095","21980","21430"
"In post","2021","50-59","AO","Female","Unknown","5195","4295","21840","21010"
"In post","2021","50-59","AO","Male","Heterosexual / straight","7780","7460","24780","21580"
"In post","2021","50-59","AO","Male","LGBO","410","395","23400","21420"
"In post","2021","50-59","AO","Male","Undeclared","1475","1410","24780","21580"
"In post","2021","50-59","AO","Male","Unknown","3600","3395","24850","21580"
"In post","2021","50-59","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Female","Heterosexual / straight","15445","14000","27670","27570"
"In post","2021","50-59","EO","Female","LGBO","360","340","28240","27570"
"In post","2021","50-59","EO","Female","Undeclared","2535","2270","27790","27570"
"In post","2021","50-59","EO","Female","Unknown","4590","4055","28020","27570"
"In post","2021","50-59","EO","Male","Heterosexual / straight","10350","9975","28680","27570"
"In post","2021","50-59","EO","Male","LGBO","540","515","28220","27570"
"In post","2021","50-59","EO","Male","Undeclared","2065","1990","28720","27570"
"In post","2021","50-59","EO","Male","Unknown","3300","3190","29330","27570"
"In post","2021","50-59","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6","Female","Heterosexual / straight","1670","1620","69130","67950"
"In post","2021","50-59","G6","Female","LGBO","70","70","70410","69160"
"In post","2021","50-59","G6","Female","Undeclared","205","195","69920","68000"
"In post","2021","50-59","G6","Female","Unknown","460","440","69370","68450"
"In post","2021","50-59","G6","Male","Heterosexual / straight","2160","2140","70120","68960"
"In post","2021","50-59","G6","Male","LGBO","110","105","70100","68690"
"In post","2021","50-59","G6","Male","Undeclared","345","340","70850","69210"
"In post","2021","50-59","G6","Male","Unknown","610","600","71260","69740"
