"Status","Year","Disability","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Unknown","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Male","Unknown","40","40","32760","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","Female","Heterosexual / straight","1285","1215","40170","35050"
"In post","2021","Undeclared","London","Female","LGBO","125","120","39960","34540"
"In post","2021","Undeclared","London","Female","Undeclared","970","910","41500","36230"
"In post","2021","Undeclared","London","Female","Unknown","565","530","39520","35060"
"In post","2021","Undeclared","London","Male","Heterosexual / straight","1000","980","42510","36160"
"In post","2021","Undeclared","London","Male","LGBO","120","120","45940","38070"
"In post","2021","Undeclared","London","Male","Undeclared","1300","1270","45890","41010"
"In post","2021","Undeclared","London","Male","Unknown","735","705","41480","35900"
"In post","2021","Undeclared","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Outside London","Female","Heterosexual / straight","4830","4350","28980","27380"
"In post","2021","Undeclared","Outside London","Female","LGBO","395","380","29240","27570"
"In post","2021","Undeclared","Outside London","Female","Undeclared","3400","3055","30760","27570"
"In post","2021","Undeclared","Outside London","Female","Unknown","1470","1270","28910","27570"
"In post","2021","Undeclared","Outside London","Male","Heterosexual / straight","4720","4535","31530","29810"
"In post","2021","Undeclared","Outside London","Male","LGBO","380","370","30710","27570"
"In post","2021","Undeclared","Outside London","Male","Undeclared","5110","4910","33550","31650"
"In post","2021","Undeclared","Outside London","Male","Unknown","2125","1950","31870","31650"
"In post","2021","Undeclared","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Undeclared","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Male","Heterosexual / straight","35","35","42250","34770"
"In post","2021","Undeclared","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Male","Undeclared","80","80","48300","42200"
"In post","2021","Undeclared","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Female","Heterosexual / straight","2260","2175","42600","38600"
"In post","2021","Unknown","London","Female","LGBO","150","150","42180","38350"
"In post","2021","Unknown","London","Female","Undeclared","305","290","43850","39030"
"In post","2021","Unknown","London","Female","Unknown","7610","7350","42280","35960"
"In post","2021","Unknown","London","Male","Heterosexual / straight","1845","1820","45640","40450"
"In post","2021","Unknown","London","Male","LGBO","195","195","44330","40310"
"In post","2021","Unknown","London","Male","Undeclared","335","330","47470","43860"
"In post","2021","Unknown","London","Male","Unknown","6630","6555","44860","37880"
"In post","2021","Unknown","London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Outside London","Female","Heterosexual / straight","7245","6655","32510","29170"
"In post","2021","Unknown","Outside London","Female","LGBO","395","385","30320","28020"
"In post","2021","Unknown","Outside London","Female","Undeclared","1985","1770","29930","26670"
"In post","2021","Unknown","Outside London","Female","Unknown","20920","19110","28550","25440"
"In post","2021","Unknown","Outside London","Male","Heterosexual / straight","7400","7165","34910","33300"
"In post","2021","Unknown","Outside London","Male","LGBO","400","395","32590","29170"
"In post","2021","Unknown","Outside London","Male","Undeclared","1575","1515","33640","29540"
"In post","2021","Unknown","Outside London","Male","Unknown","22130","21475","30380","26300"
"In post","2021","Unknown","Outside London","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","Female","Heterosexual / straight","75","75","52740","51670"
"In post","2021","Unknown","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Overseas","Female","Unknown","310","305","50110","46620"
"In post","2021","Unknown","Overseas","Male","Heterosexual / straight","110","110","57090","54540"
"In post","2021","Unknown","Overseas","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","Male","Unknown","275","275","53410","53000"
"In post","2021","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Unknown","455","450","34200","32000"
"In post","2021","Unknown","Unknown","Male","Heterosexual / straight","30","30","45390","43710"
"In post","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Unknown","1955","1955","37750","33570"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Female","Heterosexual / straight","130","[c]","37880","32060"
"Leaver CS","2021","Declared disabled","London","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Female","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Male","Heterosexual / straight","120","[c]","38780","31880"
"Leaver CS","2021","Declared disabled","London","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","Female","Heterosexual / straight","775","[c]","26730","24990"
"Leaver CS","2021","Declared disabled","Outside London","Female","LGBO","75","[c]","26460","24170"
"Leaver CS","2021","Declared disabled","Outside London","Female","Undeclared","135","[c]","27370","24310"
"Leaver CS","2021","Declared disabled","Outside London","Female","Unknown","440","[c]","25650","22410"
"Leaver CS","2021","Declared disabled","Outside London","Male","Heterosexual / straight","625","[c]","29620","26670"
"Leaver CS","2021","Declared disabled","Outside London","Male","LGBO","70","[c]","28170","25030"
"Leaver CS","2021","Declared disabled","Outside London","Male","Undeclared","105","[c]","28030","27030"
"Leaver CS","2021","Declared disabled","Outside London","Male","Unknown","275","[c]","28600","27010"
"Leaver CS","2021","Declared disabled","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Female","Heterosexual / straight","1045","[c]","40100","32490"
"Leaver CS","2021","Declared non-disabled","London","Female","LGBO","70","[c]","43690","33400"
"Leaver CS","2021","Declared non-disabled","London","Female","Undeclared","115","[c]","40790","35770"
"Leaver CS","2021","Declared non-disabled","London","Female","Unknown","305","[c]","40540","31060"
"Leaver CS","2021","Declared non-disabled","London","Male","Heterosexual / straight","915","[c]","44920","36790"
"Leaver CS","2021","Declared non-disabled","London","Male","LGBO","75","[c]","46080","40220"
"Leaver CS","2021","Declared non-disabled","London","Male","Undeclared","125","[c]","49890","44840"
"Leaver CS","2021","Declared non-disabled","London","Male","Unknown","295","[c]","46330","36500"
"Leaver CS","2021","Declared non-disabled","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","Female","Heterosexual / straight","3740","[c]","28420","24180"
"Leaver CS","2021","Declared non-disabled","Outside London","Female","LGBO","190","[c]","25370","21500"
"Leaver CS","2021","Declared non-disabled","Outside London","Female","Undeclared","435","[c]","28400","24550"
"Leaver CS","2021","Declared non-disabled","Outside London","Female","Unknown","2360","[c]","27470","25490"
"Leaver CS","2021","Declared non-disabled","Outside London","Male","Heterosexual / straight","3670","[c]","32460","27570"
"Leaver CS","2021","Declared non-disabled","Outside London","Male","LGBO","160","[c]","28880","25100"
"Leaver CS","2021","Declared non-disabled","Outside London","Male","Undeclared","375","[c]","33090","27570"
"Leaver CS","2021","Declared non-disabled","Outside London","Male","Unknown","1525","[c]","31950","27570"
"Leaver CS","2021","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Female","Heterosexual / straight","50","[c]","39660","34490"
"Leaver CS","2021","Undeclared","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Female","Undeclared","40","[c]","40910","34580"
"Leaver CS","2021","Undeclared","London","Female","Unknown","60","[c]","38190","34300"
"Leaver CS","2021","Undeclared","London","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Male","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Male","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","Female","Heterosexual / straight","200","[c]","28240","25180"
"Leaver CS","2021","Undeclared","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","Female","Undeclared","135","[c]","28820","26320"
"Leaver CS","2021","Undeclared","Outside London","Female","Unknown","305","[c]","30400","29240"
"Leaver CS","2021","Undeclared","Outside London","Male","Heterosexual / straight","250","[c]","30910","27570"
"Leaver CS","2021","Undeclared","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","Male","Undeclared","215","[c]","33110","30550"
"Leaver CS","2021","Undeclared","Outside London","Male","Unknown","300","[c]","35770","31770"
"Leaver CS","2021","Undeclared","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
