"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","SEO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","SEO","Female","Undeclared","85","80","41550","42060"
"In post","2021","Commercial","SEO","Female","Unknown","140","135","39740","39560"
"In post","2021","Commercial","SEO","Male","Heterosexual / straight","580","575","42910","41950"
"In post","2021","Commercial","SEO","Male","LGBO","30","30","40240","39230"
"In post","2021","Commercial","SEO","Male","Undeclared","80","80","43720","42080"
"In post","2021","Commercial","SEO","Male","Unknown","150","150","41070","40090"
"In post","2021","Commercial","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Female","Heterosexual / straight","90","85","36740","33600"
"In post","2021","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Unknown","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Unknown","Male","Heterosexual / straight","75","75","41250","40000"
"In post","2021","Commercial","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AO","Female","Heterosexual / straight","80","75","22490","21590"
"In post","2021","Communications","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Communications","AO","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","AO","Male","Heterosexual / straight","65","65","22420","21580"
"In post","2021","Communications","AO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Communications","AO","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Female","Heterosexual / straight","235","220","27330","26780"
"In post","2021","Communications","EO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Communications","EO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Communications","EO","Female","Unknown","95","95","27540","27270"
"In post","2021","Communications","EO","Male","Heterosexual / straight","165","160","27550","27160"
"In post","2021","Communications","EO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Communications","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Communications","EO","Male","Unknown","65","60","27300","27270"
"In post","2021","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6","Female","Heterosexual / straight","90","85","67470","67020"
"In post","2021","Communications","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6","Female","Unknown","40","35","66500","65800"
"In post","2021","Communications","G6","Male","Heterosexual / straight","65","65","68650","68720"
"In post","2021","Communications","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","G6","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","G6","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G7","Female","Heterosexual / straight","290","270","54990","54720"
"In post","2021","Communications","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","G7","Female","Undeclared","30","25","[c]","[c]"
"In post","2021","Communications","G7","Female","Unknown","95","90","54080","53610"
"In post","2021","Communications","G7","Male","Heterosexual / straight","155","155","54650","53860"
"In post","2021","Communications","G7","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Communications","G7","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Communications","G7","Male","Unknown","75","75","54760","53770"
"In post","2021","Communications","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HEO","Female","Heterosexual / straight","415","400","34120","33300"
"In post","2021","Communications","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","HEO","Female","Undeclared","50","45","34870","33290"
"In post","2021","Communications","HEO","Female","Unknown","105","100","33830","33320"
"In post","2021","Communications","HEO","Male","Heterosexual / straight","270","265","35040","34490"
"In post","2021","Communications","HEO","Male","LGBO","30","30","34290","33390"
"In post","2021","Communications","HEO","Male","Undeclared","45","40","35440","35300"
"In post","2021","Communications","HEO","Male","Unknown","95","95","34370","33300"
"In post","2021","Communications","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Female","Heterosexual / straight","45","45","83270","80370"
"In post","2021","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","SCS level","Male","Heterosexual / straight","30","30","91340","82860"
"In post","2021","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO","Female","Heterosexual / straight","410","395","41500","40770"
"In post","2021","Communications","SEO","Female","LGBO","25","20","[c]","[c]"
"In post","2021","Communications","SEO","Female","Undeclared","35","35","43310","42500"
"In post","2021","Communications","SEO","Female","Unknown","130","125","41000","40650"
"In post","2021","Communications","SEO","Male","Heterosexual / straight","240","240","41310","41010"
"In post","2021","Communications","SEO","Male","LGBO","35","35","42360","41990"
"In post","2021","Communications","SEO","Male","Undeclared","30","30","41850","41980"
"In post","2021","Communications","SEO","Male","Unknown","85","85","42140","42100"
"In post","2021","Communications","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","EO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Corporate Finance","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","EO","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Corporate Finance","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G6","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Corporate Finance","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G6","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Corporate Finance","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Corporate Finance","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G7","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Corporate Finance","G7","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Corporate Finance","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Counter Fraud","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AO","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Counter Fraud","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","EO","Female","Heterosexual / straight","90","80","26320","25310"
"In post","2021","Counter Fraud","EO","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","EO","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Counter Fraud","EO","Male","Heterosexual / straight","50","45","26700","26090"
"In post","2021","Counter Fraud","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","EO","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","EO","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G6","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G6","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Counter Fraud","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G6","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G7","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G7","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","G7","Male","Heterosexual / straight","35","35","56650","57670"
"In post","2021","Counter Fraud","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G7","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Counter Fraud","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HEO","Female","Heterosexual / straight","80","75","34480","33880"
"In post","2021","Counter Fraud","HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HEO","Female","Unknown","45","45","35590","34490"
"In post","2021","Counter Fraud","HEO","Male","Heterosexual / straight","115","110","34210","34040"
"In post","2021","Counter Fraud","HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Counter Fraud","HEO","Male","Unknown","50","50","36030","35120"
"In post","2021","Counter Fraud","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SEO","Female","Heterosexual / straight","50","50","41880","41080"
"In post","2021","Counter Fraud","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SEO","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Counter Fraud","SEO","Male","Heterosexual / straight","80","80","41860","41080"
"In post","2021","Counter Fraud","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SEO","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","SEO","Male","Unknown","35","35","43170","42880"
"In post","2021","Counter Fraud","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","AA","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
