"Status","Year","Disability","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Other ethnicity","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Undeclared","35","35","50670","45960"
"In post","2021","Unknown","Other ethnicity","Unknown","70","65","42750","37750"
"In post","2021","Unknown","Undeclared","Heterosexual / straight","220","205","36700","33650"
"In post","2021","Unknown","Undeclared","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Undeclared","Undeclared","855","820","39120","36460"
"In post","2021","Unknown","Undeclared","Unknown","1105","1025","37680","33650"
"In post","2021","Unknown","Unknown","Heterosexual / straight","755","705","34720","29770"
"In post","2021","Unknown","Unknown","LGBO","80","75","35730","31300"
"In post","2021","Unknown","Unknown","Undeclared","1930","1755","29150","26550"
"In post","2021","Unknown","Unknown","Unknown","51440","49375","32800","28000"
"In post","2021","Unknown","White","Heterosexual / straight","15525","14740","36120","33300"
"In post","2021","Unknown","White","LGBO","945","935","35100","31810"
"In post","2021","Unknown","White","Undeclared","1270","1190","36610","33300"
"In post","2021","Unknown","White","Unknown","6475","5895","35850","30720"
"Leaver CS","2021","Declared disabled","Asian","Heterosexual / straight","70","[c]","31570","27570"
"Leaver CS","2021","Declared disabled","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Heterosexual / straight","45","[c]","30550","26990"
"Leaver CS","2021","Declared disabled","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Undeclared","65","[c]","31230","28400"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","75","[c]","32080","29290"
"Leaver CS","2021","Declared disabled","White","Heterosexual / straight","1495","[c]","29580","26660"
"Leaver CS","2021","Declared disabled","White","LGBO","170","[c]","30490","27130"
"Leaver CS","2021","Declared disabled","White","Undeclared","190","[c]","29820","26890"
"Leaver CS","2021","Declared disabled","White","Unknown","650","[c]","28230","26890"
"Leaver CS","2021","Declared non-disabled","Asian","Heterosexual / straight","615","[c]","30110","26880"
"Leaver CS","2021","Declared non-disabled","Asian","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Undeclared","45","[c]","38520","27760"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","230","[c]","29570","24500"
"Leaver CS","2021","Declared non-disabled","Black","Heterosexual / straight","365","[c]","31370","27140"
"Leaver CS","2021","Declared non-disabled","Black","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Heterosexual / straight","200","[c]","30490","26970"
"Leaver CS","2021","Declared non-disabled","Mixed","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Heterosexual / straight","65","[c]","36600","29940"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Heterosexual / straight","60","[c]","32590","27570"
"Leaver CS","2021","Declared non-disabled","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Undeclared","175","[c]","35900","32330"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","165","[c]","29770","26890"
"Leaver CS","2021","Declared non-disabled","Unknown","Heterosexual / straight","145","[c]","36750","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","450","[c]","36030","27570"
"Leaver CS","2021","Declared non-disabled","White","Heterosexual / straight","7970","[c]","33450","27570"
"Leaver CS","2021","Declared non-disabled","White","LGBO","425","[c]","33960","27570"
"Leaver CS","2021","Declared non-disabled","White","Undeclared","750","[c]","33570","27240"
"Leaver CS","2021","Declared non-disabled","White","Unknown","3520","[c]","30500","26890"
"Leaver CS","2021","Undeclared","Asian","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Undeclared","225","[c]","35150","32690"
"Leaver CS","2021","Undeclared","Undeclared","Unknown","240","[c]","33180","34530"
"Leaver CS","2021","Undeclared","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","120","[c]","37780","33610"
"Leaver CS","2021","Undeclared","White","Heterosexual / straight","455","[c]","31570","27570"
"Leaver CS","2021","Undeclared","White","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Undeclared","145","[c]","31300","27570"
"Leaver CS","2021","Undeclared","White","Unknown","340","[c]","33360","27530"
"Leaver CS","2021","Unknown","Asian","Heterosexual / straight","50","[c]","32180","27460"
"Leaver CS","2021","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Undeclared","35","[c]","36530","34140"
"Leaver CS","2021","Unknown","Undeclared","Unknown","255","[c]","27430","19130"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","35","[c]","35580","28360"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","110","[c]","28250","22820"
"Leaver CS","2021","Unknown","Unknown","Unknown","5505","[c]","31760","27570"
"Leaver CS","2021","Unknown","White","Heterosexual / straight","615","[c]","35820","32120"
"Leaver CS","2021","Unknown","White","LGBO","35","[c]","31130","27090"
"Leaver CS","2021","Unknown","White","Undeclared","55","[c]","35690","33040"
"Leaver CS","2021","Unknown","White","Unknown","740","[c]","41640","35110"
"Leaver Dept.","2021","Declared disabled","Asian","Heterosexual / straight","70","[c]","33750","32000"
"Leaver Dept.","2021","Declared disabled","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Heterosexual / straight","35","[c]","32370","30850"
"Leaver Dept.","2021","Declared disabled","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Heterosexual / straight","505","[c]","35780","32320"
"Leaver Dept.","2021","Declared disabled","White","LGBO","95","[c]","38150","33250"
"Leaver Dept.","2021","Declared disabled","White","Undeclared","50","[c]","37250","32010"
"Leaver Dept.","2021","Declared disabled","White","Unknown","110","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Heterosexual / straight","560","[c]","34340","31060"
"Leaver Dept.","2021","Declared non-disabled","Asian","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Heterosexual / straight","300","[c]","34050","31070"
"Leaver Dept.","2021","Declared non-disabled","Black","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Heterosexual / straight","180","[c]","39380","33990"
"Leaver Dept.","2021","Declared non-disabled","Mixed","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Heterosexual / straight","40","[c]","34760","32730"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Heterosexual / straight","40","[c]","35130","30680"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Undeclared","75","[c]","38420","34390"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Heterosexual / straight","65","[c]","38640","32340"
"Leaver Dept.","2021","Declared non-disabled","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","160","[c]","39660","32860"
"Leaver Dept.","2021","Declared non-disabled","White","Heterosexual / straight","3620","[c]","38490","32900"
"Leaver Dept.","2021","Declared non-disabled","White","LGBO","350","[c]","36870","32560"
"Leaver Dept.","2021","Declared non-disabled","White","Undeclared","235","[c]","40690","35750"
"Leaver Dept.","2021","Declared non-disabled","White","Unknown","890","[c]","35430","30610"
"Leaver Dept.","2021","Undeclared","Asian","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Undeclared","[c]","[c]","[c]","[c]"
