"Status","Year","Age","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Commercial","Male","835","830","53790","49530"
"In post","2021","40-49","Communications","Female","965","885","39960","35010"
"In post","2021","40-49","Communications","Male","865","860","37350","31810"
"In post","2021","40-49","Counter Fraud","Female","1060","965","32730","31810"
"In post","2021","40-49","Counter Fraud","Male","1205","1200","35260","31810"
"In post","2021","40-49","Debt","Female","490","425","24020","21440"
"In post","2021","40-49","Debt","Male","360","350","23700","21420"
"In post","2021","40-49","Digital, Data & Technology","Female","1385","1305","43190","39050"
"In post","2021","40-49","Digital, Data & Technology","Male","2450","2435","45590","41900"
"In post","2021","40-49","Finance","Female","1385","1280","39690","36390"
"In post","2021","40-49","Finance","Male","1090","1080","45900","41460"
"In post","2021","40-49","Grants Management","Female","335","280","25750","24920"
"In post","2021","40-49","Grants Management","Male","250","245","26270","24920"
"In post","2021","40-49","Human Resources","Female","1740","1610","40350","36800"
"In post","2021","40-49","Human Resources","Male","705","700","41640","37780"
"In post","2021","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Female","95","90","46110","42840"
"In post","2021","40-49","Internal Audit","Male","85","85","50000","49150"
"In post","2021","40-49","Legal","Female","2730","2385","47020","49930"
"In post","2021","40-49","Legal","Male","1275","1260","49420","51250"
"In post","2021","40-49","No function","Female","21840","19605","34270","30110"
"In post","2021","40-49","No function","Male","17800","17515","36900","31840"
"In post","2021","40-49","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Female","3230","3025","43660","39780"
"In post","2021","40-49","Project Delivery","Male","3515","3490","46310","42130"
"In post","2021","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Female","950","870","33990","32100"
"In post","2021","40-49","Property","Male","1090","1085","36770","33300"
"In post","2021","40-49","Security","Female","460","440","35110","33300"
"In post","2021","40-49","Security","Male","1300","1295","33520","33390"
"In post","2021","40-49","Unknown","Female","24295","21375","31450","27570"
"In post","2021","40-49","Unknown","Male","16040","15780","33840","27570"
"In post","2021","50-59","Analysis","Female","400","370","44910","39850"
"In post","2021","50-59","Analysis","Male","570","560","50180","46970"
"In post","2021","50-59","Commercial","Female","980","945","44710","39800"
"In post","2021","50-59","Commercial","Male","1160","1155","55230","49700"
"In post","2021","50-59","Communications","Female","740","695","35840","31810"
"In post","2021","50-59","Communications","Male","690","675","35970","31200"
"In post","2021","50-59","Counter Fraud","Female","1595","1465","33560","31810"
"In post","2021","50-59","Counter Fraud","Male","1610","1580","37630","33770"
"In post","2021","50-59","Debt","Female","780","665","24570","21440"
"In post","2021","50-59","Debt","Male","480","465","25450","21440"
"In post","2021","50-59","Digital, Data & Technology","Female","1210","1155","41440","38630"
"In post","2021","50-59","Digital, Data & Technology","Male","2130","2090","44520","40580"
"In post","2021","50-59","Finance","Female","1690","1560","36580","32540"
"In post","2021","50-59","Finance","Male","1135","1115","44810","40580"
"In post","2021","50-59","Grants Management","Female","280","255","26730","25100"
"In post","2021","50-59","Grants Management","Male","210","205","28970","26520"
"In post","2021","50-59","Human Resources","Female","1935","1830","39280","34370"
"In post","2021","50-59","Human Resources","Male","860","850","41660","37690"
"In post","2021","50-59","Internal Audit","Female","155","145","46640","42900"
"In post","2021","50-59","Internal Audit","Male","160","160","50790","48370"
"In post","2021","50-59","Legal","Female","2770","2495","44170","40000"
"In post","2021","50-59","Legal","Male","1565","1525","50310","52580"
"In post","2021","50-59","No function","Female","25445","23000","31860","27130"
"In post","2021","50-59","No function","Male","23330","22525","36610","32520"
"In post","2021","50-59","Project Delivery","Female","3580","3420","41940","38630"
"In post","2021","50-59","Project Delivery","Male","4900","4845","45740","41920"
"In post","2021","50-59","Property","Female","1345","1260","34040","31060"
"In post","2021","50-59","Property","Male","1990","1965","38670","34980"
"In post","2021","50-59","Security","Female","625","605","32130","29230"
"In post","2021","50-59","Security","Male","2505","2485","32910","33300"
"In post","2021","50-59","Unknown","Female","32965","29495","29690","27570"
"In post","2021","50-59","Unknown","Male","21240","20570","33200","27570"
"In post","2021","60-64","Analysis","Female","60","45","36040","32770"
"In post","2021","60-64","Analysis","Male","125","105","48300","45250"
"In post","2021","60-64","Commercial","Female","180","155","40540","35370"
"In post","2021","60-64","Commercial","Male","215","200","48560","42960"
"In post","2021","60-64","Communications","Female","150","125","33320","28130"
"In post","2021","60-64","Communications","Male","160","145","32120","28130"
"In post","2021","60-64","Counter Fraud","Female","375","280","31410","28130"
"In post","2021","60-64","Counter Fraud","Male","410","325","37630","35000"
"In post","2021","60-64","Debt","Female","285","210","24160","21440"
"In post","2021","60-64","Debt","Male","160","135","25160","21440"
"In post","2021","60-64","Digital, Data & Technology","Female","230","190","37310","33300"
"In post","2021","60-64","Digital, Data & Technology","Male","445","405","42820","39470"
"In post","2021","60-64","Finance","Female","375","305","32260","27350"
"In post","2021","60-64","Finance","Male","275","250","42900","39920"
"In post","2021","60-64","Grants Management","Female","95","75","23590","21050"
"In post","2021","60-64","Grants Management","Male","70","60","27550","25190"
"In post","2021","60-64","Human Resources","Female","375","305","34300","30500"
"In post","2021","60-64","Human Resources","Male","180","160","39110","33300"
"In post","2021","60-64","Internal Audit","Female","25","20","[c]","[c]"
"In post","2021","60-64","Internal Audit","Male","40","35","46380","45390"
"In post","2021","60-64","Legal","Female","560","460","40990","31810"
"In post","2021","60-64","Legal","Male","385","330","48160","49420"
"In post","2021","60-64","No function","Female","7045","5555","28170","23240"
"In post","2021","60-64","No function","Male","6510","5370","34060","30870"
"In post","2021","60-64","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Female","640","555","36840","33300"
"In post","2021","60-64","Project Delivery","Male","1340","1210","43160","40580"
"In post","2021","60-64","Property","Female","325","275","29480","26500"
"In post","2021","60-64","Property","Male","730","670","36410","33300"
"In post","2021","60-64","Security","Female","100","85","29190","26510"
"In post","2021","60-64","Security","Male","690","630","28200","20920"
"In post","2021","60-64","Unknown","Female","9045","7035","27490","27570"
"In post","2021","60-64","Unknown","Male","6105","5315","31160","27570"
"In post","2021","65+","Analysis","Female","30","20","[c]","[c]"
"In post","2021","65+","Analysis","Male","35","30","52340","46820"
"In post","2021","65+","Commercial","Female","35","30","36080","33300"
"In post","2021","65+","Commercial","Male","65","60","44560","37960"
"In post","2021","65+","Communications","Female","40","35","32570","28130"
"In post","2021","65+","Communications","Male","55","50","30440","27140"
"In post","2021","65+","Counter Fraud","Female","80","55","28980","28130"
"In post","2021","65+","Counter Fraud","Male","110","80","37270","35000"
"In post","2021","65+","Debt","Female","85","60","24700","24390"
"In post","2021","65+","Debt","Male","60","45","26230","24120"
"In post","2021","65+","Digital, Data & Technology","Female","55","45","35420","32600"
"In post","2021","65+","Digital, Data & Technology","Male","145","120","43450","38450"
"In post","2021","65+","Finance","Female","95","80","27400","25560"
"In post","2021","65+","Finance","Male","90","80","35490","33630"
"In post","2021","65+","Grants Management","Female","20","15","[c]","[c]"
"In post","2021","65+","Grants Management","Male","20","20","[c]","[c]"
"In post","2021","65+","Human Resources","Female","80","60","32400","28130"
"In post","2021","65+","Human Resources","Male","60","45","33950","31180"
"In post","2021","65+","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Male","10","10","[c]","[c]"
"In post","2021","65+","Legal","Female","130","95","37690","28620"
"In post","2021","65+","Legal","Male","160","125","49170","55130"
"In post","2021","65+","No function","Female","1990","1450","27440","22720"
"In post","2021","65+","No function","Male","2390","1765","32570","27380"
"In post","2021","65+","Project Delivery","Female","130","105","34600","31810"
"In post","2021","65+","Project Delivery","Male","415","345","40660","37800"
"In post","2021","65+","Property","Female","90","75","25760","26000"
"In post","2021","65+","Property","Male","285","250","32770","31100"
"In post","2021","65+","Security","Female","30","25","27120","23420"
"In post","2021","65+","Security","Male","185","165","26210","20920"
"In post","2021","65+","Unknown","Female","2525","1835","26660","25630"
"In post","2021","65+","Unknown","Male","2120","1715","30080","27370"
"In post","2021","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Female","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Male","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","20","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","10","10","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Female","75","[c]","26920","24970"
"Leaver CS","2021","20-29","Analysis","Male","90","[c]","25640","24300"
"Leaver CS","2021","20-29","Commercial","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Female","50","[c]","30390","31370"
"Leaver CS","2021","20-29","Communications","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Female","30","[c]","31850","26000"
"Leaver CS","2021","20-29","Digital, Data & Technology","Male","70","[c]","30560","28000"
"Leaver CS","2021","20-29","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Female","80","[c]","27840","25040"
"Leaver CS","2021","20-29","Legal","Male","45","[c]","28130","26550"
"Leaver CS","2021","20-29","No function","Female","1375","[c]","23260","21520"
"Leaver CS","2021","20-29","No function","Male","1055","[c]","24590","22350"
"Leaver CS","2021","20-29","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Female","60","[c]","24550","23800"
"Leaver CS","2021","20-29","Project Delivery","Male","110","[c]","26190","25590"
"Leaver CS","2021","20-29","Property","Female","40","[c]","23870","24500"
"Leaver CS","2021","20-29","Property","Male","75","[c]","25390","24500"
"Leaver CS","2021","20-29","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Male","45","[c]","26710","25680"
"Leaver CS","2021","20-29","Unknown","Female","1010","[c]","25870","24440"
"Leaver CS","2021","20-29","Unknown","Male","955","[c]","26480","25000"
"Leaver CS","2021","20-29","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Female","35","[c]","44960","40690"
"Leaver CS","2021","30-39","Digital, Data & Technology","Male","70","[c]","45680","42510"
"Leaver CS","2021","30-39","Finance","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Female","40","[c]","35600","31000"
"Leaver CS","2021","30-39","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Female","70","[c]","40620","41100"
"Leaver CS","2021","30-39","Legal","Male","40","[c]","45330","50520"
"Leaver CS","2021","30-39","No function","Female","835","[c]","31700","26960"
"Leaver CS","2021","30-39","No function","Male","820","[c]","34810","31670"
"Leaver CS","2021","30-39","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Female","50","[c]","38790","34780"
"Leaver CS","2021","30-39","Project Delivery","Male","75","[c]","37330","35820"
"Leaver CS","2021","30-39","Property","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Male","30","[c]","33720","30850"
"Leaver CS","2021","30-39","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Male","45","[c]","31980","28750"
"Leaver CS","2021","30-39","Unknown","Female","945","[c]","29350","27570"
"Leaver CS","2021","30-39","Unknown","Male","720","[c]","30990","27570"
"Leaver CS","2021","30-39","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Male","50","[c]","48470","45000"
"Leaver CS","2021","40-49","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Female","45","[c]","44690","43290"
"Leaver CS","2021","40-49","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Female","45","[c]","45520","43160"
"Leaver CS","2021","40-49","Legal","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Female","620","[c]","35680","28040"
"Leaver CS","2021","40-49","No function","Male","535","[c]","37060","30830"
"Leaver CS","2021","40-49","Project Delivery","Female","45","[c]","43070","37120"
"Leaver CS","2021","40-49","Project Delivery","Male","50","[c]","46470","41830"
"Leaver CS","2021","40-49","Property","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Female","1030","[c]","31160","27570"
"Leaver CS","2021","40-49","Unknown","Male","690","[c]","33130","27570"
"Leaver CS","2021","40-49","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Male","45","[c]","68200","52680"
"Leaver CS","2021","50-59","Communications","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Male","35","[c]","49200","45730"
"Leaver CS","2021","50-59","Finance","Female","35","[c]","40850","33300"
"Leaver CS","2021","50-59","Finance","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Female","45","[c]","42990","36330"
"Leaver CS","2021","50-59","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Female","95","[c]","49190","46870"
"Leaver CS","2021","50-59","Legal","Male","50","[c]","54990","55610"
"Leaver CS","2021","50-59","No function","Female","770","[c]","32840","25860"
"Leaver CS","2021","50-59","No function","Male","885","[c]","41660","33650"
"Leaver CS","2021","50-59","Project Delivery","Female","55","[c]","37830","33300"
"Leaver CS","2021","50-59","Project Delivery","Male","120","[c]","47650","41810"
"Leaver CS","2021","50-59","Property","Female","50","[c]","31370","26500"
"Leaver CS","2021","50-59","Property","Male","75","[c]","36030","33280"
"Leaver CS","2021","50-59","Security","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Male","95","[c]","33260","38120"
"Leaver CS","2021","50-59","Unknown","Female","2320","[c]","30040","27570"
"Leaver CS","2021","50-59","Unknown","Male","1510","[c]","33250","27570"
"Leaver CS","2021","50-59","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Female","15","[c]","[c]","[c]"
