"Status","Year","Disability","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Undeclared","Male","220","[c]","36910","31100"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","305","[c]","31270","26500"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","325","[c]","41360","33250"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","White","Female","6790","[c]","31030","26590"
"Leaver CS","2021","Declared non-disabled","White","Male","5875","[c]","35470","29110"
"Leaver CS","2021","Declared non-disabled","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Female","205","[c]","31500","29060"
"Leaver CS","2021","Undeclared","Undeclared","Male","275","[c]","36220","33490"
"Leaver CS","2021","Undeclared","Unknown","Female","85","[c]","35200","32890"
"Leaver CS","2021","Undeclared","Unknown","Male","90","[c]","38950","32780"
"Leaver CS","2021","Undeclared","White","Female","450","[c]","30600","26890"
"Leaver CS","2021","Undeclared","White","Male","510","[c]","32300","27660"
"Leaver CS","2021","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Female","145","[c]","27340","20400"
"Leaver CS","2021","Unknown","Undeclared","Male","155","[c]","30600","25800"
"Leaver CS","2021","Unknown","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","2855","[c]","30540","26410"
"Leaver CS","2021","Unknown","Unknown","Male","2790","[c]","32760","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Female","755","[c]","34840","29660"
"Leaver CS","2021","Unknown","White","Male","640","[c]","38500","33650"
"Leaver CS","2021","Unknown","White","Unknown","50","[c]","47350","40850"
"Leaver Dept.","2021","Declared disabled","Asian","Female","45","[c]","33960","32010"
"Leaver Dept.","2021","Declared disabled","Asian","Male","45","[c]","33700","32000"
"Leaver Dept.","2021","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Female","425","[c]","35390","32000"
"Leaver Dept.","2021","Declared disabled","White","Male","340","[c]","37050","32590"
"Leaver Dept.","2021","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Female","435","[c]","34950","31060"
"Leaver Dept.","2021","Declared non-disabled","Asian","Male","330","[c]","34870","31060"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Female","245","[c]","34700","31990"
"Leaver Dept.","2021","Declared non-disabled","Black","Male","130","[c]","33200","31060"
"Leaver Dept.","2021","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Female","135","[c]","38890","33210"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Male","110","[c]","40110","34700"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Female","70","[c]","37380","34080"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Male","75","[c]","36920","32280"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","135","[c]","40050","32490"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","110","[c]","38510","32970"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Female","2895","[c]","37700","32000"
"Leaver Dept.","2021","Declared non-disabled","White","Male","2200","[c]","39160","33360"
"Leaver Dept.","2021","Declared non-disabled","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Female","40","[c]","35910","32120"
"Leaver Dept.","2021","Undeclared","Undeclared","Male","95","[c]","37730","33890"
"Leaver Dept.","2021","Undeclared","Unknown","Female","55","[c]","41050","42460"
"Leaver Dept.","2021","Undeclared","Unknown","Male","50","[c]","39670","34880"
"Leaver Dept.","2021","Undeclared","White","Female","155","[c]","37910","32000"
"Leaver Dept.","2021","Undeclared","White","Male","110","[c]","36080","31180"
"Leaver Dept.","2021","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Female","45","[c]","35850","34640"
"Leaver Dept.","2021","Unknown","Undeclared","Male","75","[c]","40770","37190"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","1490","[c]","36740","32120"
"Leaver Dept.","2021","Unknown","Unknown","Male","1325","[c]","37960","32980"
"Leaver Dept.","2021","Unknown","White","Female","195","[c]","41320","36200"
"Leaver Dept.","2021","Unknown","White","Male","165","[c]","43480","38760"
"Leaver Dept.","2021","Unknown","White","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Asian","Female","155","[c]","28700","27570"
"New entrant CS","2021","Declared disabled","Asian","Male","130","[c]","30070","27570"
"New entrant CS","2021","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Black","Female","195","[c]","29510","29400"
"New entrant CS","2021","Declared disabled","Black","Male","55","[c]","30760","29650"
"New entrant CS","2021","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Female","115","[c]","27760","27570"
"New entrant CS","2021","Declared disabled","Mixed","Male","70","[c]","28790","27570"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Female","40","[c]","28150","27570"
"New entrant CS","2021","Declared disabled","Undeclared","Male","40","[c]","28420","27570"
"New entrant CS","2021","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Female","50","[c]","27650","27400"
"New entrant CS","2021","Declared disabled","Unknown","Male","30","[c]","29690","29290"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Female","1820","[c]","27500","27570"
"New entrant CS","2021","Declared disabled","White","Male","1255","[c]","27890","27570"
"New entrant CS","2021","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Female","1650","[c]","28980","27570"
"New entrant CS","2021","Declared non-disabled","Asian","Male","1545","[c]","30200","27570"
"New entrant CS","2021","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Female","1360","[c]","29460","29290"
"New entrant CS","2021","Declared non-disabled","Black","Male","725","[c]","29960","28710"
"New entrant CS","2021","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Female","55","[c]","32430","29890"
"New entrant CS","2021","Declared non-disabled","Chinese","Male","40","[c]","29580","28270"
"New entrant CS","2021","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Female","700","[c]","29240","27570"
"New entrant CS","2021","Declared non-disabled","Mixed","Male","415","[c]","29930","27570"
"New entrant CS","2021","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Female","165","[c]","29040","27570"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Male","110","[c]","31850","31060"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Female","175","[c]","28650","27570"
"New entrant CS","2021","Declared non-disabled","Undeclared","Male","235","[c]","30980","27570"
"New entrant CS","2021","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","150","[c]","28790","26350"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","130","[c]","32580","28450"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Female","12830","[c]","28270","27570"
"New entrant CS","2021","Declared non-disabled","White","Male","10135","[c]","29760","27570"
"New entrant CS","2021","Declared non-disabled","White","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Female","95","[c]","32400","28900"
"New entrant CS","2021","Undeclared","Asian","Male","65","[c]","31070","27570"
"New entrant CS","2021","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Female","60","[c]","30380","30660"
"New entrant CS","2021","Undeclared","Black","Male","30","[c]","29050","28940"
"New entrant CS","2021","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Female","35","[c]","30150","27570"
"New entrant CS","2021","Undeclared","Mixed","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Female","145","[c]","33290","31060"
