"Status","Year","Function_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","West Midlands (England)","Heterosexual / straight","30","30","43250","40860"
"In post","2021","Analysis","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Unknown","25","20","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Heterosexual / straight","255","240","42060","41990"
"In post","2021","Analysis","Yorkshire and The Humber","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Unknown","50","45","40390","42580"
"In post","2021","Commercial","East Midlands (England)","Heterosexual / straight","120","115","40420","37970"
"In post","2021","Commercial","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","East of England","Heterosexual / straight","265","255","39140","35760"
"In post","2021","Commercial","East of England","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","East of England","Undeclared","35","35","36880","35280"
"In post","2021","Commercial","East of England","Unknown","80","80","49660","44980"
"In post","2021","Commercial","London","Heterosexual / straight","950","935","53210","46130"
"In post","2021","Commercial","London","LGBO","60","55","47210","40980"
"In post","2021","Commercial","London","Undeclared","115","110","50130","42160"
"In post","2021","Commercial","London","Unknown","755","740","68180","62120"
"In post","2021","Commercial","North East (England)","Heterosexual / straight","75","75","44640","40930"
"In post","2021","Commercial","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Unknown","25","25","[c]","[c]"
"In post","2021","Commercial","North West (England)","Heterosexual / straight","455","435","40010","35420"
"In post","2021","Commercial","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2021","Commercial","North West (England)","Undeclared","35","35","36290","33050"
"In post","2021","Commercial","North West (England)","Unknown","270","265","49780","49700"
"In post","2021","Commercial","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Heterosexual / straight","35","35","49480","42820"
"In post","2021","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Heterosexual / straight","215","210","36920","34800"
"In post","2021","Commercial","Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Scotland","Undeclared","35","35","35250","33880"
"In post","2021","Commercial","Scotland","Unknown","130","125","41300","38850"
"In post","2021","Commercial","South East (England)","Heterosexual / straight","490","475","36180","33300"
"In post","2021","Commercial","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","South East (England)","Undeclared","70","70","35400","33300"
"In post","2021","Commercial","South East (England)","Unknown","100","95","55210","53320"
"In post","2021","Commercial","South West (England)","Heterosexual / straight","845","815","39890","37400"
"In post","2021","Commercial","South West (England)","LGBO","25","25","[c]","[c]"
"In post","2021","Commercial","South West (England)","Undeclared","140","130","42150","39720"
"In post","2021","Commercial","South West (England)","Unknown","345","335","48500","46090"
"In post","2021","Commercial","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Wales","Heterosexual / straight","245","235","35670","32020"
"In post","2021","Commercial","Wales","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Wales","Undeclared","65","60","32560","28750"
"In post","2021","Commercial","Wales","Unknown","40","40","41420","41400"
"In post","2021","Commercial","West Midlands (England)","Heterosexual / straight","230","225","39160","36710"
"In post","2021","Commercial","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Unknown","80","80","44750","39750"
"In post","2021","Commercial","Yorkshire and The Humber","Heterosexual / straight","255","245","41830","37800"
"In post","2021","Commercial","Yorkshire and The Humber","LGBO","20","20","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Unknown","160","160","53190","50660"
"In post","2021","Communications","East Midlands (England)","Heterosexual / straight","260","255","30990","26700"
"In post","2021","Communications","East Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Unknown","195","195","27970","25560"
"In post","2021","Communications","East of England","Heterosexual / straight","75","75","34060","31810"
"In post","2021","Communications","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","East of England","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","London","Heterosexual / straight","1470","1435","44710","40640"
"In post","2021","Communications","London","LGBO","155","155","44410","41760"
"In post","2021","Communications","London","Undeclared","155","150","42580","40600"
"In post","2021","Communications","London","Unknown","675","655","45510","41200"
"In post","2021","Communications","North East (England)","Heterosexual / straight","940","885","28550","25560"
"In post","2021","Communications","North East (England)","LGBO","65","65","27700","25560"
"In post","2021","Communications","North East (England)","Undeclared","85","80","27260","25560"
"In post","2021","Communications","North East (England)","Unknown","455","435","27040","25560"
"In post","2021","Communications","North West (England)","Heterosexual / straight","355","345","32520","31810"
"In post","2021","Communications","North West (England)","LGBO","35","35","29740","26000"
"In post","2021","Communications","North West (England)","Undeclared","35","35","32780","31810"
"In post","2021","Communications","North West (England)","Unknown","285","275","28660","25560"
"In post","2021","Communications","Northern Ireland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Heterosexual / straight","145","140","32790","31810"
"In post","2021","Communications","Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Scotland","Undeclared","20","15","[c]","[c]"
"In post","2021","Communications","Scotland","Unknown","40","35","32130","29320"
"In post","2021","Communications","South East (England)","Heterosexual / straight","230","220","33130","31390"
"In post","2021","Communications","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","South East (England)","Undeclared","30","30","29210","28670"
"In post","2021","Communications","South East (England)","Unknown","60","55","35280","33300"
"In post","2021","Communications","South West (England)","Heterosexual / straight","225","215","36130","33300"
"In post","2021","Communications","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","South West (England)","Undeclared","40","35","32930","32510"
"In post","2021","Communications","South West (England)","Unknown","80","75","36840","34560"
"In post","2021","Communications","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Heterosexual / straight","565","540","30100","25560"
"In post","2021","Communications","Wales","LGBO","35","35","31340","25560"
"In post","2021","Communications","Wales","Undeclared","55","50","28560","25560"
"In post","2021","Communications","Wales","Unknown","300","290","28100","25560"
"In post","2021","Communications","West Midlands (England)","Heterosexual / straight","185","180","34620","31810"
"In post","2021","Communications","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Unknown","140","140","30870","25560"
"In post","2021","Communications","Yorkshire and The Humber","Heterosexual / straight","275","270","31810","28130"
"In post","2021","Communications","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Undeclared","30","30","30760","25880"
"In post","2021","Communications","Yorkshire and The Humber","Unknown","315","310","29380","25560"
"In post","2021","Counter Fraud","East Midlands (England)","Heterosexual / straight","335","315","34600","31810"
"In post","2021","Counter Fraud","East Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Undeclared","50","45","34690","31810"
"In post","2021","Counter Fraud","East Midlands (England)","Unknown","140","130","30530","28130"
"In post","2021","Counter Fraud","East of England","Heterosexual / straight","265","250","29010","26470"
"In post","2021","Counter Fraud","East of England","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Undeclared","45","40","32030","31810"
"In post","2021","Counter Fraud","East of England","Unknown","125","115","26660","25560"
"In post","2021","Counter Fraud","London","Heterosexual / straight","1365","1315","40160","36160"
"In post","2021","Counter Fraud","London","LGBO","85","80","38590","34500"
"In post","2021","Counter Fraud","London","Undeclared","240","230","39930","36160"
"In post","2021","Counter Fraud","London","Unknown","630","605","37020","36160"
"In post","2021","Counter Fraud","North East (England)","Heterosexual / straight","345","325","32600","31810"
"In post","2021","Counter Fraud","North East (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Undeclared","45","45","35650","31810"
"In post","2021","Counter Fraud","North East (England)","Unknown","130","125","29490","26530"
"In post","2021","Counter Fraud","North West (England)","Heterosexual / straight","1015","955","33960","31810"
"In post","2021","Counter Fraud","North West (England)","LGBO","45","45","35230","31810"
"In post","2021","Counter Fraud","North West (England)","Undeclared","150","140","35150","31810"
"In post","2021","Counter Fraud","North West (England)","Unknown","480","450","30140","26820"
"In post","2021","Counter Fraud","Northern Ireland","Heterosexual / straight","265","250","32180","31810"
"In post","2021","Counter Fraud","Northern Ireland","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Undeclared","25","20","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Unknown","100","95","29100","25560"
"In post","2021","Counter Fraud","Scotland","Heterosexual / straight","520","480","31130","31810"
"In post","2021","Counter Fraud","Scotland","LGBO","30","30","29430","25560"
"In post","2021","Counter Fraud","Scotland","Undeclared","70","65","32620","31810"
"In post","2021","Counter Fraud","Scotland","Unknown","230","205","29130","27350"
"In post","2021","Counter Fraud","South East (England)","Heterosexual / straight","255","240","30870","29570"
"In post","2021","Counter Fraud","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Undeclared","50","45","33580","31810"
"In post","2021","Counter Fraud","South East (England)","Unknown","125","115","30700","28130"
"In post","2021","Counter Fraud","South West (England)","Heterosexual / straight","235","220","34970","31810"
"In post","2021","Counter Fraud","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Undeclared","50","45","40830","33550"
"In post","2021","Counter Fraud","South West (England)","Unknown","95","90","33230","31810"
"In post","2021","Counter Fraud","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Heterosexual / straight","255","235","31910","31810"
"In post","2021","Counter Fraud","Wales","LGBO","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Undeclared","60","50","29610","26780"
"In post","2021","Counter Fraud","Wales","Unknown","70","65","30530","28930"
"In post","2021","Counter Fraud","West Midlands (England)","Heterosexual / straight","435","410","32510","31810"
"In post","2021","Counter Fraud","West Midlands (England)","LGBO","15","10","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Undeclared","75","65","33430","28130"
"In post","2021","Counter Fraud","West Midlands (England)","Unknown","205","190","31160","31000"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","565","525","32910","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","LGBO","30","25","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Undeclared","85","80","35080","32100"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Unknown","190","185","29910","25560"
"In post","2021","Debt","East Midlands (England)","Heterosexual / straight","105","95","22570","20140"
"In post","2021","Debt","East Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Unknown","130","120","20840","20140"
"In post","2021","Debt","East of England","Heterosexual / straight","75","70","24770","24390"
"In post","2021","Debt","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Undeclared","35","30","24760","24670"
"In post","2021","Debt","East of England","Unknown","30","25","[c]","[c]"
"In post","2021","Debt","London","Heterosexual / straight","240","220","28280","25630"
"In post","2021","Debt","London","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","London","Undeclared","55","45","28260","25630"
"In post","2021","Debt","London","Unknown","255","225","28360","25630"
"In post","2021","Debt","North East (England)","Heterosexual / straight","220","200","22570","20140"
"In post","2021","Debt","North East (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Debt","North East (England)","Undeclared","25","20","[c]","[c]"
"In post","2021","Debt","North East (England)","Unknown","330","310","20960","20140"
"In post","2021","Debt","North West (England)","Heterosexual / straight","190","175","24280","21440"
"In post","2021","Debt","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Debt","North West (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","Debt","North West (England)","Unknown","115","105","22140","20140"
"In post","2021","Debt","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Debt","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2021","Debt","Scotland","Heterosexual / straight","690","610","22460","20140"
"In post","2021","Debt","Scotland","LGBO","60","60","21830","20140"
"In post","2021","Debt","Scotland","Undeclared","75","65","22130","21400"
"In post","2021","Debt","Scotland","Unknown","615","570","21180","20140"
"In post","2021","Debt","South East (England)","Heterosexual / straight","45","35","28770","28130"
"In post","2021","Debt","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Undeclared","10","5","[c]","[c]"
"In post","2021","Debt","South East (England)","Unknown","50","40","27030","28130"
"In post","2021","Debt","South West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Debt","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Debt","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Heterosexual / straight","170","155","23930","20140"
"In post","2021","Debt","Wales","LGBO","15","15","[c]","[c]"
"In post","2021","Debt","Wales","Undeclared","20","20","[c]","[c]"
"In post","2021","Debt","Wales","Unknown","125","120","22050","20140"
"In post","2021","Debt","West Midlands (England)","Heterosexual / straight","205","180","23820","21440"
"In post","2021","Debt","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Undeclared","30","25","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Unknown","195","180","21250","20140"
"In post","2021","Debt","Yorkshire and The Humber","Heterosexual / straight","195","170","25090","21440"
"In post","2021","Debt","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Undeclared","30","25","25170","21440"
"In post","2021","Debt","Yorkshire and The Humber","Unknown","190","175","21620","20140"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Heterosexual / straight","190","185","37510","33350"
"In post","2021","Digital, Data & Technology","East Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Undeclared","40","40","35760","32010"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Unknown","65","65","37110","32750"
"In post","2021","Digital, Data & Technology","East of England","Heterosexual / straight","320","305","36650","33300"
"In post","2021","Digital, Data & Technology","East of England","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Undeclared","55","55","35880","35000"
"In post","2021","Digital, Data & Technology","East of England","Unknown","155","145","35780","32730"
"In post","2021","Digital, Data & Technology","London","Heterosexual / straight","2100","2060","49490","50000"
"In post","2021","Digital, Data & Technology","London","LGBO","210","210","49200","52410"
"In post","2021","Digital, Data & Technology","London","Undeclared","280","275","49580","51710"
"In post","2021","Digital, Data & Technology","London","Unknown","805","795","48250","43800"
"In post","2021","Digital, Data & Technology","North East (England)","Heterosexual / straight","490","470","39540","37840"
"In post","2021","Digital, Data & Technology","North East (England)","LGBO","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Undeclared","60","55","38160","37100"
"In post","2021","Digital, Data & Technology","North East (England)","Unknown","200","195","37170","31810"
"In post","2021","Digital, Data & Technology","North West (England)","Heterosexual / straight","580","565","39190","36520"
"In post","2021","Digital, Data & Technology","North West (England)","LGBO","40","40","40340","37910"
"In post","2021","Digital, Data & Technology","North West (England)","Undeclared","70","65","37940","31840"
"In post","2021","Digital, Data & Technology","North West (England)","Unknown","190","190","37540","36500"
"In post","2021","Digital, Data & Technology","Northern Ireland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Heterosexual / straight","360","350","39130","35240"
"In post","2021","Digital, Data & Technology","Scotland","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Undeclared","85","85","34990","29350"
"In post","2021","Digital, Data & Technology","Scotland","Unknown","210","205","38820","36780"
"In post","2021","Digital, Data & Technology","South East (England)","Heterosexual / straight","585","570","38480","35900"
"In post","2021","Digital, Data & Technology","South East (England)","LGBO","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Undeclared","85","85","37620","33300"
"In post","2021","Digital, Data & Technology","South East (England)","Unknown","210","205","38270","36040"
"In post","2021","Digital, Data & Technology","South West (England)","Heterosexual / straight","970","935","39210","38450"
"In post","2021","Digital, Data & Technology","South West (England)","LGBO","40","40","34520","30680"
"In post","2021","Digital, Data & Technology","South West (England)","Undeclared","165","160","39970","38450"
"In post","2021","Digital, Data & Technology","South West (England)","Unknown","1165","1110","39060","39650"
"In post","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Heterosexual / straight","1120","1095","40830","38230"
"In post","2021","Digital, Data & Technology","Wales","LGBO","70","70","35690","32710"
"In post","2021","Digital, Data & Technology","Wales","Undeclared","235","230","39580","39050"
"In post","2021","Digital, Data & Technology","Wales","Unknown","445","435","37800","36030"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Heterosexual / straight","610","590","40370","37310"
"In post","2021","Digital, Data & Technology","West Midlands (England)","LGBO","35","35","38760","35900"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Undeclared","75","70","41990","36870"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Unknown","260","255","41000","38400"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Heterosexual / straight","550","530","39360","35900"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","LGBO","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Undeclared","70","70","37110","32200"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Unknown","205","200","39420","36820"
"In post","2021","Finance","East Midlands (England)","Heterosexual / straight","180","175","35710","31810"
"In post","2021","Finance","East Midlands (England)","LGBO","10","5","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Unknown","30","30","[c]","[c]"
"In post","2021","Finance","East of England","Heterosexual / straight","310","290","37580","35270"
"In post","2021","Finance","East of England","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","East of England","Undeclared","45","45","33480","30870"
"In post","2021","Finance","East of England","Unknown","115","100","27780","23780"
"In post","2021","Finance","London","Heterosexual / straight","1770","1730","49410","44880"
"In post","2021","Finance","London","LGBO","80","80","51040","53360"
"In post","2021","Finance","London","Undeclared","230","225","48770","45200"
"In post","2021","Finance","London","Unknown","470","460","45880","40650"
"In post","2021","Finance","North East (England)","Heterosexual / straight","280","265","38180","36960"
"In post","2021","Finance","North East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","North East (England)","Undeclared","30","30","38180","34540"
"In post","2021","Finance","North East (England)","Unknown","110","100","33570","31810"
"In post","2021","Finance","North West (England)","Heterosexual / straight","490","470","38950","36500"
"In post","2021","Finance","North West (England)","LGBO","30","30","36850","31810"
"In post","2021","Finance","North West (England)","Undeclared","40","40","34400","31810"
"In post","2021","Finance","North West (England)","Unknown","110","105","32720","29750"
"In post","2021","Finance","Northern Ireland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Heterosexual / straight","545","470","29080","25560"
"In post","2021","Finance","Scotland","LGBO","15","10","[c]","[c]"
"In post","2021","Finance","Scotland","Undeclared","85","75","28260","21440"
"In post","2021","Finance","Scotland","Unknown","300","270","28550","21590"
"In post","2021","Finance","South East (England)","Heterosexual / straight","755","720","36750","33300"
"In post","2021","Finance","South East (England)","LGBO","25","20","[c]","[c]"
"In post","2021","Finance","South East (England)","Undeclared","110","100","38000","33460"
"In post","2021","Finance","South East (England)","Unknown","125","115","31750","26930"
"In post","2021","Finance","South West (England)","Heterosexual / straight","945","900","39440","34920"
"In post","2021","Finance","South West (England)","LGBO","35","35","36680","33630"
"In post","2021","Finance","South West (England)","Undeclared","125","120","40610","38150"
"In post","2021","Finance","South West (England)","Unknown","130","120","39390","33720"
"In post","2021","Finance","Wales","Heterosexual / straight","265","250","34540","30730"
"In post","2021","Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Undeclared","50","50","36470","33350"
"In post","2021","Finance","Wales","Unknown","65","65","33650","27460"
"In post","2021","Finance","West Midlands (England)","Heterosexual / straight","330","315","39740","36880"
"In post","2021","Finance","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Undeclared","35","35","38490","33300"
"In post","2021","Finance","West Midlands (England)","Unknown","95","90","38890","37100"
"In post","2021","Finance","Yorkshire and The Humber","Heterosexual / straight","515","480","35720","30840"
"In post","2021","Finance","Yorkshire and The Humber","LGBO","25","25","[c]","[c]"
