"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Operational Research","Female","65","60","38810","37320"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Operational Research","Male","190","185","43000","46080"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Female","50","45","35150","37320"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Male","105","105","38330","37320"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Statistics","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Female","65","65","39600","33880"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Male","130","130","41450","35640"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","Female","20","15","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","Male","55","55","52650","47630"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Female","70","65","42950","42320"
"In post","2021","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Male","75","75","45270","42580"
"In post","2021","Analysis","Department for Education (excl. agencies)","Policy","Female","150","135","44290","45100"
"In post","2021","Analysis","Department for Education (excl. agencies)","Policy","Male","110","110","44800","45250"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","Female","35","35","37730","35900"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","Male","35","35","38650","32560"
"In post","2021","Analysis","Department for International Trade","Economics","Female","50","50","42920","36130"
"In post","2021","Analysis","Department for International Trade","Economics","Male","95","95","43560","32100"
"In post","2021","Analysis","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Other","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Other","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Policy","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Social Research","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Social Research","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Statistics","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Statistics","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Economics","Female","60","55","48160","54110"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Economics","Male","110","110","47520","54110"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Operational Research","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Social Research","Female","30","25","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Social Research","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Statistics","Female","55","55","45950","42890"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Statistics","Male","65","60","44270","42470"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","Female","115","110","54280","53360"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","Male","120","120","52130","53360"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Operational Research","Female","20","15","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Operational Research","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Economics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Social Research","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Female","25","20","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Male","45","45","57260","55020"
"In post","2021","Analysis","Forestry and Land Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Forestry and Land Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Other","Female","60","50","67910","65470"
"In post","2021","Analysis","Government Actuary's Department","Other","Male","115","110","71000","60400"
"In post","2021","Analysis","Government Internal Audit Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Statistics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Statistics","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Social Research","Female","5","5","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Finance","Female","10","10","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Finance","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Economics","Female","30","25","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Economics","Male","75","75","44350","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","Female","40","35","44210","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","Male","60","60","43530","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","Female","60","55","45130","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","Male","25","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","Female","105","100","44280","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","Male","165","165","43040","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tax","Female","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tax","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","Female","20","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","Female","30","30","50590","52530"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","Male","55","55","46590","46220"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Policy","Female","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Policy","Male","20","20","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Statistics","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Statistics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Statistics","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","Female","80","75","40160","40280"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","Male","85","80","39240","36300"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Female","25","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Male","50","50","44480","35060"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Female","35","35","47890","42980"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Male","60","60","47920","48200"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Economics","Female","15","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Economics","Male","35","30","44320","33930"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Finance","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Research","Female","40","40","47080","40480"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Research","Male","60","60","47950","46550"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Social Research","Female","50","45","48650","44570"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Social Research","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Statistics","Female","55","50","46280","42200"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Statistics","Male","50","50","44370","40480"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Female","35","35","42190","35010"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Female","50","45","38980","32010"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Male","65","65","39530","39850"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Finance","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Finance","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Other","Female","10","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Other","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
