"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Digital, Data and Technology","West Midlands (England)","Outside London","95","95","38440","36500"
"In post","2021","Asian","Digital, Data and Technology","Yorkshire and The Humber","Outside London","55","55","34640","31810"
"In post","2021","Asian","Economics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","London","London","155","155","45400","42470"
"In post","2021","Asian","Economics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Economics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Finance","East of England","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Finance","London","London","430","420","43340","39910"
"In post","2021","Asian","Finance","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","Outside London","35","35","35920","31770"
"In post","2021","Asian","Finance","South West (England)","Outside London","45","45","41250","33620"
"In post","2021","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Finance","West Midlands (England)","Outside London","90","90","35470","32800"
"In post","2021","Asian","Finance","Yorkshire and The Humber","Outside London","55","50","29240","25560"
"In post","2021","Asian","Human Resources","East Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","East of England","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","London","London","265","255","40390","35200"
"In post","2021","Asian","Human Resources","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","North West (England)","Outside London","30","30","28620","25680"
"In post","2021","Asian","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","South East (England)","Outside London","15","10","[c]","[c]"
"In post","2021","Asian","Human Resources","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","Yorkshire and The Humber","Outside London","20","15","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","London","London","10","10","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","London","London","140","130","33790","29890"
"In post","2021","Asian","Intelligence Analysis","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","London","London","45","45","50310","49980"
"In post","2021","Asian","Internal Audit","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Internal Audit","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Internal Audit","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","London","London","85","85","44080","38540"
"In post","2021","Asian","International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","East of England","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","London","London","75","70","34970","32330"
"In post","2021","Asian","Knowledge and Information Management","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","South West (England)","Outside London","15","10","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","East Midlands (England)","Outside London","50","45","43450","47360"
"In post","2021","Asian","Legal","East of England","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Legal","London","London","490","465","51220","51250"
"In post","2021","Asian","Legal","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Legal","North West (England)","Outside London","70","65","40030","40760"
"In post","2021","Asian","Legal","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Scotland","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","Legal","South East (England)","Outside London","30","30","46510","41330"
"In post","2021","Asian","Legal","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Legal","West Midlands (England)","Outside London","95","90","42160","46370"
"In post","2021","Asian","Legal","Yorkshire and The Humber","Outside London","70","65","41290","42320"
"In post","2021","Asian","Medicine","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Medicine","East of England","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Medicine","London","London","70","65","74580","72430"
"In post","2021","Asian","Medicine","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Medicine","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","South East (England)","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Medicine","South West (England)","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Medicine","West Midlands (England)","Outside London","15","10","[c]","[c]"
"In post","2021","Asian","Medicine","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Operational Delivery","East Midlands (England)","Outside London","735","660","24900","22180"
"In post","2021","Asian","Operational Delivery","East of England","Outside London","510","450","26550","24440"
"In post","2021","Asian","Operational Delivery","London","London","4260","3935","30930","28860"
"In post","2021","Asian","Operational Delivery","North East (England)","Outside London","145","125","24520","21710"
"In post","2021","Asian","Operational Delivery","North West (England)","Outside London","865","785","25680","22920"
"In post","2021","Asian","Operational Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Scotland","Outside London","155","135","29940","24050"
"In post","2021","Asian","Operational Delivery","South East (England)","Outside London","500","455","27940","25660"
"In post","2021","Asian","Operational Delivery","South West (England)","Outside London","125","110","26340","23140"
"In post","2021","Asian","Operational Delivery","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Wales","Outside London","145","130","24630","21590"
"In post","2021","Asian","Operational Delivery","West Midlands (England)","Outside London","1730","1610","25060","22570"
"In post","2021","Asian","Operational Delivery","Yorkshire and The Humber","Outside London","885","805","25330","22990"
"In post","2021","Asian","Operational Research","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","London","London","25","25","[c]","[c]"
"In post","2021","Asian","Operational Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Operational Research","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Operational Research","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Other","East of England","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Other","London","London","555","535","34990","30410"
"In post","2021","Asian","Other","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Other","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Other","South East (England)","Outside London","60","60","25670","21130"
"In post","2021","Asian","Other","South West (England)","Outside London","60","55","30640","26350"
"In post","2021","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Wales","Outside London","15","10","[c]","[c]"
"In post","2021","Asian","Other","West Midlands (England)","Outside London","55","50","26520","21430"
"In post","2021","Asian","Other","Yorkshire and The Humber","Outside London","30","30","26010","25560"
"In post","2021","Asian","Planning","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","London","London","5","5","[c]","[c]"
"In post","2021","Asian","Planning","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Policy","East of England","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Policy","London","London","1590","1550","43590","39780"
"In post","2021","Asian","Policy","North East (England)","Outside London","10","5","[c]","[c]"
"In post","2021","Asian","Policy","North West (England)","Outside London","40","40","38120","34570"
"In post","2021","Asian","Policy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Overseas","Overseas","60","60","48520","50970"
"In post","2021","Asian","Policy","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Policy","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Policy","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Wales","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Policy","West Midlands (England)","Outside London","90","85","35250","34830"
"In post","2021","Asian","Policy","Yorkshire and The Humber","Outside London","60","55","39160","34120"
"In post","2021","Asian","Project Delivery","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","East of England","Outside London","30","30","37970","37640"
"In post","2021","Asian","Project Delivery","London","London","465","455","42410","39090"
"In post","2021","Asian","Project Delivery","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","North West (England)","Outside London","45","45","37710","36740"
"In post","2021","Asian","Project Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","South East (England)","Outside London","35","35","35390","33150"
"In post","2021","Asian","Project Delivery","South West (England)","Outside London","100","100","37780","35630"
"In post","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Midlands (England)","Outside London","80","80","38780","38630"
"In post","2021","Asian","Project Delivery","Yorkshire and The Humber","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Property","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Property","East of England","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Property","London","London","135","130","38010","34880"
"In post","2021","Asian","Property","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Property","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Asian","Property","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Property","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","West Midlands (England)","Outside London","30","25","[c]","[c]"
"In post","2021","Asian","Property","Yorkshire and The Humber","Outside London","20","15","[c]","[c]"
"In post","2021","Asian","Psychology","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Psychology","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","London","London","5","5","[c]","[c]"
"In post","2021","Asian","Psychology","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Psychology","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East of England","Outside London","35","35","39230","35900"
"In post","2021","Asian","Science and Engineering","London","London","205","195","39460","35300"
"In post","2021","Asian","Science and Engineering","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North West (England)","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South East (England)","Outside London","60","55","36700","37320"
"In post","2021","Asian","Science and Engineering","South West (England)","Outside London","165","160","35700","33450"
"In post","2021","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","West Midlands (England)","Outside London","40","40","29710","28390"
"In post","2021","Asian","Science and Engineering","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Security","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Security","East of England","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Security","London","London","180","175","32700","29020"
"In post","2021","Asian","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Security","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Security","South East (England)","Outside London","45","45","24850","19560"
"In post","2021","Asian","Security","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Wales","Outside London","[c]","[c]","[c]","[c]"
