"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","No function","SEO/HEO","2665","2570","36540","35700"
"In post","2021","Asian","No function","Unknown","515","475","29180","28200"
"In post","2021","Asian","Project Delivery","AA/AO","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","EO","185","175","26300","26550"
"In post","2021","Asian","Project Delivery","G6/G7","290","290","59030","58460"
"In post","2021","Asian","Project Delivery","SCS level","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","SEO/HEO","585","570","36800","36790"
"In post","2021","Asian","Project Delivery","Unknown","30","30","39010","34540"
"In post","2021","Asian","Property","AA/AO","60","55","22770","21250"
"In post","2021","Asian","Property","EO","100","95","27980","27500"
"In post","2021","Asian","Property","G6/G7","35","35","57540","54700"
"In post","2021","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","SEO/HEO","110","105","37990","37380"
"In post","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","AA/AO","110","110","24610","21150"
"In post","2021","Asian","Security","EO","30","30","28530","29000"
"In post","2021","Asian","Security","G6/G7","15","15","[c]","[c]"
"In post","2021","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","SEO/HEO","60","60","39270","38230"
"In post","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","AA/AO","3700","3175","22330","21430"
"In post","2021","Asian","Unknown","EO","6545","6050","28730","28650"
"In post","2021","Asian","Unknown","G6/G7","510","495","60880","57680"
"In post","2021","Asian","Unknown","SCS level","45","45","87850","85250"
"In post","2021","Asian","Unknown","SEO/HEO","1890","1835","37340","36500"
"In post","2021","Asian","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Black","Analysis","AA/AO","5","5","[c]","[c]"
"In post","2021","Black","Analysis","EO","30","30","[c]","[c]"
"In post","2021","Black","Analysis","G6/G7","30","30","57080","54100"
"In post","2021","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","SEO/HEO","110","110","37580","36800"
"In post","2021","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","AA/AO","20","20","[c]","[c]"
"In post","2021","Black","Commercial","EO","30","30","[c]","[c]"
"In post","2021","Black","Commercial","G6/G7","25","25","[c]","[c]"
"In post","2021","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","SEO/HEO","100","100","39700","39440"
"In post","2021","Black","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Communications","AA/AO","10","5","[c]","[c]"
"In post","2021","Black","Communications","EO","100","95","25860","25560"
"In post","2021","Black","Communications","G6/G7","15","15","[c]","[c]"
"In post","2021","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","SEO/HEO","80","80","35770","34970"
"In post","2021","Black","Counter Fraud","AA/AO","35","35","23460","24490"
"In post","2021","Black","Counter Fraud","EO","110","110","28870","29570"
"In post","2021","Black","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2021","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","SEO/HEO","95","95","35860","36160"
"In post","2021","Black","Debt","AA/AO","115","105","22900","24120"
"In post","2021","Black","Debt","EO","30","30","29790","29570"
"In post","2021","Black","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","AA/AO","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","EO","80","80","28250","28170"
"In post","2021","Black","Digital, Data & Technology","G6/G7","85","80","56210","54700"
"In post","2021","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","SEO/HEO","195","195","36840","36160"
"In post","2021","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AA/AO","30","30","23140","23550"
"In post","2021","Black","Finance","EO","65","60","28420","28670"
"In post","2021","Black","Finance","G6/G7","60","60","58230","57380"
"In post","2021","Black","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Black","Finance","SEO/HEO","190","190","38450","37510"
"In post","2021","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","AA/AO","10","10","[c]","[c]"
"In post","2021","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AA/AO","30","25","[c]","[c]"
"In post","2021","Black","Human Resources","EO","75","75","28050","27710"
"In post","2021","Black","Human Resources","G6/G7","45","45","55860","55320"
"In post","2021","Black","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","SEO/HEO","150","150","37250","36390"
"In post","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","AA/AO","5","5","[c]","[c]"
"In post","2021","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6/G7","5","5","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","AA/AO","115","105","23260","23520"
"In post","2021","Black","Legal","EO","140","135","28390","27760"
"In post","2021","Black","Legal","G6/G7","225","215","59330","59900"
"In post","2021","Black","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Black","Legal","SEO/HEO","155","150","37090","36240"
"In post","2021","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","AA/AO","2190","2070","25000","23500"
"In post","2021","Black","No function","EO","1020","990","28770","28170"
"In post","2021","Black","No function","G6/G7","395","395","56870","54020"
"In post","2021","Black","No function","SCS level","55","55","98350","93000"
"In post","2021","Black","No function","SEO/HEO","1370","1335","37060","36160"
"In post","2021","Black","No function","Unknown","785","760","30930","28200"
"In post","2021","Black","Project Delivery","AA/AO","20","20","[c]","[c]"
"In post","2021","Black","Project Delivery","EO","115","115","26580","26790"
"In post","2021","Black","Project Delivery","G6/G7","145","145","57390","58030"
"In post","2021","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","SEO/HEO","370","365","36320","36160"
"In post","2021","Black","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Property","AA/AO","15","15","[c]","[c]"
"In post","2021","Black","Property","EO","45","40","28460","29200"
"In post","2021","Black","Property","G6/G7","20","20","[c]","[c]"
"In post","2021","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SEO/HEO","70","65","38890","37580"
"In post","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","AA/AO","60","60","23710","22650"
"In post","2021","Black","Security","EO","20","20","[c]","[c]"
"In post","2021","Black","Security","G6/G7","5","5","[c]","[c]"
"In post","2021","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA/AO","1425","1285","23120","23130"
"In post","2021","Black","Unknown","EO","3560","3380","29580","29500"
"In post","2021","Black","Unknown","G6/G7","205","200","60370","57680"
"In post","2021","Black","Unknown","SCS level","10","10","[c]","[c]"
"In post","2021","Black","Unknown","SEO/HEO","960","945","37770","36650"
"In post","2021","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","G6/G7","25","25","[c]","[c]"
"In post","2021","Chinese","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","SEO/HEO","35","35","37750","37580"
"In post","2021","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","EO","15","15","[c]","[c]"
"In post","2021","Chinese","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Chinese","Debt","AA/AO","10","10","[c]","[c]"
"In post","2021","Chinese","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","EO","10","5","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G6/G7","20","20","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","EO","10","5","[c]","[c]"
"In post","2021","Chinese","Finance","G6/G7","15","15","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Chinese","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","AA/AO","5","5","[c]","[c]"
"In post","2021","Chinese","Legal","EO","10","10","[c]","[c]"
"In post","2021","Chinese","Legal","G6/G7","30","30","57410","55240"
"In post","2021","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","AA/AO","115","105","22570","21160"
"In post","2021","Chinese","No function","EO","80","80","27390","26780"
"In post","2021","Chinese","No function","G6/G7","90","85","57220","54700"
"In post","2021","Chinese","No function","SCS level","10","10","[c]","[c]"
"In post","2021","Chinese","No function","SEO/HEO","150","145","37790","36880"
"In post","2021","Chinese","No function","Unknown","15","15","[c]","[c]"
"In post","2021","Chinese","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","G6/G7","20","20","[c]","[c]"
"In post","2021","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","AA/AO","10","10","[c]","[c]"
"In post","2021","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA/AO","110","100","21560","21010"
"In post","2021","Chinese","Unknown","EO","140","135","28290","27570"
"In post","2021","Chinese","Unknown","G6/G7","40","35","59900","57570"
"In post","2021","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO/HEO","85","80","37770","36840"
"In post","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Analysis","EO","20","15","[c]","[c]"
"In post","2021","Mixed","Analysis","G6/G7","60","60","58100","55430"
"In post","2021","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","SEO/HEO","105","105","35800","34710"
"In post","2021","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","AA/AO","10","10","[c]","[c]"
"In post","2021","Mixed","Commercial","EO","20","20","[c]","[c]"
"In post","2021","Mixed","Commercial","G6/G7","15","15","[c]","[c]"
"In post","2021","Mixed","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","Mixed","Commercial","SEO/HEO","45","45","37860","38090"
"In post","2021","Mixed","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","Mixed","Communications","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Communications","EO","45","45","26210","25560"
"In post","2021","Mixed","Communications","G6/G7","20","20","[c]","[c]"
"In post","2021","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","SEO/HEO","85","80","36790","36360"
"In post","2021","Mixed","Counter Fraud","AA/AO","15","10","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","EO","50","50","26980","25560"
"In post","2021","Mixed","Counter Fraud","G6/G7","20","20","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","SEO/HEO","50","50","36880","36160"
"In post","2021","Mixed","Debt","AA/AO","30","25","21440","20140"
"In post","2021","Mixed","Debt","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","AA/AO","10","10","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","EO","35","35","28090","27140"
"In post","2021","Mixed","Digital, Data & Technology","G6/G7","85","80","56450","54700"
"In post","2021","Mixed","Digital, Data & Technology","SCS level","5","5","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","SEO/HEO","90","90","37000","36490"
"In post","2021","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","AA/AO","10","10","[c]","[c]"
"In post","2021","Mixed","Finance","EO","25","20","[c]","[c]"
"In post","2021","Mixed","Finance","G6/G7","40","40","58360","56780"
"In post","2021","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","SEO/HEO","75","70","37420","36970"
"In post","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","AA/AO","15","15","[c]","[c]"
"In post","2021","Mixed","Human Resources","EO","30","25","[c]","[c]"
"In post","2021","Mixed","Human Resources","G6/G7","50","50","57650","56540"
"In post","2021","Mixed","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Mixed","Human Resources","SEO/HEO","75","75","35320","34640"
"In post","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","AA/AO","40","35","22320","23470"
"In post","2021","Mixed","Legal","EO","55","50","28800","27570"
"In post","2021","Mixed","Legal","G6/G7","180","165","58670","57630"
"In post","2021","Mixed","Legal","SCS level","15","15","[c]","[c]"
"In post","2021","Mixed","Legal","SEO/HEO","55","55","37780","38000"
"In post","2021","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","AA/AO","970","905","23950","22490"
"In post","2021","Mixed","No function","EO","515","495","28130","27130"
"In post","2021","Mixed","No function","G6/G7","465","450","58120","54700"
"In post","2021","Mixed","No function","SCS level","65","65","84430","75980"
"In post","2021","Mixed","No function","SEO/HEO","905","880","36630","35590"
"In post","2021","Mixed","No function","Unknown","350","330","30360","30210"
"In post","2021","Mixed","Project Delivery","AA/AO","10","10","[c]","[c]"
"In post","2021","Mixed","Project Delivery","EO","65","65","25410","26350"
"In post","2021","Mixed","Project Delivery","G6/G7","140","135","57460","55990"
"In post","2021","Mixed","Project Delivery","SCS level","15","15","[c]","[c]"
"In post","2021","Mixed","Project Delivery","SEO/HEO","220","215","35840","36160"
"In post","2021","Mixed","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","Mixed","Property","AA/AO","15","15","[c]","[c]"
"In post","2021","Mixed","Property","EO","30","25","[c]","[c]"
"In post","2021","Mixed","Property","G6/G7","10","10","[c]","[c]"
"In post","2021","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","SEO/HEO","50","50","36810","36400"
"In post","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","AA/AO","40","40","27610","23540"
"In post","2021","Mixed","Security","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Security","G6/G7","10","10","[c]","[c]"
"In post","2021","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","AA/AO","740","670","21970","21010"
"In post","2021","Mixed","Unknown","EO","1305","1220","28390","27570"
"In post","2021","Mixed","Unknown","G6/G7","205","195","59720","57680"
"In post","2021","Mixed","Unknown","SCS level","20","20","[c]","[c]"
"In post","2021","Mixed","Unknown","SEO/HEO","505","495","37360","36650"
"In post","2021","Mixed","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","G6/G7","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","EO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
