"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Public Health England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Prosecution Service","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Defence Electronics and Components Agency","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Defence Equipment and Support","EO","65","65","18700","19040"
"In post","2021","16-19","Declared non-disabled","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Defence Science and Technology Laboratory","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA/AO","135","135","21210","21010"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","35","30","28410","27570"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Driver and Vehicle Licensing Agency","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","FCDO Services","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Forestry and Land Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","AA/AO","55","55","22660","22850"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","AA/AO","65","60","20140","20140"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","AA/AO","30","25","21600","21430"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","AA/AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","AA/AO","20","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government (excl. agencies)","AA/AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Social Security Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Companies House","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Prosecution Service","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Equipment and Support","EO","40","40","17140","16780"
"In post","2021","16-19","Unknown","Defence Science and Technology Laboratory","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Driver and Vehicle Licensing Agency","AA/AO","15","10","[c]","[c]"
"In post","2021","16-19","Unknown","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Courts and Tribunals Service","AA/AO","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","HM Land Registry","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","HM Prison and Probation Service","AA/AO","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","145","135","20220","20140"
"In post","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","AA/AO","40","35","21540","21430"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Insolvency Service","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
