"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Social Research","South West (England)","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Wales","260","250","38200","37020"
"In post","2021","Analysis","Social Research","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Analysis","Statistics","East Midlands (England)","10","10","37900","39620"
"In post","2021","Analysis","Statistics","East of England","25","25","41850","38630"
"In post","2021","Analysis","Statistics","London","785","760","46960","42470"
"In post","2021","Analysis","Statistics","North East (England)","15","15","44960","51000"
"In post","2021","Analysis","Statistics","North West (England)","125","120","38730","38630"
"In post","2021","Analysis","Statistics","Scotland","35","30","38900","36780"
"In post","2021","Analysis","Statistics","South East (England)","185","180","40260","37020"
"In post","2021","Analysis","Statistics","South West (England)","175","165","39510","36300"
"In post","2021","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Wales","310","300","41090","37020"
"In post","2021","Analysis","Statistics","West Midlands (England)","15","10","42280","39100"
"In post","2021","Analysis","Statistics","Yorkshire and The Humber","100","95","38190","34090"
"In post","2021","Analysis","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","London","10","10","[c]","[c]"
"In post","2021","Analysis","Tax","North West (England)","5","5","[c]","[c]"
"In post","2021","Analysis","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","London","75","70","46050","41760"
"In post","2021","Analysis","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","North West (England)","10","10","42150","38630"
"In post","2021","Analysis","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","East Midlands (England)","115","110","42940","41650"
"In post","2021","Commercial","Commercial","East of England","230","225","39160","35760"
"In post","2021","Commercial","Commercial","London","700","685","47510","42470"
"In post","2021","Commercial","Commercial","North East (England)","70","70","45820","41100"
"In post","2021","Commercial","Commercial","North West (England)","465","445","38480","35760"
"In post","2021","Commercial","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Overseas","35","35","49590","43300"
"In post","2021","Commercial","Commercial","Scotland","275","270","35600","33930"
"In post","2021","Commercial","Commercial","South East (England)","425","415","38370","36390"
"In post","2021","Commercial","Commercial","South West (England)","905","870","40130","38200"
"In post","2021","Commercial","Commercial","Unknown","10","10","35360","37130"
"In post","2021","Commercial","Commercial","Wales","325","310","34880","31640"
"In post","2021","Commercial","Commercial","West Midlands (England)","210","205","39620","38000"
"In post","2021","Commercial","Commercial","Yorkshire and The Humber","315","310","40400","37100"
"In post","2021","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","East Midlands (England)","10","10","28180","25890"
"In post","2021","Commercial","Finance","London","20","20","38110","35440"
"In post","2021","Commercial","Finance","North East (England)","10","10","[c]","[c]"
"In post","2021","Commercial","Finance","North West (England)","5","5","[c]","[c]"
"In post","2021","Commercial","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","South West (England)","10","5","[c]","[c]"
"In post","2021","Commercial","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Yorkshire and The Humber","10","10","30380","26700"
"In post","2021","Commercial","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","East Midlands (England)","10","10","27180","26670"
"In post","2021","Commercial","Knowledge and Information Management","East of England","90","85","34150","33000"
"In post","2021","Commercial","Knowledge and Information Management","London","125","125","37250","32040"
"In post","2021","Commercial","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","North West (England)","45","40","28820","26670"
"In post","2021","Commercial","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Scotland","25","20","27270","26670"
"In post","2021","Commercial","Knowledge and Information Management","South East (England)","145","140","30050","28670"
"In post","2021","Commercial","Knowledge and Information Management","South West (England)","190","185","36110","33300"
"In post","2021","Commercial","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Wales","10","5","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","West Midlands (England)","30","30","33930","33300"
"In post","2021","Commercial","Knowledge and Information Management","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","London","240","240","52260","46550"
"In post","2021","Commercial","Operational Delivery","North East (England)","5","5","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","North West (England)","40","35","29370","26410"
"In post","2021","Commercial","Operational Delivery","Scotland","10","5","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","South East (England)","30","25","27530","25150"
"In post","2021","Commercial","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","West Midlands (England)","55","55","27410","22030"
"In post","2021","Commercial","Operational Delivery","Yorkshire and The Humber","15","15","35120","35560"
"In post","2021","Commercial","Other","London","10","10","63040","48820"
"In post","2021","Commercial","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other","Scotland","5","5","[c]","[c]"
"In post","2021","Commercial","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other","South West (England)","50","45","41360","40600"
"In post","2021","Commercial","Policy","London","15","15","53770","56680"
"In post","2021","Commercial","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","Commercial","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","South West (England)","60","60","47390","42780"
"In post","2021","Commercial","Property","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","East Midlands (England)","10","10","27840","27050"
"In post","2021","Commercial","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","Scotland","35","35","37900","38360"
"In post","2021","Commercial","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","South West (England)","55","55","45000","42530"
"In post","2021","Commercial","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","North West (England)","5","5","[c]","[c]"
"In post","2021","Commercial","Unknown","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Commercial","Unknown","East of England","70","65","57360","54800"
"In post","2021","Commercial","Unknown","London","755","745","75670","67770"
"In post","2021","Commercial","Unknown","North East (England)","25","25","63620","63760"
"In post","2021","Commercial","Unknown","North West (England)","215","210","59050","53460"
"In post","2021","Commercial","Unknown","Scotland","35","35","65210","62130"
"In post","2021","Commercial","Unknown","South East (England)","65","65","67440","65640"
"In post","2021","Commercial","Unknown","South West (England)","85","85","74110","64500"
"In post","2021","Commercial","Unknown","Unknown","15","15","62420","54700"
"In post","2021","Commercial","Unknown","Wales","15","15","56250","52620"
"In post","2021","Commercial","Unknown","West Midlands (England)","40","40","68910","59380"
"In post","2021","Commercial","Unknown","Yorkshire and The Humber","110","105","64390","62210"
"In post","2021","Commercial","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","East Midlands (England)","105","100","36620","34570"
"In post","2021","Communications","Communications","East of England","90","85","34140","31810"
"In post","2021","Communications","Communications","London","1790","1750","46170","42130"
"In post","2021","Communications","Communications","North East (England)","115","110","33590","31810"
"In post","2021","Communications","Communications","North West (England)","190","185","36540","33710"
"In post","2021","Communications","Communications","Northern Ireland","30","30","41190","38270"
"In post","2021","Communications","Communications","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Communications","Scotland","65","65","38380","36720"
"In post","2021","Communications","Communications","South East (England)","295","280","33380","31810"
"In post","2021","Communications","Communications","South West (England)","295","275","35380","33300"
"In post","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Wales","195","185","35150","31020"
"In post","2021","Communications","Communications","West Midlands (England)","130","125","38570","36510"
"In post","2021","Communications","Communications","Yorkshire and The Humber","120","120","41760","38180"
"In post","2021","Communications","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","South West (England)","5","5","[c]","[c]"
"In post","2021","Communications","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Communications","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","East Midlands (England)","115","110","29090","25560"
"In post","2021","Communications","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","London","80","75","46090","35290"
"In post","2021","Communications","Operational Delivery","North East (England)","630","585","27500","25560"
"In post","2021","Communications","Operational Delivery","North West (England)","215","205","29570","26520"
"In post","2021","Communications","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","Scotland","70","65","31330","31810"
"In post","2021","Communications","Operational Delivery","South East (England)","10","10","38620","36610"
"In post","2021","Communications","Operational Delivery","South West (England)","10","10","28120","25450"
"In post","2021","Communications","Operational Delivery","Wales","220","210","29800","31810"
"In post","2021","Communications","Operational Delivery","West Midlands (England)","75","70","32160","31810"
"In post","2021","Communications","Operational Delivery","Yorkshire and The Humber","95","90","29930","31810"
"In post","2021","Communications","Other","East of England","10","10","[c]","[c]"
"In post","2021","Communications","Other","London","190","185","25630","21800"
"In post","2021","Communications","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other","Scotland","5","5","[c]","[c]"
"In post","2021","Communications","Other","South East (England)","20","20","22540","20380"
"In post","2021","Communications","Other","South West (England)","20","20","37630","31970"
"In post","2021","Communications","Other","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Communications","Other","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Communications","Policy","London","10","10","[c]","[c]"
"In post","2021","Communications","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","South West (England)","20","20","44400","41220"
"In post","2021","Communications","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","Communications","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","East Midlands (England)","210","205","27410","25560"
"In post","2021","Communications","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","North East (England)","660","635","27220","25560"
"In post","2021","Communications","Tax","North West (England)","200","195","27700","25560"
"In post","2021","Communications","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","Scotland","55","45","28350","28130"
"In post","2021","Communications","Tax","Wales","525","505","27260","25560"
"In post","2021","Communications","Tax","West Midlands (England)","115","115","27970","25560"
"In post","2021","Communications","Tax","Yorkshire and The Humber","370","365","27380","25560"
"In post","2021","Communications","Unknown","East Midlands (England)","80","80","28310","25560"
"In post","2021","Communications","Unknown","London","350","345","48230","43120"
"In post","2021","Communications","Unknown","North East (England)","135","135","29240","25560"
"In post","2021","Communications","Unknown","North West (England)","100","100","29070","27570"
"In post","2021","Communications","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Scotland","20","20","36870","37530"
"In post","2021","Communications","Unknown","South West (England)","5","5","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Wales","20","20","27190","25560"
"In post","2021","Communications","Unknown","West Midlands (England)","25","25","31480","31810"
"In post","2021","Communications","Unknown","Yorkshire and The Humber","50","45","28790","25560"
"In post","2021","Counter Fraud","Counter Fraud","East Midlands (England)","20","20","34480","35570"
"In post","2021","Counter Fraud","Counter Fraud","East of England","30","30","37530","38510"
"In post","2021","Counter Fraud","Counter Fraud","London","330","325","44300","40000"
"In post","2021","Counter Fraud","Counter Fraud","North East (England)","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","North West (England)","80","75","39290","39170"
"In post","2021","Counter Fraud","Counter Fraud","Scotland","20","20","33530","31040"
"In post","2021","Counter Fraud","Counter Fraud","South East (England)","10","10","33390","36940"
"In post","2021","Counter Fraud","Counter Fraud","South West (England)","20","15","38800","39330"
"In post","2021","Counter Fraud","Counter Fraud","Wales","30","25","35910","32600"
"In post","2021","Counter Fraud","Counter Fraud","West Midlands (England)","70","70","37390","37380"
"In post","2021","Counter Fraud","Counter Fraud","Yorkshire and The Humber","55","50","37940","37910"
"In post","2021","Counter Fraud","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","East Midlands (England)","15","15","36110","31810"
"In post","2021","Counter Fraud","Intelligence Analysis","East of England","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","London","65","60","43950","39800"
"In post","2021","Counter Fraud","Intelligence Analysis","North East (England)","30","30","35720","31810"
"In post","2021","Counter Fraud","Intelligence Analysis","North West (England)","20","20","33580","31810"
"In post","2021","Counter Fraud","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Scotland","20","20","35130","31810"
"In post","2021","Counter Fraud","Intelligence Analysis","South East (England)","10","10","30820","29970"
"In post","2021","Counter Fraud","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","West Midlands (England)","10","10","32280","31810"
"In post","2021","Counter Fraud","Intelligence Analysis","Yorkshire and The Humber","15","15","33000","31810"
"In post","2021","Counter Fraud","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","10","10","39170","37550"
"In post","2021","Counter Fraud","Knowledge and Information Management","North East (England)","10","10","37490","30280"
"In post","2021","Counter Fraud","Knowledge and Information Management","North West (England)","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Legal","East Midlands (England)","175","170","31030","31810"
"In post","2021","Counter Fraud","Legal","East of England","325","300","26850","25560"
"In post","2021","Counter Fraud","Legal","London","920","895","36170","36160"
"In post","2021","Counter Fraud","Legal","North East (England)","150","150","29010","25560"
"In post","2021","Counter Fraud","Legal","North West (England)","450","435","30570","28130"
"In post","2021","Counter Fraud","Legal","Northern Ireland","155","150","28890","25910"
"In post","2021","Counter Fraud","Legal","Scotland","200","190","29450","28130"
"In post","2021","Counter Fraud","Legal","South East (England)","245","235","30640","28130"
"In post","2021","Counter Fraud","Legal","South West (England)","145","140","30000","26980"
"In post","2021","Counter Fraud","Legal","Wales","165","150","28790","26290"
"In post","2021","Counter Fraud","Legal","West Midlands (England)","175","165","29400","26540"
"In post","2021","Counter Fraud","Legal","Yorkshire and The Humber","220","210","30370","28130"
"In post","2021","Counter Fraud","Operational Delivery","East Midlands (England)","185","170","30950","28130"
"In post","2021","Counter Fraud","Operational Delivery","East of England","60","55","28030","25560"
"In post","2021","Counter Fraud","Operational Delivery","London","395","370","34840","32520"
"In post","2021","Counter Fraud","Operational Delivery","North East (England)","180","170","28990","25560"
"In post","2021","Counter Fraud","Operational Delivery","North West (England)","725","670","30290","28130"
"In post","2021","Counter Fraud","Operational Delivery","Northern Ireland","165","155","29800","28130"
"In post","2021","Counter Fraud","Operational Delivery","Scotland","335","300","28220","25560"
"In post","2021","Counter Fraud","Operational Delivery","South East (England)","80","75","28860","28130"
"In post","2021","Counter Fraud","Operational Delivery","South West (England)","85","75","28810","28130"
"In post","2021","Counter Fraud","Operational Delivery","Wales","80","75","28190","25560"
"In post","2021","Counter Fraud","Operational Delivery","West Midlands (England)","280","260","28330","25560"
"In post","2021","Counter Fraud","Operational Delivery","Yorkshire and The Humber","315","285","29590","25560"
"In post","2021","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","London","80","70","40070","36160"
