"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","East of England","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East of England","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East of England","Southend-on-Sea","Female","10","10","[c]","[c]"
"In post","2021","Analysis","East of England","Southend-on-Sea","Male","10","10","[c]","[c]"
"In post","2021","Analysis","East of England","Suffolk","Female","155","140","31480","29270"
"In post","2021","Analysis","East of England","Suffolk","Male","200","190","36560","35900"
"In post","2021","Analysis","London","Camden and City of London","Female","80","70","67370","65470"
"In post","2021","Analysis","London","Camden and City of London","Male","150","145","67770","58350"
"In post","2021","Analysis","London","Croydon","Female","15","15","[c]","[c]"
"In post","2021","Analysis","London","Croydon","Male","20","20","[c]","[c]"
"In post","2021","Analysis","London","Hackney and Newham","Female","5","5","[c]","[c]"
"In post","2021","Analysis","London","Hackney and Newham","Male","5","5","[c]","[c]"
"In post","2021","Analysis","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","London","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","London","Tower Hamlets","Female","295","275","49920","45740"
"In post","2021","Analysis","London","Tower Hamlets","Male","385","380","51440","46940"
"In post","2021","Analysis","London","Westminster","Female","1090","1045","46620","42980"
"In post","2021","Analysis","London","Westminster","Male","1390","1375","46800","42980"
"In post","2021","Analysis","London","Westminster","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","North East (England)","Darlington","Female","15","15","[c]","[c]"
"In post","2021","Analysis","North East (England)","Darlington","Male","15","15","[c]","[c]"
"In post","2021","Analysis","North East (England)","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Tyneside","Female","15","15","[c]","[c]"
"In post","2021","Analysis","North East (England)","Tyneside","Male","15","15","[c]","[c]"
"In post","2021","Analysis","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Cumbria","Male","10","10","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Liverpool","Female","40","35","40380","38630"
"In post","2021","Analysis","North West (England)","Liverpool","Male","35","35","39440","38630"
"In post","2021","Analysis","North West (England)","Manchester","Female","95","90","38260","33190"
"In post","2021","Analysis","North West (England)","Manchester","Male","125","125","38140","36640"
"In post","2021","Analysis","North West (England)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Sefton","Female","20","15","[c]","[c]"
"In post","2021","Analysis","North West (England)","Sefton","Male","20","15","[c]","[c]"
"In post","2021","Analysis","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","City of Edinburgh","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Scotland","City of Edinburgh","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Scotland","Glasgow City","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Scotland","Glasgow City","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Berkshire","Female","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Berkshire","Male","15","15","[c]","[c]"
"In post","2021","Analysis","South East (England)","Buckinghamshire CC","Female","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Buckinghamshire CC","Male","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Central Hampshire","Female","90","85","38040","37320"
"In post","2021","Analysis","South East (England)","Central Hampshire","Male","260","255","41740","41150"
"In post","2021","Analysis","South East (England)","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Portsmouth","Female","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Portsmouth","Male","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","South Hampshire","Female","255","235","37190","37020"
"In post","2021","Analysis","South East (England)","South Hampshire","Male","190","185","37700","34460"
"In post","2021","Analysis","South East (England)","South Hampshire","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Surrey","Female","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","30","25","42620","43000"
"In post","2021","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","25","25","[c]","[c]"
"In post","2021","Analysis","South West (England)","Bristol, City of","Female","75","70","38750","33520"
"In post","2021","Analysis","South West (England)","Bristol, City of","Male","75","75","39900","39250"
"In post","2021","Analysis","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2021","Analysis","South West (England)","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Dorset CC","Female","55","50","30320","29270"
"In post","2021","Analysis","South West (England)","Dorset CC","Male","65","60","35290","29990"
"In post","2021","Analysis","South West (England)","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Plymouth","Male","5","5","[c]","[c]"
"In post","2021","Analysis","South West (England)","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Wiltshire","Female","50","50","37140","37320"
"In post","2021","Analysis","South West (England)","Wiltshire","Male","60","60","38160","37320"
"In post","2021","Analysis","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Cardiff and Vale of Glamorgan","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Wales","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Flintshire and Wrexham","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Wales","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","Female","540","500","35080","32630"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","Male","485","475","37950","36030"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Wales","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Swansea","Male","25","25","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Birmingham","Female","20","20","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Birmingham","Male","20","20","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Coventry","Male","10","10","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Worcestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Worcestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Leeds","Female","75","70","39870","38280"
"In post","2021","Analysis","Yorkshire and The Humber","Leeds","Male","65","65","43500","48350"
"In post","2021","Analysis","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Sheffield","Female","60","55","42340","42220"
"In post","2021","Analysis","Yorkshire and The Humber","Sheffield","Male","65","60","45660","45620"
"In post","2021","Analysis","Yorkshire and The Humber","Wakefield","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","York","Female","35","30","37110","31610"
"In post","2021","Analysis","Yorkshire and The Humber","York","Male","30","30","38700","32050"
"In post","2021","Commercial","East Midlands (England)","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicester","Female","10","10","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicester","Male","10","10","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Female","10","10","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Male","10","10","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Lincolnshire","Male","15","15","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","North Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Nottingham","Female","35","30","37980","38530"
"In post","2021","Commercial","East Midlands (England)","Nottingham","Male","25","25","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South and West Derbyshire","Female","10","5","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South and West Derbyshire","Male","15","15","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Cambridgeshire CC","Female","75","70","35530","33300"
"In post","2021","Commercial","East of England","Cambridgeshire CC","Male","50","50","40230","40080"
"In post","2021","Commercial","East of England","Central Bedfordshire","Female","5","5","[c]","[c]"
"In post","2021","Commercial","East of England","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Hertfordshire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","East of England","Hertfordshire","Male","15","15","[c]","[c]"
"In post","2021","Commercial","East of England","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Norwich and East Norfolk","Female","75","70","42280","38440"
"In post","2021","Commercial","East of England","Norwich and East Norfolk","Male","75","75","43940","37300"
"In post","2021","Commercial","East of England","Peterborough","Female","30","30","39940","36970"
"In post","2021","Commercial","East of England","Peterborough","Male","10","10","[c]","[c]"
"In post","2021","Commercial","East of England","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Suffolk","Female","15","15","[c]","[c]"
"In post","2021","Commercial","East of England","Suffolk","Male","10","10","[c]","[c]"
"In post","2021","Commercial","London","Barnet","Female","5","5","[c]","[c]"
"In post","2021","Commercial","London","Barnet","Male","10","10","[c]","[c]"
"In post","2021","Commercial","London","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Bexley and Greenwich","Male","5","5","[c]","[c]"
"In post","2021","Commercial","London","Camden and City of London","Female","5","5","[c]","[c]"
"In post","2021","Commercial","London","Camden and City of London","Male","5","5","[c]","[c]"
"In post","2021","Commercial","London","Croydon","Female","75","70","46880","45070"
"In post","2021","Commercial","London","Croydon","Male","50","50","50860","53880"
"In post","2021","Commercial","London","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Harrow and Hillingdon","Male","10","10","[c]","[c]"
"In post","2021","Commercial","London","Hounslow and Richmond upon Thames","Female","25","25","[c]","[c]"
"In post","2021","Commercial","London","Hounslow and Richmond upon Thames","Male","30","30","[c]","[c]"
"In post","2021","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Lambeth","Female","5","5","[c]","[c]"
"In post","2021","Commercial","London","Lambeth","Male","10","10","[c]","[c]"
"In post","2021","Commercial","London","Lewisham and Southwark","Female","5","5","[c]","[c]"
"In post","2021","Commercial","London","Lewisham and Southwark","Male","5","5","[c]","[c]"
"In post","2021","Commercial","London","Tower Hamlets","Female","95","90","48330","51150"
"In post","2021","Commercial","London","Tower Hamlets","Male","75","75","50790","45030"
"In post","2021","Commercial","London","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Westminster","Female","660","645","56870","53360"
"In post","2021","Commercial","London","Westminster","Male","780","775","66230","59730"
"In post","2021","Commercial","North East (England)","Darlington","Female","15","15","[c]","[c]"
"In post","2021","Commercial","North East (England)","Darlington","Male","15","15","[c]","[c]"
"In post","2021","Commercial","North East (England)","Durham CC","Female","10","10","[c]","[c]"
"In post","2021","Commercial","North East (England)","Durham CC","Male","5","5","[c]","[c]"
"In post","2021","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","Male","5","5","[c]","[c]"
"In post","2021","Commercial","North East (England)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Tyneside","Female","25","25","[c]","[c]"
"In post","2021","Commercial","North East (England)","Tyneside","Male","25","25","[c]","[c]"
"In post","2021","Commercial","North West (England)","Blackpool","Female","20","20","[c]","[c]"
"In post","2021","Commercial","North West (England)","Blackpool","Male","15","15","[c]","[c]"
"In post","2021","Commercial","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Chorley and West Lancashire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","North West (England)","Chorley and West Lancashire","Male","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Merseyside","Female","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester South East","Female","15","15","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester South East","Male","15","15","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester South West","Female","70","65","44480","38630"
"In post","2021","Commercial","North West (England)","Greater Manchester South West","Male","85","85","44880","38630"
"In post","2021","Commercial","North West (England)","Lancaster and Wyre","Female","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Liverpool","Female","145","140","39480","34800"
"In post","2021","Commercial","North West (England)","Liverpool","Male","130","125","44530","38480"
"In post","2021","Commercial","North West (England)","Manchester","Female","85","80","44320","39850"
"In post","2021","Commercial","North West (England)","Manchester","Male","65","65","45480","38000"
"In post","2021","Commercial","North West (England)","Mid Lancashire","Female","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Sefton","Female","20","15","[c]","[c]"
"In post","2021","Commercial","North West (England)","Sefton","Male","20","20","[c]","[c]"
"In post","2021","Commercial","North West (England)","Warrington","Female","15","15","[c]","[c]"
"In post","2021","Commercial","North West (England)","Warrington","Male","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","West Cumbria","Female","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","West Cumbria","Male","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","Wirral","Female","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","Male","35","35","50400","43860"
"In post","2021","Commercial","Scotland","Aberdeen City and Aberdeenshire","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","City of Edinburgh","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Scotland","City of Edinburgh","Male","35","30","38130","34190"
"In post","2021","Commercial","Scotland","Clackmannanshire and Fife","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","Clackmannanshire and Fife","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Glasgow City","Female","60","55","37260","33300"
"In post","2021","Commercial","Scotland","Glasgow City","Male","95","95","38460","34800"
"In post","2021","Commercial","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Perth and Kinross and Stirling","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","Perth and Kinross and Stirling","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","South Lanarkshire","Female","60","55","46170","43320"
