"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Finance","Project Delivery","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Tax","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Operational Delivery","155","140","25560","21050"
"In post","2021","Declared disabled","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Human Resources","860","810","39540","35000"
"In post","2021","Declared disabled","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Delivery","105","95","28660","25560"
"In post","2021","Declared disabled","Human Resources","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Other","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Policy","15","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Tax","30","30","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","205","190","40020","35790"
"In post","2021","Declared disabled","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Internal Audit","90","85","44070","40020"
"In post","2021","Declared disabled","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Legal","730","675","53950","54580"
"In post","2021","Declared disabled","Legal","Operational Delivery","420","380","28170","25720"
"In post","2021","Declared disabled","Legal","Other","30","30","29770","27580"
"In post","2021","Declared disabled","Legal","Policy","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Tax","40","35","36490","31810"
"In post","2021","Declared disabled","Legal","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Commercial","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Communications","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Digital, Data and Technology","20","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Economics","25","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Finance","35","35","36630","35730"
"In post","2021","Declared disabled","No function","Human Resources","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Inspector of Education and Training","65","60","62000","64500"
"In post","2021","Declared disabled","No function","Intelligence Analysis","55","55","30910","28120"
"In post","2021","Declared disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","International Trade","105","105","46130","40840"
"In post","2021","Declared disabled","No function","Knowledge and Information Management","85","80","35100","32720"
"In post","2021","Declared disabled","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Medicine","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Delivery","13030","11840","27950","25560"
"In post","2021","Declared disabled","No function","Operational Research","40","35","40660","37800"
"In post","2021","Declared disabled","No function","Other","125","120","35320","31040"
"In post","2021","Declared disabled","No function","Planning","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning Inspectors","15","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","1780","1735","44200","39260"
"In post","2021","Declared disabled","No function","Project Delivery","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","110","110","32720","29750"
"In post","2021","Declared disabled","No function","Science and Engineering","550","525","36560","35600"
"In post","2021","Declared disabled","No function","Security","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Tax","960","885","35580","31940"
"In post","2021","Declared disabled","No function","Unknown","385","375","38670","33250"
"In post","2021","Declared disabled","No function","Veterinarian","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","80","80","40570","35720"
"In post","2021","Declared disabled","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","55","50","37760","36640"
"In post","2021","Declared disabled","Project Delivery","Economics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","30","30","41240","41350"
"In post","2021","Declared disabled","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","25","25","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","190","175","34680","30990"
"In post","2021","Declared disabled","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","325","310","31860","28020"
"In post","2021","Declared disabled","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","225","210","49600","52430"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","1290","1240","39840","37430"
"In post","2021","Declared disabled","Project Delivery","Property","30","30","40130","32490"
"In post","2021","Declared disabled","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","320","310","38070","37310"
"In post","2021","Declared disabled","Project Delivery","Security","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Tax","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","45","45","47110","37620"
"In post","2021","Declared disabled","Property","Commercial","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Operational Delivery","115","105","28480","21100"
"In post","2021","Declared disabled","Property","Other","30","25","[c]","[c]"
"In post","2021","Declared disabled","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Property","Property","520","490","34990","33300"
"In post","2021","Declared disabled","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","45","40","42800","35330"
"In post","2021","Declared disabled","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Intelligence Analysis","20","20","[c]","[c]"
"In post","2021","Declared disabled","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Security","540","530","31330","27750"
"In post","2021","Declared disabled","Security","Unknown","85","85","33190","33300"
"In post","2021","Declared disabled","Unknown","Commercial","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","25","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data and Technology","90","90","50000","46280"
"In post","2021","Declared disabled","Unknown","Economics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","45","45","42200","37410"
"In post","2021","Declared disabled","Unknown","Human Resources","95","90","43670","37410"
"In post","2021","Declared disabled","Unknown","Intelligence Analysis","205","195","32340","30560"
"In post","2021","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Knowledge and Information Management","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Medicine","100","90","49520","38890"
"In post","2021","Declared disabled","Unknown","Operational Delivery","2375","2150","28020","25630"
"In post","2021","Declared disabled","Unknown","Operational Research","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Other","1250","1185","26000","22080"
"In post","2021","Declared disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Policy","395","385","45900","41960"
"In post","2021","Declared disabled","Unknown","Project Delivery","130","125","43960","41350"
"In post","2021","Declared disabled","Unknown","Property","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Science and Engineering","170","165","35890","33300"
"In post","2021","Declared disabled","Unknown","Security","35","30","36150","30830"
"In post","2021","Declared disabled","Unknown","Social Research","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Statistics","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","16485","14570","27850","27570"
"In post","2021","Declared disabled","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Commercial","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Digital, Data and Technology","180","175","42350","42220"
"In post","2021","Declared non-disabled","Analysis","Economics","830","810","49140","49100"
"In post","2021","Declared non-disabled","Analysis","Finance","35","35","44410","39210"
"In post","2021","Declared non-disabled","Analysis","Human Resources","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Intelligence Analysis","95","90","49540","49760"
"In post","2021","Declared non-disabled","Analysis","Knowledge and Information Management","35","30","36490","31050"
"In post","2021","Declared non-disabled","Analysis","Operational Delivery","365","340","32780","30130"
"In post","2021","Declared non-disabled","Analysis","Operational Research","435","415","44580","42280"
"In post","2021","Declared non-disabled","Analysis","Other","160","150","68060","60510"
"In post","2021","Declared non-disabled","Analysis","Policy","230","215","48500","46170"
"In post","2021","Declared non-disabled","Analysis","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Science and Engineering","415","400","34810","30220"
"In post","2021","Declared non-disabled","Analysis","Social Research","495","470","44400","40720"
"In post","2021","Declared non-disabled","Analysis","Statistics","1170","1130","44450","40580"
"In post","2021","Declared non-disabled","Analysis","Tax","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","60","60","45410","41850"
"In post","2021","Declared non-disabled","Commercial","Commercial","2595","2510","41210","38200"
"In post","2021","Declared non-disabled","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Finance","55","50","34410","31070"
"In post","2021","Declared non-disabled","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Knowledge and Information Management","445","435","32500","29200"
"In post","2021","Declared non-disabled","Commercial","Operational Delivery","330","320","44840","39880"
"In post","2021","Declared non-disabled","Commercial","Other","45","45","43720","40680"
"In post","2021","Declared non-disabled","Commercial","Policy","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Project Delivery","55","50","46850","43640"
"In post","2021","Declared non-disabled","Commercial","Property","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Science and Engineering","85","85","40270","40310"
"In post","2021","Declared non-disabled","Commercial","Tax","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","340","335","73910","64500"
"In post","2021","Declared non-disabled","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Communications","2125","2050","41490","38180"
"In post","2021","Declared non-disabled","Communications","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Operational Delivery","980","925","30820","28130"
"In post","2021","Declared non-disabled","Communications","Other","165","165","27020","22100"
"In post","2021","Declared non-disabled","Communications","Policy","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Project Delivery","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Tax","990","955","27760","25560"
"In post","2021","Declared non-disabled","Communications","Unknown","415","410","39500","34550"
"In post","2021","Declared non-disabled","Counter Fraud","Counter Fraud","430","415","41340","39490"
"In post","2021","Declared non-disabled","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Intelligence Analysis","125","115","39760","36160"
"In post","2021","Declared non-disabled","Counter Fraud","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Legal","1980","1900","31460","29570"
"In post","2021","Declared non-disabled","Counter Fraud","Operational Delivery","1790","1650","30920","29570"
"In post","2021","Declared non-disabled","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Other","205","190","40390","35000"
"In post","2021","Declared non-disabled","Counter Fraud","Policy","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Tax","1220","1145","39870","36160"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","140","135","40930","36160"
"In post","2021","Declared non-disabled","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Operational Delivery","1980","1740","24550","21440"
"In post","2021","Declared non-disabled","Debt","Tax","290","280","21120","20140"
"In post","2021","Declared non-disabled","Debt","Unknown","40","35","25990","20140"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Communications","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","6540","6345","41580","38630"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Human Resources","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","100","95","37110","35230"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Delivery","300","290","35130","31810"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Research","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Other","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Project Delivery","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Science and Engineering","510","475","42950","40040"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Security","30","30","39410","38330"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Tax","45","45","35840","31870"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","900","885","50650","54700"
"In post","2021","Declared non-disabled","Finance","Commercial","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Corporate Finance","100","100","45950","45740"
"In post","2021","Declared non-disabled","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Economics","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Finance","5185","4930","40630","36820"
"In post","2021","Declared non-disabled","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Internal Audit","[c]","[c]","[c]","[c]"
