"Status","Year","Ethnicity","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Devon","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Devon","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Devon","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Female","Heterosexual / straight","170","140","24630","21430"
"In post","2021","Asian","East Anglia","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Asian","East Anglia","Female","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","East Anglia","Male","Heterosexual / straight","145","135","28950","25380"
"In post","2021","Asian","East Anglia","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","East Anglia","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Female","Heterosexual / straight","140","130","30580","26950"
"In post","2021","Asian","East Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","East Wales","Male","Heterosexual / straight","145","145","31390","25560"
"In post","2021","Asian","East Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Female","Heterosexual / straight","95","90","31900","27570"
"In post","2021","Asian","Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Male","Heterosexual / straight","65","65","33680","29840"
"In post","2021","Asian","Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Female","Heterosexual / straight","95","90","31760","29290"
"In post","2021","Asian","Essex","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","Asian","Essex","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","Essex","Male","Heterosexual / straight","80","80","37090","29290"
"In post","2021","Asian","Essex","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Essex","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","260","240","33680","29270"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","30","25","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","330","325","35500","32730"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Female","Heterosexual / straight","525","480","28190","25860"
"In post","2021","Asian","Greater Manchester","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Female","Undeclared","35","30","23120","21010"
"In post","2021","Asian","Greater Manchester","Female","Unknown","70","55","26540","25560"
"In post","2021","Asian","Greater Manchester","Male","Heterosexual / straight","610","600","30130","27570"
"In post","2021","Asian","Greater Manchester","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Male","Unknown","65","65","29310","27570"
"In post","2021","Asian","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Female","Heterosexual / straight","135","120","28050","26670"
"In post","2021","Asian","Hampshire and Isle of Wight","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Male","Heterosexual / straight","125","115","33430","28670"
"In post","2021","Asian","Hampshire and Isle of Wight","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Male","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","80","70","26410","26930"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","75","70","27600","25400"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Female","Heterosexual / straight","1070","985","36420","31810"
"In post","2021","Asian","Inner London - East","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Asian","Inner London - East","Female","Undeclared","90","80","34800","31720"
"In post","2021","Asian","Inner London - East","Female","Unknown","265","225","34860","31060"
"In post","2021","Asian","Inner London - East","Male","Heterosexual / straight","845","825","38070","32110"
"In post","2021","Asian","Inner London - East","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Asian","Inner London - East","Male","Undeclared","50","50","40230","32210"
"In post","2021","Asian","Inner London - East","Male","Unknown","155","150","40610","33090"
"In post","2021","Asian","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Female","Heterosexual / straight","3065","2935","41090","36240"
"In post","2021","Asian","Inner London - West","Female","LGBO","65","65","41660","34770"
"In post","2021","Asian","Inner London - West","Female","Undeclared","180","165","38790","35050"
"In post","2021","Asian","Inner London - West","Female","Unknown","245","220","39570","35290"
"In post","2021","Asian","Inner London - West","Male","Heterosexual / straight","2080","2055","41830","36610"
"In post","2021","Asian","Inner London - West","Male","LGBO","100","95","43320","38350"
"In post","2021","Asian","Inner London - West","Male","Undeclared","105","105","39960","35060"
"In post","2021","Asian","Inner London - West","Male","Unknown","160","155","44080","37870"
"In post","2021","Asian","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Female","Heterosexual / straight","70","65","28880","29290"
"In post","2021","Asian","Kent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Kent","Male","Heterosexual / straight","60","60","28920","29290"
"In post","2021","Asian","Kent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Female","Heterosexual / straight","305","250","24760","21010"
"In post","2021","Asian","Lancashire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Lancashire","Female","Unknown","75","60","23410","21010"
"In post","2021","Asian","Lancashire","Male","Heterosexual / straight","450","425","25360","21440"
"In post","2021","Asian","Lancashire","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Lancashire","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Asian","Lancashire","Male","Unknown","80","75","24430","21230"
"In post","2021","Asian","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","425","365","25140","21440"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Female","LGBO","10","5","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","40","35","24500","21480"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Female","Unknown","100","80","24550","22800"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","360","345","25550","23030"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","25","20","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Male","Unknown","65","60","25260","21440"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Female","Heterosexual / straight","55","50","31240","25040"
"In post","2021","Asian","Merseyside","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Merseyside","Female","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Merseyside","Male","Heterosexual / straight","75","75","35170","27570"
"In post","2021","Asian","Merseyside","Male","LGBO","[c]","[c]","[c]","[c]"
