"Status","Year","Disability","Ethnicity","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Other ethnicity","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","London","AO","65","60","25470","25110"
"In post","2021","Declared disabled","Undeclared","London","EO","140","130","30110","30710"
"In post","2021","Declared disabled","Undeclared","London","G6","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","London","G7","55","55","57150","56680"
"In post","2021","Declared disabled","Undeclared","London","HEO","55","55","36440","36340"
"In post","2021","Declared disabled","Undeclared","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","London","SEO","40","40","42510","42080"
"In post","2021","Declared disabled","Undeclared","London","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Outside London","AA","45","40","18940","18980"
"In post","2021","Declared disabled","Undeclared","Outside London","AO","485","430","22150","21010"
"In post","2021","Declared disabled","Undeclared","Outside London","EO","540","485","27750","27570"
"In post","2021","Declared disabled","Undeclared","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Outside London","G7","75","70","53930","52580"
"In post","2021","Declared disabled","Undeclared","Outside London","HEO","220","210","33360","33180"
"In post","2021","Declared disabled","Undeclared","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Outside London","SEO","145","135","41670","40590"
"In post","2021","Declared disabled","Undeclared","Outside London","Unknown","85","80","34070","33360"
"In post","2021","Declared disabled","Undeclared","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","London","AO","35","35","24930","24900"
"In post","2021","Declared disabled","Unknown","London","EO","65","60","30350","30470"
"In post","2021","Declared disabled","Unknown","London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","London","G7","40","40","56520","57310"
"In post","2021","Declared disabled","Unknown","London","HEO","50","50","35730","35760"
"In post","2021","Declared disabled","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","London","SEO","35","35","43360","41800"
"In post","2021","Declared disabled","Unknown","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Outside London","AA","50","40","19870","20070"
"In post","2021","Declared disabled","Unknown","Outside London","AO","335","280","22280","21140"
"In post","2021","Declared disabled","Unknown","Outside London","EO","320","290","28960","27570"
"In post","2021","Declared disabled","Unknown","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Outside London","G7","40","35","54800","52580"
"In post","2021","Declared disabled","Unknown","Outside London","HEO","135","125","33690","33290"
"In post","2021","Declared disabled","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Outside London","SEO","70","65","42570","40580"
"In post","2021","Declared disabled","Unknown","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","London","AA","100","90","21690","21800"
"In post","2021","Declared disabled","White","London","AO","565","525","25940","25110"
"In post","2021","Declared disabled","White","London","EO","1115","1045","30110","30270"
"In post","2021","Declared disabled","White","London","G6","470","450","68530","67910"
"In post","2021","Declared disabled","White","London","G7","1040","1005","57020","56340"
"In post","2021","Declared disabled","White","London","HEO","1045","1020","35440","35230"
"In post","2021","Declared disabled","White","London","SCS level","240","235","89810","80260"
"In post","2021","Declared disabled","White","London","SEO","760","730","43410","42280"
"In post","2021","Declared disabled","White","London","Unknown","115","110","34550","34100"
"In post","2021","Declared disabled","White","Outside London","AA","1700","1505","19640","19560"
"In post","2021","Declared disabled","White","Outside London","AO","10490","9135","22010","21010"
"In post","2021","Declared disabled","White","Outside London","EO","11230","10100","27300","27570"
"In post","2021","Declared disabled","White","Outside London","G6","475","455","67570","65370"
"In post","2021","Declared disabled","White","Outside London","G7","1745","1670","53820","52580"
"In post","2021","Declared disabled","White","Outside London","HEO","4775","4495","32810","32170"
"In post","2021","Declared disabled","White","Outside London","SCS level","115","115","88010","82320"
"In post","2021","Declared disabled","White","Outside London","SEO","2950","2810","41040","39980"
"In post","2021","Declared disabled","White","Outside London","Unknown","1815","1685","30770","30210"
"In post","2021","Declared disabled","White","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Overseas","G6","25","25","[c]","[c]"
"In post","2021","Declared disabled","White","Overseas","G7","50","50","55420","54470"
"In post","2021","Declared disabled","White","Overseas","HEO","55","55","34590","34330"
"In post","2021","Declared disabled","White","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Overseas","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","White","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","EO","65","60","27590","27570"
"In post","2021","Declared disabled","White","Unknown","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","London","AA","230","205","22100","22210"
"In post","2021","Declared non-disabled","Asian","London","AO","1710","1525","25040","25110"
"In post","2021","Declared non-disabled","Asian","London","EO","3625","3375","29790","29870"
"In post","2021","Declared non-disabled","Asian","London","G6","350","335","69350","67740"
"In post","2021","Declared non-disabled","Asian","London","G7","1280","1245","56820","56340"
"In post","2021","Declared non-disabled","Asian","London","HEO","2005","1950","35380","35200"
"In post","2021","Declared non-disabled","Asian","London","SCS level","165","160","89840","80850"
"In post","2021","Declared non-disabled","Asian","London","SEO","1215","1190","42600","41970"
"In post","2021","Declared non-disabled","Asian","London","Unknown","90","90","32470","32090"
"In post","2021","Declared non-disabled","Asian","Outside London","AA","275","250","19530","19560"
"In post","2021","Declared non-disabled","Asian","Outside London","AO","4095","3585","21140","21010"
"In post","2021","Declared non-disabled","Asian","Outside London","EO","4145","3880","26800","27570"
"In post","2021","Declared non-disabled","Asian","Outside London","G6","100","100","68440","66230"
"In post","2021","Declared non-disabled","Asian","Outside London","G7","545","530","54450","52580"
"In post","2021","Declared non-disabled","Asian","Outside London","HEO","1580","1520","32150","31810"
"In post","2021","Declared non-disabled","Asian","Outside London","SCS level","60","55","90880","90330"
"In post","2021","Declared non-disabled","Asian","Outside London","SEO","910","885","40930","38650"
"In post","2021","Declared non-disabled","Asian","Outside London","Unknown","365","335","29170","28200"
"In post","2021","Declared non-disabled","Asian","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","HEO","35","35","35000","33930"
"In post","2021","Declared non-disabled","Asian","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","Unknown","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","AO","55","45","23740","25110"
"In post","2021","Declared non-disabled","Asian","Unknown","EO","50","45","28970","27570"
"In post","2021","Declared non-disabled","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","London","AA","215","205","22800","22650"
"In post","2021","Declared non-disabled","Black","London","AO","1500","1410","26000","25110"
"In post","2021","Declared non-disabled","Black","London","EO","2760","2655","30130","30910"
"In post","2021","Declared non-disabled","Black","London","G6","125","125","69690","68940"
"In post","2021","Declared non-disabled","Black","London","G7","630","625","56840","55860"
"In post","2021","Declared non-disabled","Black","London","HEO","1295","1275","35290","35070"
"In post","2021","Declared non-disabled","Black","London","SCS level","50","50","87630","79530"
"In post","2021","Declared non-disabled","Black","London","SEO","770","760","42860","41970"
"In post","2021","Declared non-disabled","Black","London","Unknown","335","330","32340","28840"
"In post","2021","Declared non-disabled","Black","Outside London","AA","155","145","20340","20600"
"In post","2021","Declared non-disabled","Black","Outside London","AO","1240","1140","22380","21010"
"In post","2021","Declared non-disabled","Black","Outside London","EO","1470","1405","27260","27570"
"In post","2021","Declared non-disabled","Black","Outside London","G6","25","25","[c]","[c]"
