"Status","Year","Disability","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","AA","Male","950","885","20820","20600"
"In post","2021","Undeclared","AO","Female","3690","3175","23160","21440"
"In post","2021","Undeclared","AO","Male","4225","3945","26920","26300"
"In post","2021","Undeclared","EO","Female","3440","3145","27820","27570"
"In post","2021","Undeclared","EO","Male","3760","3610","28960","27570"
"In post","2021","Undeclared","G6","Female","330","310","67820","66260"
"In post","2021","Undeclared","G6","Male","475","465","69050","68160"
"In post","2021","Undeclared","G7","Female","960","920","54830","53940"
"In post","2021","Undeclared","G7","Male","1390","1365","55470","54540"
"In post","2021","Undeclared","HEO","Female","2040","1930","33330","33000"
"In post","2021","Undeclared","HEO","Male","2580","2515","34280","33390"
"In post","2021","Undeclared","SCS level","Female","125","115","85140","80900"
"In post","2021","Undeclared","SCS level","Male","165","165","92240","83180"
"In post","2021","Undeclared","SEO","Female","1385","1315","41820","40580"
"In post","2021","Undeclared","SEO","Male","1790","1755","43060","41760"
"In post","2021","Undeclared","Unknown","Female","415","380","31120","30210"
"In post","2021","Undeclared","Unknown","Male","300","290","35820","34120"
"In post","2021","Unknown","AA","Female","2000","1730","20060","20070"
"In post","2021","Unknown","AA","Male","2160","2050","20080","20070"
"In post","2021","Unknown","AO","Female","12105","10800","21900","21430"
"In post","2021","Unknown","AO","Male","10735","10385","23460","21440"
"In post","2021","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Female","9240","8680","27730","27510"
"In post","2021","Unknown","EO","Male","9340","9100","28380","27570"
"In post","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6","Female","1440","1370","68820","66760"
"In post","2021","Unknown","G6","Male","1600","1560","70140","68210"
"In post","2021","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G7","Female","4075","3870","54500","53420"
"In post","2021","Unknown","G7","Male","4330","4265","55010","53720"
"In post","2021","Unknown","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","HEO","Female","7385","7085","33050","32030"
"In post","2021","Unknown","HEO","Male","7500","7360","33960","32790"
"In post","2021","Unknown","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","SCS level","Female","730","695","91630","81760"
"In post","2021","Unknown","SCS level","Male","805","795","94100","83840"
"In post","2021","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO","Female","3965","3775","40980","40500"
"In post","2021","Unknown","SEO","Male","4360","4265","41680","40600"
"In post","2021","Unknown","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","800","740","27890","23840"
"In post","2021","Unknown","Unknown","Male","2075","2060","37310","33950"
"Leaver CS","2021","Declared disabled","AA","Female","115","[c]","18490","18060"
"Leaver CS","2021","Declared disabled","AA","Male","105","[c]","18930","18800"
"Leaver CS","2021","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AO","Female","620","[c]","21170","21010"
"Leaver CS","2021","Declared disabled","AO","Male","425","[c]","22590","21010"
"Leaver CS","2021","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Female","450","[c]","27320","27570"
"Leaver CS","2021","Declared disabled","EO","Male","350","[c]","28110","27570"
"Leaver CS","2021","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G7","Female","65","[c]","57610","55390"
"Leaver CS","2021","Declared disabled","G7","Male","70","[c]","55720","55610"
"Leaver CS","2021","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HEO","Female","175","[c]","33200","33300"
"Leaver CS","2021","Declared disabled","HEO","Male","155","[c]","33650","33200"
"Leaver CS","2021","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO","Female","95","[c]","40950","40660"
"Leaver CS","2021","Declared disabled","SEO","Male","110","[c]","42090","40960"
"Leaver CS","2021","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","110","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA","Female","455","[c]","18730","18060"
"Leaver CS","2021","Declared non-disabled","AA","Male","530","[c]","18890","18780"
"Leaver CS","2021","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AO","Female","3260","[c]","21350","21010"
"Leaver CS","2021","Declared non-disabled","AO","Male","2270","[c]","22360","21010"
"Leaver CS","2021","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Female","1960","[c]","27120","27570"
"Leaver CS","2021","Declared non-disabled","EO","Male","1540","[c]","27550","27570"
"Leaver CS","2021","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6","Female","195","[c]","71750","70520"
"Leaver CS","2021","Declared non-disabled","G6","Male","250","[c]","71620","70390"
"Leaver CS","2021","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G7","Female","470","[c]","55670","54540"
"Leaver CS","2021","Declared non-disabled","G7","Male","605","[c]","57120","56240"
"Leaver CS","2021","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HEO","Female","910","[c]","33120","33230"
"Leaver CS","2021","Declared non-disabled","HEO","Male","975","[c]","33920","33630"
"Leaver CS","2021","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Female","115","[c]","94490","88600"
"Leaver CS","2021","Declared non-disabled","SCS level","Male","170","[c]","103210","96940"
"Leaver CS","2021","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO","Female","630","[c]","41610","40750"
"Leaver CS","2021","Declared non-disabled","SEO","Male","705","[c]","42870","41870"
"Leaver CS","2021","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","305","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","160","[c]","39830","36500"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA","Male","85","[c]","18580","18800"
"Leaver CS","2021","Undeclared","AO","Female","320","[c]","21000","21010"
"Leaver CS","2021","Undeclared","AO","Male","335","[c]","24430","21580"
"Leaver CS","2021","Undeclared","EO","Female","165","[c]","27180","27180"
"Leaver CS","2021","Undeclared","EO","Male","180","[c]","28260","27570"
"Leaver CS","2021","Undeclared","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G7","Female","45","[c]","56290","55660"
"Leaver CS","2021","Undeclared","G7","Male","55","[c]","54250","53740"
"Leaver CS","2021","Undeclared","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HEO","Female","110","[c]","32250","33300"
"Leaver CS","2021","Undeclared","HEO","Male","130","[c]","33410","33250"
"Leaver CS","2021","Undeclared","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO","Female","65","[c]","41250","41100"
"Leaver CS","2021","Undeclared","SEO","Male","100","[c]","42720","42170"
"Leaver CS","2021","Undeclared","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","Female","290","[c]","19130","18900"
"Leaver CS","2021","Unknown","AA","Male","315","[c]","19380","19560"
"Leaver CS","2021","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","Female","1510","[c]","21220","21010"
"Leaver CS","2021","Unknown","AO","Male","1200","[c]","22110","21010"
"Leaver CS","2021","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","765","[c]","27020","27570"
"Leaver CS","2021","Unknown","EO","Male","745","[c]","27680","27570"
"Leaver CS","2021","Unknown","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Female","90","[c]","71810","70430"
"Leaver CS","2021","Unknown","G6","Male","95","[c]","71310","70450"
"Leaver CS","2021","Unknown","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Female","200","[c]","55130","55000"
"Leaver CS","2021","Unknown","G7","Male","245","[c]","55420","55000"
"Leaver CS","2021","Unknown","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Female","420","[c]","33130","32620"
"Leaver CS","2021","Unknown","HEO","Male","430","[c]","34050","33180"
"Leaver CS","2021","Unknown","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","55","[c]","92930","85080"
"Leaver CS","2021","Unknown","SCS level","Male","70","[c]","102090","96270"
"Leaver CS","2021","Unknown","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Female","205","[c]","41210","40140"
"Leaver CS","2021","Unknown","SEO","Male","270","[c]","41230","40430"
"Leaver CS","2021","Unknown","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","320","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","295","[c]","35370","32400"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AO","Female","75","[c]","21330","21010"
"Leaver Dept.","2021","Declared disabled","AO","Male","75","[c]","20810","21000"
"Leaver Dept.","2021","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Female","155","[c]","26510","27040"
"Leaver Dept.","2021","Declared disabled","EO","Male","95","[c]","26600","27330"
"Leaver Dept.","2021","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G7","Female","80","[c]","54150","53300"
"Leaver Dept.","2021","Declared disabled","G7","Male","55","[c]","53610","53250"
"Leaver Dept.","2021","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HEO","Female","125","[c]","32380","32590"
"Leaver Dept.","2021","Declared disabled","HEO","Male","120","[c]","32710","32560"
"Leaver Dept.","2021","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO","Female","80","[c]","39760","39600"
"Leaver Dept.","2021","Declared disabled","SEO","Male","60","[c]","40120","40580"
"Leaver Dept.","2021","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AO","Female","725","[c]","21180","21010"
"Leaver Dept.","2021","Declared non-disabled","AO","Male","490","[c]","21320","21010"
"Leaver Dept.","2021","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Female","925","[c]","26820","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Male","625","[c]","26860","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6","Female","175","[c]","66350","65600"
"Leaver Dept.","2021","Declared non-disabled","G6","Male","165","[c]","65730","65260"
"Leaver Dept.","2021","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G7","Female","535","[c]","54650","54400"
"Leaver Dept.","2021","Declared non-disabled","G7","Male","455","[c]","54660","54000"
"Leaver Dept.","2021","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HEO","Female","905","[c]","32690","32560"
"Leaver Dept.","2021","Declared non-disabled","HEO","Male","735","[c]","32830","32800"
"Leaver Dept.","2021","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Female","140","[c]","87220","78010"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Male","85","[c]","87610","81450"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO","Female","455","[c]","40280","40490"
"Leaver Dept.","2021","Declared non-disabled","SEO","Male","380","[c]","40570","40480"
"Leaver Dept.","2021","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AO","Female","45","[c]","20990","21010"
"Leaver Dept.","2021","Undeclared","AO","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Female","65","[c]","27680","27570"
"Leaver Dept.","2021","Undeclared","EO","Male","60","[c]","26740","27570"
"Leaver Dept.","2021","Undeclared","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G7","Female","45","[c]","54640","54700"
"Leaver Dept.","2021","Undeclared","G7","Male","45","[c]","55650","54310"
"Leaver Dept.","2021","Undeclared","HEO","Female","70","[c]","33110","32870"
"Leaver Dept.","2021","Undeclared","HEO","Male","80","[c]","32910","33570"
"Leaver Dept.","2021","Undeclared","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO","Female","50","[c]","42040","42410"
"Leaver Dept.","2021","Undeclared","SEO","Male","35","[c]","40180","40140"
"Leaver Dept.","2021","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AO","Female","335","[c]","21160","21010"
"Leaver Dept.","2021","Unknown","AO","Male","255","[c]","21140","20880"
"Leaver Dept.","2021","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Female","245","[c]","27350","27370"
"Leaver Dept.","2021","Unknown","EO","Male","230","[c]","26730","26880"
"Leaver Dept.","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6","Female","85","[c]","64970","64280"
"Leaver Dept.","2021","Unknown","G6","Male","80","[c]","66150","64990"
"Leaver Dept.","2021","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G7","Female","255","[c]","53600","53070"
"Leaver Dept.","2021","Unknown","G7","Male","265","[c]","53700","53420"
"Leaver Dept.","2021","Unknown","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HEO","Female","580","[c]","32000","32000"
"Leaver Dept.","2021","Unknown","HEO","Male","495","[c]","32130","32000"
"Leaver Dept.","2021","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Female","45","[c]","83300","76360"
"Leaver Dept.","2021","Unknown","SCS level","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO","Female","200","[c]","40170","39420"
"Leaver Dept.","2021","Unknown","SEO","Male","185","[c]","40340","39420"
"Leaver Dept.","2021","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Male","55","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA","Female","110","[c]","19610","20060"
"New entrant CS","2021","Declared disabled","AA","Male","80","[c]","19420","20060"
"New entrant CS","2021","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AO","Female","600","[c]","21450","21010"
"New entrant CS","2021","Declared disabled","AO","Male","495","[c]","21610","21010"
"New entrant CS","2021","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Female","1110","[c]","27920","27570"
"New entrant CS","2021","Declared disabled","EO","Male","650","[c]","27740","27570"
"New entrant CS","2021","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G7","Female","70","[c]","53650","52660"
"New entrant CS","2021","Declared disabled","G7","Male","75","[c]","53580","53130"
"New entrant CS","2021","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HEO","Female","265","[c]","31800","31810"
"New entrant CS","2021","Declared disabled","HEO","Male","180","[c]","31910","32020"
"New entrant CS","2021","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO","Female","135","[c]","39020","38890"
"New entrant CS","2021","Declared disabled","SEO","Male","80","[c]","39810","38790"
"New entrant CS","2021","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Female","110","[c]","23550","22920"
"New entrant CS","2021","Declared disabled","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA","Female","745","[c]","19780","20060"
"New entrant CS","2021","Declared non-disabled","AA","Male","630","[c]","19800","19560"
"New entrant CS","2021","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AO","Female","4965","[c]","21650","21010"
"New entrant CS","2021","Declared non-disabled","AO","Male","4270","[c]","22320","21010"
"New entrant CS","2021","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Female","6630","[c]","27890","27570"
"New entrant CS","2021","Declared non-disabled","EO","Male","4475","[c]","27750","27570"
"New entrant CS","2021","Declared non-disabled","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6","Female","140","[c]","68340","66260"
"New entrant CS","2021","Declared non-disabled","G6","Male","185","[c]","69360","66940"
"New entrant CS","2021","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G7","Female","665","[c]","54610","53130"
"New entrant CS","2021","Declared non-disabled","G7","Male","740","[c]","55620","54110"
"New entrant CS","2021","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HEO","Female","2030","[c]","32360","32330"
"New entrant CS","2021","Declared non-disabled","HEO","Male","1670","[c]","32410","32540"
"New entrant CS","2021","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Female","75","[c]","94250","90000"
"New entrant CS","2021","Declared non-disabled","SCS level","Male","105","[c]","97590","92500"
"New entrant CS","2021","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO","Female","1090","[c]","39590","39040"
"New entrant CS","2021","Declared non-disabled","SEO","Male","965","[c]","40350","40000"
"New entrant CS","2021","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","750","[c]","23860","22920"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","295","[c]","29820","24020"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA","Female","35","[c]","19350","19560"
"New entrant CS","2021","Undeclared","AA","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AO","Female","230","[c]","21640","21010"
"New entrant CS","2021","Undeclared","AO","Male","205","[c]","21930","21010"
"New entrant CS","2021","Undeclared","EO","Female","385","[c]","27670","27570"
"New entrant CS","2021","Undeclared","EO","Male","260","[c]","27550","27570"
"New entrant CS","2021","Undeclared","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G7","Female","65","[c]","55100","54070"
