"Status","Year","Age","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Unknown","370","370","31530","29250"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","90","90","25350","24920"
"In post","2021","20-29","Charity Commission","London","15","15","31080","29160"
"In post","2021","20-29","Charity Commission","Outside London","35","35","25560","24440"
"In post","2021","20-29","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","Outside London","125","125","26650","24500"
"In post","2021","20-29","Competition and Markets Authority","London","140","140","37810","33610"
"In post","2021","20-29","Competition and Markets Authority","Outside London","10","10","49210","53530"
"In post","2021","20-29","Criminal Injuries Compensation Authority","Outside London","25","25","23310","22570"
"In post","2021","20-29","Crown Commercial Service","London","15","15","37070","35470"
"In post","2021","20-29","Crown Commercial Service","Outside London","125","120","27580","27770"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","Outside London","390","380","26170","22220"
"In post","2021","20-29","Crown Prosecution Service","London","255","255","28300","26970"
"In post","2021","20-29","Crown Prosecution Service","Outside London","630","625","27130","25480"
"In post","2021","20-29","Debt Management Office","London","15","15","38840","38720"
"In post","2021","20-29","Defence Electronics and Components Agency","Outside London","25","25","21450","19810"
"In post","2021","20-29","Defence Equipment and Support","London","10","10","22830","19240"
"In post","2021","20-29","Defence Equipment and Support","Outside London","2040","2025","26710","26590"
"In post","2021","20-29","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","Outside London","905","905","29050","28650"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","1755","1745","41160","40050"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","70","70","28710","24660"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","London","650","645","41310","35660"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Outside London","25","25","34930","34020"
"In post","2021","20-29","Department for Education (excl. agencies)","London","595","590","39750","36980"
"In post","2021","20-29","Department for Education (excl. agencies)","Outside London","660","655","32860","29730"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","755","750","36470","33120"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","365","360","31590","29290"
"In post","2021","20-29","Department for International Trade","London","880","875","37440","33110"
"In post","2021","20-29","Department for International Trade","Outside London","55","55","34700","31800"
"In post","2021","20-29","Department for International Trade","Overseas","20","20","39940","36530"
"In post","2021","20-29","Department for Transport (excl. agencies)","London","855","855","38970","35060"
"In post","2021","20-29","Department for Transport (excl. agencies)","Outside London","70","70","28410","30730"
"In post","2021","20-29","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","London","1800","1780","31750","31060"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Outside London","8375","8205","25510","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","125","125","28080","27570"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","London","975","970","38590","32790"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Outside London","260","260","32350","28970"
"In post","2021","20-29","Disclosure Scotland","Outside London","70","65","23040","21150"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Outside London","790","750","22730","21590"
"In post","2021","20-29","Driver and Vehicle Standards Agency","London","10","10","30880","30530"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Outside London","265","265","26270","26130"
"In post","2021","20-29","Education and Skills Funding Agency","London","40","40","39240","36980"
"In post","2021","20-29","Education and Skills Funding Agency","Outside London","260","260","31730","29730"
"In post","2021","20-29","Education Scotland","Outside London","10","10","22970","22230"
"In post","2021","20-29","ESTYN","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","FCDO Services","London","10","10","31060","30310"
"In post","2021","20-29","FCDO Services","Outside London","115","115","27000","26560"
"In post","2021","20-29","FCDO Services","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","London","55","55","35760","32830"
"In post","2021","20-29","Food Standards Agency","Outside London","60","55","30000","30350"
"In post","2021","20-29","Food Standards Scotland","Outside London","30","30","29330","30330"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","915","915","36320","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","230","230","29750","27020"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","200","200","37460","34220"
"In post","2021","20-29","Forestry and Land Scotland","Outside London","105","105","25870","25140"
"In post","2021","20-29","Government Actuary's Department","London","60","60","35910","33380"
"In post","2021","20-29","Government Internal Audit Agency","London","15","15","32840","33420"
"In post","2021","20-29","Government Internal Audit Agency","Outside London","10","10","34220","30730"
"In post","2021","20-29","Government Legal Department","London","330","330","36560","33460"
"In post","2021","20-29","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","London","10","10","36500","32000"
"In post","2021","20-29","Government Property Agency","Outside London","15","15","38410","37750"
"In post","2021","20-29","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","London","20","20","39000","36080"
"In post","2021","20-29","Health and Safety Executive","Outside London","225","225","27890","26370"
"In post","2021","20-29","HM Courts and Tribunals Service","London","785","780","25130","22680"
"In post","2021","20-29","HM Courts and Tribunals Service","Outside London","1385","1350","20140","18890"
"In post","2021","20-29","HM Courts and Tribunals Service","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","London","50","50","31060","30600"
"In post","2021","20-29","HM Land Registry","Outside London","1060","1040","25100","22350"
"In post","2021","20-29","HM Prison and Probation Service","London","1355","1345","30970","30720"
"In post","2021","20-29","HM Prison and Probation Service","Outside London","9115","8995","25400","24920"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","London","1120","1115","37550","36160"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Outside London","8725","8520","25480","25560"
"In post","2021","20-29","HM Treasury (excl. agencies)","London","955","955","38910","32960"
"In post","2021","20-29","HM Treasury (excl. agencies)","Outside London","20","20","25060","23750"
"In post","2021","20-29","Home Office (incl. agencies)","London","1935","1920","35740","35050"
"In post","2021","20-29","Home Office (incl. agencies)","Outside London","3335","3210","24020","24880"
"In post","2021","20-29","Home Office (incl. agencies)","Overseas","15","15","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","London","25","25","29710","26510"
"In post","2021","20-29","Insolvency Service","Outside London","190","190","22960","20880"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","London","15","15","45250","47340"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Outside London","15","15","34060","29840"
"In post","2021","20-29","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Outside London","100","100","20500","19930"
"In post","2021","20-29","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Outside London","195","190","28980","26590"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","London","185","185","33060","27890"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Outside London","35","35","31710","32640"
"In post","2021","20-29","Met Office","London","10","10","37560","36930"
"In post","2021","20-29","Met Office","Outside London","265","265","30100","31260"
"In post","2021","20-29","Met Office","Overseas","15","15","39400","41200"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","London","725","725","37190","37000"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Outside London","2960","2930","27330","26610"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Overseas","50","50","35560","34100"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","15","15","30510","27370"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","London","550","550","38520","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","95","95","32690","30190"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","London","750","745","35360","32870"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Outside London","195","195","28570","24000"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","London","335","335","34900","36200"
"In post","2021","20-29","National Crime Agency","Outside London","600","600","30300","30640"
"In post","2021","20-29","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","London","15","15","40370","42000"
"In post","2021","20-29","National Records of Scotland","Outside London","45","45","28100","26160"
"In post","2021","20-29","National Savings and Investments","London","20","20","35560","36500"
"In post","2021","20-29","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","London","20","20","44520","41410"
"In post","2021","20-29","Northern Ireland Office","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Office for Budget Responsibility","London","15","15","38630","35610"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","London","40","40","33480","34700"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","115","115","27220","25880"
"In post","2021","20-29","Office of Gas and Electricity Markets","London","180","180","33980","34240"
"In post","2021","20-29","Office of Gas and Electricity Markets","Outside London","165","165","27850","24830"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","25","25","31420","31000"
"In post","2021","20-29","Office of Rail and Road","London","20","20","34630","31910"
"In post","2021","20-29","Office of Rail and Road","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Office of the Public Guardian","Outside London","325","310","20590","19930"
"In post","2021","20-29","Office of the Scottish Charity Regulator","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Planning Inspectorate","Outside London","70","70","24150","21270"
"In post","2021","20-29","Public Health England","London","550","525","31950","32330"
"In post","2021","20-29","Public Health England","Outside London","680","640","25000","23140"
"In post","2021","20-29","Queen Elizabeth II Centre","London","5","5","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Outside London","180","175","27570","24130"
"In post","2021","20-29","Revenue Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Royal Fleet Auxiliary","Unknown","365","365","29000","28980"
"In post","2021","20-29","Rural Payments Agency","Outside London","260","255","22660","21050"
"In post","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","London","10","10","29140","27090"
"In post","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","15","15","32350","30750"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Outside London","235","230","24600","22820"
"In post","2021","20-29","Scottish Fiscal Commission","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Scottish Forestry","Outside London","15","15","27140","25830"
"In post","2021","20-29","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government (excl. agencies)","Outside London","1305","1290","30230","29190"
"In post","2021","20-29","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Prison Service","Outside London","650","635","25530","25650"
"In post","2021","20-29","Scottish Public Pensions Agency","Outside London","25","25","24480","24110"
"In post","2021","20-29","Serious Fraud Office","London","80","80","32710","33100"
"In post","2021","20-29","Social Security Scotland","Outside London","245","240","25770","24290"
"In post","2021","20-29","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Standards and Testing Agency","Outside London","10","10","33330","30480"
"In post","2021","20-29","Student Awards Agency for Scotland","Outside London","65","65","23190","22230"
"In post","2021","20-29","Submarine Delivery Agency","Outside London","365","365","29030","28010"
"In post","2021","20-29","Submarine Delivery Agency","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Teaching Regulation Agency","Outside London","15","15","28810","29360"
"In post","2021","20-29","The National Archives","London","75","75","26800","23960"
"In post","2021","20-29","Transport Scotland","Outside London","70","70","29840","30650"
"In post","2021","20-29","UK Export Finance","London","70","65","35960","33000"
"In post","2021","20-29","UK Hydrographic Office","Outside London","120","120","27480","26740"
"In post","2021","20-29","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Outside London","285","280","28790","26530"
"In post","2021","20-29","UK Space Agency","London","35","35","41070","40050"
"In post","2021","20-29","UK Space Agency","Outside London","10","10","35920","36740"
"In post","2021","20-29","UK Supreme Court","London","15","15","33510","37230"
"In post","2021","20-29","United Kingdom Statistics Authority","London","195","195","33990","32540"
"In post","2021","20-29","United Kingdom Statistics Authority","Outside London","1030","1000","29080","29540"
"In post","2021","20-29","Valuation Office Agency","London","75","75","33010","30500"
"In post","2021","20-29","Valuation Office Agency","Outside London","410","395","25890","24500"
"In post","2021","20-29","Vehicle Certification Agency","Outside London","40","40","29180","27250"
"In post","2021","20-29","Veterinary Medicines Directorate","Outside London","15","15","33670","32560"
"In post","2021","20-29","Wales Office","London","5","5","[c]","[c]"
"In post","2021","20-29","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","London","10","10","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Outside London","20","20","30340","29000"
"In post","2021","20-29","Welsh Government (excl. agencies)","Outside London","545","535","26960","23830"
"In post","2021","20-29","Welsh Revenue Authority","Outside London","10","10","28370","28850"
"In post","2021","20-29","Wilton Park","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Accountant in Bankruptcy","Outside London","35","30","30170","29190"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","London","30","25","39540","38670"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Outside London","205","195","28860","30950"
"In post","2021","30-39","Animal and Plant Health Agency","London","20","20","34370","31800"
"In post","2021","30-39","Animal and Plant Health Agency","Outside London","490","465","29120","27960"
"In post","2021","30-39","Attorney General's Office","London","25","25","47430","51250"
"In post","2021","30-39","Cabinet Office (excl. agencies)","London","1775","1750","52530","54700"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Outside London","455","440","38030","33110"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Unknown","135","135","41090","33250"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Outside London","165","160","31720","29270"
"In post","2021","30-39","Charity Commission","London","20","20","46850","46250"
"In post","2021","30-39","Charity Commission","Outside London","85","80","31650","29160"
"In post","2021","30-39","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Companies House","Outside London","245","230","30740","27460"
"In post","2021","30-39","Competition and Markets Authority","London","280","270","59830","56630"
"In post","2021","30-39","Competition and Markets Authority","Outside London","20","20","59480","55860"
"In post","2021","30-39","Criminal Injuries Compensation Authority","Outside London","85","80","25520","22710"
"In post","2021","30-39","Crown Commercial Service","London","25","25","46230","49300"
"In post","2021","30-39","Crown Commercial Service","Outside London","215","210","34620","34800"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Outside London","510","485","36880","33040"
"In post","2021","30-39","Crown Prosecution Service","London","280","265","44710","50520"
"In post","2021","30-39","Crown Prosecution Service","Outside London","885","825","38530","38180"
"In post","2021","30-39","Crown Prosecution Service Inspectorate","London","5","5","[c]","[c]"
"In post","2021","30-39","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Debt Management Office","London","30","30","52180","48440"
"In post","2021","30-39","Defence Electronics and Components Agency","Outside London","30","30","27310","27460"
"In post","2021","30-39","Defence Equipment and Support","London","20","20","26950","20140"
"In post","2021","30-39","Defence Equipment and Support","Outside London","2200","2110","35730","34770"
"In post","2021","30-39","Defence Equipment and Support","Overseas","10","10","38760","39530"
"In post","2021","30-39","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Science and Technology Laboratory","Outside London","1030","995","39410","37320"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","1380","1350","53310","53600"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","90","85","39800","36740"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","London","585","570","52890","52130"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Outside London","20","20","39920","34020"
"In post","2021","30-39","Department for Education (excl. agencies)","London","600","580","52470","53760"
"In post","2021","30-39","Department for Education (excl. agencies)","Outside London","955","920","40750","36960"
"In post","2021","30-39","Department for Education (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","London","620","600","47840","52290"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","740","700","39010","36590"
"In post","2021","30-39","Department for International Trade","London","635","625","49650","51970"
"In post","2021","30-39","Department for International Trade","Outside London","50","50","45860","48220"
"In post","2021","30-39","Department for International Trade","Overseas","55","55","54290","52970"
"In post","2021","30-39","Department for Transport (excl. agencies)","London","810","795","50630","54110"
"In post","2021","30-39","Department for Transport (excl. agencies)","Outside London","110","100","39090","36680"
"In post","2021","30-39","Department for Work and Pensions (excl. agencies)","London","1715","1640","34260","31060"
"In post","2021","30-39","Department for Work and Pensions (excl. agencies)","Outside London","12895","11745","26700","27570"
"In post","2021","30-39","Department for Work and Pensions (excl. agencies)","Unknown","180","175","29730","27570"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","London","615","595","52710","53360"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Outside London","235","225","43630","49530"
"In post","2021","30-39","Disclosure Scotland","Outside London","95","85","26650","24110"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Outside London","1740","1550","25140","21590"
"In post","2021","30-39","Driver and Vehicle Standards Agency","London","45","45","32000","30700"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Outside London","605","585","29410","26780"
"In post","2021","30-39","Education and Skills Funding Agency","London","80","75","50400","53420"
"In post","2021","30-39","Education and Skills Funding Agency","Outside London","350","335","37170","36500"
"In post","2021","30-39","Education Scotland","Outside London","55","50","44590","44930"
"In post","2021","30-39","ESTYN","Outside London","15","10","34200","28850"
"In post","2021","30-39","FCDO Services","London","20","20","48480","47830"
"In post","2021","30-39","FCDO Services","Outside London","150","150","35190","33510"
"In post","2021","30-39","FCDO Services","Overseas","40","40","35930","33020"
"In post","2021","30-39","Food Standards Agency","London","95","90","42000","40960"
"In post","2021","30-39","Food Standards Agency","Outside London","160","160","36150","37350"
"In post","2021","30-39","Food Standards Scotland","Outside London","65","65","33530","32140"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","London","1115","1095","50120","53000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","315","310","38390","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","670","670","48780","52630"
"In post","2021","30-39","Forestry and Land Scotland","Outside London","210","205","30000","28120"
"In post","2021","30-39","Government Actuary's Department","London","60","55","68030","65470"
"In post","2021","30-39","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","London","20","20","51950","53070"
