"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Digital, Data and Technology","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Manchester","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","G6/G7","20","20","54000","51580"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Sheffield","SEO/HEO","30","25","38810","41990"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","EO","15","15","26560","26780"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Swansea","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wakefield","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","G6/G7","20","20","59860","55130"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Westminster","SEO/HEO","40","40","40870","41700"
"In post","2021","Analysis","Digital, Data and Technology","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Camden and City of London","G6/G7","10","10","84940","82920"
"In post","2021","Analysis","Economics","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Camden and City of London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Manchester","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","Economics","Manchester","SEO/HEO","15","15","32390","31810"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","AA/AO","25","25","19130","19130"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","EO","10","10","23560","23050"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","G6/G7","30","30","51860","50090"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Monmouthshire and Newport","SEO/HEO","50","45","32180","29540"
"In post","2021","Analysis","Economics","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","South Hampshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Tower Hamlets","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Tower Hamlets","G6/G7","90","85","64320","61530"
"In post","2021","Analysis","Economics","Tower Hamlets","SCS level","20","15","101460","97750"
"In post","2021","Analysis","Economics","Tower Hamlets","SEO/HEO","55","55","34620","33930"
"In post","2021","Analysis","Economics","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Westminster","AA/AO","20","20","24970","25140"
"In post","2021","Analysis","Economics","Westminster","EO","60","60","27910","27680"
"In post","2021","Analysis","Economics","Westminster","G6/G7","335","325","58860","57620"
"In post","2021","Analysis","Economics","Westminster","SCS level","35","30","84930","78070"
"In post","2021","Analysis","Economics","Westminster","SEO/HEO","425","425","35190","34040"
"In post","2021","Analysis","Economics","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Tower Hamlets","G6/G7","10","10","61450","60070"
"In post","2021","Analysis","Finance","Tower Hamlets","SEO/HEO","10","10","36850","37230"
"In post","2021","Analysis","Finance","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Tower Hamlets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Westminster","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Human Resources","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Westminster","SEO/HEO","10","10","42680","40050"
"In post","2021","Analysis","Intelligence Analysis","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Leeds","G6/G7","40","40","54220","51450"
"In post","2021","Analysis","Intelligence Analysis","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Leeds","SEO/HEO","15","15","33130","32790"
"In post","2021","Analysis","Intelligence Analysis","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Tower Hamlets","G6/G7","15","15","63330","57880"
"In post","2021","Analysis","Intelligence Analysis","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Tower Hamlets","SEO/HEO","15","15","42380","43880"
"In post","2021","Analysis","Intelligence Analysis","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Westminster","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Westminster","G6/G7","145","140","58690","54700"
"In post","2021","Analysis","Intelligence Analysis","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Westminster","SEO/HEO","30","25","36480","32940"
"In post","2021","Analysis","Intelligence Analysis","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Bristol, City of","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Nottingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tower Hamlets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Westminster","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Westminster","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Camden and City of London","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Central Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","AA/AO","15","15","19360","19520"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","EO","105","90","24380","24240"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","G6/G7","20","20","50230","49100"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","SEO/HEO","185","180","33070","31270"
"In post","2021","Analysis","Operational Delivery","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Sefton","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Hampshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Hampshire","EO","30","30","23920","23050"
"In post","2021","Analysis","Operational Delivery","South Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Hampshire","SEO/HEO","45","45","31970","30130"
"In post","2021","Analysis","Operational Delivery","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tower Hamlets","EO","10","10","26780","26410"
"In post","2021","Analysis","Operational Delivery","Tower Hamlets","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tower Hamlets","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","EO","10","10","28830","27810"
"In post","2021","Analysis","Operational Delivery","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","SEO/HEO","30","30","35740","33460"
"In post","2021","Analysis","Operational Delivery","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Wiltshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","York","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Bristol, City of","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Central Hampshire","G6/G7","130","120","49090","46130"
"In post","2021","Analysis","Operational Research","Central Hampshire","SEO/HEO","105","105","34090","37320"
"In post","2021","Analysis","Operational Research","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Leeds","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Liverpool","G6/G7","10","10","48230","52580"
"In post","2021","Analysis","Operational Research","Liverpool","SEO/HEO","10","10","35940","38630"
"In post","2021","Analysis","Operational Research","Manchester","G6/G7","15","10","54290","52580"
"In post","2021","Analysis","Operational Research","Manchester","SEO/HEO","25","20","35210","33300"
"In post","2021","Analysis","Operational Research","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Monmouthshire and Newport","SEO/HEO","15","15","34180","34030"
"In post","2021","Analysis","Operational Research","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Tower Hamlets","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","Tower Hamlets","G6/G7","40","40","62000","59160"
"In post","2021","Analysis","Operational Research","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Tower Hamlets","SEO/HEO","55","55","38290","40470"
"In post","2021","Analysis","Operational Research","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Westminster","AA/AO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","Westminster","EO","5","5","[c]","[c]"
