"Status","Year","Disability","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East of England","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East of England","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","London","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","London","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","North West (England)","Female","30","25","26550","24920"
"In post","2021","Declared disabled","Animal and Plant Health Agency","North West (England)","Male","10","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Scotland","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South East (England)","Female","55","50","30410","28550"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South East (England)","Male","35","35","33480","28270"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South West (England)","Female","30","30","24870","21050"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South West (England)","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Wales","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Wales","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","East of England","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","East of England","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","London","Female","270","260","47510","42250"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","London","Male","225","220","48730","54700"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","Female","35","30","25670","20800"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Female","30","30","35440","33300"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","North West (England)","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Wales","Female","40","35","31100","22490"
"In post","2021","Declared disabled","Companies House","Wales","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Scotland","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Scotland","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","East of England","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","East of England","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","North West (England)","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","North West (England)","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","Female","70","65","36130","32630"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","Male","35","35","40360","34150"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East Midlands (England)","Female","45","40","35340","28430"
"In post","2021","Declared disabled","Crown Prosecution Service","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East of England","Female","35","30","42670","40000"
"In post","2021","Declared disabled","Crown Prosecution Service","East of England","Male","15","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","London","Female","115","105","46200","40800"
"In post","2021","Declared disabled","Crown Prosecution Service","London","Male","60","55","48130","45530"
"In post","2021","Declared disabled","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","North East (England)","Female","30","25","33220","28430"
"In post","2021","Declared disabled","Crown Prosecution Service","North East (England)","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","North West (England)","Female","80","70","38760","30770"
"In post","2021","Declared disabled","Crown Prosecution Service","North West (England)","Male","30","30","43040","48830"
"In post","2021","Declared disabled","Crown Prosecution Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","South East (England)","Female","40","35","46830","42300"
"In post","2021","Declared disabled","Crown Prosecution Service","South East (England)","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","South West (England)","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","South West (England)","Male","15","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Wales","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Wales","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","West Midlands (England)","Female","40","35","40570","43420"
"In post","2021","Declared disabled","Crown Prosecution Service","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","Female","60","55","41660","38180"
"In post","2021","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","Male","40","40","45150","46800"
"In post","2021","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Wales","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Wales","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East of England","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East of England","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Scotland","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Scotland","Male","30","25","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","South East (England)","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","South East (England)","Male","35","35","27310","25520"
"In post","2021","Declared disabled","Defence Equipment and Support","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","South West (England)","Female","375","350","34570","32280"
"In post","2021","Declared disabled","Defence Equipment and Support","South West (England)","Male","515","505","38070","37400"
