"Status","Year","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","SEO","LGBO","1700","1675","41000","40050"
"In post","2021","White","SEO","Undeclared","2585","2460","42270","41100"
"In post","2021","White","SEO","Unknown","3220","3040","41610","40140"
"In post","2021","White","Unknown","Heterosexual / straight","9660","9010","32070","30320"
"In post","2021","White","Unknown","LGBO","585","565","29540","27730"
"In post","2021","White","Unknown","Undeclared","665","615","33980","32940"
"In post","2021","White","Unknown","Unknown","95","90","34540","32710"
"Leaver CS","2021","Asian","AA","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","AO","Heterosexual / straight","290","[c]","21760","21010"
"Leaver CS","2021","Asian","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","AO","Unknown","175","[c]","21940","21010"
"Leaver CS","2021","Asian","EO","Heterosexual / straight","215","[c]","27820","27570"
"Leaver CS","2021","Asian","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","EO","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G7","Heterosexual / straight","45","[c]","56720","54200"
"Leaver CS","2021","Asian","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HEO","Heterosexual / straight","80","[c]","33180","33000"
"Leaver CS","2021","Asian","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HEO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO","Heterosexual / straight","65","[c]","41710","40650"
"Leaver CS","2021","Asian","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","AO","Heterosexual / straight","160","[c]","22800","22680"
"Leaver CS","2021","Black","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","AO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Heterosexual / straight","105","[c]","27980","27760"
"Leaver CS","2021","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","HEO","Heterosexual / straight","55","[c]","32580","32870"
"Leaver CS","2021","Black","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO","Heterosexual / straight","35","[c]","41990","41350"
"Leaver CS","2021","Black","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS level","LGBO","[c]","[c]","[c]","[c]"
