"Status","Year","Age","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Female","15","15","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Male","15","15","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","Female","5","5","[c]","[c]"
"In post","2021","16-19","Black","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Male","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Female","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Male","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Male","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Female","125","120","20700","20140"
"In post","2021","16-19","Unknown","No function","Male","90","85","20610","20140"
"In post","2021","16-19","Unknown","Project Delivery","Female","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Male","50","50","17130","16780"
"In post","2021","16-19","Unknown","Property","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Male","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Male","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Female","45","45","21320","21430"
"In post","2021","16-19","Unknown","Unknown","Male","65","65","20210","20960"
"In post","2021","16-19","White","Analysis","Female","10","10","[c]","[c]"
"In post","2021","16-19","White","Analysis","Male","10","10","[c]","[c]"
"In post","2021","16-19","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Debt","Female","10","10","[c]","[c]"
"In post","2021","16-19","White","Debt","Male","10","10","[c]","[c]"
"In post","2021","16-19","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Digital, Data & Technology","Male","10","10","[c]","[c]"
"In post","2021","16-19","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Finance","Female","15","15","[c]","[c]"
"In post","2021","16-19","White","Finance","Male","15","15","[c]","[c]"
"In post","2021","16-19","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Human Resources","Female","10","10","[c]","[c]"
"In post","2021","16-19","White","Human Resources","Male","5","5","[c]","[c]"
"In post","2021","16-19","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Legal","Female","15","15","[c]","[c]"
"In post","2021","16-19","White","Legal","Male","5","5","[c]","[c]"
"In post","2021","16-19","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","No function","Female","135","130","21460","20760"
"In post","2021","16-19","White","No function","Male","95","90","21280","20600"
"In post","2021","16-19","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Project Delivery","Female","15","15","[c]","[c]"
"In post","2021","16-19","White","Project Delivery","Male","55","55","18570","17780"
"In post","2021","16-19","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Property","Female","10","10","[c]","[c]"
"In post","2021","16-19","White","Property","Male","15","15","[c]","[c]"
"In post","2021","16-19","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Security","Male","5","5","[c]","[c]"
"In post","2021","16-19","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Female","155","150","22130","21010"
"In post","2021","16-19","White","Unknown","Male","95","95","22120","21010"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Analysis","Female","80","80","35630","32830"
"In post","2021","20-29","Asian","Analysis","Male","100","100","36660","34330"
"In post","2021","20-29","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","Female","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","Male","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Communications","Female","65","65","29800","27740"
"In post","2021","20-29","Asian","Communications","Male","85","85","28490","25560"
"In post","2021","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Counter Fraud","Female","30","30","[c]","[c]"
"In post","2021","20-29","Asian","Counter Fraud","Male","50","50","31100","29570"
