"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Heterosexual / straight","75","65","21460","21400"
"In post","2021","Declared disabled","Counter Fraud","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Heterosexual / straight","180","165","27060","25560"
"In post","2021","Declared disabled","Counter Fraud","EO","LGBO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Undeclared","35","35","27480","27230"
"In post","2021","Declared disabled","Counter Fraud","EO","Unknown","40","35","27070","25560"
"In post","2021","Declared disabled","Counter Fraud","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Heterosexual / straight","45","40","53950","52580"
"In post","2021","Declared disabled","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Heterosexual / straight","190","175","33390","31870"
"In post","2021","Declared disabled","Counter Fraud","HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Heterosexual / straight","70","70","39960","38630"
"In post","2021","Declared disabled","Counter Fraud","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Debt","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","AO","Heterosexual / straight","195","165","21120","20140"
"In post","2021","Declared disabled","Debt","AO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Debt","AO","Undeclared","30","25","21830","21440"
"In post","2021","Declared disabled","Debt","AO","Unknown","40","35","21780","21440"
"In post","2021","Declared disabled","Debt","EO","Heterosexual / straight","55","50","26640","25560"
"In post","2021","Declared disabled","Debt","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Declared disabled","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","Heterosexual / straight","180","170","27350","26670"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","Undeclared","30","30","28240","27720"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G6","Heterosexual / straight","35","35","64940","64670"
"In post","2021","Declared disabled","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G7","Heterosexual / straight","140","135","55510","54700"
"In post","2021","Declared disabled","Digital, Data & Technology","G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HEO","Heterosexual / straight","190","180","33270","33090"
"In post","2021","Declared disabled","Digital, Data & Technology","HEO","LGBO","30","30","32860","31810"
"In post","2021","Declared disabled","Digital, Data & Technology","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HEO","Unknown","35","30","34020","33370"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO","Heterosexual / straight","160","155","41300","40480"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO","LGBO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AO","Heterosexual / straight","105","85","21280","21400"
"In post","2021","Declared disabled","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AO","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","AO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Heterosexual / straight","120","110","25930","26470"
"In post","2021","Declared disabled","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Heterosexual / straight","30","30","66290","66590"
"In post","2021","Declared disabled","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G7","Heterosexual / straight","85","85","55020","54270"
"In post","2021","Declared disabled","Finance","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","HEO","Heterosexual / straight","150","140","33020","33000"
"In post","2021","Declared disabled","Finance","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO","Heterosexual / straight","135","125","41570","40610"
"In post","2021","Declared disabled","Finance","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","AO","Heterosexual / straight","40","35","21050","21050"
"In post","2021","Declared disabled","Grants Management","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","AO","Unknown","35","30","21050","21050"
"In post","2021","Declared disabled","Grants Management","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AO","Heterosexual / straight","140","125","21440","21050"
"In post","2021","Declared disabled","Human Resources","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AO","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Heterosexual / straight","175","160","26910","26670"
"In post","2021","Declared disabled","Human Resources","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Heterosexual / straight","50","50","67380","65650"
"In post","2021","Declared disabled","Human Resources","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G7","Heterosexual / straight","140","135","54030","53240"
"In post","2021","Declared disabled","Human Resources","G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G7","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HEO","Heterosexual / straight","210","200","33050","32750"
"In post","2021","Declared disabled","Human Resources","HEO","LGBO","35","35","32630","32150"
"In post","2021","Declared disabled","Human Resources","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HEO","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Heterosexual / straight","30","30","92500","80000"
"In post","2021","Declared disabled","Human Resources","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO","Heterosexual / straight","180","170","41580","40540"
"In post","2021","Declared disabled","Human Resources","SEO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
