"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","AA/AO","Heterosexual / straight","55","45","21200","21000"
"In post","2021","Declared disabled","Communications","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","EO","Heterosexual / straight","150","145","25720","25560"
"In post","2021","Declared disabled","Communications","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Communications","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6/G7","Heterosexual / straight","35","35","55850","54520"
"In post","2021","Declared disabled","Communications","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SEO/HEO","Heterosexual / straight","170","165","35530","33400"
"In post","2021","Declared disabled","Communications","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Communications","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA/AO","Heterosexual / straight","75","65","21480","21420"
"In post","2021","Declared disabled","Counter Fraud","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Heterosexual / straight","180","165","27060","25560"
"In post","2021","Declared disabled","Counter Fraud","EO","LGBO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Undeclared","35","35","27480","27230"
"In post","2021","Declared disabled","Counter Fraud","EO","Unknown","40","35","27070","25560"
"In post","2021","Declared disabled","Counter Fraud","G6/G7","Heterosexual / straight","65","60","57670","54550"
"In post","2021","Declared disabled","Counter Fraud","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO/HEO","Heterosexual / straight","260","240","35180","35000"
"In post","2021","Declared disabled","Counter Fraud","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO/HEO","Unknown","40","35","37130","38630"
"In post","2021","Declared disabled","Debt","AA/AO","Heterosexual / straight","195","165","21120","20140"
"In post","2021","Declared disabled","Debt","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Debt","AA/AO","Undeclared","30","25","21830","21440"
"In post","2021","Declared disabled","Debt","AA/AO","Unknown","40","35","21780","21440"
"In post","2021","Declared disabled","Debt","EO","Heterosexual / straight","55","50","26640","25560"
"In post","2021","Declared disabled","Debt","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","Heterosexual / straight","180","170","27350","26670"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","Undeclared","30","30","28240","27720"
"In post","2021","Declared disabled","Digital, Data & Technology","EO","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G6/G7","Heterosexual / straight","175","165","57360","56820"
"In post","2021","Declared disabled","Digital, Data & Technology","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G6/G7","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","355","340","36930","36350"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO/HEO","LGBO","55","55","35940","36650"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO/HEO","Undeclared","50","45","37190","36340"
"In post","2021","Declared disabled","Digital, Data & Technology","SEO/HEO","Unknown","55","50","36340","35470"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA/AO","Heterosexual / straight","110","90","21220","21170"
"In post","2021","Declared disabled","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Heterosexual / straight","120","110","25930","26470"
"In post","2021","Declared disabled","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6/G7","Heterosexual / straight","115","115","57910","58130"
"In post","2021","Declared disabled","Finance","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO/HEO","Heterosexual / straight","280","270","37050","36140"
"In post","2021","Declared disabled","Finance","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","AA/AO","Heterosexual / straight","40","35","21050","21050"
"In post","2021","Declared disabled","Grants Management","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","AA/AO","Unknown","35","30","21050","21050"
"In post","2021","Declared disabled","Grants Management","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA/AO","Heterosexual / straight","145","130","21420","21050"
"In post","2021","Declared disabled","Human Resources","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Heterosexual / straight","175","160","26910","26670"
"In post","2021","Declared disabled","Human Resources","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6/G7","Heterosexual / straight","190","185","57690","56430"
"In post","2021","Declared disabled","Human Resources","G6/G7","LGBO","30","30","57140","54880"
"In post","2021","Declared disabled","Human Resources","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6/G7","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Heterosexual / straight","30","30","92500","80000"
"In post","2021","Declared disabled","Human Resources","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","Heterosexual / straight","390","375","37010","36860"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","LGBO","55","50","35820","33930"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","Undeclared","30","30","37110","37200"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","Heterosexual / straight","45","40","39990","39200"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Heterosexual / straight","150","135","22510","21950"
"In post","2021","Declared disabled","Legal","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","EO","Heterosexual / straight","150","135","28000","28430"
"In post","2021","Declared disabled","Legal","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Legal","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Legal","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","G6/G7","Heterosexual / straight","360","330","59570","57400"
"In post","2021","Declared disabled","Legal","G6/G7","LGBO","40","35","60420","58440"
"In post","2021","Declared disabled","Legal","G6/G7","Undeclared","45","40","61200","62430"
"In post","2021","Declared disabled","Legal","G6/G7","Unknown","50","45","58730","56560"
"In post","2021","Declared disabled","Legal","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SEO/HEO","Heterosexual / straight","225","210","38850","38000"
"In post","2021","Declared disabled","Legal","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","SEO/HEO","Undeclared","30","30","41130","40540"
"In post","2021","Declared disabled","Legal","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","AA/AO","Heterosexual / straight","4835","4290","22510","21440"
"In post","2021","Declared disabled","No function","AA/AO","LGBO","540","520","23200","21490"
"In post","2021","Declared disabled","No function","AA/AO","Undeclared","745","635","22020","21440"
"In post","2021","Declared disabled","No function","AA/AO","Unknown","575","480","22820","21440"
"In post","2021","Declared disabled","No function","EO","Heterosexual / straight","2225","2075","27680","27130"
"In post","2021","Declared disabled","No function","EO","LGBO","255","245","27270","26410"
"In post","2021","Declared disabled","No function","EO","Undeclared","340","305","28100","27130"
"In post","2021","Declared disabled","No function","EO","Unknown","315","285","30120","30080"
"In post","2021","Declared disabled","No function","G6/G7","Heterosexual / straight","1085","1045","57580","54700"
"In post","2021","Declared disabled","No function","G6/G7","LGBO","175","170","57200","54700"
"In post","2021","Declared disabled","No function","G6/G7","Undeclared","135","130","58690","55420"
"In post","2021","Declared disabled","No function","G6/G7","Unknown","95","90","59140","59160"
"In post","2021","Declared disabled","No function","SCS level","Heterosexual / straight","115","110","89340","79490"
"In post","2021","Declared disabled","No function","SCS level","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","SEO/HEO","Heterosexual / straight","2790","2660","36760","35900"
"In post","2021","Declared disabled","No function","SEO/HEO","LGBO","395","390","35650","34520"
"In post","2021","Declared disabled","No function","SEO/HEO","Undeclared","360","345","37000","35980"
"In post","2021","Declared disabled","No function","SEO/HEO","Unknown","260","245","37160","36730"
"In post","2021","Declared disabled","No function","Unknown","Heterosexual / straight","1830","1695","30480","30210"
"In post","2021","Declared disabled","No function","Unknown","LGBO","180","170","29060","28200"
"In post","2021","Declared disabled","No function","Unknown","Undeclared","200","185","31860","32090"
"In post","2021","Declared disabled","No function","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AA/AO","Heterosexual / straight","40","35","22050","21480"
"In post","2021","Declared disabled","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","EO","Heterosexual / straight","365","345","25040","25970"
"In post","2021","Declared disabled","Project Delivery","EO","LGBO","40","35","24460","25750"
"In post","2021","Declared disabled","Project Delivery","EO","Undeclared","60","55","25150","26200"
"In post","2021","Declared disabled","Project Delivery","EO","Unknown","30","30","26170","26230"
"In post","2021","Declared disabled","Project Delivery","G6/G7","Heterosexual / straight","440","430","56850","55620"
"In post","2021","Declared disabled","Project Delivery","G6/G7","LGBO","45","45","58100","55620"
"In post","2021","Declared disabled","Project Delivery","G6/G7","Undeclared","55","55","56680","55810"
"In post","2021","Declared disabled","Project Delivery","G6/G7","Unknown","35","30","57910","58600"
"In post","2021","Declared disabled","Project Delivery","SCS level","Heterosexual / straight","30","30","87170","82750"
"In post","2021","Declared disabled","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SEO/HEO","Heterosexual / straight","1045","1005","36200","35920"
"In post","2021","Declared disabled","Project Delivery","SEO/HEO","LGBO","80","80","34800","33630"
"In post","2021","Declared disabled","Project Delivery","SEO/HEO","Undeclared","155","145","36980","37860"
"In post","2021","Declared disabled","Project Delivery","SEO/HEO","Unknown","70","65","36180","35000"
"In post","2021","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","90","90","40330","39960"
"In post","2021","Declared disabled","Project Delivery","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","AA/AO","Heterosexual / straight","105","100","20860","20920"
"In post","2021","Declared disabled","Property","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Property","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Property","AA/AO","Unknown","30","30","23900","22920"
"In post","2021","Declared disabled","Property","EO","Heterosexual / straight","120","110","27020","26670"
"In post","2021","Declared disabled","Property","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Property","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Property","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Property","G6/G7","Heterosexual / straight","70","70","58140","56700"
