"Status","Year","Age","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Economics","Female","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Economics","Male","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Female","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Male","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Female","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","Female","120","110","21520","21430"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","Male","65","60","21420","21430"
"In post","2021","16-19","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","Female","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","Male","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","Female","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","Male","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Female","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Male","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","Female","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","Male","55","55","18040","17780"
"In post","2021","16-19","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Male","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","Female","30","25","20320","20140"
"In post","2021","16-19","Declared non-disabled","Tax","Male","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Female","130","130","22400","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","Male","95","90","22480","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","Female","10","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Male","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Female","125","115","20850","20880"
"In post","2021","16-19","Unknown","Operational Delivery","Male","90","85","21030","20810"
"In post","2021","16-19","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Female","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Male","40","40","18610","16780"
"In post","2021","16-19","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Male","45","45","16930","16780"
"In post","2021","16-19","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Male","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tax","Female","50","50","20240","20140"
"In post","2021","16-19","Unknown","Tax","Male","45","40","20390","20140"
"In post","2021","16-19","Unknown","Unknown","Female","45","45","21600","21010"
"In post","2021","16-19","Unknown","Unknown","Male","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Female","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Male","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Female","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Male","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data and Technology","Female","40","40","31800","29760"
"In post","2021","20-29","Declared disabled","Digital, Data and Technology","Male","60","60","30430","29650"
"In post","2021","20-29","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Economics","Female","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Economics","Male","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Female","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Male","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Female","75","75","31260","29050"
"In post","2021","20-29","Declared disabled","Human Resources","Male","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Intelligence Analysis","Female","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Intelligence Analysis","Male","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","International Trade","Female","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","International Trade","Male","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Female","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Male","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Operational Delivery","Female","910","885","25190","23970"
"In post","2021","20-29","Declared disabled","Operational Delivery","Male","545","540","25410","24440"
"In post","2021","20-29","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Operational Research","Female","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Operational Research","Male","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other","Female","75","75","25900","26070"
"In post","2021","20-29","Declared disabled","Other","Male","55","55","25180","23830"
"In post","2021","20-29","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Policy","Female","355","350","37730","34020"
"In post","2021","20-29","Declared disabled","Policy","Male","220","220","37250","34020"
"In post","2021","20-29","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Project Delivery","Female","85","85","32370","31810"
"In post","2021","20-29","Declared disabled","Project Delivery","Male","55","55","31710","32930"
"In post","2021","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","Female","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","Male","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Psychology","Female","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Science and Engineering","Female","90","85","27990","27540"
"In post","2021","20-29","Declared disabled","Science and Engineering","Male","130","130","28560","28650"
"In post","2021","20-29","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","Female","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","Male","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","Female","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","Male","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","Female","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","Male","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Tax","Female","75","70","30010","25560"
"In post","2021","20-29","Declared disabled","Tax","Male","60","60","26520","25560"
"In post","2021","20-29","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Female","940","915","27900","27570"
"In post","2021","20-29","Declared disabled","Unknown","Male","610","605","27550","27570"
"In post","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","Female","295","290","30020","29550"
"In post","2021","20-29","Declared non-disabled","Commercial","Male","240","240","30510","29750"
"In post","2021","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","Female","310","310","34000","32790"
"In post","2021","20-29","Declared non-disabled","Communications","Male","150","150","35700","34490"
"In post","2021","20-29","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","Female","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Female","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Female","370","365","34410","31810"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Male","645","640","33720","31810"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","Female","265","265","38840","34090"
"In post","2021","20-29","Declared non-disabled","Economics","Male","460","460","37960","34570"
"In post","2021","20-29","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","Female","395","390","32450","30140"
"In post","2021","20-29","Declared non-disabled","Finance","Male","370","370","33630","30780"
"In post","2021","20-29","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","Female","495","490","31370","29250"
"In post","2021","20-29","Declared non-disabled","Human Resources","Male","190","185","31800","29250"
"In post","2021","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","Female","190","185","32030","29250"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","Male","170","170","32060","29250"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","Female","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","Male","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","Female","95","95","38260","35490"
"In post","2021","20-29","Declared non-disabled","International Trade","Male","105","105","36650","32120"
"In post","2021","20-29","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Female","120","120","28750","27650"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Male","100","100","28110","27500"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","Female","425","425","35780","33550"
"In post","2021","20-29","Declared non-disabled","Legal","Male","310","310","33520","29570"
"In post","2021","20-29","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Female","75","70","28830","27400"
"In post","2021","20-29","Declared non-disabled","Medicine","Male","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Female","9620","9325","25320","24440"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Male","6885","6800","25550","24890"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","Female","95","90","33950","32660"
"In post","2021","20-29","Declared non-disabled","Operational Research","Male","130","130","34620","33880"
