"Status","Year","Age","Disability","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Unknown","Unknown","Female","205","185","29100","25560"
"In post","2021","30-39","Unknown","Unknown","Male","460","455","36490","33570"
"In post","2021","40-49","Declared disabled","AA/AO","Female","1950","1620","21580","21010"
"In post","2021","40-49","Declared disabled","AA/AO","Male","1285","1225","22750","21010"
"In post","2021","40-49","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","EO","Female","2275","2005","27540","27570"
"In post","2021","40-49","Declared disabled","EO","Male","1315","1285","28060","27570"
"In post","2021","40-49","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","G6/G7","Female","755","710","58400","56980"
"In post","2021","40-49","Declared disabled","G6/G7","Male","595","590","58320","57110"
"In post","2021","40-49","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","SCS level","Female","85","80","84980","78150"
"In post","2021","40-49","Declared disabled","SCS level","Male","75","70","87320","80090"
"In post","2021","40-49","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","SEO/HEO","Female","1660","1565","36350","35310"
"In post","2021","40-49","Declared disabled","SEO/HEO","Male","1195","1185","36740","36160"
"In post","2021","40-49","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Female","495","455","31790","32660"
"In post","2021","40-49","Declared disabled","Unknown","Male","125","125","34230","34340"
"In post","2021","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","AA/AO","Female","10555","8755","21680","21010"
"In post","2021","40-49","Declared non-disabled","AA/AO","Male","7035","6880","23670","21430"
"In post","2021","40-49","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","EO","Female","11865","10490","27500","27570"
"In post","2021","40-49","Declared non-disabled","EO","Male","8005","7920","27920","27570"
"In post","2021","40-49","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","G6/G7","Female","6895","6410","58870","57460"
"In post","2021","40-49","Declared non-disabled","G6/G7","Male","6595","6540","59390","57740"
"In post","2021","40-49","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","SCS level","Female","1025","965","86080","79590"
"In post","2021","40-49","Declared non-disabled","SCS level","Male","1015","1010","89440","82610"
"In post","2021","40-49","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","SEO/HEO","Female","11495","10705","37060","36480"
"In post","2021","40-49","Declared non-disabled","SEO/HEO","Male","9750","9670","37740","37280"
"In post","2021","40-49","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Unknown","Female","1840","1655","33320","33360"
"In post","2021","40-49","Declared non-disabled","Unknown","Male","770","760","36840","37170"
"In post","2021","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","AA/AO","Female","960","820","23130","21440"
"In post","2021","40-49","Undeclared","AA/AO","Male","1060","1030","25910","23240"
"In post","2021","40-49","Undeclared","EO","Female","815","740","27880","27570"
"In post","2021","40-49","Undeclared","EO","Male","890","875","28990","27570"
"In post","2021","40-49","Undeclared","G6/G7","Female","375","350","58360","56920"
"In post","2021","40-49","Undeclared","G6/G7","Male","515","515","58920","57430"
"In post","2021","40-49","Undeclared","SCS level","Female","50","45","84720","80000"
"In post","2021","40-49","Undeclared","SCS level","Male","50","50","88290","81920"
"In post","2021","40-49","Undeclared","SEO/HEO","Female","895","845","37820","36960"
"In post","2021","40-49","Undeclared","SEO/HEO","Male","1030","1020","37640","37400"
"In post","2021","40-49","Undeclared","Unknown","Female","115","105","32800","34340"
"In post","2021","40-49","Undeclared","Unknown","Male","75","75","36470","34020"
"In post","2021","40-49","Unknown","AA/AO","Female","2395","2060","21620","21130"
"In post","2021","40-49","Unknown","AA/AO","Male","1990","1935","23500","21400"
"In post","2021","40-49","Unknown","EO","Female","1700","1560","28040","27570"
"In post","2021","40-49","Unknown","EO","Male","1525","1510","28360","27150"
"In post","2021","40-49","Unknown","G6/G7","Female","1740","1620","59260","57060"
"In post","2021","40-49","Unknown","G6/G7","Male","1675","1660","59280","57030"
"In post","2021","40-49","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","SCS level","Female","295","280","88110","79200"
"In post","2021","40-49","Unknown","SCS level","Male","300","300","92800","83230"
"In post","2021","40-49","Unknown","SEO/HEO","Female","2335","2180","37430","36970"
"In post","2021","40-49","Unknown","SEO/HEO","Male","2295","2280","38140","37970"
"In post","2021","40-49","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","Female","140","125","31760","30210"
"In post","2021","40-49","Unknown","Unknown","Male","425","420","40470","35380"
"In post","2021","50-59","Declared disabled","AA/AO","Female","3500","2960","21490","21010"
"In post","2021","50-59","Declared disabled","AA/AO","Male","2180","2060","22870","21010"
"In post","2021","50-59","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","EO","Female","3855","3445","27770","27570"
"In post","2021","50-59","Declared disabled","EO","Male","2135","2045","28450","27570"
"In post","2021","50-59","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","G6/G7","Female","850","815","58860","57250"
"In post","2021","50-59","Declared disabled","G6/G7","Male","750","735","60480","58860"
"In post","2021","50-59","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","SCS level","Female","75","75","89910","82500"
"In post","2021","50-59","Declared disabled","SCS level","Male","95","95","96890","88880"
"In post","2021","50-59","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","SEO/HEO","Female","2340","2215","36690","35480"
"In post","2021","50-59","Declared disabled","SEO/HEO","Male","1915","1870","38240","37390"
"In post","2021","50-59","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Female","555","520","31920","30210"
"In post","2021","50-59","Declared disabled","Unknown","Male","195","190","36740","37170"
"In post","2021","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","AA/AO","Female","15845","13590","21530","21010"
"In post","2021","50-59","Declared non-disabled","AA/AO","Male","9865","9490","23570","21350"
"In post","2021","50-59","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","EO","Female","16240","14605","27720","27570"
"In post","2021","50-59","Declared non-disabled","EO","Male","10580","10190","28450","27570"
"In post","2021","50-59","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","G6/G7","Female","5850","5610","59620","57860"
"In post","2021","50-59","Declared non-disabled","G6/G7","Male","7195","7120","60980","59570"
"In post","2021","50-59","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","SCS level","Female","805","780","91960","84770"
"In post","2021","50-59","Declared non-disabled","SCS level","Male","1045","1035","96280","88620"
"In post","2021","50-59","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","SEO/HEO","Female","12620","11980","36900","35900"
"In post","2021","50-59","Declared non-disabled","SEO/HEO","Male","12325","12145","38740","37840"
"In post","2021","50-59","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Unknown","Female","1475","1365","32240","30210"
"In post","2021","50-59","Declared non-disabled","Unknown","Male","925","905","38890","37170"
"In post","2021","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","AA/AO","Female","1650","1465","22900","21440"
"In post","2021","50-59","Undeclared","AA/AO","Male","2050","1940","27160","28220"
"In post","2021","50-59","Undeclared","EO","Female","1125","1035","27910","27570"
"In post","2021","50-59","Undeclared","EO","Male","1380","1335","29610","28130"
"In post","2021","50-59","Undeclared","G6/G7","Female","385","365","59530","57740"
"In post","2021","50-59","Undeclared","G6/G7","Male","620","615","60440","58810"
"In post","2021","50-59","Undeclared","SCS level","Female","40","35","86410","79940"
"In post","2021","50-59","Undeclared","SCS level","Male","65","60","97150","91810"
"In post","2021","50-59","Undeclared","SEO/HEO","Female","1075","1020","37300","36620"
"In post","2021","50-59","Undeclared","SEO/HEO","Male","1620","1595","39240","38160"
"In post","2021","50-59","Undeclared","Unknown","Female","115","105","31930","31890"
"In post","2021","50-59","Undeclared","Unknown","Male","100","100","37110","37110"
"In post","2021","50-59","Unknown","AA/AO","Female","2960","2525","21430","21440"
"In post","2021","50-59","Unknown","AA/AO","Male","2445","2330","23010","21400"
"In post","2021","50-59","Unknown","EO","Female","1710","1580","28100","27570"
"In post","2021","50-59","Unknown","EO","Male","2155","2100","30370","30080"
"In post","2021","50-59","Unknown","G6/G7","Female","1215","1165","60410","58820"
"In post","2021","50-59","Unknown","G6/G7","Male","1560","1540","61240","59160"
"In post","2021","50-59","Unknown","SCS level","Female","225","215","103130","95210"
"In post","2021","50-59","Unknown","SCS level","Male","280","275","101270","93430"
"In post","2021","50-59","Unknown","SEO/HEO","Female","1905","1815","37630","36970"
"In post","2021","50-59","Unknown","SEO/HEO","Male","2485","2430","39400","39210"
"In post","2021","50-59","Unknown","Unknown","Female","85","70","30180","28750"
"In post","2021","50-59","Unknown","Unknown","Male","570","565","43070","38310"
"In post","2021","60-64","Declared disabled","AA/AO","Female","1360","1040","21300","21010"
"In post","2021","60-64","Declared disabled","AA/AO","Male","850","725","22110","21010"
"In post","2021","60-64","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","EO","Female","1065","820","27850","27570"
"In post","2021","60-64","Declared disabled","EO","Male","680","565","28460","27570"
"In post","2021","60-64","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","G6/G7","Female","105","85","60480","59160"
"In post","2021","60-64","Declared disabled","G6/G7","Male","190","165","60700","59380"
"In post","2021","60-64","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","SCS level","Female","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","SCS level","Male","20","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","SEO/HEO","Female","430","350","36540","35000"
"In post","2021","60-64","Declared disabled","SEO/HEO","Male","515","440","38640","37430"
"In post","2021","60-64","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Female","185","155","30470","28200"
"In post","2021","60-64","Declared disabled","Unknown","Male","105","95","34510","37170"
"In post","2021","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","AA/AO","Female","5720","4450","21310","21010"
"In post","2021","60-64","Declared non-disabled","AA/AO","Male","3490","3060","22520","21010"
"In post","2021","60-64","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","EO","Female","4255","3255","27820","27570"
"In post","2021","60-64","Declared non-disabled","EO","Male","3070","2545","28350","27570"
"In post","2021","60-64","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","G6/G7","Female","800","695","61150","59800"
"In post","2021","60-64","Declared non-disabled","G6/G7","Male","1390","1235","62310","60740"
"In post","2021","60-64","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","SCS level","Female","110","95","99020","94490"
"In post","2021","60-64","Declared non-disabled","SCS level","Male","200","190","104830","93730"
"In post","2021","60-64","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","SEO/HEO","Female","2225","1835","36880","35310"
"In post","2021","60-64","Declared non-disabled","SEO/HEO","Male","3060","2640","39300","38020"
"In post","2021","60-64","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","Female","460","385","29800","28200"
"In post","2021","60-64","Declared non-disabled","Unknown","Male","295","270","36940","37170"
"In post","2021","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","AA/AO","Female","560","440","22250","21430"
"In post","2021","60-64","Undeclared","AA/AO","Male","645","520","25360","22140"
"In post","2021","60-64","Undeclared","EO","Female","270","220","28150","27570"
"In post","2021","60-64","Undeclared","EO","Male","375","315","28880","27570"
"In post","2021","60-64","Undeclared","G6/G7","Female","55","45","62490","61090"
"In post","2021","60-64","Undeclared","G6/G7","Male","120","105","62750","61020"
"In post","2021","60-64","Undeclared","SCS level","Female","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","SCS level","Male","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","SEO/HEO","Female","185","155","36850","36280"
"In post","2021","60-64","Undeclared","SEO/HEO","Male","335","290","38610","37870"
"In post","2021","60-64","Undeclared","Unknown","Female","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","Male","25","20","[c]","[c]"
"In post","2021","60-64","Unknown","AA/AO","Female","1055","810","21220","21400"
"In post","2021","60-64","Unknown","AA/AO","Male","845","750","21970","20810"
"In post","2021","60-64","Unknown","EO","Female","405","325","28110","28130"
"In post","2021","60-64","Unknown","EO","Male","525","425","29570","29190"
"In post","2021","60-64","Unknown","G6/G7","Female","145","130","59350","56510"
"In post","2021","60-64","Unknown","G6/G7","Male","300","265","61880","59750"
"In post","2021","60-64","Unknown","SCS level","Female","25","20","[c]","[c]"
"In post","2021","60-64","Unknown","SCS level","Male","50","50","109420","108130"
"In post","2021","60-64","Unknown","SEO/HEO","Female","360","300","37950","36780"
