"Status","Year","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Inspector of Education and Training","Undeclared","45","45","71170","74730"
"In post","2021","Inspector of Education and Training","Unknown","40","35","57510","51360"
"In post","2021","Intelligence Analysis","Heterosexual / straight","2470","2365","34220","30890"
"In post","2021","Intelligence Analysis","LGBO","120","120","35900","30830"
"In post","2021","Intelligence Analysis","Undeclared","425","405","34290","31290"
"In post","2021","Intelligence Analysis","Unknown","380","370","41720","37000"
"In post","2021","Internal Audit","Heterosexual / straight","600","575","46030","43320"
"In post","2021","Internal Audit","LGBO","35","35","47730","42520"
"In post","2021","Internal Audit","Undeclared","85","80","45790","42520"
"In post","2021","Internal Audit","Unknown","55","55","42280","40040"
"In post","2021","International Trade","Heterosexual / straight","835","825","47770","43930"
"In post","2021","International Trade","LGBO","80","80","51070","51970"
"In post","2021","International Trade","Undeclared","90","90","44800","38780"
"In post","2021","International Trade","Unknown","465","460","45060","38800"
"In post","2021","Knowledge and Information Management","Heterosexual / straight","1635","1570","36770","33300"
"In post","2021","Knowledge and Information Management","LGBO","90","90","34180","32330"
"In post","2021","Knowledge and Information Management","Undeclared","325","310","37630","34890"
"In post","2021","Knowledge and Information Management","Unknown","330","310","36950","34240"
"In post","2021","Legal","Heterosexual / straight","7735","7235","48230","49980"
"In post","2021","Legal","LGBO","445","435","50050","51250"
"In post","2021","Legal","Undeclared","1020","950","46890","45190"
"In post","2021","Legal","Unknown","2945","2740","47790","50520"
"In post","2021","Medicine","Heterosexual / straight","1715","1540","54180","40000"
"In post","2021","Medicine","LGBO","50","50","59530","51500"
"In post","2021","Medicine","Undeclared","230","200","63750","53870"
"In post","2021","Medicine","Unknown","510","455","59690","44500"
"In post","2021","Operational Delivery","Heterosexual / straight","116005","107070","29080","26300"
"In post","2021","Operational Delivery","LGBO","6435","6205","28970","26120"
"In post","2021","Operational Delivery","Undeclared","17485","15765","28840","26780"
"In post","2021","Operational Delivery","Unknown","36185","32990","27260","24920"
"In post","2021","Operational Research","Heterosexual / straight","860","820","44610","45560"
"In post","2021","Operational Research","LGBO","70","70","40760","37320"
"In post","2021","Operational Research","Undeclared","105","105","45750","45200"
"In post","2021","Operational Research","Unknown","155","150","42800","40480"
"In post","2021","Other","Heterosexual / straight","15260","14615","30590","26470"
"In post","2021","Other","LGBO","595","580","31720","27350"
"In post","2021","Other","Undeclared","2165","2070","31340","26670"
"In post","2021","Other","Unknown","4645","4505","36280","32700"
"In post","2021","Planning","Heterosexual / straight","160","150","46980","40920"
"In post","2021","Planning","LGBO","10","10","[c]","[c]"
"In post","2021","Planning","Undeclared","15","15","[c]","[c]"
"In post","2021","Planning","Unknown","15","15","[c]","[c]"
"In post","2021","Planning Inspectors","Heterosexual / straight","265","235","57870","58810"
"In post","2021","Planning Inspectors","LGBO","5","5","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","35","25","57910","58810"
"In post","2021","Planning Inspectors","Unknown","40","30","58650","58810"
"In post","2021","Policy","Heterosexual / straight","19695","19125","47630","43690"
"In post","2021","Policy","LGBO","1905","1880","47060","43360"
"In post","2021","Policy","Undeclared","2625","2560","47250","43760"
"In post","2021","Policy","Unknown","4860","4725","46600","41950"
"In post","2021","Project Delivery","Heterosexual / straight","11875","11515","42410","38980"
"In post","2021","Project Delivery","LGBO","560","555","41610","38600"
"In post","2021","Project Delivery","Undeclared","1490","1440","43810","40580"
"In post","2021","Project Delivery","Unknown","2090","2025","41900","38630"
"In post","2021","Property","Heterosexual / straight","4865","4670","36780","33300"
"In post","2021","Property","LGBO","175","175","36090","32550"
"In post","2021","Property","Undeclared","755","715","37290","33300"
"In post","2021","Property","Unknown","1165","1100","34070","31050"
"In post","2021","Psychology","Heterosexual / straight","1055","1010","35780","31180"
"In post","2021","Psychology","LGBO","55","55","31590","29060"
"In post","2021","Psychology","Undeclared","95","90","34940","31180"
"In post","2021","Psychology","Unknown","210","195","36610","33650"
"In post","2021","Science and Engineering","Heterosexual / straight","8885","8550","38370","37080"
"In post","2021","Science and Engineering","LGBO","425","415","36330","31660"
"In post","2021","Science and Engineering","Undeclared","1575","1495","39560","37550"
"In post","2021","Science and Engineering","Unknown","3205","3055","39780","39170"
"In post","2021","Security","Heterosexual / straight","5885","5760","30820","26670"
"In post","2021","Security","LGBO","250","250","32920","30890"
"In post","2021","Security","Undeclared","940","915","34500","37880"
"In post","2021","Security","Unknown","1235","1220","32090","29370"
"In post","2021","Social Research","Heterosexual / straight","850","815","43340","41560"
"In post","2021","Social Research","LGBO","75","70","41290","37020"
"In post","2021","Social Research","Undeclared","60","60","44110","42710"
"In post","2021","Social Research","Unknown","175","165","39140","37020"
"In post","2021","Statistics","Heterosexual / straight","1400","1350","44280","40580"
"In post","2021","Statistics","LGBO","140","140","40900","37020"
"In post","2021","Statistics","Undeclared","140","135","41920","38120"
"In post","2021","Statistics","Unknown","355","345","40680","37020"
"In post","2021","Tax","Heterosexual / straight","9600","9035","35640","31810"
"In post","2021","Tax","LGBO","640","620","33330","31810"
"In post","2021","Tax","Undeclared","1325","1225","38110","32520"
"In post","2021","Tax","Unknown","6235","5920","28790","25560"
"In post","2021","Unknown","Heterosexual / straight","74995","68760","30920","27570"
"In post","2021","Unknown","LGBO","4965","4785","30980","27570"
"In post","2021","Unknown","Undeclared","8695","7845","29650","27570"
"In post","2021","Unknown","Unknown","31985","28760","31180","27570"
"In post","2021","Veterinarian","Heterosexual / straight","290","280","45640","43980"
"In post","2021","Veterinarian","LGBO","15","15","[c]","[c]"
"In post","2021","Veterinarian","Undeclared","80","75","47920","50320"
"In post","2021","Veterinarian","Unknown","70","65","46320","44340"
"Leaver CS","2021","Commercial","Heterosexual / straight","130","[c]","39640","37670"
"Leaver CS","2021","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","35","[c]","35700","36070"
"Leaver CS","2021","Communications","Heterosexual / straight","130","[c]","37180","33300"
"Leaver CS","2021","Communications","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","75","[c]","36780","33120"
"Leaver CS","2021","Corporate Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Heterosexual / straight","230","[c]","42880","38450"
"Leaver CS","2021","Digital, Data and Technology","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","45","[c]","42900","38600"
"Leaver CS","2021","Digital, Data and Technology","Unknown","160","[c]","41300","38220"
"Leaver CS","2021","Economics","Heterosexual / straight","65","[c]","35280","27030"
"Leaver CS","2021","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","45","[c]","33280","21650"
"Leaver CS","2021","Finance","Heterosexual / straight","175","[c]","41910","37720"
"Leaver CS","2021","Finance","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","30","[c]","47410","39370"
"Leaver CS","2021","Finance","Unknown","45","[c]","39800","33720"
"Leaver CS","2021","Human Resources","Heterosexual / straight","215","[c]","39030","33650"
"Leaver CS","2021","Human Resources","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","50","[c]","38080","31610"
"Leaver CS","2021","Inspector of Education and Training","Heterosexual / straight","60","[c]","67890","75500"
"Leaver CS","2021","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Heterosexual / straight","55","[c]","35920","32430"
"Leaver CS","2021","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","70","[c]","32150","28540"
"Leaver CS","2021","Knowledge and Information Management","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","240","[c]","53590","54140"
"Leaver CS","2021","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","40","[c]","49930","46530"
"Leaver CS","2021","Legal","Unknown","120","[c]","53750","55610"
"Leaver CS","2021","Medicine","Heterosexual / straight","175","[c]","53520","38890"
"Leaver CS","2021","Medicine","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","60","[c]","51600","37890"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","4580","[c]","28180","23250"
"Leaver CS","2021","Operational Delivery","LGBO","270","[c]","27870","22460"
"Leaver CS","2021","Operational Delivery","Undeclared","845","[c]","28330","24590"
"Leaver CS","2021","Operational Delivery","Unknown","2560","[c]","27000","22390"
"Leaver CS","2021","Operational Research","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","890","[c]","29360","26670"
"Leaver CS","2021","Other","LGBO","30","[c]","29560","26670"
"Leaver CS","2021","Other","Undeclared","130","[c]","27500","26240"
"Leaver CS","2021","Other","Unknown","420","[c]","33320","29930"
"Leaver CS","2021","Planning","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","415","[c]","47600","40960"
"Leaver CS","2021","Policy","LGBO","50","[c]","54970","51730"
"Leaver CS","2021","Policy","Undeclared","65","[c]","47640","46080"
"Leaver CS","2021","Policy","Unknown","300","[c]","41190","35020"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","310","[c]","41880","37670"
"Leaver CS","2021","Project Delivery","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","50","[c]","45680","41000"
"Leaver CS","2021","Project Delivery","Unknown","70","[c]","34380","36030"
"Leaver CS","2021","Property","Heterosexual / straight","240","[c]","33490","30780"
"Leaver CS","2021","Property","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","55","[c]","37700","36100"
"Leaver CS","2021","Property","Unknown","130","[c]","29280","25500"
"Leaver CS","2021","Psychology","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Heterosexual / straight","500","[c]","32650","29270"
"Leaver CS","2021","Science and Engineering","LGBO","30","[c]","24900","21260"
"Leaver CS","2021","Science and Engineering","Undeclared","65","[c]","38220","37210"
"Leaver CS","2021","Science and Engineering","Unknown","210","[c]","32190","29750"
"Leaver CS","2021","Security","Heterosexual / straight","255","[c]","30420","26990"
"Leaver CS","2021","Security","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","45","[c]","36490","39070"
"Leaver CS","2021","Security","Unknown","85","[c]","27940","25250"
"Leaver CS","2021","Social Research","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","3435","[c]","29280","26890"
"Leaver CS","2021","Unknown","LGBO","225","[c]","29410","26780"
"Leaver CS","2021","Unknown","Undeclared","455","[c]","30320","27400"
"Leaver CS","2021","Unknown","Unknown","8145","[c]","30820","27570"
"Leaver CS","2021","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","120","[c]","37180","34800"
"Leaver Dept.","2021","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","120","[c]","44670","41960"
"Leaver Dept.","2021","Communications","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","65","[c]","41670","39340"
"Leaver Dept.","2021","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","110","[c]","44080","38360"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","65","[c]","48070","47560"
"Leaver Dept.","2021","Economics","Heterosexual / straight","80","[c]","43300","37970"
"Leaver Dept.","2021","Economics","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","150","[c]","47350","45480"
"Leaver Dept.","2021","Finance","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","45","[c]","46970","43750"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","220","[c]","39340","34400"
"Leaver Dept.","2021","Human Resources","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","65","[c]","42300","39120"
"Leaver Dept.","2021","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Heterosexual / straight","40","[c]","35580","35050"
"Leaver Dept.","2021","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Heterosexual / straight","70","[c]","46140","40930"
"Leaver Dept.","2021","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","55","[c]","44800","41660"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","30","[c]","41600","35750"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","65","[c]","51770","51940"
"Leaver Dept.","2021","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","35","[c]","59210","60520"
"Leaver Dept.","2021","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","1300","[c]","29200","24890"
"Leaver Dept.","2021","Operational Delivery","LGBO","115","[c]","28860","24280"
"Leaver Dept.","2021","Operational Delivery","Undeclared","140","[c]","29780","24880"
"Leaver Dept.","2021","Operational Delivery","Unknown","430","[c]","28190","24050"
"Leaver Dept.","2021","Operational Research","Heterosexual / straight","35","[c]","40980","39740"
"Leaver Dept.","2021","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Heterosexual / straight","205","[c]","36020","30000"
"Leaver Dept.","2021","Other","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","70","[c]","44990","37650"
"Leaver Dept.","2021","Planning","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Heterosexual / straight","875","[c]","45570","40220"
"Leaver Dept.","2021","Policy","LGBO","115","[c]","44860","41760"
"Leaver Dept.","2021","Policy","Undeclared","130","[c]","46610","43900"
"Leaver Dept.","2021","Policy","Unknown","565","[c]","41560","36970"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","290","[c]","41700","36560"
"Leaver Dept.","2021","Project Delivery","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","80","[c]","42060","37460"
"Leaver Dept.","2021","Property","Heterosexual / straight","45","[c]","40040","33300"
"Leaver Dept.","2021","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Heterosexual / straight","85","[c]","36360","33100"
"Leaver Dept.","2021","Science and Engineering","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Heterosexual / straight","65","[c]","41650","36200"
"Leaver Dept.","2021","Statistics","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","1975","[c]","35840","32000"
"Leaver Dept.","2021","Unknown","LGBO","200","[c]","36480","32000"
"Leaver Dept.","2021","Unknown","Undeclared","235","[c]","36870","32000"
"Leaver Dept.","2021","Unknown","Unknown","3075","[c]","34980","32000"
"New entrant CS","2021","Commercial","Heterosexual / straight","280","[c]","35050","33650"
"New entrant CS","2021","Commercial","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","155","[c]","39790","37420"
"New entrant CS","2021","Communications","Heterosexual / straight","225","[c]","36090","32560"
"New entrant CS","2021","Communications","LGBO","35","[c]","36810","32540"
"New entrant CS","2021","Communications","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","190","[c]","36350","30850"
"New entrant CS","2021","Corporate Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","35","[c]","34010","31000"
"New entrant CS","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Heterosexual / straight","915","[c]","40950","38160"
"New entrant CS","2021","Digital, Data and Technology","LGBO","85","[c]","37110","34830"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","100","[c]","41420","37610"
"New entrant CS","2021","Digital, Data and Technology","Unknown","750","[c]","40490","36800"
"New entrant CS","2021","Economics","Heterosexual / straight","270","[c]","32400","31800"
"New entrant CS","2021","Economics","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Undeclared","30","[c]","33970","32560"
"New entrant CS","2021","Economics","Unknown","150","[c]","31200","32390"
"New entrant CS","2021","Finance","Heterosexual / straight","445","[c]","36040","32810"
"New entrant CS","2021","Finance","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","30","[c]","[c]","[c]"
