"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Female","80","70","21600","20880"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Male","45","40","21690","20880"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Female","95","90","26650","26380"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Male","70","70","27020","26750"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Female","135","125","58580","56600"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Male","115","115","58190","56380"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","265","255","36660","34500"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","200","195","37740","37700"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Female","30","30","57260","53750"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","30","30","35030","34020"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","EO","Female","70","65","26390","26000"
"In post","2021","Declared disabled","Department for Education","EO","Male","35","35","26840","26000"
"In post","2021","Declared disabled","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G6/G7","Female","125","115","56370","54200"
"In post","2021","Declared disabled","Department for Education","G6/G7","Male","80","80","57060","54170"
"In post","2021","Declared disabled","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SEO/HEO","Female","220","205","35480","36500"
"In post","2021","Declared disabled","Department for Education","SEO/HEO","Male","150","145","35350","36500"
"In post","2021","Declared disabled","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Female","165","145","21690","21050"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Male","90","85","21700","21050"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Female","140","130","26330","25450"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Male","85","85","26580","25920"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Female","110","105","53730","53200"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Male","100","100","54240","53200"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","265","250","34610","35620"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","185","180","34330","33510"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G6/G7","Female","45","45","56290","52090"
"In post","2021","Declared disabled","Department for International Trade","G6/G7","Male","40","40","56550","53470"
"In post","2021","Declared disabled","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SEO/HEO","Female","35","35","36070","35560"
"In post","2021","Declared disabled","Department for International Trade","SEO/HEO","Male","40","40","34610","33420"
"In post","2021","Declared disabled","Department for International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","AA/AO","Female","405","310","20520","21590"
"In post","2021","Declared disabled","Department for Transport","AA/AO","Male","195","180","21730","21590"
"In post","2021","Declared disabled","Department for Transport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","EO","Female","175","150","27510","26780"
"In post","2021","Declared disabled","Department for Transport","EO","Male","230","215","28170","26780"
"In post","2021","Declared disabled","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","G6/G7","Female","40","35","58150","54760"
"In post","2021","Declared disabled","Department for Transport","G6/G7","Male","55","55","61090","57220"
"In post","2021","Declared disabled","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SEO/HEO","Female","130","125","36620","35060"
"In post","2021","Declared disabled","Department for Transport","SEO/HEO","Male","140","135","37390","36040"
"In post","2021","Declared disabled","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","AA/AO","Female","3330","2670","21170","21010"
"In post","2021","Declared disabled","Department for Work and Pensions","AA/AO","Male","1790","1650","21130","21010"
"In post","2021","Declared disabled","Department for Work and Pensions","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","Female","5840","5040","28060","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","Male","2600","2450","28080","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","G6/G7","Female","195","185","56010","54070"
"In post","2021","Declared disabled","Department for Work and Pensions","G6/G7","Male","140","135","56830","54770"
"In post","2021","Declared disabled","Department for Work and Pensions","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO/HEO","Female","1055","955","35120","34290"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO/HEO","Male","570","545","36550","34290"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","AA/AO","Female","50","45","21300","20250"
"In post","2021","Declared disabled","Department of Health and Social Care","AA/AO","Male","30","25","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","Female","60","55","26620","26910"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","G6/G7","Female","85","80","57900","54410"
"In post","2021","Declared disabled","Department of Health and Social Care","G6/G7","Male","50","50","59480","58600"
"In post","2021","Declared disabled","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SCS level","Male","15","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SEO/HEO","Female","140","130","35860","36330"
"In post","2021","Declared disabled","Department of Health and Social Care","SEO/HEO","Male","70","65","36210","35970"
"In post","2021","Declared disabled","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","EO","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","EO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","Female","40","40","25290","24750"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","Male","40","40","26110","26590"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","EO","Female","75","70","29740","29300"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","EO","Male","55","50","29730","29770"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","Female","125","120","58520","58030"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","Male","125","120","60760","58460"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","Female","165","155","37550","37560"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","Male","150","145","38050","37560"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","AA/AO","Female","65","60","22360","22350"
"In post","2021","Declared disabled","HM Land Registry","AA/AO","Male","50","45","22410","22350"
"In post","2021","Declared disabled","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","EO","Female","135","105","27340","27130"
"In post","2021","Declared disabled","HM Land Registry","EO","Male","70","60","27640","27130"
"In post","2021","Declared disabled","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","G6/G7","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","G6/G7","Male","10","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","SEO/HEO","Female","85","70","36610","33840"
"In post","2021","Declared disabled","HM Land Registry","SEO/HEO","Male","70","60","37060","33840"
"In post","2021","Declared disabled","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","AA/AO","Female","1195","940","21120","21400"
"In post","2021","Declared disabled","HM Revenue and Customs","AA/AO","Male","780","715","20790","20140"
"In post","2021","Declared disabled","HM Revenue and Customs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","EO","Female","765","675","26810","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","EO","Male","520","480","26680","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","G6/G7","Female","320","305","56620","53150"
"In post","2021","Declared disabled","HM Revenue and Customs","G6/G7","Male","310","295","57860","55010"
"In post","2021","Declared disabled","HM Revenue and Customs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","SEO/HEO","Female","975","900","34800","32360"
"In post","2021","Declared disabled","HM Revenue and Customs","SEO/HEO","Male","845","800","35490","35000"
"In post","2021","Declared disabled","HM Revenue and Customs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
