"Status","Year","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Operational Delivery","Male","2195","2140","29910","28670"
"In post","2021","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Female","10","10","[c]","[c]"
"In post","2021","Black","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Female","345","335","30280","28310"
"In post","2021","Black","Other","Male","180","170","32090","28810"
"In post","2021","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Female","755","745","38960","34890"
"In post","2021","Black","Policy","Male","335","335","39460","36300"
"In post","2021","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Female","320","315","40130","37660"
"In post","2021","Black","Project Delivery","Male","175","170","39510","37390"
"In post","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Female","75","75","34630","31620"
"In post","2021","Black","Property","Male","50","50","39720","38420"
"In post","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","Female","20","20","[c]","[c]"
"In post","2021","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Female","160","145","35460","33180"
"In post","2021","Black","Science and Engineering","Male","125","120","38770","36510"
"In post","2021","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Female","30","30","[c]","[c]"
"In post","2021","Black","Security","Male","90","90","29280","22650"
"In post","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","Female","20","20","[c]","[c]"
"In post","2021","Black","Social Research","Male","5","5","[c]","[c]"
"In post","2021","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","Female","30","30","38750","37160"
"In post","2021","Black","Statistics","Male","25","25","[c]","[c]"
"In post","2021","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","Female","240","230","31220","31810"
"In post","2021","Black","Tax","Male","190","185","33490","32050"
"In post","2021","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Female","3015","2815","29970","31060"
"In post","2021","Black","Unknown","Male","1345","1325","30650","29290"
"In post","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Chinese","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Communications","Male","5","5","[c]","[c]"
"In post","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Male","30","30","41970","38040"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Female","10","10","[c]","[c]"
"In post","2021","Chinese","Economics","Male","15","15","[c]","[c]"
"In post","2021","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Female","30","30","39450","34160"
"In post","2021","Chinese","Finance","Male","20","20","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Female","15","15","[c]","[c]"
"In post","2021","Chinese","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Female","5","5","[c]","[c]"
"In post","2021","Chinese","International Trade","Male","5","5","[c]","[c]"
"In post","2021","Chinese","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Female","30","30","49970","51540"
"In post","2021","Chinese","Legal","Male","15","15","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Female","10","10","[c]","[c]"
"In post","2021","Chinese","Medicine","Male","5","5","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Female","210","190","28880","25560"
"In post","2021","Chinese","Operational Delivery","Male","145","140","27690","25560"
"In post","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Male","5","5","[c]","[c]"
"In post","2021","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Female","35","30","36620","27880"
"In post","2021","Chinese","Other","Male","20","20","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Female","80","75","46980","42430"
"In post","2021","Chinese","Policy","Male","50","50","41100","37230"
"In post","2021","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Female","15","15","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Male","15","15","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Female","10","10","[c]","[c]"
"In post","2021","Chinese","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","Female","35","30","44080","40070"
"In post","2021","Chinese","Science and Engineering","Male","20","20","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Male","10","10","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","Female","5","5","[c]","[c]"
"In post","2021","Chinese","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","Female","20","20","[c]","[c]"
"In post","2021","Chinese","Statistics","Male","10","10","[c]","[c]"
"In post","2021","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","Female","25","25","[c]","[c]"
"In post","2021","Chinese","Tax","Male","25","25","[c]","[c]"
"In post","2021","Chinese","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Female","125","115","30330","27570"
"In post","2021","Chinese","Unknown","Male","80","80","32910","29290"
"In post","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Female","55","55","39730","34780"
"In post","2021","Mixed","Commercial","Male","30","30","37670","36640"
"In post","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Female","70","65","42240","39290"
"In post","2021","Mixed","Communications","Male","45","45","40670","38150"
"In post","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data and Technology","Female","85","85","41240","39980"
"In post","2021","Mixed","Digital, Data and Technology","Male","130","125","43770","39190"
"In post","2021","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Economics","Female","40","35","43310","37890"
"In post","2021","Mixed","Economics","Male","50","50","46350","46410"
"In post","2021","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Female","80","75","40710","38140"
"In post","2021","Mixed","Finance","Male","65","65","41640","39010"
"In post","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Female","110","105","40660","37640"
"In post","2021","Mixed","Human Resources","Male","45","45","41210","35660"
"In post","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","Female","40","35","38200","34640"
"In post","2021","Mixed","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","Female","20","20","[c]","[c]"
"In post","2021","Mixed","International Trade","Male","20","20","[c]","[c]"
"In post","2021","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Female","175","160","51550","51830"
"In post","2021","Mixed","Legal","Male","110","105","49310","50110"
"In post","2021","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","Female","25","25","[c]","[c]"
"In post","2021","Mixed","Medicine","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Operational Delivery","Female","1610","1480","29010","26160"
"In post","2021","Mixed","Operational Delivery","Male","1120","1080","30870","28210"
"In post","2021","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Operational Research","Female","5","5","[c]","[c]"
"In post","2021","Mixed","Operational Research","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other","Female","150","145","33140","28660"
"In post","2021","Mixed","Other","Male","125","120","34400","31380"
"In post","2021","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Policy","Female","520","505","43600","39310"
"In post","2021","Mixed","Policy","Male","370","370","46390","44230"
"In post","2021","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Female","140","135","40250","36800"
"In post","2021","Mixed","Project Delivery","Male","120","120","44730","40110"
"In post","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Female","45","45","34740","32290"
"In post","2021","Mixed","Property","Male","40","40","35510","33160"
"In post","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Psychology","Female","30","30","[c]","[c]"
"In post","2021","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Science and Engineering","Female","85","80","34210","33330"
"In post","2021","Mixed","Science and Engineering","Male","120","115","39190","37320"
"In post","2021","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Female","30","30","[c]","[c]"
"In post","2021","Mixed","Security","Male","55","55","32710","29890"
"In post","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Research","Female","20","20","[c]","[c]"
"In post","2021","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Statistics","Female","20","20","[c]","[c]"
"In post","2021","Mixed","Statistics","Male","20","20","[c]","[c]"
"In post","2021","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tax","Female","100","95","32220","31810"
"In post","2021","Mixed","Tax","Male","110","105","38720","31810"
"In post","2021","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Female","1325","1220","30270","27570"
"In post","2021","Mixed","Unknown","Male","760","745","32770","27570"
"In post","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Female","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","Male","55","55","43190","39930"
"In post","2021","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Economics","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Female","35","35","36090","32300"
