"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnet","London","HEO","275","265","34600","33340"
"In post","2021","Barnet","London","SCS level","45","40","117800","103340"
"In post","2021","Barnet","London","SEO","295","280","42990","41990"
"In post","2021","Barnet","London","Unknown","45","45","31660","26810"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","AA","210","200","20500","20600"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","AO","1295","1140","23550","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","EO","940","820","28310","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","G7","20","20","59010","54370"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","HEO","225","210","34200","33170"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","SEO","85","85","46540","46200"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Unknown","210","185","29510","30210"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA","135","130","19950","19560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AO","625","570","23790","21430"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","2615","2475","24800","25750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6","490","475","68810","67480"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G7","1430","1395","53510","54480"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","HEO","3055","2935","31480","32120"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","150","150","100420","92370"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","3325","3215","41220","40880"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","1530","1480","41280","39100"
"In post","2021","Bedford","Outside London","AA","50","50","21480","21500"
"In post","2021","Bedford","Outside London","AO","245","230","26780","27850"
"In post","2021","Bedford","Outside London","EO","285","260","27760","27570"
"In post","2021","Bedford","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","G7","20","20","55730","52540"
"In post","2021","Bedford","Outside London","HEO","100","95","33760","32740"
"In post","2021","Bedford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","SEO","65","60","44670","45100"
"In post","2021","Bedford","Outside London","Unknown","70","60","27390","23840"
"In post","2021","Belfast","Outside London","AA","60","55","19340","19560"
"In post","2021","Belfast","Outside London","AO","945","840","20740","20140"
"In post","2021","Belfast","Outside London","EO","820","770","26290","25560"
"In post","2021","Belfast","Outside London","G6","35","35","65380","64670"
"In post","2021","Belfast","Outside London","G7","175","170","52530","52580"
"In post","2021","Belfast","Outside London","HEO","530","505","32410","31810"
"In post","2021","Belfast","Outside London","SCS level","15","15","80880","74780"
"In post","2021","Belfast","Outside London","SEO","235","230","38460","38630"
"In post","2021","Berkshire","Outside London","AA","95","90","18970","18800"
"In post","2021","Berkshire","Outside London","AO","905","865","28470","25630"
"In post","2021","Berkshire","Outside London","EO","795","755","30940","29290"
"In post","2021","Berkshire","Outside London","G6","70","65","66040","64590"
"In post","2021","Berkshire","Outside London","G7","225","215","54210","52570"
"In post","2021","Berkshire","Outside London","HEO","405","385","35720","33300"
"In post","2021","Berkshire","Outside London","SCS level","20","20","91400","91810"
"In post","2021","Berkshire","Outside London","SEO","245","235","41340","40040"
"In post","2021","Berkshire","Outside London","Unknown","190","185","31760","31910"
"In post","2021","Bexley and Greenwich","London","AA","220","210","23670","23790"
"In post","2021","Bexley and Greenwich","London","AO","660","635","30070","31590"
"In post","2021","Bexley and Greenwich","London","EO","545","515","32070","31060"
"In post","2021","Bexley and Greenwich","London","G6","5","5","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","G7","10","10","65720","66570"
"In post","2021","Bexley and Greenwich","London","HEO","145","140","38350","38690"
"In post","2021","Bexley and Greenwich","London","SEO","45","45","51120","49780"
"In post","2021","Bexley and Greenwich","London","Unknown","130","130","33350","33950"
"In post","2021","Birmingham","Outside London","AA","300","275","18890","18900"
"In post","2021","Birmingham","Outside London","AO","3270","2955","21200","20180"
"In post","2021","Birmingham","Outside London","EO","3310","3060","26620","27570"
"In post","2021","Birmingham","Outside London","G6","230","220","68750","65630"
"In post","2021","Birmingham","Outside London","G7","920","880","54860","52580"
"In post","2021","Birmingham","Outside London","HEO","1940","1860","32720","31810"
"In post","2021","Birmingham","Outside London","SCS level","110","105","99910","94650"
"In post","2021","Birmingham","Outside London","SEO","1085","1045","41000","38980"
"In post","2021","Birmingham","Outside London","Unknown","435","400","30160","28200"
"In post","2021","Blackburn with Darwen","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","AO","150","125","21170","21010"
"In post","2021","Blackburn with Darwen","Outside London","EO","220","195","27500","27570"
"In post","2021","Blackburn with Darwen","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","HEO","40","40","32120","31990"
"In post","2021","Blackburn with Darwen","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Unknown","65","60","28470","28200"
"In post","2021","Blackpool","Outside London","AA","15","10","18520","18900"
"In post","2021","Blackpool","Outside London","AO","1740","1565","20860","21010"
"In post","2021","Blackpool","Outside London","EO","1860","1675","27440","27570"
"In post","2021","Blackpool","Outside London","G6","110","105","65730","64500"
"In post","2021","Blackpool","Outside London","G7","305","290","51820","49450"
"In post","2021","Blackpool","Outside London","HEO","595","565","32540","31990"
"In post","2021","Blackpool","Outside London","SCS level","20","20","76440","73540"
"In post","2021","Blackpool","Outside London","SEO","425","400","37240","36220"
"In post","2021","Blackpool","Outside London","Unknown","70","65","29310","30210"
"In post","2021","Bournemouth and Poole","Outside London","AA","45","40","17930","18760"
"In post","2021","Bournemouth and Poole","Outside London","AO","155","140","20970","20720"
"In post","2021","Bournemouth and Poole","Outside London","EO","330","290","27070","27570"
"In post","2021","Bournemouth and Poole","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Bournemouth and Poole","Outside London","HEO","50","50","32040","31990"
"In post","2021","Bournemouth and Poole","Outside London","SEO","25","20","39890","40160"
"In post","2021","Bournemouth and Poole","Outside London","Unknown","100","90","28540","25460"
"In post","2021","Bradford","Outside London","AA","65","55","18810","20070"
"In post","2021","Bradford","Outside London","AO","1265","1065","20570","20140"
"In post","2021","Bradford","Outside London","EO","955","855","26690","27570"
"In post","2021","Bradford","Outside London","G6","40","40","64310","64670"
"In post","2021","Bradford","Outside London","G7","135","130","51980","52580"
"In post","2021","Bradford","Outside London","HEO","325","300","31580","31810"
"In post","2021","Bradford","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Bradford","Outside London","SEO","180","175","38700","38630"
"In post","2021","Bradford","Outside London","Unknown","125","115","30150","30210"
"In post","2021","Breckland and South Norfolk","Outside London","AA","65","60","20510","20600"
"In post","2021","Breckland and South Norfolk","Outside London","AO","240","225","25220","24440"
"In post","2021","Breckland and South Norfolk","Outside London","EO","130","125","28750","27570"
"In post","2021","Breckland and South Norfolk","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Outside London","HEO","50","50","34130","33300"
"In post","2021","Breckland and South Norfolk","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Outside London","SEO","25","25","46990","46830"
"In post","2021","Breckland and South Norfolk","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Brent","London","AA","20","15","20130","19880"
"In post","2021","Brent","London","AO","140","120","23920","23500"
"In post","2021","Brent","London","EO","275","260","30670","31060"
"In post","2021","Brent","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Brent","London","G7","15","15","61520","62080"
"In post","2021","Brent","London","HEO","55","50","35650","36400"
"In post","2021","Brent","London","SEO","40","35","47390","47980"
"In post","2021","Brent","London","Unknown","65","65","32640","29210"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","AO","260","225","20530","21010"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","EO","285","260","27980","27570"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","HEO","60","55","35310","34290"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","SEO","25","20","39820","38280"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Unknown","60","55","33630","31420"
"In post","2021","Brighton and Hove","Outside London","AA","25","20","17090","16840"
"In post","2021","Brighton and Hove","Outside London","AO","130","115","21210","21000"
"In post","2021","Brighton and Hove","Outside London","EO","265","240","27590","27570"
"In post","2021","Brighton and Hove","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Outside London","G7","65","60","58090","59770"
"In post","2021","Brighton and Hove","Outside London","HEO","40","40","34040","34290"
"In post","2021","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Outside London","SEO","25","25","40130","40790"
"In post","2021","Brighton and Hove","Outside London","Unknown","90","75","28790","25340"
"In post","2021","Bristol, City of","Outside London","AA","130","120","19050","19040"
"In post","2021","Bristol, City of","Outside London","AO","1205","1095","21780","21050"
"In post","2021","Bristol, City of","Outside London","EO","1430","1305","26650","27250"
"In post","2021","Bristol, City of","Outside London","G6","490","445","64730","64490"
"In post","2021","Bristol, City of","Outside London","G7","940","900","52350","50930"
"In post","2021","Bristol, City of","Outside London","HEO","1250","1175","32010","31810"
"In post","2021","Bristol, City of","Outside London","SCS level","85","85","92100","84000"
"In post","2021","Bristol, City of","Outside London","SEO","915","860","40040","38700"
"In post","2021","Bristol, City of","Outside London","Unknown","165","150","28840","28200"
"In post","2021","Bromley","London","AA","15","10","18350","17990"
"In post","2021","Bromley","London","AO","130","115","22690","22450"
"In post","2021","Bromley","London","EO","240","220","31060","31060"
"In post","2021","Bromley","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","London","HEO","35","35","36330","36650"
"In post","2021","Bromley","London","SEO","20","20","44740","45640"
"In post","2021","Bromley","London","Unknown","20","20","29840","26690"
"In post","2021","Buckinghamshire CC","Outside London","AA","115","110","21230","21500"
"In post","2021","Buckinghamshire CC","Outside London","AO","450","425","26330","23580"
"In post","2021","Buckinghamshire CC","Outside London","EO","490","465","28760","28350"
"In post","2021","Buckinghamshire CC","Outside London","G6","20","20","75240","70670"
"In post","2021","Buckinghamshire CC","Outside London","G7","55","55","60590","56540"
"In post","2021","Buckinghamshire CC","Outside London","HEO","275","265","35080","35300"
"In post","2021","Buckinghamshire CC","Outside London","SCS level","10","10","78190","72500"
"In post","2021","Buckinghamshire CC","Outside London","SEO","170","160","44710","42580"
"In post","2021","Buckinghamshire CC","Outside London","Unknown","95","85","29700","31310"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","AA","20","15","20520","20070"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","AO","65","55","24820","22920"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","EO","95","90","29660","28120"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","HEO","25","20","35290","35680"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Outside London","AA","25","20","18920","19850"
"In post","2021","Calderdale and Kirklees","Outside London","AO","210","170","20760","21010"
"In post","2021","Calderdale and Kirklees","Outside London","EO","610","550","27310","27570"
"In post","2021","Calderdale and Kirklees","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Outside London","G7","10","10","52970","52520"
"In post","2021","Calderdale and Kirklees","Outside London","HEO","65","60","32080","32110"
"In post","2021","Calderdale and Kirklees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Outside London","SEO","25","25","39150","37590"
"In post","2021","Calderdale and Kirklees","Outside London","Unknown","110","100","28530","28200"
"In post","2021","Cambridgeshire CC","Outside London","AA","235","210","20330","20600"
"In post","2021","Cambridgeshire CC","Outside London","AO","905","850","26660","27920"
"In post","2021","Cambridgeshire CC","Outside London","EO","710","670","27980","27570"
"In post","2021","Cambridgeshire CC","Outside London","G6","70","65","69340","64220"
"In post","2021","Cambridgeshire CC","Outside London","G7","235","230","57890","54540"
"In post","2021","Cambridgeshire CC","Outside London","HEO","655","630","33450","33300"
"In post","2021","Cambridgeshire CC","Outside London","SCS level","40","40","103460","103000"
"In post","2021","Cambridgeshire CC","Outside London","SEO","430","415","42890","40580"
"In post","2021","Cambridgeshire CC","Outside London","Unknown","100","95","30530","30210"
"In post","2021","Camden and City of London","London","AA","135","125","20860","20280"
"In post","2021","Camden and City of London","London","AO","730","690","24080","23500"
"In post","2021","Camden and City of London","London","EO","925","885","29720","29570"
"In post","2021","Camden and City of London","London","G6","200","190","84370","78140"
"In post","2021","Camden and City of London","London","G7","395","385","59250","59160"
"In post","2021","Camden and City of London","London","HEO","760","740","36090","36160"
"In post","2021","Camden and City of London","London","SCS level","40","35","106920","94200"
"In post","2021","Camden and City of London","London","SEO","430","420","43360","42060"
"In post","2021","Camden and City of London","London","Unknown","20","20","31200","27730"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","AA","185","170","19230","19560"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","AO","3210","2880","21460","21010"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","EO","3325","3110","26860","26930"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","G6","315","300","70650","74730"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","G7","1035","995","56290","56620"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","HEO","2285","2165","33460","31940"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","SCS level","190","185","90280","82200"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","SEO","1235","1185","42850","42990"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Unknown","285","270","31110","30210"
"In post","2021","Causeway Coast and Glens","Outside London","AA","55","55","20200","20310"
"In post","2021","Causeway Coast and Glens","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Outside London","AA","50","45","19290","19560"
"In post","2021","Central Bedfordshire","Outside London","AO","95","90","21550","20920"
"In post","2021","Central Bedfordshire","Outside London","EO","125","120","28060","27390"
"In post","2021","Central Bedfordshire","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Central Bedfordshire","Outside London","G7","10","10","61770","55360"
"In post","2021","Central Bedfordshire","Outside London","HEO","105","105","35190","34740"
"In post","2021","Central Bedfordshire","Outside London","SEO","35","35","42760","41600"
"In post","2021","Central Bedfordshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Central Hampshire","Outside London","AA","200","190","19180","18800"
"In post","2021","Central Hampshire","Outside London","AO","610","590","24520","21580"
"In post","2021","Central Hampshire","Outside London","EO","715","680","27210","26670"
"In post","2021","Central Hampshire","Outside London","G6","115","110","67280","66430"
"In post","2021","Central Hampshire","Outside London","G7","830","800","51460","48890"
"In post","2021","Central Hampshire","Outside London","HEO","910","885","32280","33300"
"In post","2021","Central Hampshire","Outside London","SCS level","30","30","82570","74930"
"In post","2021","Central Hampshire","Outside London","SEO","735","715","40180","40580"
"In post","2021","Central Hampshire","Outside London","Unknown","40","35","36500","36750"
"In post","2021","Central Valleys","Outside London","AA","10","5","[c]","[c]"
"In post","2021","Central Valleys","Outside London","AO","350","310","21720","21010"
"In post","2021","Central Valleys","Outside London","EO","550","505","27760","27570"
"In post","2021","Central Valleys","Outside London","G6","40","40","73070","74730"
"In post","2021","Central Valleys","Outside London","G7","130","125","58980","60830"
"In post","2021","Central Valleys","Outside London","HEO","310","295","36220","37410"
"In post","2021","Central Valleys","Outside London","SCS level","25","20","88060","81760"
"In post","2021","Central Valleys","Outside London","SEO","215","205","45510","47000"
"In post","2021","Central Valleys","Outside London","Unknown","85","80","29500","28750"
"In post","2021","Cheshire East","Outside London","AA","50","45","20350","20600"
"In post","2021","Cheshire East","Outside London","AO","240","220","24570","22850"
"In post","2021","Cheshire East","Outside London","EO","240","225","27510","27570"
"In post","2021","Cheshire East","Outside London","G6","10","10","70210","65740"
"In post","2021","Cheshire East","Outside London","G7","30","30","52640","50210"
"In post","2021","Cheshire East","Outside London","HEO","65","60","33130","31800"
"In post","2021","Cheshire East","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Outside London","SEO","60","55","45060","43830"
"In post","2021","Cheshire East","Outside London","Unknown","55","50","29630","30150"
"In post","2021","Cheshire West and Chester","Outside London","AA","10","5","[c]","[c]"
"In post","2021","Cheshire West and Chester","Outside London","AO","150","145","20900","21010"
"In post","2021","Cheshire West and Chester","Outside London","EO","180","165","27190","27570"
"In post","2021","Cheshire West and Chester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Outside London","HEO","25","20","32530","32470"
"In post","2021","Cheshire West and Chester","Outside London","SEO","10","10","40070","39840"
"In post","2021","Cheshire West and Chester","Outside London","Unknown","75","70","28740","28200"
"In post","2021","Chorley and West Lancashire","Outside London","AA","130","120","20750","20600"
"In post","2021","Chorley and West Lancashire","Outside London","AO","595","550","26590","26300"
"In post","2021","Chorley and West Lancashire","Outside London","EO","320","295","29650","27570"
"In post","2021","Chorley and West Lancashire","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Outside London","G7","15","15","62830","60990"
"In post","2021","Chorley and West Lancashire","Outside London","HEO","135","125","35160","36480"
"In post","2021","Chorley and West Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Outside London","SEO","75","75","47290","46870"
"In post","2021","Chorley and West Lancashire","Outside London","Unknown","55","50","32280","33360"
"In post","2021","City of Edinburgh","Outside London","AA","680","645","21300","21150"
"In post","2021","City of Edinburgh","Outside London","AO","2465","2340","22420","21580"
"In post","2021","City of Edinburgh","Outside London","EO","2635","2505","28470","28130"
"In post","2021","City of Edinburgh","Outside London","G6","780","745","71240","73280"
"In post","2021","City of Edinburgh","Outside London","G7","1515","1440","56820","56120"
"In post","2021","City of Edinburgh","Outside London","HEO","2475","2380","33870","33620"
"In post","2021","City of Edinburgh","Outside London","SCS level","205","200","90920","83230"
"In post","2021","City of Edinburgh","Outside London","SEO","2045","1945","43880","45110"
"In post","2021","City of Edinburgh","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Outside London","AA","95","85","19830","20060"
"In post","2021","Clackmannanshire and Fife","Outside London","AO","380","345","22980","21490"
"In post","2021","Clackmannanshire and Fife","Outside London","EO","550","510","29470","27570"
"In post","2021","Clackmannanshire and Fife","Outside London","G6","10","10","72920","68690"
"In post","2021","Clackmannanshire and Fife","Outside London","G7","30","30","59980","54540"
"In post","2021","Clackmannanshire and Fife","Outside London","HEO","155","145","34820","33460"
"In post","2021","Clackmannanshire and Fife","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Outside London","SEO","105","100","42800","40980"
"In post","2021","Clackmannanshire and Fife","Outside London","Unknown","25","25","42670","41390"
"In post","2021","Conwy and Denbighshire","Outside London","AA","10","10","18440","18760"
"In post","2021","Conwy and Denbighshire","Outside London","AO","115","105","22360","23830"
"In post","2021","Conwy and Denbighshire","Outside London","EO","170","155","27720","27570"
"In post","2021","Conwy and Denbighshire","Outside London","G6","15","15","72380","74730"
"In post","2021","Conwy and Denbighshire","Outside London","G7","55","55","58840","60830"
"In post","2021","Conwy and Denbighshire","Outside London","HEO","140","135","36160","37410"
"In post","2021","Conwy and Denbighshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Outside London","SEO","100","95","46120","47000"
"In post","2021","Conwy and Denbighshire","Outside London","Unknown","70","70","30100","28200"
"In post","2021","Cornwall and Isles of Scilly","Outside London","AA","110","100","18970","19560"
"In post","2021","Cornwall and Isles of Scilly","Outside London","AO","600","535","21210","21010"
"In post","2021","Cornwall and Isles of Scilly","Outside London","EO","620","570","27220","27570"
"In post","2021","Cornwall and Isles of Scilly","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Outside London","G7","45","40","58440","53970"
"In post","2021","Cornwall and Isles of Scilly","Outside London","HEO","150","140","33270","33300"
"In post","2021","Cornwall and Isles of Scilly","Outside London","SEO","65","65","40930","40580"
"In post","2021","Cornwall and Isles of Scilly","Outside London","Unknown","50","45","29330","28200"
"In post","2021","Coventry","Outside London","AA","20","15","17330","16930"
"In post","2021","Coventry","Outside London","AO","270","240","21190","21010"
"In post","2021","Coventry","Outside London","EO","585","540","27010","27130"
"In post","2021","Coventry","Outside London","G6","145","140","64870","62170"
"In post","2021","Coventry","Outside London","G7","395","385","50980","50400"
"In post","2021","Coventry","Outside London","HEO","465","445","31620","30420"
"In post","2021","Coventry","Outside London","SCS level","55","50","90900","85180"
"In post","2021","Coventry","Outside London","SEO","435","420","38760","37100"
"In post","2021","Coventry","Outside London","Unknown","60","55","29850","30210"
"In post","2021","Croydon","London","AA","225","195","21690","22210"
"In post","2021","Croydon","London","AO","1510","1380","24930","25630"
"In post","2021","Croydon","London","EO","2605","2450","29660","29370"
"In post","2021","Croydon","London","G6","475","455","72180","71290"
"In post","2021","Croydon","London","G7","1110","1080","59750","59160"
"In post","2021","Croydon","London","HEO","2060","1985","35920","36160"
"In post","2021","Croydon","London","SCS level","75","75","91460","82690"
"In post","2021","Croydon","London","SEO","1465","1420","43940","42550"
"In post","2021","Croydon","London","Unknown","100","95","35410","34100"
"In post","2021","Darlington","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Outside London","AO","95","85","21140","21000"
"In post","2021","Darlington","Outside London","EO","190","170","26370","26000"
"In post","2021","Darlington","Outside London","G6","40","40","64890","61960"
"In post","2021","Darlington","Outside London","G7","155","150","51190","50400"
"In post","2021","Darlington","Outside London","HEO","200","190","30430","30200"
"In post","2021","Darlington","Outside London","SCS level","15","15","74840","73000"
"In post","2021","Darlington","Outside London","SEO","235","220","38060","37100"
"In post","2021","Darlington","Outside London","Unknown","50","50","26950","23840"
"In post","2021","Derby","Outside London","AA","20","20","17380","16840"
"In post","2021","Derby","Outside London","AO","470","405","21650","21010"
"In post","2021","Derby","Outside London","EO","305","275","27480","27570"
"In post","2021","Derby","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Derby","Outside London","G7","15","15","68140","74490"
"In post","2021","Derby","Outside London","HEO","35","30","32610","31990"
"In post","2021","Derby","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Outside London","SEO","20","20","39400","39480"
"In post","2021","Derby","Outside London","Unknown","140","125","30130","29930"
"In post","2021","Derry City and Strabane","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Derry City and Strabane","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Derry City and Strabane","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Outside London","AA","305","280","19530","19560"
"In post","2021","Devon CC","Outside London","AO","1640","1440","22700","21050"
