"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Digital, Data & Technology","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","FCDO Services","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Food Standards Agency","SEO/HEO","10","10","37750","37910"
"In post","2021","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","EO","10","10","25700","26120"
"In post","2021","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","35","35","36500","33930"
"In post","2021","30-39","Digital, Data & Technology","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","EO","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","SEO/HEO","30","30","29600","28600"
"In post","2021","30-39","Digital, Data & Technology","HM Land Registry","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","HM Land Registry","EO","25","25","29320","29760"
"In post","2021","30-39","Digital, Data & Technology","HM Land Registry","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","HM Land Registry","SEO/HEO","80","80","40770","38500"
"In post","2021","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","AA/AO","10","10","20420","20140"
"In post","2021","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","EO","70","65","25630","25560"
"In post","2021","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G6/G7","105","100","54400","52580"
"In post","2021","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SEO/HEO","390","380","34590","31810"
"In post","2021","30-39","Digital, Data & Technology","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Insolvency Service","EO","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Insolvency Service","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Maritime and Coastguard Agency","EO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Maritime and Coastguard Agency","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Maritime and Coastguard Agency","SEO/HEO","15","15","34070","34040"
"In post","2021","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","G6/G7","10","10","53720","53630"
"In post","2021","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","10","10","37290","40450"
"In post","2021","30-39","Digital, Data & Technology","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Met Office","EO","35","35","26590","26750"
"In post","2021","30-39","Digital, Data & Technology","Met Office","G6/G7","35","35","50140","48420"
"In post","2021","30-39","Digital, Data & Technology","Met Office","SEO/HEO","175","170","37190","38200"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","AA/AO","15","15","21100","20920"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","EO","50","50","28060","26670"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","SEO/HEO","45","45","36950","36050"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","20","15","56440","53910"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","EO","35","35","25650","26410"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","G6/G7","150","150","60830","60000"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","SEO/HEO","105","100","37600","36800"
"In post","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","National Crime Agency","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","National Crime Agency","EO","15","15","30210","28840"
"In post","2021","30-39","Digital, Data & Technology","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","National Crime Agency","SEO/HEO","30","30","42550","42470"
"In post","2021","30-39","Digital, Data & Technology","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","20","20","37560","39460"
"In post","2021","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","10","10","62370","60670"
"In post","2021","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Planning Inspectorate","SEO/HEO","10","10","36040","32780"
"In post","2021","30-39","Digital, Data & Technology","Public Health England","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Public Health England","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Public Health England","SEO/HEO","20","20","39140","40170"
"In post","2021","30-39","Digital, Data & Technology","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Registers of Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Scottish Courts and Tribunals Service","EO","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Scottish Courts and Tribunals Service","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Serious Fraud Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Submarine Delivery Agency","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","The National Archives","SEO/HEO","15","15","39480","36310"
"In post","2021","30-39","Digital, Data & Technology","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","UK Export Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","UK Hydrographic Office","EO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","UK Hydrographic Office","SEO/HEO","45","45","36690","33290"
"In post","2021","30-39","Digital, Data & Technology","UK Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","UK Intellectual Property Office","EO","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","UK Intellectual Property Office","G6/G7","10","10","63910","63480"
"In post","2021","30-39","Digital, Data & Technology","UK Intellectual Property Office","SEO/HEO","30","30","40020","39210"
"In post","2021","30-39","Digital, Data & Technology","United Kingdom Statistics Authority","EO","25","20","23990","23050"
"In post","2021","30-39","Digital, Data & Technology","United Kingdom Statistics Authority","G6/G7","55","55","51680","49120"
"In post","2021","30-39","Digital, Data & Technology","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","United Kingdom Statistics Authority","SEO/HEO","95","95","34310","36030"
"In post","2021","30-39","Digital, Data & Technology","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Vehicle Certification Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Cabinet Office (excl. agencies)","G6/G7","15","15","58020","56390"
"In post","2021","30-39","Finance","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Prosecution Service","EO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Crown Prosecution Service","SEO/HEO","15","15","34190","31560"
"In post","2021","30-39","Finance","Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Defence Equipment and Support","EO","10","10","22230","21320"
"In post","2021","30-39","Finance","Defence Equipment and Support","G6/G7","15","15","58230","55800"
"In post","2021","30-39","Finance","Defence Equipment and Support","SEO/HEO","55","55","34120","34070"
"In post","2021","30-39","Finance","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Defence Science and Technology Laboratory","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Defence Science and Technology Laboratory","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","25","25","62520","61580"
"In post","2021","30-39","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","10","10","45600","46890"
"In post","2021","30-39","Finance","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department for Digital, Culture, Media and Sport","G6/G7","20","20","66390","67790"
"In post","2021","30-39","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Finance","Department for Education (excl. agencies)","EO","10","10","25090","25000"
"In post","2021","30-39","Finance","Department for Education (excl. agencies)","G6/G7","50","45","54230","50630"
"In post","2021","30-39","Finance","Department for Education (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Department for Education (excl. agencies)","SEO/HEO","40","40","35390","36500"
"In post","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","30","30","53630","51480"
"In post","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","40","40","34730","36520"
"In post","2021","30-39","Finance","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department for International Trade","G6/G7","15","15","56360","53070"
"In post","2021","30-39","Finance","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department for Transport (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Department for Transport (excl. agencies)","G6/G7","20","20","56660","54760"
"In post","2021","30-39","Finance","Department for Transport (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","G6/G7","30","30","55670","53360"
"In post","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","SEO/HEO","60","55","36350","36820"
"In post","2021","30-39","Finance","Driver and Vehicle Licensing Agency","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Finance","Driver and Vehicle Licensing Agency","EO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Driver and Vehicle Licensing Agency","SEO/HEO","15","15","34280","31860"
"In post","2021","30-39","Finance","Driver and Vehicle Standards Agency","EO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Driver and Vehicle Standards Agency","SEO/HEO","15","15","36350","34040"
"In post","2021","30-39","Finance","Education and Skills Funding Agency","G6/G7","20","20","54430","53760"
"In post","2021","30-39","Finance","Education and Skills Funding Agency","SEO/HEO","15","15","35400","36500"
"In post","2021","30-39","Finance","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","FCDO Services","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Food Standards Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","EO","10","5","[c]","[c]"
"In post","2021","30-39","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","25","25","53570","53000"
"In post","2021","30-39","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","20","20","36870","36360"
"In post","2021","30-39","Finance","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Forestry and Land Scotland","SEO/HEO","10","10","37760","36610"
"In post","2021","30-39","Finance","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","HM Courts and Tribunals Service","EO","10","10","[c]","[c]"
"In post","2021","30-39","Finance","HM Courts and Tribunals Service","G6/G7","10","10","56400","58130"
"In post","2021","30-39","Finance","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","HM Courts and Tribunals Service","SEO/HEO","30","30","33460","32590"
"In post","2021","30-39","Finance","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","HM Land Registry","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Finance","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","HM Revenue and Customs (excl. agencies)","AA/AO","80","65","20270","20140"
"In post","2021","30-39","Finance","HM Revenue and Customs (excl. agencies)","EO","60","55","25520","25560"
"In post","2021","30-39","Finance","HM Revenue and Customs (excl. agencies)","G6/G7","75","70","57020","52770"
"In post","2021","30-39","Finance","HM Revenue and Customs (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Finance","HM Revenue and Customs (excl. agencies)","SEO/HEO","145","140","34970","31810"
"In post","2021","30-39","Finance","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","HM Treasury (excl. agencies)","G6/G7","20","20","64240","63810"
"In post","2021","30-39","Finance","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Insolvency Service","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Finance","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Met Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Ministry of Defence (excl. agencies)","AA/AO","35","35","21520","20920"
"In post","2021","30-39","Finance","Ministry of Defence (excl. agencies)","EO","65","60","27390","26670"
"In post","2021","30-39","Finance","Ministry of Defence (excl. agencies)","G6/G7","50","45","62100","59730"
"In post","2021","30-39","Finance","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Ministry of Defence (excl. agencies)","SEO/HEO","150","140","39210","39160"
"In post","2021","30-39","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","20","20","59770","60720"
"In post","2021","30-39","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
