"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Asian","Unknown","Unknown","485","450","29850","28200"
"In post","2021","Declared non-disabled","Black","AA/AO","AA","370","350","21780","21550"
"In post","2021","Declared non-disabled","Black","AA/AO","AO","2755","2570","24350","23500"
"In post","2021","Declared non-disabled","Black","EO","EO","4260","4090","29130","29290"
"In post","2021","Declared non-disabled","Black","G6/G7","G6","150","150","69830","68720"
"In post","2021","Declared non-disabled","Black","G6/G7","G7","830","820","56150","54700"
"In post","2021","Declared non-disabled","Black","SCS level","SCS level","65","65","90310","82100"
"In post","2021","Declared non-disabled","Black","SEO/HEO","HEO","1905","1865","34340","34310"
"In post","2021","Declared non-disabled","Black","SEO/HEO","SEO","1130","1115","42310","41910"
"In post","2021","Declared non-disabled","Black","Unknown","Unknown","605","585","30860","28200"
"In post","2021","Declared non-disabled","Chinese","AA/AO","AA","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","AA/AO","AO","190","175","22440","21270"
"In post","2021","Declared non-disabled","Chinese","EO","EO","235","225","27730","27570"
"In post","2021","Declared non-disabled","Chinese","G6/G7","G6","40","40","68090","66680"
"In post","2021","Declared non-disabled","Chinese","G6/G7","G7","160","155","55560","54570"
"In post","2021","Declared non-disabled","Chinese","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","HEO","185","180","34430","34270"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","SEO","130","125","42200","41110"
"In post","2021","Declared non-disabled","Chinese","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","AA/AO","AA","115","105","20290","20480"
"In post","2021","Declared non-disabled","Mixed","AA/AO","AO","1275","1180","23450","21430"
"In post","2021","Declared non-disabled","Mixed","EO","EO","1595","1515","28020","27570"
"In post","2021","Declared non-disabled","Mixed","G6/G7","G6","225","215","68300","66440"
"In post","2021","Declared non-disabled","Mixed","G6/G7","G7","745","725","55410","54650"
"In post","2021","Declared non-disabled","Mixed","SCS level","SCS level","110","105","84990","79800"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","HEO","1045","1025","33700","33350"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","SEO","665","645","41650","40640"
"In post","2021","Declared non-disabled","Mixed","Unknown","Unknown","270","250","30090","30210"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","AA","50","45","20230","19560"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","AO","375","340","23830","22450"
"In post","2021","Declared non-disabled","Other ethnicity","EO","EO","530","500","28290","27580"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","G6","80","80","68350","67050"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","G7","215","205","56180","54700"
"In post","2021","Declared non-disabled","Other ethnicity","SCS level","SCS level","40","40","85360","83560"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","HEO","285","275","34220","34470"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","SEO","200","195","43400","41500"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","50","50","29940","30210"
"In post","2021","Declared non-disabled","Undeclared","AA/AO","AA","185","170","19680","19560"
"In post","2021","Declared non-disabled","Undeclared","AA/AO","AO","2260","1980","22440","21010"
"In post","2021","Declared non-disabled","Undeclared","EO","EO","2860","2590","28150","27570"
"In post","2021","Declared non-disabled","Undeclared","G6/G7","G6","275","260","69330","68700"
"In post","2021","Declared non-disabled","Undeclared","G6/G7","G7","745","720","56080","55380"
"In post","2021","Declared non-disabled","Undeclared","SCS level","SCS level","65","60","89660","82360"
"In post","2021","Declared non-disabled","Undeclared","SEO/HEO","HEO","1345","1285","34220","33630"
"In post","2021","Declared non-disabled","Undeclared","SEO/HEO","SEO","985","945","41970","41130"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Unknown","225","215","34910","34340"
"In post","2021","Declared non-disabled","Unknown","AA/AO","AA","315","280","19950","20070"
"In post","2021","Declared non-disabled","Unknown","AA/AO","AO","3000","2640","22450","21010"
"In post","2021","Declared non-disabled","Unknown","EO","EO","2585","2385","27890","27570"
"In post","2021","Declared non-disabled","Unknown","G6/G7","G6","260","250","68370","66250"
"In post","2021","Declared non-disabled","Unknown","G6/G7","G7","790","760","55520","54700"
"In post","2021","Declared non-disabled","Unknown","SCS level","SCS level","115","110","96190","91970"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","HEO","1175","1110","33710","33280"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","SEO","940","890","42290","40860"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","415","370","33400","33890"
"In post","2021","Declared non-disabled","White","AA/AO","AA","9655","8755","19740","19560"
"In post","2021","Declared non-disabled","White","AA/AO","AO","61600","55185","22760","21300"
"In post","2021","Declared non-disabled","White","EO","EO","67530","62065","27410","27570"
"In post","2021","Declared non-disabled","White","G6/G7","G6","10070","9695","68460","66760"
"In post","2021","Declared non-disabled","White","G6/G7","G7","26295","25285","55270","54300"
"In post","2021","Declared non-disabled","White","SCS level","SCS level","4400","4245","90030","82390"
"In post","2021","Declared non-disabled","White","SEO/HEO","HEO","40830","39020","33330","32970"
"In post","2021","Declared non-disabled","White","SEO/HEO","SEO","29595","28390","41640","40580"
"In post","2021","Declared non-disabled","White","Unknown","Unknown","8450","7895","32100","30680"
"In post","2021","Undeclared","Asian","AA/AO","AA","35","30","21360","21550"
"In post","2021","Undeclared","Asian","AA/AO","AO","325","275","23030","21050"
"In post","2021","Undeclared","Asian","EO","EO","425","400","28340","27570"
"In post","2021","Undeclared","Asian","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Undeclared","Asian","G6/G7","G7","95","90","54900","54610"
"In post","2021","Undeclared","Asian","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","SEO/HEO","HEO","175","165","33790","33100"
"In post","2021","Undeclared","Asian","SEO/HEO","SEO","110","105","41810","41010"
"In post","2021","Undeclared","Asian","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","Black","AA/AO","AA","65","60","24170","25400"
"In post","2021","Undeclared","Black","AA/AO","AO","230","215","27410","25630"
"In post","2021","Undeclared","Black","EO","EO","245","235","30080","29990"
"In post","2021","Undeclared","Black","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","G6/G7","G7","30","30","53610","53280"
"In post","2021","Undeclared","Black","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","SEO/HEO","HEO","115","110","35130","34830"
"In post","2021","Undeclared","Black","SEO/HEO","SEO","50","50","41940","40410"
"In post","2021","Undeclared","Black","Unknown","Unknown","30","30","32430","31420"
"In post","2021","Undeclared","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","AA/AO","AO","20","15","[c]","[c]"
"In post","2021","Undeclared","Chinese","EO","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","AA/AO","AA","15","10","[c]","[c]"
"In post","2021","Undeclared","Mixed","AA/AO","AO","110","105","24830","23050"
"In post","2021","Undeclared","Mixed","EO","EO","100","95","28460","27570"
"In post","2021","Undeclared","Mixed","G6/G7","G6","15","10","[c]","[c]"
"In post","2021","Undeclared","Mixed","G6/G7","G7","45","45","55400","54620"
"In post","2021","Undeclared","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","SEO/HEO","HEO","70","65","34440","33730"
"In post","2021","Undeclared","Mixed","SEO/HEO","SEO","35","35","43110","40960"
"In post","2021","Undeclared","Mixed","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","AA/AO","AO","40","35","27270","25370"
"In post","2021","Undeclared","Other ethnicity","EO","EO","40","40","29110","28440"
"In post","2021","Undeclared","Other ethnicity","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","AA/AO","AA","160","150","19390","19560"
"In post","2021","Undeclared","Undeclared","AA/AO","AO","1395","1290","23380","21440"
"In post","2021","Undeclared","Undeclared","EO","EO","1785","1660","27870","27500"
"In post","2021","Undeclared","Undeclared","G6/G7","G6","300","290","68380","67530"
"In post","2021","Undeclared","Undeclared","G6/G7","G7","910","890","54810","54280"
"In post","2021","Undeclared","Undeclared","SCS level","SCS level","80","80","87800","80930"
"In post","2021","Undeclared","Undeclared","SEO/HEO","HEO","1470","1410","33730","33300"
"In post","2021","Undeclared","Undeclared","SEO/HEO","SEO","1090","1050","41780","40740"
"In post","2021","Undeclared","Undeclared","Unknown","Unknown","185","180","35570","33110"
"In post","2021","Undeclared","Unknown","AA/AO","AA","135","120","20800","20600"
"In post","2021","Undeclared","Unknown","AA/AO","AO","500","440","26360","25400"
"In post","2021","Undeclared","Unknown","EO","EO","395","375","28580","28130"
"In post","2021","Undeclared","Unknown","G6/G7","G6","65","65","66970","66090"
"In post","2021","Undeclared","Unknown","G6/G7","G7","240","235","56460","54650"
"In post","2021","Undeclared","Unknown","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","HEO","370","355","33940","34710"
"In post","2021","Undeclared","Unknown","SEO/HEO","SEO","255","250","42970","42500"
"In post","2021","Undeclared","Unknown","Unknown","Unknown","40","35","33970","34340"
"In post","2021","Undeclared","White","AA/AO","AA","1260","1115","20600","20600"
"In post","2021","Undeclared","White","AA/AO","AO","5295","4740","25560","22660"
"In post","2021","Undeclared","White","EO","EO","4195","3935","28540","27570"
"In post","2021","Undeclared","White","G6/G7","G6","375","360","69120","67460"
"In post","2021","Undeclared","White","G6/G7","G7","1000","965","55310","53750"
"In post","2021","Undeclared","White","SCS level","SCS level","160","150","89930","82080"
"In post","2021","Undeclared","White","SEO/HEO","HEO","2395","2300","33850","33290"
"In post","2021","Undeclared","White","SEO/HEO","SEO","1605","1545","43020","40960"
"In post","2021","Undeclared","White","Unknown","Unknown","410","385","32240","31920"
"In post","2021","Unknown","Asian","AA/AO","AA","55","45","20860","20070"
"In post","2021","Unknown","Asian","AA/AO","AO","435","395","22640","21440"
"In post","2021","Unknown","Asian","EO","EO","545","515","28210","27570"
"In post","2021","Unknown","Asian","G6/G7","G6","80","75","69610","67130"
"In post","2021","Unknown","Asian","G6/G7","G7","270","260","54850","53620"
"In post","2021","Unknown","Asian","SCS level","SCS level","50","45","108950","104510"
"In post","2021","Unknown","Asian","SEO/HEO","HEO","465","455","34530","33570"
"In post","2021","Unknown","Asian","SEO/HEO","SEO","255","250","41710","40650"
"In post","2021","Unknown","Asian","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","Unknown","Black","AA/AO","AA","35","30","20880","20600"
"In post","2021","Unknown","Black","AA/AO","AO","180","170","23710","23510"
"In post","2021","Unknown","Black","EO","EO","240","230","28570","28120"
"In post","2021","Unknown","Black","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Unknown","Black","G6/G7","G7","115","115","54890","53910"
"In post","2021","Unknown","Black","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Black","SEO/HEO","HEO","195","190","34710","34630"
"In post","2021","Unknown","Black","SEO/HEO","SEO","130","130","41410","40650"
"In post","2021","Unknown","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Chinese","EO","EO","30","25","[c]","[c]"
"In post","2021","Unknown","Chinese","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Chinese","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Chinese","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Chinese","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","Unknown","Chinese","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Unknown","Mixed","AA/AO","AO","105","95","22480","21980"
"In post","2021","Unknown","Mixed","EO","EO","140","135","28720","27570"
"In post","2021","Unknown","Mixed","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Unknown","Mixed","G6/G7","G7","110","105","53970","53420"
"In post","2021","Unknown","Mixed","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Mixed","SEO/HEO","HEO","135","130","34490","33280"
"In post","2021","Unknown","Mixed","SEO/HEO","SEO","75","75","40770","40500"
"In post","2021","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","EO","EO","50","45","29680","28560"
"In post","2021","Unknown","Other ethnicity","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","G6/G7","G7","40","35","55520","53900"
"In post","2021","Unknown","Other ethnicity","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","SEO/HEO","HEO","45","40","34870","34260"
"In post","2021","Unknown","Other ethnicity","SEO/HEO","SEO","40","40","42720","42000"
"In post","2021","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","AA/AO","AA","60","50","20560","20600"
"In post","2021","Unknown","Undeclared","AA/AO","AO","365","330","23920","21990"
"In post","2021","Unknown","Undeclared","EO","EO","540","505","30350","30650"
"In post","2021","Unknown","Undeclared","G6/G7","G6","95","95","69660","66850"
"In post","2021","Unknown","Undeclared","G6/G7","G7","350","335","54720","53600"
"In post","2021","Unknown","Undeclared","SCS level","SCS level","30","25","[c]","[c]"
"In post","2021","Unknown","Undeclared","SEO/HEO","HEO","405","390","35140","34940"
"In post","2021","Unknown","Undeclared","SEO/HEO","SEO","330","315","41240","40580"
"In post","2021","Unknown","Undeclared","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","AA","2870","2620","20070","20070"
"In post","2021","Unknown","Unknown","AA/AO","AO","16430","15415","22430","21100"
"In post","2021","Unknown","Unknown","EO","EO","11375","10950","27440","27130"
"In post","2021","Unknown","Unknown","G6/G7","G6","1760","1695","69310","66780"
"In post","2021","Unknown","Unknown","G6/G7","G7","4710","4585","54770","53440"
"In post","2021","Unknown","Unknown","SCS level","SCS level","1015","990","90260","78740"
"In post","2021","Unknown","Unknown","SEO/HEO","HEO","9215","9015","32750","31940"
"In post","2021","Unknown","Unknown","SEO/HEO","SEO","4205","4080","40810","40210"
"In post","2021","Unknown","Unknown","Unknown","Unknown","2620","2550","34160","32400"
"In post","2021","Unknown","White","AA/AO","AA","1120","1010","19980","19560"
"In post","2021","Unknown","White","AA/AO","AO","5300","4755","23160","21440"
"In post","2021","Unknown","White","EO","EO","5665","5370","29000","28130"
"In post","2021","Unknown","White","G6/G7","G6","1030","990","69750","68490"
"In post","2021","Unknown","White","G6/G7","G7","2795","2680","54760","53620"
"In post","2021","Unknown","White","SCS level","SCS level","395","380","96860","87940"
"In post","2021","Unknown","White","SEO/HEO","HEO","4415","4220","34730","33620"
"In post","2021","Unknown","White","SEO/HEO","SEO","3285","3150","42000","40660"
"In post","2021","Unknown","White","Unknown","Unknown","210","200","40900","38180"
"Leaver CS","2021","Declared disabled","Asian","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","AA/AO","AA","5","[c]","[c]","[c]"
