"Status","Year","Parent_department","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","G7","Female","LGBO","55","50","54980","51990"
"In post","2021","Attorney General's Departments","G7","Female","Undeclared","85","75","54120","51790"
"In post","2021","Attorney General's Departments","G7","Female","Unknown","555","475","56800","55610"
"In post","2021","Attorney General's Departments","G7","Male","Heterosexual / straight","925","900","55700","54780"
"In post","2021","Attorney General's Departments","G7","Male","LGBO","85","80","55090","52730"
"In post","2021","Attorney General's Departments","G7","Male","Undeclared","55","55","54870","52730"
"In post","2021","Attorney General's Departments","G7","Male","Unknown","305","290","57730","55610"
"In post","2021","Attorney General's Departments","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","HEO","Female","Heterosexual / straight","540","515","35460","34460"
"In post","2021","Attorney General's Departments","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","HEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","HEO","Female","Unknown","105","100","35360","34480"
"In post","2021","Attorney General's Departments","HEO","Male","Heterosexual / straight","270","270","34950","34160"
"In post","2021","Attorney General's Departments","HEO","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","HEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","HEO","Male","Unknown","70","70","35010","34480"
"In post","2021","Attorney General's Departments","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS level","Female","Heterosexual / straight","120","115","87890","82500"
"In post","2021","Attorney General's Departments","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS level","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS level","Female","Unknown","50","45","86060","80950"
"In post","2021","Attorney General's Departments","SCS level","Male","Heterosexual / straight","80","75","90910","84160"
"In post","2021","Attorney General's Departments","SCS level","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS level","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO","Female","Heterosexual / straight","160","155","40120","39750"
"In post","2021","Attorney General's Departments","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO","Female","Unknown","40","35","40260","39750"
"In post","2021","Attorney General's Departments","SEO","Male","Heterosexual / straight","125","125","40380","40000"
"In post","2021","Attorney General's Departments","SEO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO","Male","Unknown","35","35","40240","40000"
"In post","2021","Attorney General's Departments","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AO","Female","Heterosexual / straight","185","160","21850","20920"
"In post","2021","Cabinet Office","AO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","AO","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Cabinet Office","AO","Female","Unknown","100","95","21410","20920"
"In post","2021","Cabinet Office","AO","Male","Heterosexual / straight","135","130","21940","20920"
"In post","2021","Cabinet Office","AO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Cabinet Office","AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Cabinet Office","AO","Male","Unknown","75","75","21510","20920"
"In post","2021","Cabinet Office","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Female","Heterosexual / straight","360","345","27070","27500"
"In post","2021","Cabinet Office","EO","Female","LGBO","30","30","26950","27500"
"In post","2021","Cabinet Office","EO","Female","Undeclared","35","30","27610","27500"
"In post","2021","Cabinet Office","EO","Female","Unknown","105","100","27350","27500"
"In post","2021","Cabinet Office","EO","Male","Heterosexual / straight","210","210","27250","27500"
"In post","2021","Cabinet Office","EO","Male","LGBO","30","30","26950","27500"
"In post","2021","Cabinet Office","EO","Male","Undeclared","30","30","27500","27500"
"In post","2021","Cabinet Office","EO","Male","Unknown","80","80","27480","27500"
"In post","2021","Cabinet Office","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6","Female","Heterosexual / straight","250","245","67510","66440"
"In post","2021","Cabinet Office","G6","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","G6","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","Cabinet Office","G6","Female","Unknown","160","155","73980","69250"
"In post","2021","Cabinet Office","G6","Male","Heterosexual / straight","185","185","67730","66440"
"In post","2021","Cabinet Office","G6","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Cabinet Office","G6","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Cabinet Office","G6","Male","Unknown","170","170","76380","71290"
"In post","2021","Cabinet Office","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G7","Female","Heterosexual / straight","625","605","55270","54700"
"In post","2021","Cabinet Office","G7","Female","LGBO","35","35","55330","54700"
"In post","2021","Cabinet Office","G7","Female","Undeclared","60","55","55870","54700"
"In post","2021","Cabinet Office","G7","Female","Unknown","340","330","54480","54700"
"In post","2021","Cabinet Office","G7","Male","Heterosexual / straight","580","575","55920","54700"
"In post","2021","Cabinet Office","G7","Male","LGBO","95","95","55920","54700"
"In post","2021","Cabinet Office","G7","Male","Undeclared","85","85","56140","54700"
"In post","2021","Cabinet Office","G7","Male","Unknown","360","355","55030","54700"
"In post","2021","Cabinet Office","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","HEO","Female","Heterosexual / straight","580","565","34420","34550"
"In post","2021","Cabinet Office","HEO","Female","LGBO","50","50","34060","34550"
"In post","2021","Cabinet Office","HEO","Female","Undeclared","60","60","34750","34550"
"In post","2021","Cabinet Office","HEO","Female","Unknown","1130","1125","30350","29250"
"In post","2021","Cabinet Office","HEO","Male","Heterosexual / straight","450","445","34560","34550"
"In post","2021","Cabinet Office","HEO","Male","LGBO","65","65","34630","34550"
"In post","2021","Cabinet Office","HEO","Male","Undeclared","60","60","34300","34550"
"In post","2021","Cabinet Office","HEO","Male","Unknown","875","875","30820","29250"
"In post","2021","Cabinet Office","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Female","Heterosexual / straight","185","175","91570","79760"
"In post","2021","Cabinet Office","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Female","Unknown","215","210","84560","72600"
"In post","2021","Cabinet Office","SCS level","Male","Heterosexual / straight","220","220","101190","93000"
"In post","2021","Cabinet Office","SCS level","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Male","Unknown","285","285","91690","74000"
"In post","2021","Cabinet Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO","Female","Heterosexual / straight","290","280","40520","40600"
"In post","2021","Cabinet Office","SEO","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Cabinet Office","SEO","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Cabinet Office","SEO","Female","Unknown","120","120","40490","40600"
"In post","2021","Cabinet Office","SEO","Male","Heterosexual / straight","160","160","40660","40600"
"In post","2021","Cabinet Office","SEO","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Cabinet Office","SEO","Male","Undeclared","30","30","41110","40600"
"In post","2021","Cabinet Office","SEO","Male","Unknown","80","80","40450","40600"
"In post","2021","Cabinet Office","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Female","Heterosexual / straight","40","35","82050","73440"
"In post","2021","Chancellor's other departments","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Male","Heterosexual / straight","55","50","93590","89720"
"In post","2021","Chancellor's other departments","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Male","Undeclared","15","10","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Female","Heterosexual / straight","35","35","45400","45190"
"In post","2021","Chancellor's other departments","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Charity Commission","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Charity Commission","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Female","Heterosexual / straight","35","30","24560","24440"
"In post","2021","Charity Commission","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Charity Commission","EO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Charity Commission","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Charity Commission","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Charity Commission","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Charity Commission","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G7","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Charity Commission","G7","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Charity Commission","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G7","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Charity Commission","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","HEO","Female","Heterosexual / straight","45","40","29270","29160"
"In post","2021","Charity Commission","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","HEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Charity Commission","HEO","Female","Unknown","30","25","[c]","[c]"
"In post","2021","Charity Commission","HEO","Male","Heterosexual / straight","35","35","29420","29160"
"In post","2021","Charity Commission","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","HEO","Male","Unknown","25","20","[c]","[c]"
"In post","2021","Charity Commission","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Charity Commission","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Charity Commission","SEO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Charity Commission","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Charity Commission","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AO","Female","Unknown","[c]","[c]","[c]","[c]"
