"Status","Year","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Male","10","10","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Female","240","220","32150","27570"
"In post","2021","Chinese","Unknown","Male","140","140","32540","28980"
"In post","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Female","90","85","42220","37020"
"In post","2021","Mixed","Analysis","Male","105","105","42560","38160"
"In post","2021","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Female","60","55","38630","34670"
"In post","2021","Mixed","Commercial","Male","35","35","46860","41000"
"In post","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Female","100","95","37080","33730"
"In post","2021","Mixed","Communications","Male","60","60","35410","31810"
"In post","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Female","60","55","30820","27830"
"In post","2021","Mixed","Counter Fraud","Male","75","75","36840","34250"
"In post","2021","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Female","25","20","[c]","[c]"
"In post","2021","Mixed","Debt","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Female","95","95","42300","40480"
"In post","2021","Mixed","Digital, Data & Technology","Male","130","130","44470","40040"
"In post","2021","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Female","85","80","39700","36590"
"In post","2021","Mixed","Finance","Male","65","65","43840","40000"
"In post","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Female","5","5","[c]","[c]"
"In post","2021","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Female","120","110","41230","37010"
"In post","2021","Mixed","Human Resources","Male","60","60","40400","34020"
"In post","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Female","5","5","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Female","225","205","46690","50520"
"In post","2021","Mixed","Legal","Male","115","115","48850","51120"
"In post","2021","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Female","1875","1765","33510","30500"
"In post","2021","Mixed","No function","Male","1395","1365","36670","32560"
"In post","2021","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Female","235","225","41000","36890"
"In post","2021","Mixed","Project Delivery","Male","225","225","43350","39860"
"In post","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Female","55","50","33330","31600"
"In post","2021","Mixed","Property","Male","50","45","33840","33560"
"In post","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Female","35","35","37930","33280"
"In post","2021","Mixed","Security","Male","60","60","35060","31360"
"In post","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Female","1745","1605","30690","27570"
"In post","2021","Mixed","Unknown","Male","1045","1010","31690","27570"
"In post","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Female","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Male","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Female","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Female","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Female","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Male","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Female","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Female","35","30","43190","37420"
"In post","2021","Other ethnicity","Digital, Data & Technology","Male","60","60","45840","40230"
"In post","2021","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Female","30","30","35850","31500"
"In post","2021","Other ethnicity","Finance","Male","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Female","35","35","32240","27940"
"In post","2021","Other ethnicity","Human Resources","Male","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Female","95","85","50630","52730"
"In post","2021","Other ethnicity","Legal","Male","60","60","54830","58460"
"In post","2021","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Female","540","505","35510","31810"
"In post","2021","Other ethnicity","No function","Male","440","430","37800","33590"
"In post","2021","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Female","70","70","43770","39100"
"In post","2021","Other ethnicity","Project Delivery","Male","75","75","44790","42940"
"In post","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Property","Male","25","20","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Security","Male","30","30","32990","27840"
"In post","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Female","485","440","31050","28850"
"In post","2021","Other ethnicity","Unknown","Male","375","360","33770","28670"
"In post","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Female","65","60","44850","42220"
"In post","2021","Undeclared","Analysis","Male","180","180","44990","41790"
"In post","2021","Undeclared","Commercial","Female","120","110","36780","34090"
"In post","2021","Undeclared","Commercial","Male","165","160","43310","40580"
"In post","2021","Undeclared","Communications","Female","85","80","35730","31810"
"In post","2021","Undeclared","Communications","Male","130","130","33590","31810"
"In post","2021","Undeclared","Counter Fraud","Female","200","175","33730","31810"
"In post","2021","Undeclared","Counter Fraud","Male","380","365","37520","32520"
"In post","2021","Undeclared","Debt","Female","75","60","24390","24120"
"In post","2021","Undeclared","Debt","Male","70","65","25100","21440"
"In post","2021","Undeclared","Digital, Data & Technology","Female","155","145","41060","38540"
"In post","2021","Undeclared","Digital, Data & Technology","Male","500","490","42090","39670"
"In post","2021","Undeclared","Finance","Female","155","140","36980","33300"
"In post","2021","Undeclared","Finance","Male","215","215","41520","37570"
"In post","2021","Undeclared","Grants Management","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Male","60","60","28010","26520"
"In post","2021","Undeclared","Human Resources","Female","175","160","35680","32180"
"In post","2021","Undeclared","Human Resources","Male","105","100","37130","33150"
"In post","2021","Undeclared","Internal Audit","Female","20","15","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Legal","Female","185","170","45820","43460"
"In post","2021","Undeclared","Legal","Male","165","155","46740","47100"
"In post","2021","Undeclared","No function","Female","2820","2560","32990","29190"
"In post","2021","Undeclared","No function","Male","4090","3920","36450","32860"
"In post","2021","Undeclared","Project Delivery","Female","465","440","39630","37320"
"In post","2021","Undeclared","Project Delivery","Male","1060","1035","43040","40580"
"In post","2021","Undeclared","Property","Female","145","130","34320","33250"
"In post","2021","Undeclared","Property","Male","315","305","38110","35540"
"In post","2021","Undeclared","Security","Female","65","65","33600","33300"
"In post","2021","Undeclared","Security","Male","380","380","34980","39010"
"In post","2021","Undeclared","Unknown","Female","3795","3270","29200","27570"
"In post","2021","Undeclared","Unknown","Male","4170","3970","31870","27570"
"In post","2021","Unknown","Analysis","Female","380","360","40660","36980"
"In post","2021","Unknown","Analysis","Male","565","560","41030","36570"
"In post","2021","Unknown","Analysis","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Commercial","Female","775","750","56350","53320"
"In post","2021","Unknown","Commercial","Male","835","830","61620","56340"
"In post","2021","Unknown","Communications","Female","1075","1035","33840","28500"
"In post","2021","Unknown","Communications","Male","1095","1085","32290","25560"
"In post","2021","Unknown","Counter Fraud","Female","730","680","30840","29570"
"In post","2021","Unknown","Counter Fraud","Male","960","930","33130","31810"
"In post","2021","Unknown","Debt","Female","810","730","21600","20140"
"In post","2021","Unknown","Debt","Male","735","715","21370","20140"
"In post","2021","Unknown","Digital, Data & Technology","Female","785","760","40470","36780"
"In post","2021","Unknown","Digital, Data & Technology","Male","1700","1675","40390","37060"
"In post","2021","Unknown","Finance","Female","635","590","34580","31810"
"In post","2021","Unknown","Finance","Male","570","555","37270","32790"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Female","370","345","23980","21050"
"In post","2021","Unknown","Grants Management","Male","320","315","24590","21050"
"In post","2021","Unknown","Human Resources","Female","635","600","34910","31660"
"In post","2021","Unknown","Human Resources","Male","320","315","35280","31950"
"In post","2021","Unknown","Internal Audit","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Legal","Female","2110","1900","35430","29350"
"In post","2021","Unknown","Legal","Male","1060","1020","38550","29570"
"In post","2021","Unknown","No function","Female","15775","14560","29290","25560"
"In post","2021","Unknown","No function","Male","15410","14905","31050","27690"
"In post","2021","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","1310","1250","41740","38630"
"In post","2021","Unknown","Project Delivery","Male","1505","1485","41640","38630"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Female","655","595","28710","25860"
"In post","2021","Unknown","Property","Male","855","830","32510","28870"
"In post","2021","Unknown","Security","Female","325","310","30490","26670"
"In post","2021","Unknown","Security","Male","950","940","30540","27500"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","6740","6150","31070","27570"
"In post","2021","Unknown","Unknown","Male","7030","6915","33970","29250"
"In post","2021","White","Analysis","Female","2365","2205","42260","37320"
"In post","2021","White","Analysis","Male","2715","2660","45000","39850"
"In post","2021","White","Analysis","Unknown","15","15","[c]","[c]"
"In post","2021","White","Commercial","Female","2290","2175","39550","35570"
"In post","2021","White","Commercial","Male","2195","2165","45430","40580"
"In post","2021","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Female","2650","2470","36250","31810"
"In post","2021","White","Communications","Male","2240","2205","35200","31810"
"In post","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Female","3055","2760","32830","31810"
"In post","2021","White","Counter Fraud","Male","3245","3135","35660","31810"
"In post","2021","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Debt","Female","1405","1180","24040","21440"
"In post","2021","White","Debt","Male","1000","955","24300","21440"
"In post","2021","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Female","3420","3225","40170","37540"
"In post","2021","White","Digital, Data & Technology","Male","5475","5380","42950","39100"
"In post","2021","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Female","3755","3435","37060","32780"
"In post","2021","White","Finance","Male","2705","2650","43530","38980"
"In post","2021","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","Female","665","555","25670","24920"
"In post","2021","White","Grants Management","Male","400","390","27090","25190"
"In post","2021","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Female","5090","4725","37480","32960"
"In post","2021","White","Human Resources","Male","2230","2185","39010","34550"
"In post","2021","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Female","285","265","44100","41550"
"In post","2021","White","Internal Audit","Male","275","270","48600","45820"
"In post","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Female","5790","5205","45160","46080"
"In post","2021","White","Legal","Male","3180","3080","49470","51250"
"In post","2021","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Female","69400","62515","31850","27380"
"In post","2021","White","No function","Male","57590","55295","35200","31650"
"In post","2021","White","No function","Unknown","10","10","[c]","[c]"
"In post","2021","White","Project Delivery","Female","9560","9010","39770","36160"
"In post","2021","White","Project Delivery","Male","12050","11815","42240","39750"
"In post","2021","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","Female","2755","2550","33050","30990"
"In post","2021","White","Property","Male","3975","3880","36410","33300"
"In post","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Security","Female","1510","1455","31950","28870"
"In post","2021","White","Security","Male","5040","4945","31400","27420"
"In post","2021","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Female","73675","64900","29680","27570"
"In post","2021","White","Unknown","Male","48375","46590","32100","27570"
"In post","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","Female","200","[c]","29780","23610"
"Leaver CS","2021","Asian","No function","Male","140","[c]","32730","26790"
"Leaver CS","2021","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Female","[c]","[c]","[c]","[c]"
