"Status","Year","Age","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Declared non-disabled","Unknown","5890","5325","32070","27570"
"In post","2021","30-39","Undeclared","Heterosexual / straight","2340","2215","32910","29540"
"In post","2021","30-39","Undeclared","LGBO","280","270","33820","30790"
"In post","2021","30-39","Undeclared","Undeclared","1965","1905","35760","31810"
"In post","2021","30-39","Undeclared","Unknown","860","800","35540","31990"
"In post","2021","30-39","Unknown","Heterosexual / straight","4630","4440","36810","33650"
"In post","2021","30-39","Unknown","LGBO","350","345","37210","33650"
"In post","2021","30-39","Unknown","Undeclared","855","805","34180","30540"
"In post","2021","30-39","Unknown","Unknown","14745","14155","34160","30370"
"In post","2021","40-49","Declared disabled","Heterosexual / straight","8765","8115","32900","27570"
"In post","2021","40-49","Declared disabled","LGBO","900","865","35120","30820"
"In post","2021","40-49","Declared disabled","Undeclared","1235","1145","32300","27570"
"In post","2021","40-49","Declared disabled","Unknown","905","800","30360","27570"
"In post","2021","40-49","Declared non-disabled","Heterosexual / straight","59210","55615","37080","31810"
"In post","2021","40-49","Declared non-disabled","LGBO","2535","2465","39590","31990"
"In post","2021","40-49","Declared non-disabled","Undeclared","5475","5095","35050","30450"
"In post","2021","40-49","Declared non-disabled","Unknown","9635","8590","32990","27570"
"In post","2021","40-49","Undeclared","Heterosexual / straight","2825","2660","33950","30840"
"In post","2021","40-49","Undeclared","LGBO","220","215","35650","31650"
"In post","2021","40-49","Undeclared","Undeclared","2600","2495","36140","31810"
"In post","2021","40-49","Undeclared","Unknown","1180","1100","34280","31650"
"In post","2021","40-49","Unknown","Heterosexual / straight","4260","4050","39620","36410"
"In post","2021","40-49","Unknown","LGBO","190","185","38240","33650"
"In post","2021","40-49","Unknown","Undeclared","980","925","36880","32940"
"In post","2021","40-49","Unknown","Unknown","11385","10775","37770","31810"
"In post","2021","50-59","Declared disabled","Heterosexual / straight","13780","12755","31980","27570"
"In post","2021","50-59","Declared disabled","LGBO","855","815","34370","30060"
"In post","2021","50-59","Declared disabled","Undeclared","2130","1950","31630","27570"
"In post","2021","50-59","Declared disabled","Unknown","1675","1500","30220","27570"
"In post","2021","50-59","Declared non-disabled","Heterosexual / straight","70535","66520","35560","30790"
"In post","2021","50-59","Declared non-disabled","LGBO","2145","2070","37100","31650"
"In post","2021","50-59","Declared non-disabled","Undeclared","8470","7905","34050","28820"
"In post","2021","50-59","Declared non-disabled","Unknown","13625","12330","32100","27570"
"In post","2021","50-59","Undeclared","Heterosexual / straight","4095","3885","32850","30410"
"In post","2021","50-59","Undeclared","LGBO","205","200","34600","31220"
"In post","2021","50-59","Undeclared","Undeclared","4130","3925","35340","31810"
"In post","2021","50-59","Undeclared","Unknown","1790","1665","32990","31650"
"In post","2021","50-59","Unknown","Heterosexual / straight","4735","4510","38260","33650"
"In post","2021","50-59","Unknown","LGBO","130","125","40550","33300"
"In post","2021","50-59","Unknown","Undeclared","1280","1190","34430","29350"
"In post","2021","50-59","Unknown","Unknown","11450","10795","36670","31810"
"In post","2021","60-64","Declared disabled","Heterosexual / straight","4100","3335","29750","27570"
"In post","2021","60-64","Declared disabled","LGBO","170","145","31650","27570"
"In post","2021","60-64","Declared disabled","Undeclared","710","575","28630","27530"
"In post","2021","60-64","Declared disabled","Unknown","540","420","27720","26120"
"In post","2021","60-64","Declared non-disabled","Heterosexual / straight","18250","15275","32410","27570"
"In post","2021","60-64","Declared non-disabled","LGBO","420","345","33060","27570"
"In post","2021","60-64","Declared non-disabled","Undeclared","2570","2055","31500","27570"
"In post","2021","60-64","Declared non-disabled","Unknown","3845","2975","29740","27570"
"In post","2021","60-64","Undeclared","Heterosexual / straight","1055","890","30170","27440"
"In post","2021","60-64","Undeclared","LGBO","40","35","33570","28790"
"In post","2021","60-64","Undeclared","Undeclared","1055","875","33080","28130"
"In post","2021","60-64","Undeclared","Unknown","475","360","30090","31420"
"In post","2021","60-64","Unknown","Heterosexual / straight","1200","995","33530","28870"
"In post","2021","60-64","Unknown","LGBO","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","Undeclared","405","340","31470","26550"
"In post","2021","60-64","Unknown","Unknown","2855","2390","32950","27570"
"In post","2021","65+","Declared disabled","Heterosexual / straight","1210","915","28590","26580"
"In post","2021","65+","Declared disabled","LGBO","45","35","29890","27570"
"In post","2021","65+","Declared disabled","Undeclared","230","165","27440","26140"
"In post","2021","65+","Declared disabled","Unknown","170","120","28050","25750"
"In post","2021","65+","Declared non-disabled","Heterosexual / straight","5425","4220","30870","26780"
"In post","2021","65+","Declared non-disabled","LGBO","130","100","28910","25010"
"In post","2021","65+","Declared non-disabled","Undeclared","830","615","30880","26780"
"In post","2021","65+","Declared non-disabled","Unknown","1350","970","29350","26710"
"In post","2021","65+","Undeclared","Heterosexual / straight","345","275","28900","26620"
"In post","2021","65+","Undeclared","LGBO","10","5","[c]","[c]"
"In post","2021","65+","Undeclared","Undeclared","275","215","33130","28130"
"In post","2021","65+","Undeclared","Unknown","215","150","28050","26110"
"In post","2021","65+","Unknown","Heterosexual / straight","355","290","31970","26670"
"In post","2021","65+","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Undeclared","145","115","32970","25870"
"In post","2021","65+","Unknown","Unknown","900","695","34080","27400"
"In post","2021","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Heterosexual / straight","40","[c]","20740","21010"
"Leaver CS","2021","16-19","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","45","[c]","19070","18330"
"Leaver CS","2021","20-29","Declared disabled","Heterosexual / straight","185","[c]","25000","22570"
"Leaver CS","2021","20-29","Declared disabled","LGBO","75","[c]","26190","22350"
"Leaver CS","2021","20-29","Declared disabled","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Heterosexual / straight","1990","[c]","25620","23760"
"Leaver CS","2021","20-29","Declared non-disabled","LGBO","215","[c]","25680","24000"
"Leaver CS","2021","20-29","Declared non-disabled","Undeclared","100","[c]","29040","25980"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","320","[c]","27320","25820"
"Leaver CS","2021","20-29","Undeclared","Heterosexual / straight","70","[c]","26190","22300"
"Leaver CS","2021","20-29","Undeclared","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Undeclared","55","[c]","28400","24440"
"Leaver CS","2021","20-29","Undeclared","Unknown","45","[c]","31130","28930"
"Leaver CS","2021","20-29","Unknown","Heterosexual / straight","155","[c]","26640","24220"
"Leaver CS","2021","20-29","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","2075","[c]","24760","22680"
"Leaver CS","2021","30-39","Declared disabled","Heterosexual / straight","165","[c]","29070","27570"
"Leaver CS","2021","30-39","Declared disabled","LGBO","40","[c]","32520","29290"
"Leaver CS","2021","30-39","Declared disabled","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Heterosexual / straight","1580","[c]","34480","29390"
"Leaver CS","2021","30-39","Declared non-disabled","LGBO","110","[c]","37030","33730"
"Leaver CS","2021","30-39","Declared non-disabled","Undeclared","135","[c]","36550","31740"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","380","[c]","32160","27570"
"Leaver CS","2021","30-39","Undeclared","Heterosexual / straight","75","[c]","29960","27570"
"Leaver CS","2021","30-39","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Undeclared","65","[c]","39660","38000"
"Leaver CS","2021","30-39","Undeclared","Unknown","80","[c]","33310","30730"
"Leaver CS","2021","30-39","Unknown","Heterosexual / straight","145","[c]","35500","32890"
"Leaver CS","2021","30-39","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Undeclared","35","[c]","29980","26590"
"Leaver CS","2021","30-39","Unknown","Unknown","1210","[c]","32940","29290"
"Leaver CS","2021","40-49","Declared disabled","Heterosexual / straight","185","[c]","30410","27570"
"Leaver CS","2021","40-49","Declared disabled","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Heterosexual / straight","1155","[c]","37080","29930"
"Leaver CS","2021","40-49","Declared non-disabled","LGBO","55","[c]","44400","38610"
"Leaver CS","2021","40-49","Declared non-disabled","Undeclared","100","[c]","35050","29200"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","485","[c]","36160","26890"
"Leaver CS","2021","40-49","Undeclared","Heterosexual / straight","60","[c]","31220","26670"
"Leaver CS","2021","40-49","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","90","[c]","35130","30600"
"Leaver CS","2021","40-49","Unknown","Heterosexual / straight","125","[c]","39040","36730"
"Leaver CS","2021","40-49","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","935","[c]","36740","29700"
"Leaver CS","2021","50-59","Declared disabled","Heterosexual / straight","465","[c]","33270","27570"
"Leaver CS","2021","50-59","Declared disabled","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Undeclared","80","[c]","33870","27970"
"Leaver CS","2021","50-59","Declared disabled","Unknown","335","[c]","28680","27570"
"Leaver CS","2021","50-59","Declared non-disabled","Heterosexual / straight","1830","[c]","36400","29290"
"Leaver CS","2021","50-59","Declared non-disabled","LGBO","55","[c]","42620","27570"
"Leaver CS","2021","50-59","Declared non-disabled","Undeclared","235","[c]","38110","27760"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","1470","[c]","33190","27570"
"Leaver CS","2021","50-59","Undeclared","Heterosexual / straight","140","[c]","37120","31650"
"Leaver CS","2021","50-59","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Undeclared","95","[c]","33720","29910"
"Leaver CS","2021","50-59","Undeclared","Unknown","280","[c]","41640","39070"
"Leaver CS","2021","50-59","Unknown","Heterosexual / straight","150","[c]","40820","36310"
"Leaver CS","2021","50-59","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Undeclared","55","[c]","35770","34070"
"Leaver CS","2021","50-59","Unknown","Unknown","1180","[c]","37910","30560"
"Leaver CS","2021","60-64","Declared disabled","Heterosexual / straight","330","[c]","30800","27240"
"Leaver CS","2021","60-64","Declared disabled","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Undeclared","70","[c]","31440","27180"
"Leaver CS","2021","60-64","Declared disabled","Unknown","185","[c]","30160","27570"
"Leaver CS","2021","60-64","Declared non-disabled","Heterosexual / straight","1595","[c]","36820","29270"
"Leaver CS","2021","60-64","Declared non-disabled","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Undeclared","260","[c]","36100","31190"
"Leaver CS","2021","60-64","Declared non-disabled","Unknown","1085","[c]","30820","26890"
"Leaver CS","2021","60-64","Undeclared","Heterosexual / straight","95","[c]","31710","27570"
"Leaver CS","2021","60-64","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Undeclared","105","[c]","33940","32390"
"Leaver CS","2021","60-64","Undeclared","Unknown","140","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Heterosexual / straight","105","[c]","40080","34410"
"Leaver CS","2021","60-64","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Undeclared","40","[c]","37570","34080"
"Leaver CS","2021","60-64","Unknown","Unknown","645","[c]","41470","33730"
"Leaver CS","2021","65+","Declared disabled","Heterosexual / straight","330","[c]","26580","23440"
"Leaver CS","2021","65+","Declared disabled","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Undeclared","75","[c]","25890","25210"
"Leaver CS","2021","65+","Declared disabled","Unknown","155","[c]","28130","23500"
"Leaver CS","2021","65+","Declared non-disabled","Heterosexual / straight","1255","[c]","29110","25120"
"Leaver CS","2021","65+","Declared non-disabled","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Undeclared","220","[c]","28790","25260"
"Leaver CS","2021","65+","Declared non-disabled","Unknown","770","[c]","29520","26550"
"Leaver CS","2021","65+","Undeclared","Heterosexual / straight","90","[c]","29190","26910"
"Leaver CS","2021","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Undeclared","60","[c]","31640","27570"
"Leaver CS","2021","65+","Undeclared","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Heterosexual / straight","75","[c]","32060","24910"
"Leaver CS","2021","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Undeclared","30","[c]","26320","20850"
"Leaver CS","2021","65+","Unknown","Unknown","405","[c]","35470","29570"
"Leaver CS","2021","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","110","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Heterosexual / straight","165","[c]","31420","31060"
"Leaver Dept.","2021","20-29","Declared disabled","LGBO","50","[c]","32620","31010"
"Leaver Dept.","2021","20-29","Declared disabled","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Heterosexual / straight","1625","[c]","31270","30270"
"Leaver Dept.","2021","20-29","Declared non-disabled","LGBO","205","[c]","32800","32000"
"Leaver Dept.","2021","20-29","Declared non-disabled","Undeclared","100","[c]","32420","32000"
"Leaver Dept.","2021","20-29","Declared non-disabled","Unknown","405","[c]","30180","27570"
"Leaver Dept.","2021","20-29","Undeclared","Heterosexual / straight","65","[c]","33580","32560"
"Leaver Dept.","2021","20-29","Undeclared","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Undeclared","45","[c]","36460","32310"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","60","[c]","35070","34330"
"Leaver Dept.","2021","20-29","Unknown","Heterosexual / straight","110","[c]","33900","32040"
"Leaver Dept.","2021","20-29","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","1395","[c]","32290","32000"
"Leaver Dept.","2021","30-39","Declared disabled","Heterosexual / straight","195","[c]","36450","32560"
"Leaver Dept.","2021","30-39","Declared disabled","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Heterosexual / straight","1575","[c]","38910","34400"
"Leaver Dept.","2021","30-39","Declared non-disabled","LGBO","135","[c]","40100","35150"
"Leaver Dept.","2021","30-39","Declared non-disabled","Undeclared","130","[c]","40880","38580"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","425","[c]","39470","33420"
"Leaver Dept.","2021","30-39","Undeclared","Heterosexual / straight","70","[c]","35130","30830"
"Leaver Dept.","2021","30-39","Undeclared","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Undeclared","60","[c]","37740","37410"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","70","[c]","40870","42460"
"Leaver Dept.","2021","30-39","Unknown","Heterosexual / straight","85","[c]","43330","39760"
"Leaver Dept.","2021","30-39","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","805","[c]","40360","36970"
"Leaver Dept.","2021","40-49","Declared disabled","Heterosexual / straight","160","[c]","38170","33300"
"Leaver Dept.","2021","40-49","Declared disabled","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","Heterosexual / straight","955","[c]","44010","37590"
"Leaver Dept.","2021","40-49","Declared non-disabled","LGBO","50","[c]","44040","39290"
"Leaver Dept.","2021","40-49","Declared non-disabled","Undeclared","85","[c]","45670","40200"
"Leaver Dept.","2021","40-49","Declared non-disabled","Unknown","285","[c]","40880","33350"
"Leaver Dept.","2021","40-49","Undeclared","Heterosexual / straight","55","[c]","37400","32000"
"Leaver Dept.","2021","40-49","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Undeclared","40","[c]","47660","53350"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Heterosexual / straight","60","[c]","50680","45860"
"Leaver Dept.","2021","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","410","[c]","45540","41340"
"Leaver Dept.","2021","50-59","Declared disabled","Heterosexual / straight","120","[c]","37250","33180"
"Leaver Dept.","2021","50-59","Declared disabled","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Heterosexual / straight","605","[c]","42350","35070"
"Leaver Dept.","2021","50-59","Declared non-disabled","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","Undeclared","50","[c]","42030","35830"
"Leaver Dept.","2021","50-59","Declared non-disabled","Unknown","205","[c]","37550","30680"
"Leaver Dept.","2021","50-59","Undeclared","Heterosexual / straight","35","[c]","40870","34090"
"Leaver Dept.","2021","50-59","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Unknown","285","[c]","42140","37670"
"Leaver Dept.","2021","60-64","Declared disabled","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Heterosexual / straight","45","[c]","35040","27830"
"Leaver Dept.","2021","60-64","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","LGBO","[c]","[c]","[c]","[c]"
