"Status","Year","Parent_department","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","Female","200","185","33350","29850"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","Male","200","195","37050","33860"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","Female","140","130","33110","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","Male","105","100","37380","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","Female","840","780","37500","37420"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","Male","1230","1200","41310","39960"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","Outside London","Female","1415","1275","31580","26920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","Outside London","Male","1365","1325","37790","36070"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","Female","375","350","32450","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","Male","300","290","34400","31600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","Female","110","105","31390","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","Male","90","85","34020","31000"
"In post","2021","Department for Digital, Culture, Media and Sport","London","London","Female","920","895","48550","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","London","Male","790","785","50460","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East Midlands (England)","Outside London","Female","175","160","40010","36980"
"In post","2021","Department for Education","East Midlands (England)","Outside London","Male","115","115","44400","39450"
"In post","2021","Department for Education","East of England","Outside London","Female","45","40","45520","41720"
"In post","2021","Department for Education","East of England","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Department for Education","London","London","Female","1615","1530","49430","53420"
"In post","2021","Department for Education","London","London","Male","1020","1010","51630","53420"
"In post","2021","Department for Education","North East (England)","Outside London","Female","485","455","36960","36500"
"In post","2021","Department for Education","North East (England)","Outside London","Male","300","300","40230","37100"
"In post","2021","Department for Education","North West (England)","Outside London","Female","625","605","40340","36780"
"In post","2021","Department for Education","North West (England)","Outside London","Male","515","510","40370","36780"
"In post","2021","Department for Education","South West (England)","Outside London","Female","130","125","42620","37100"
"In post","2021","Department for Education","South West (England)","Outside London","Male","90","90","45310","42290"
"In post","2021","Department for Education","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Department for Education","West Midlands (England)","Outside London","Female","735","710","39870","36780"
"In post","2021","Department for Education","West Midlands (England)","Outside London","Male","545","540","41850","37100"
"In post","2021","Department for Education","Yorkshire and The Humber","Outside London","Female","825","765","39950","36780"
"In post","2021","Department for Education","Yorkshire and The Humber","Outside London","Male","665","660","41800","36960"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","Female","145","135","33170","29290"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","Male","90","90","32740","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Outside London","Female","405","375","32850","29720"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Outside London","Male","435","425","35370","31070"
"In post","2021","Department for Environment, Food and Rural Affairs","London","London","Female","1405","1340","44630","39420"
"In post","2021","Department for Environment, Food and Rural Affairs","London","London","Male","1190","1180","45280","39910"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","Female","295","260","31300","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","Male","250","250","32910","29230"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","Female","900","790","27880","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","Male","535","525","30180","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Scotland","Outside London","Female","100","95","30790","26580"
"In post","2021","Department for Environment, Food and Rural Affairs","Scotland","Outside London","Male","55","55","35040","31410"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","Female","765","715","33760","29700"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","Male","610","600","38360","33880"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","Female","1025","935","33830","30160"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","Male","760","745","36670","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Wales","Outside London","Female","225","205","27820","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Wales","Outside London","Male","125","120","30590","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","Female","375","340","31550","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","Male","260","255","35030","31160"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","Female","565","530","34710","30720"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","Male","530","520","34950","30320"
"In post","2021","Department for International Trade","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Midlands (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Department for International Trade","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East of England","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Department for International Trade","London","London","Female","1135","1115","44160","38540"
"In post","2021","Department for International Trade","London","London","Male","1185","1175","46260","39790"
"In post","2021","Department for International Trade","North East (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Department for International Trade","North East (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Department for International Trade","North West (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Department for International Trade","North West (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","Overseas","Female","45","45","55130","55000"
"In post","2021","Department for International Trade","Overseas","Overseas","Male","110","110","57190","53750"
"In post","2021","Department for International Trade","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Department for International Trade","South East (England)","Outside London","Female","50","50","47890","51970"
"In post","2021","Department for International Trade","South East (England)","Outside London","Male","70","70","45680","38540"
"In post","2021","Department for International Trade","South West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South West (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Department for Transport","East Midlands (England)","Outside London","Female","230","215","32910","30730"
"In post","2021","Department for Transport","East Midlands (England)","Outside London","Male","415","405","34150","29080"
"In post","2021","Department for Transport","East of England","Outside London","Female","85","80","28010","26780"
"In post","2021","Department for Transport","East of England","Outside London","Male","315","295","30440","27680"
"In post","2021","Department for Transport","London","London","Female","1420","1370","46450","42890"
"In post","2021","Department for Transport","London","London","Male","2020","1980","46710","42890"
"In post","2021","Department for Transport","North East (England)","Outside London","Female","170","145","25730","21590"
"In post","2021","Department for Transport","North East (England)","Outside London","Male","195","185","29260","26780"
"In post","2021","Department for Transport","North West (England)","Outside London","Female","115","110","27430","26700"
"In post","2021","Department for Transport","North West (England)","Outside London","Male","335","320","29650","26780"
"In post","2021","Department for Transport","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","Outside London","Male","30","30","38710","31780"
"In post","2021","Department for Transport","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Department for Transport","Scotland","Outside London","Female","120","105","29330","26780"
"In post","2021","Department for Transport","Scotland","Outside London","Male","340","325","32710","27680"
"In post","2021","Department for Transport","South East (England)","Outside London","Female","525","485","33120","30730"
"In post","2021","Department for Transport","South East (England)","Outside London","Male","955","920","37920","31680"
"In post","2021","Department for Transport","South West (England)","Outside London","Female","265","240","32900","27570"
"In post","2021","Department for Transport","South West (England)","Outside London","Male","500","485","32950","28470"
"In post","2021","Department for Transport","Wales","Outside London","Female","4030","3360","24480","21590"
"In post","2021","Department for Transport","Wales","Outside London","Male","2870","2775","29320","26130"
"In post","2021","Department for Transport","West Midlands (England)","Outside London","Female","130","125","28410","26700"
"In post","2021","Department for Transport","West Midlands (England)","Outside London","Male","330","320","29450","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","Outside London","Female","180","160","27440","26480"
"In post","2021","Department for Transport","Yorkshire and The Humber","Outside London","Male","375","360","30990","26780"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Outside London","Female","3175","2715","26620","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Outside London","Male","1710","1620","28420","27570"
"In post","2021","Department for Work and Pensions","East of England","Outside London","Female","3145","2725","28190","27570"
"In post","2021","Department for Work and Pensions","East of England","Outside London","Male","1555","1495","29330","27570"
"In post","2021","Department for Work and Pensions","London","London","Female","6515","5950","33050","31060"
"In post","2021","Department for Work and Pensions","London","London","Male","3665","3585","35240","31060"
"In post","2021","Department for Work and Pensions","North East (England)","Outside London","Female","6075","5135","26420","27570"
"In post","2021","Department for Work and Pensions","North East (England)","Outside London","Male","3550","3390","28590","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Outside London","Female","11820","10235","26800","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Outside London","Male","6800","6550","28830","27570"
"In post","2021","Department for Work and Pensions","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Scotland","Outside London","Female","6065","5170","25430","27570"
"In post","2021","Department for Work and Pensions","Scotland","Outside London","Male","2975","2830","27380","27570"
"In post","2021","Department for Work and Pensions","South East (England)","Outside London","Female","4545","3975","27500","27570"
"In post","2021","Department for Work and Pensions","South East (England)","Outside London","Male","2205","2130","27770","27570"
"In post","2021","Department for Work and Pensions","South West (England)","Outside London","Female","3890","3240","26120","27570"
"In post","2021","Department for Work and Pensions","South West (England)","Outside London","Male","1930","1825","26950","27570"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","Female","575","520","30000","27570"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","Male","325","315","31130","27570"
"In post","2021","Department for Work and Pensions","Wales","Outside London","Female","3830","3305","25750","27570"
"In post","2021","Department for Work and Pensions","Wales","Outside London","Male","1905","1830","26560","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","Outside London","Female","5130","4320","26020","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","Outside London","Male","2550","2425","26570","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","Outside London","Female","6065","5165","28840","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","Outside London","Male","3525","3375","31510","27570"
"In post","2021","Department of Health and Social Care","East Midlands (England)","Outside London","Female","150","135","40960","36330"
"In post","2021","Department of Health and Social Care","East Midlands (England)","Outside London","Male","40","35","56680","47130"
"In post","2021","Department of Health and Social Care","East of England","Outside London","Female","470","425","42230","38200"
"In post","2021","Department of Health and Social Care","East of England","Outside London","Male","265","260","47390","40450"
"In post","2021","Department of Health and Social Care","London","London","Female","4105","3855","46400","40650"
"In post","2021","Department of Health and Social Care","London","London","Male","2320","2250","50830","46000"
"In post","2021","Department of Health and Social Care","North East (England)","Outside London","Female","115","100","43190","38890"
"In post","2021","Department of Health and Social Care","North East (England)","Outside London","Male","35","30","54330","38690"
"In post","2021","Department of Health and Social Care","North West (England)","Outside London","Female","390","350","36730","31370"
"In post","2021","Department of Health and Social Care","North West (England)","Outside London","Male","195","185","38510","29370"
"In post","2021","Department of Health and Social Care","Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","South East (England)","Outside London","Female","355","310","44310","39380"
"In post","2021","Department of Health and Social Care","South East (England)","Outside London","Male","165","155","50260","42380"
"In post","2021","Department of Health and Social Care","South West (England)","Outside London","Female","840","760","36140","31230"
"In post","2021","Department of Health and Social Care","South West (England)","Outside London","Male","375","360","44330","37960"
"In post","2021","Department of Health and Social Care","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Wales","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Midlands (England)","Outside London","Female","350","310","40340","33850"
"In post","2021","Department of Health and Social Care","West Midlands (England)","Outside London","Male","115","110","47440","36330"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","Outside London","Female","900","840","41090","36820"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","Outside London","Male","555","545","45740","40890"
"In post","2021","ESTYN","Wales","Outside London","Female","65","60","53760","63880"
"In post","2021","ESTYN","Wales","Outside London","Male","50","45","63750","74730"
"In post","2021","Food Standards Agency","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Midlands (England)","Outside London","Male","40","35","27080","26750"
"In post","2021","Food Standards Agency","East of England","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","East of England","Outside London","Male","50","50","27830","26750"
"In post","2021","Food Standards Agency","London","London","Female","225","220","43240","40960"
"In post","2021","Food Standards Agency","London","London","Male","240","240","41820","40350"
"In post","2021","Food Standards Agency","North East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North East (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","North West (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","North West (England)","Outside London","Male","40","40","27040","26750"
"In post","2021","Food Standards Agency","Northern Ireland","Outside London","Female","55","55","38740","37910"
"In post","2021","Food Standards Agency","Northern Ireland","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Food Standards Agency","South East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South East (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","South West (England)","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Food Standards Agency","South West (England)","Outside London","Male","40","40","26710","26750"
"In post","2021","Food Standards Agency","Wales","Outside London","Female","60","60","37730","37910"
"In post","2021","Food Standards Agency","Wales","Outside London","Male","80","75","36420","30810"
"In post","2021","Food Standards Agency","West Midlands (England)","Outside London","Female","35","35","38040","37350"
"In post","2021","Food Standards Agency","West Midlands (England)","Outside London","Male","80","80","33180","28730"
"In post","2021","Food Standards Agency","Yorkshire and The Humber","Outside London","Female","125","120","36090","31570"
"In post","2021","Food Standards Agency","Yorkshire and The Humber","Outside London","Male","170","170","37270","31450"
"In post","2021","Foreign, Commonwealth and Development Office","London","London","Female","2245","2160","47810","41880"
"In post","2021","Foreign, Commonwealth and Development Office","London","London","Male","2015","1995","51070","48570"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","Overseas","Female","940","935","52310","53470"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","Overseas","Male","1340","1340","51830","53030"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","Outside London","Female","550","525","39850","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","Outside London","Male","420","410","41510","38500"
"In post","2021","Foreign, Commonwealth and Development Office","South East (England)","Outside London","Female","490","460","33930","27530"
"In post","2021","Foreign, Commonwealth and Development Office","South East (England)","Outside London","Male","640","625","38730","34770"
"In post","2021","HM Land Registry","East Midlands (England)","Outside London","Female","535","475","30770","27130"
"In post","2021","HM Land Registry","East Midlands (England)","Outside London","Male","335","320","31310","27130"
"In post","2021","HM Land Registry","East of England","Outside London","Female","175","160","30320","27130"
"In post","2021","HM Land Registry","East of England","Outside London","Male","110","100","32240","33840"
"In post","2021","HM Land Registry","London","London","Female","205","190","39500","37290"
"In post","2021","HM Land Registry","London","London","Male","175","170","43690","37290"
"In post","2021","HM Land Registry","North East (England)","Outside London","Female","460","415","27810","27130"
"In post","2021","HM Land Registry","North East (England)","Outside London","Male","250","235","29410","27130"
"In post","2021","HM Land Registry","North West (England)","Outside London","Female","565","490","29310","27130"
"In post","2021","HM Land Registry","North West (England)","Outside London","Male","340","320","29520","27130"
"In post","2021","HM Land Registry","South West (England)","Outside London","Female","865","745","30940","27130"
"In post","2021","HM Land Registry","South West (England)","Outside London","Male","690","655","35080","33840"
"In post","2021","HM Land Registry","Wales","Outside London","Female","430","380","28240","27130"
"In post","2021","HM Land Registry","Wales","Outside London","Male","290","265","30310","27130"
"In post","2021","HM Land Registry","West Midlands (England)","Outside London","Female","385","340","29200","27130"
"In post","2021","HM Land Registry","West Midlands (England)","Outside London","Male","220","210","30620","27130"
"In post","2021","HM Land Registry","Yorkshire and The Humber","Outside London","Female","195","170","28900","27130"
"In post","2021","HM Land Registry","Yorkshire and The Humber","Outside London","Male","145","135","29410","27130"
"In post","2021","HM Revenue and Customs","East Midlands (England)","Outside London","Female","2025","1820","31410","28130"
"In post","2021","HM Revenue and Customs","East Midlands (England)","Outside London","Male","1920","1855","32660","31810"
"In post","2021","HM Revenue and Customs","East of England","Outside London","Female","1000","885","30500","28130"
"In post","2021","HM Revenue and Customs","East of England","Outside London","Male","835","795","34080","31810"
"In post","2021","HM Revenue and Customs","London","London","Female","4275","3980","41690","36160"
"In post","2021","HM Revenue and Customs","London","London","Male","4450","4315","44580","39800"
"In post","2021","HM Revenue and Customs","North East (England)","Outside London","Female","6560","5525","26510","21440"
