"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Unknown","Yorkshire and The Humber","West Yorkshire","690","655","31440","27570"
"In post","2021","Unknown","Veterinarian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Wales","West Wales and The Valleys","10","5","[c]","[c]"
"In post","2021","Unknown","Veterinarian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","60","60","46210","45690"
"In post","2021","White","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30","30","44360","46870"
"In post","2021","White","Commercial","East Midlands (England)","Lincolnshire","15","15","[c]","[c]"
"In post","2021","White","Commercial","East of England","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2021","White","Commercial","East of England","East Anglia","185","180","38590","35730"
"In post","2021","White","Commercial","East of England","Essex","5","5","[c]","[c]"
"In post","2021","White","Commercial","London","Inner London - East","40","40","49070","45010"
"In post","2021","White","Commercial","London","Inner London - West","305","300","52780","51150"
"In post","2021","White","Commercial","London","Outer London - East and North East","10","10","[c]","[c]"
"In post","2021","White","Commercial","London","Outer London - South","60","55","50140","46370"
"In post","2021","White","Commercial","London","Outer London - West and North West","40","40","40880","34500"
"In post","2021","White","Commercial","North East (England)","Northumberland and Tyne and Wear","30","30","42650","41090"
"In post","2021","White","Commercial","North East (England)","Tees Valley and Durham","75","70","43490","39290"
"In post","2021","White","Commercial","North West (England)","Cheshire","20","15","[c]","[c]"
"In post","2021","White","Commercial","North West (England)","Cumbria","15","10","[c]","[c]"
"In post","2021","White","Commercial","North West (England)","Greater Manchester","165","155","40050","37100"
"In post","2021","White","Commercial","North West (England)","Lancashire","25","25","[c]","[c]"
"In post","2021","White","Commercial","North West (England)","Merseyside","170","165","37650","34800"
"In post","2021","White","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Overseas","Overseas","30","30","49560","42820"
"In post","2021","White","Commercial","Scotland","Eastern Scotland","45","45","37960","35480"
"In post","2021","White","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","White","Commercial","Scotland","Southern Scotland","45","45","41120","40100"
"In post","2021","White","Commercial","Scotland","West Central Scotland","85","85","35930","34610"
"In post","2021","White","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","145","140","39560","37630"
"In post","2021","White","Commercial","South East (England)","Hampshire and Isle of Wight","180","170","36420","34800"
"In post","2021","White","Commercial","South East (England)","Kent","15","15","[c]","[c]"
"In post","2021","White","Commercial","South East (England)","Surrey, East and West Sussex","35","35","46700","43420"
"In post","2021","White","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","South West (England)","Devon","190","185","42880","39840"
"In post","2021","White","Commercial","South West (England)","Dorset and Somerset","60","60","41510","40730"
"In post","2021","White","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1165","1115","39210","36480"
"In post","2021","White","Commercial","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","White","Commercial","Wales","East Wales","125","120","36280","31820"
"In post","2021","White","Commercial","Wales","West Wales and The Valleys","160","150","33660","31040"
"In post","2021","White","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2021","White","Commercial","West Midlands (England)","Shropshire and Staffordshire","75","70","38500","34800"
"In post","2021","White","Commercial","West Midlands (England)","West Midlands","75","70","40630","38280"
"In post","2021","White","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","15","15","[c]","[c]"
"In post","2021","White","Commercial","Yorkshire and The Humber","North Yorkshire","50","50","40330","37930"
"In post","2021","White","Commercial","Yorkshire and The Humber","South Yorkshire","80","80","39530","37450"
"In post","2021","White","Commercial","Yorkshire and The Humber","West Yorkshire","120","120","41750","36820"
"In post","2021","White","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","60","55","38300","38630"
"In post","2021","White","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2021","White","Communications","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2021","White","Communications","East of England","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2021","White","Communications","East of England","East Anglia","40","40","33760","30920"
"In post","2021","White","Communications","East of England","Essex","15","15","[c]","[c]"
"In post","2021","White","Communications","London","Inner London - East","135","130","50920","44910"
"In post","2021","White","Communications","London","Inner London - West","1065","1040","48030","44200"
"In post","2021","White","Communications","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","London","Outer London - South","10","10","[c]","[c]"
"In post","2021","White","Communications","London","Outer London - West and North West","20","20","[c]","[c]"
"In post","2021","White","Communications","North East (England)","Northumberland and Tyne and Wear","70","65","34720","31810"
"In post","2021","White","Communications","North East (England)","Tees Valley and Durham","30","25","[c]","[c]"
"In post","2021","White","Communications","North West (England)","Cheshire","10","10","[c]","[c]"
"In post","2021","White","Communications","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2021","White","Communications","North West (England)","Greater Manchester","70","70","34290","32000"
"In post","2021","White","Communications","North West (England)","Lancashire","25","20","[c]","[c]"
"In post","2021","White","Communications","North West (England)","Merseyside","55","55","39820","37910"
"In post","2021","White","Communications","Northern Ireland","Northern Ireland","20","20","[c]","[c]"
"In post","2021","White","Communications","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","White","Communications","Scotland","Eastern Scotland","30","30","39110","36780"
"In post","2021","White","Communications","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Scotland","West Central Scotland","15","15","[c]","[c]"
"In post","2021","White","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","70","65","32600","31290"
"In post","2021","White","Communications","South East (England)","Hampshire and Isle of Wight","145","140","33240","32600"
"In post","2021","White","Communications","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","South East (England)","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2021","White","Communications","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2021","White","Communications","South West (England)","Devon","45","40","35220","32810"
"In post","2021","White","Communications","South West (England)","Dorset and Somerset","30","30","33370","33290"
"In post","2021","White","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","175","160","35980","34610"
"In post","2021","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Wales","East Wales","215","200","38630","37410"
"In post","2021","White","Communications","Wales","West Wales and The Valleys","85","80","31390","26780"
"In post","2021","White","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","20","[c]","[c]"
"In post","2021","White","Communications","West Midlands (England)","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2021","White","Communications","West Midlands (England)","West Midlands","65","65","44080","40230"
"In post","2021","White","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","White","Communications","Yorkshire and The Humber","North Yorkshire","15","15","[c]","[c]"
"In post","2021","White","Communications","Yorkshire and The Humber","South Yorkshire","40","35","39620","37700"
"In post","2021","White","Communications","Yorkshire and The Humber","West Yorkshire","35","35","46730","47960"
"In post","2021","White","Corporate Finance","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","London","Inner London - East","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","London","Inner London - West","25","25","[c]","[c]"
"In post","2021","White","Corporate Finance","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","South East (England)","Hampshire and Isle of Wight","25","20","[c]","[c]"
"In post","2021","White","Corporate Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","[c]","[c]"
"In post","2021","White","Corporate Finance","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","London","Inner London - East","15","15","[c]","[c]"
"In post","2021","White","Counter Fraud","London","Inner London - West","195","195","45120","40270"
"In post","2021","White","Counter Fraud","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","London","Outer London - South","5","5","[c]","[c]"
"In post","2021","White","Counter Fraud","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","North East (England)","Tees Valley and Durham","30","30","26490","25310"
"In post","2021","White","Counter Fraud","North West (England)","Greater Manchester","40","40","39060","39490"
"In post","2021","White","Counter Fraud","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","White","Counter Fraud","North West (England)","Merseyside","30","30","31740","25580"
"In post","2021","White","Counter Fraud","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Scotland","West Central Scotland","65","60","27950","25310"
"In post","2021","White","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","Wales","East Wales","15","15","[c]","[c]"
"In post","2021","White","Counter Fraud","Wales","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2021","White","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","West Midlands (England)","West Midlands","35","35","39880","39170"
"In post","2021","White","Counter Fraud","Yorkshire and The Humber","North Yorkshire","20","20","[c]","[c]"
"In post","2021","White","Counter Fraud","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Yorkshire and The Humber","West Yorkshire","25","20","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","110","110","40220","36740"
"In post","2021","White","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","55","55","35250","33000"
"In post","2021","White","Digital, Data and Technology","East Midlands (England)","Lincolnshire","25","25","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","55","55","37300","37640"
"In post","2021","White","Digital, Data and Technology","East of England","East Anglia","130","125","34710","31830"
"In post","2021","White","Digital, Data and Technology","East of England","Essex","165","150","38570","38630"
"In post","2021","White","Digital, Data and Technology","London","Inner London - East","300","295","53150","49590"
"In post","2021","White","Digital, Data and Technology","London","Inner London - West","950","930","52600","52020"
"In post","2021","White","Digital, Data and Technology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","London","Outer London - South","280","275","53460","50590"
"In post","2021","White","Digital, Data and Technology","London","Outer London - West and North West","135","130","43490","43380"
"In post","2021","White","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","405","390","40600","38630"
"In post","2021","White","Digital, Data and Technology","North East (England)","Tees Valley and Durham","115","110","38320","37100"
"In post","2021","White","Digital, Data and Technology","North West (England)","Cheshire","105","100","41540","38120"
"In post","2021","White","Digital, Data and Technology","North West (England)","Cumbria","15","15","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","North West (England)","Greater Manchester","300","290","41570","38630"
"In post","2021","White","Digital, Data and Technology","North West (England)","Lancashire","40","40","31700","31770"
"In post","2021","White","Digital, Data and Technology","North West (England)","Merseyside","310","295","38900","34900"
"In post","2021","White","Digital, Data and Technology","Northern Ireland","Northern Ireland","15","15","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Overseas","Overseas","15","15","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Scotland","Eastern Scotland","110","105","40680","36780"
"In post","2021","White","Digital, Data and Technology","Scotland","Highlands and Islands","10","10","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Scotland","North Eastern Scotland","10","10","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Scotland","Southern Scotland","120","120","40770","38630"
"In post","2021","White","Digital, Data and Technology","Scotland","West Central Scotland","120","120","37270","33040"
"In post","2021","White","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","180","175","42230","37890"
"In post","2021","White","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","275","270","37370","33300"
"In post","2021","White","Digital, Data and Technology","South East (England)","Kent","15","15","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","130","125","37080","34180"
"In post","2021","White","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","South West (England)","Devon","655","625","38480","38450"
"In post","2021","White","Digital, Data and Technology","South West (England)","Dorset and Somerset","170","165","37970","34000"
"In post","2021","White","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","755","735","41090","39880"
"In post","2021","White","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Wales","East Wales","755","740","40910","38000"
"In post","2021","White","Digital, Data and Technology","Wales","West Wales and The Valleys","705","685","39000","35040"
"In post","2021","White","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","65","60","38560","33150"
"In post","2021","White","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","220","210","41890","38630"
"In post","2021","White","Digital, Data and Technology","West Midlands (England)","West Midlands","290","285","41670","38390"
"In post","2021","White","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","15","15","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","125","125","39250","37910"
"In post","2021","White","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","265","255","44370","41990"
"In post","2021","White","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","240","230","38070","32200"
"In post","2021","White","Economics","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","London","Inner London - East","140","135","57240","56360"
"In post","2021","White","Economics","London","Inner London - West","895","880","48520","45500"
"In post","2021","White","Economics","London","Outer London - South","15","15","[c]","[c]"
"In post","2021","White","Economics","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2021","White","Economics","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","Overseas","Overseas","30","30","55120","55620"
"In post","2021","White","Economics","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","Scotland","Southern Scotland","10","5","[c]","[c]"
"In post","2021","White","Economics","Scotland","West Central Scotland","15","15","[c]","[c]"
"In post","2021","White","Economics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","White","Economics","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","White","Economics","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2021","White","Economics","Wales","East Wales","100","100","43400","38130"
"In post","2021","White","Economics","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2021","White","Economics","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","White","Economics","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2021","White","Economics","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2021","White","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","105","100","37770","35430"
"In post","2021","White","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2021","White","Finance","East Midlands (England)","Lincolnshire","30","30","24290","21830"
"In post","2021","White","Finance","East of England","Bedfordshire and Hertfordshire","65","65","45950","41310"
"In post","2021","White","Finance","East of England","East Anglia","115","110","35770","31240"
"In post","2021","White","Finance","East of England","Essex","105","95","35750","31980"
"In post","2021","White","Finance","London","Inner London - East","200","195","52280","52850"
"In post","2021","White","Finance","London","Inner London - West","965","940","55120","54440"
"In post","2021","White","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","London","Outer London - South","105","105","50690","47590"
"In post","2021","White","Finance","London","Outer London - West and North West","35","35","44680","41770"
"In post","2021","White","Finance","North East (England)","Northumberland and Tyne and Wear","195","190","38990","38630"
"In post","2021","White","Finance","North East (England)","Tees Valley and Durham","115","110","39050","36500"
"In post","2021","White","Finance","North West (England)","Cheshire","25","25","[c]","[c]"
"In post","2021","White","Finance","North West (England)","Cumbria","15","10","[c]","[c]"
"In post","2021","White","Finance","North West (England)","Greater Manchester","220","210","40980","37900"
"In post","2021","White","Finance","North West (England)","Lancashire","65","60","38560","33630"
"In post","2021","White","Finance","North West (England)","Merseyside","205","200","35090","31810"
"In post","2021","White","Finance","Northern Ireland","Northern Ireland","25","25","[c]","[c]"
"In post","2021","White","Finance","Overseas","Overseas","30","30","36450","33300"
"In post","2021","White","Finance","Scotland","Eastern Scotland","65","65","35410","31720"
"In post","2021","White","Finance","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Scotland","Southern Scotland","55","55","37880","33930"
"In post","2021","White","Finance","Scotland","West Central Scotland","375","300","25100","21440"
"In post","2021","White","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","225","220","38830","35000"
"In post","2021","White","Finance","South East (England)","Hampshire and Isle of Wight","325","305","37740","33300"
"In post","2021","White","Finance","South East (England)","Kent","15","15","[c]","[c]"
"In post","2021","White","Finance","South East (England)","Surrey, East and West Sussex","175","160","34190","31810"
"In post","2021","White","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","South West (England)","Devon","85","80","41020","39640"
"In post","2021","White","Finance","South West (England)","Dorset and Somerset","40","35","33910","30970"
"In post","2021","White","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","945","905","40060","36740"
"In post","2021","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Wales","East Wales","305","285","39320","36030"
"In post","2021","White","Finance","Wales","West Wales and The Valleys","300","285","36810","33350"
"In post","2021","White","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","30","30","40150","36520"
"In post","2021","White","Finance","West Midlands (England)","Shropshire and Staffordshire","110","105","41050","38630"
"In post","2021","White","Finance","West Midlands (England)","West Midlands","185","180","45000","41870"
"In post","2021","White","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Yorkshire and The Humber","North Yorkshire","130","125","39200","36650"
"In post","2021","White","Finance","Yorkshire and The Humber","South Yorkshire","120","115","38800","36870"
"In post","2021","White","Finance","Yorkshire and The Humber","West Yorkshire","290","260","33420","27140"
"In post","2021","White","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","240","225","39870","35890"
"In post","2021","White","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","25","20","[c]","[c]"
"In post","2021","White","Human Resources","East Midlands (England)","Lincolnshire","25","25","[c]","[c]"
"In post","2021","White","Human Resources","East of England","Bedfordshire and Hertfordshire","35","35","36790","31780"
"In post","2021","White","Human Resources","East of England","East Anglia","100","90","35370","32680"
"In post","2021","White","Human Resources","East of England","Essex","30","25","[c]","[c]"
"In post","2021","White","Human Resources","London","Inner London - East","240","230","52160","48860"
"In post","2021","White","Human Resources","London","Inner London - West","1005","975","50350","47000"
"In post","2021","White","Human Resources","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","London","Outer London - South","210","200","49820","46070"
"In post","2021","White","Human Resources","London","Outer London - West and North West","45","40","43220","36950"
"In post","2021","White","Human Resources","North East (England)","Northumberland and Tyne and Wear","65","60","37770","33860"
"In post","2021","White","Human Resources","North East (England)","Tees Valley and Durham","50","45","34330","31180"
"In post","2021","White","Human Resources","North West (England)","Cheshire","55","50","42420","40080"
"In post","2021","White","Human Resources","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2021","White","Human Resources","North West (England)","Greater Manchester","380","360","34410","31810"
"In post","2021","White","Human Resources","North West (England)","Lancashire","190","170","27530","26670"
"In post","2021","White","Human Resources","North West (England)","Merseyside","215","205","37590","32180"
"In post","2021","White","Human Resources","Northern Ireland","Northern Ireland","15","15","[c]","[c]"
"In post","2021","White","Human Resources","Overseas","Overseas","20","20","[c]","[c]"
"In post","2021","White","Human Resources","Scotland","Eastern Scotland","140","135","36380","33650"
"In post","2021","White","Human Resources","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","White","Human Resources","Scotland","Southern Scotland","40","40","47230","48500"
"In post","2021","White","Human Resources","Scotland","West Central Scotland","455","425","25490","21580"
"In post","2021","White","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","105","100","40000","35900"
"In post","2021","White","Human Resources","South East (England)","Hampshire and Isle of Wight","220","210","34670","30890"
"In post","2021","White","Human Resources","South East (England)","Kent","65","60","35380","31500"
"In post","2021","White","Human Resources","South East (England)","Surrey, East and West Sussex","35","35","44000","43720"
"In post","2021","White","Human Resources","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","South West (England)","Devon","95","85","37250","33050"
"In post","2021","White","Human Resources","South West (England)","Dorset and Somerset","50","45","35390","33290"
"In post","2021","White","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","620","570","36370","33190"
"In post","2021","White","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","White","Human Resources","Wales","East Wales","485","450","36200","31020"
"In post","2021","White","Human Resources","Wales","West Wales and The Valleys","215","200","33510","31810"
"In post","2021","White","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","95","85","37090","31180"
"In post","2021","White","Human Resources","West Midlands (England)","Shropshire and Staffordshire","55","50","39090","37960"
"In post","2021","White","Human Resources","West Midlands (England)","West Midlands","100","95","41440","40110"
"In post","2021","White","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20","20","[c]","[c]"
"In post","2021","White","Human Resources","Yorkshire and The Humber","North Yorkshire","75","70","39840","35900"
"In post","2021","White","Human Resources","Yorkshire and The Humber","South Yorkshire","70","65","40530","36060"
"In post","2021","White","Human Resources","Yorkshire and The Humber","West Yorkshire","145","140","42030","39240"
"In post","2021","White","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","65","65","64450","64500"
"In post","2021","White","Inspector of Education and Training","East of England","East Anglia","80","75","64630","64500"
"In post","2021","White","Inspector of Education and Training","London","Inner London - West","195","190","66600","70500"
"In post","2021","White","Inspector of Education and Training","North West (England)","Greater Manchester","105","105","65290","64500"
"In post","2021","White","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","67170","75500"
