"Status","Year","Organisation","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","London","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","London","Female","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Female","55","50","28620","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Male","35","30","29460","27680"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Female","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Female","55","55","40190","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Male","40","40","40250","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Female","85","80","29260","26380"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Male","40","40","30140","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Female","80","70","29780","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Male","55","55","29690","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Female","50","45","28690","26380"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Male","50","45","30860","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Female","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Male","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Female","30","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Female","55","50","29700","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Male","35","35","31170","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Female","55","50","29970","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Male","30","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Female","35","35","30750","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Male","30","30","32250","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Female","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Female","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Female","55","50","27830","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Male","65","60","31010","29840"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Female","45","40","33930","31570"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Male","40","40","32780","31690"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North East (England)","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North East (England)","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","Female","135","125","24940","23560"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","Male","85","80","26350","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Female","55","50","25200","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Male","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Female","100","95","29020","27960"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Male","70","70","30140","25330"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Female","170","155","25150","23680"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Male","95","90","26140","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Wales","Female","160","145","24350","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Wales","Male","85","80","26300","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Female","115","105","25040","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Male","65","65","27990","26460"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Female","75","75","25990","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Male","75","70","28540","25330"
"In post","2021","Animal and Plant Health Agency","Other","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","South East (England)","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Female","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","Female","275","255","31580","28510"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","Male","180","175","34470","32560"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","Female","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wales","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","Female","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Female","50","45","42520","37910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Male","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","Female","30","30","42140","37690"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","Female","10","5","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","Female","60","55","47400","38500"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","Male","55","55","46550","44060"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Female","3395","3325","47110","40600"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Male","3015","3000","52870","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North East (England)","Female","250","230","28300","24210"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North East (England)","Male","160","160","31150","25170"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Female","240","235","45280","38990"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Male","200","200","48930","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Scotland","Female","45","45","48150","36460"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Scotland","Male","35","35","48250","50010"
