"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Chinese","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","AA/AO","Female","175","155","21850","21010"
"In post","2021","Declared disabled","Mixed","AA/AO","Male","115","110","23160","21430"
"In post","2021","Declared disabled","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","EO","Female","230","205","28030","27570"
"In post","2021","Declared disabled","Mixed","EO","Male","140","135","28480","27570"
"In post","2021","Declared disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","G6/G7","Female","75","65","59230","57740"
"In post","2021","Declared disabled","Mixed","G6/G7","Male","65","60","58090","55220"
"In post","2021","Declared disabled","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SEO/HEO","Female","165","160","35680","35000"
"In post","2021","Declared disabled","Mixed","SEO/HEO","Male","110","105","38000","37040"
"In post","2021","Declared disabled","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Female","75","70","33490","32360"
"In post","2021","Declared disabled","Mixed","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","AA/AO","Female","30","30","22140","21270"
"In post","2021","Declared disabled","Other ethnicity","AA/AO","Male","40","35","22530","20650"
"In post","2021","Declared disabled","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","EO","Female","70","65","28790","27570"
"In post","2021","Declared disabled","Other ethnicity","EO","Male","45","45","28060","27570"
"In post","2021","Declared disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SEO/HEO","Female","50","50","37460","36540"
"In post","2021","Declared disabled","Other ethnicity","SEO/HEO","Male","45","45","37590","37100"
"In post","2021","Declared disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","AA/AO","Female","300","250","21760","21010"
"In post","2021","Declared disabled","Undeclared","AA/AO","Male","300","280","22780","21010"
"In post","2021","Declared disabled","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","EO","Female","345","310","28080","27570"
"In post","2021","Declared disabled","Undeclared","EO","Male","340","315","28390","27570"
"In post","2021","Declared disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","G6/G7","Female","60","55","57690","55410"
"In post","2021","Declared disabled","Undeclared","G6/G7","Male","105","100","57910","57020"
"In post","2021","Declared disabled","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SEO/HEO","Female","175","165","36130","35570"
"In post","2021","Declared disabled","Undeclared","SEO/HEO","Male","295","280","37670","36800"
"In post","2021","Declared disabled","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Female","55","50","30710","30210"
"In post","2021","Declared disabled","Undeclared","Unknown","Male","50","50","38390","37170"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","AA/AO","Female","250","200","21750","21300"
"In post","2021","Declared disabled","Unknown","AA/AO","Male","175","155","22950","21050"
"In post","2021","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","Female","205","185","28330","27570"
"In post","2021","Declared disabled","Unknown","EO","Male","180","165","30170","29290"
"In post","2021","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","G6/G7","Female","55","50","56470","55010"
"In post","2021","Declared disabled","Unknown","G6/G7","Male","55","55","60460","59460"
"In post","2021","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Female","135","125","36660","35890"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Male","160","150","37940","36920"
"In post","2021","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","AA/AO","Female","7685","6425","21390","21010"
"In post","2021","Declared disabled","White","AA/AO","Male","5200","4860","22570","21010"
"In post","2021","Declared disabled","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","EO","Female","7800","6845","27360","27570"
"In post","2021","Declared disabled","White","EO","Male","4620","4370","27880","27570"
"In post","2021","Declared disabled","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","G6/G7","Female","2040","1940","57970","55680"
"In post","2021","Declared disabled","White","G6/G7","Male","1775","1725","58790","57130"
"In post","2021","Declared disabled","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","SCS level","Female","175","165","86930","80000"
"In post","2021","Declared disabled","White","SCS level","Male","195","190","91110","81760"
"In post","2021","Declared disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","SEO/HEO","Female","5410","5065","36030","34800"
"In post","2021","Declared disabled","White","SEO/HEO","Male","4230","4090","37060","36160"
"In post","2021","Declared disabled","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","Female","1495","1375","30150","29100"
"In post","2021","Declared disabled","White","Unknown","Male","450","430","33820","33050"
"In post","2021","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","AA/AO","Female","3660","3030","22100","21300"
"In post","2021","Declared non-disabled","Asian","AA/AO","Male","2710","2580","22270","21010"
"In post","2021","Declared non-disabled","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","EO","Female","4495","4045","28300","27960"
"In post","2021","Declared non-disabled","Asian","EO","Male","3340","3270","28060","27570"
"In post","2021","Declared non-disabled","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","G6/G7","Female","1245","1195","58250","56610"
"In post","2021","Declared non-disabled","Asian","G6/G7","Male","1065","1055","59220","57680"
"In post","2021","Declared non-disabled","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","SCS level","Female","120","110","89500","80540"
"In post","2021","Declared non-disabled","Asian","SCS level","Male","110","110","90220","86250"
"In post","2021","Declared non-disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","SEO/HEO","Female","3040","2920","36640","36160"
"In post","2021","Declared non-disabled","Asian","SEO/HEO","Male","2735","2685","37220","36160"
"In post","2021","Declared non-disabled","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Female","320","295","29270","28200"
"In post","2021","Declared non-disabled","Asian","Unknown","Male","165","155","31050","30210"
"In post","2021","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","AA/AO","Female","1855","1680","23230","23130"
"In post","2021","Declared non-disabled","Black","AA/AO","Male","1270","1235","25240","24120"
"In post","2021","Declared non-disabled","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","EO","Female","2855","2710","29150","29290"
"In post","2021","Declared non-disabled","Black","EO","Male","1405","1380","29080","29080"
"In post","2021","Declared non-disabled","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","G6/G7","Female","595","585","57710","56070"
"In post","2021","Declared non-disabled","Black","G6/G7","Male","385","380","59030","57460"
"In post","2021","Declared non-disabled","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","SCS level","Female","35","35","87710","80650"
"In post","2021","Declared non-disabled","Black","SCS level","Male","30","30","93520","82300"
"In post","2021","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","SEO/HEO","Female","1890","1850","37040","36160"
"In post","2021","Declared non-disabled","Black","SEO/HEO","Male","1145","1130","37740","36370"
"In post","2021","Declared non-disabled","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Female","430","415","31030","28200"
"In post","2021","Declared non-disabled","Black","Unknown","Male","175","170","30440","28200"
"In post","2021","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","AA/AO","Female","120","105","21610","21010"
"In post","2021","Declared non-disabled","Chinese","AA/AO","Male","95","90","22800","21430"
"In post","2021","Declared non-disabled","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","EO","Female","140","130","27800","27570"
"In post","2021","Declared non-disabled","Chinese","EO","Male","95","95","27630","27570"
"In post","2021","Declared non-disabled","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","G6/G7","Female","120","120","58410","56640"
"In post","2021","Declared non-disabled","Chinese","G6/G7","Male","80","80","57790","55720"
"In post","2021","Declared non-disabled","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","Female","180","175","37680","36790"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","Male","135","135","37630","36160"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","AA/AO","Female","805","720","22480","21180"
"In post","2021","Declared non-disabled","Mixed","AA/AO","Male","585","565","24150","22680"
"In post","2021","Declared non-disabled","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","EO","Female","1000","940","27930","27570"
"In post","2021","Declared non-disabled","Mixed","EO","Male","595","575","28160","27570"
"In post","2021","Declared non-disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","G6/G7","Female","515","490","58250","57230"
"In post","2021","Declared non-disabled","Mixed","G6/G7","Male","455","450","58560","56350"
"In post","2021","Declared non-disabled","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","SCS level","Female","55","50","83730","80360"
"In post","2021","Declared non-disabled","Mixed","SCS level","Male","55","55","86220","77840"
"In post","2021","Declared non-disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","Female","955","925","36530","35900"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","Male","755","745","37130","36470"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Female","195","180","29500","30020"
"In post","2021","Declared non-disabled","Mixed","Unknown","Male","70","70","31760","30210"
"In post","2021","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","Female","240","205","22550","21440"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","Male","185","180","24520","22490"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","EO","Female","315","295","28380","27940"
"In post","2021","Declared non-disabled","Other ethnicity","EO","Male","210","205","28160","27570"
"In post","2021","Declared non-disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","Female","150","140","59450","58800"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","Male","150","145","59470","57460"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","Female","265","255","37630","36650"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","Male","225","220","38440","37060"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Female","40","35","29370","28200"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","AA/AO","Female","1310","1065","21550","21010"
"In post","2021","Declared non-disabled","Undeclared","AA/AO","Male","1130","1080","23020","21020"
"In post","2021","Declared non-disabled","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","EO","Female","1445","1255","28060","27570"
"In post","2021","Declared non-disabled","Undeclared","EO","Male","1410","1335","28250","27570"
"In post","2021","Declared non-disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","G6/G7","Female","340","325","58770","57460"
"In post","2021","Declared non-disabled","Undeclared","G6/G7","Male","675","655","60080","58120"
"In post","2021","Declared non-disabled","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","SCS level","Male","40","35","91280","83330"
"In post","2021","Declared non-disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","SEO/HEO","Female","905","855","36630","36040"
"In post","2021","Declared non-disabled","Undeclared","SEO/HEO","Male","1420","1380","38040","37100"
"In post","2021","Declared non-disabled","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Female","120","110","31470","32390"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Male","105","100","38760","37170"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Female","1910","1575","21560","21010"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Male","1405","1345","23110","21050"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","EO","Female","1480","1305","27730","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Male","1105","1080","28100","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Female","465","435","57670","55610"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Male","590","575","59530","58240"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Female","55","50","91250","86140"
"In post","2021","Declared non-disabled","Unknown","SCS level","Male","60","60","100650","95500"
"In post","2021","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Female","1005","935","36600","35700"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Male","1110","1065","38350","37330"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Female","275","235","32930","33360"
"In post","2021","Declared non-disabled","Unknown","Unknown","Male","140","130","34330","34340"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","AA/AO","Female","41690","35525","21630","21010"
"In post","2021","Declared non-disabled","White","AA/AO","Male","29565","28415","23370","21430"
"In post","2021","Declared non-disabled","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","EO","Female","39255","34890","27200","27570"
"In post","2021","Declared non-disabled","White","EO","Male","28270","27170","27700","27570"
"In post","2021","Declared non-disabled","White","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","White","G6/G7","Female","17485","16480","58390","56500"
"In post","2021","Declared non-disabled","White","G6/G7","Male","18880","18500","59420","57620"
"In post","2021","Declared non-disabled","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","SCS level","Female","2035","1925","87390","80140"
"In post","2021","Declared non-disabled","White","SCS level","Male","2360","2320","92300","83820"
"In post","2021","Declared non-disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","SEO/HEO","Female","36410","34175","36300","35200"
"In post","2021","Declared non-disabled","White","SEO/HEO","Male","34015","33230","37390","36590"
"In post","2021","Declared non-disabled","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Unknown","Female","5850","5350","30460","30210"
"In post","2021","Declared non-disabled","White","Unknown","Male","2600","2545","35870","33950"
"In post","2021","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","AA/AO","Female","205","165","22100","21010"
"In post","2021","Undeclared","Asian","AA/AO","Male","155","145","23880","21430"
"In post","2021","Undeclared","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","EO","Female","220","205","28440","27570"
"In post","2021","Undeclared","Asian","EO","Male","205","200","28230","27570"
"In post","2021","Undeclared","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","G6/G7","Female","70","70","57610","57430"
"In post","2021","Undeclared","Asian","G6/G7","Male","50","50","57270","54700"
"In post","2021","Undeclared","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","SEO/HEO","Female","155","145","36810","36330"
"In post","2021","Undeclared","Asian","SEO/HEO","Male","130","130","36940","35810"
"In post","2021","Undeclared","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","AA/AO","Female","165","150","25180","24150"
"In post","2021","Undeclared","Black","AA/AO","Male","130","125","28650","26630"
"In post","2021","Undeclared","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","EO","Female","155","145","29930","30220"
"In post","2021","Undeclared","Black","EO","Male","90","85","30330","29630"
"In post","2021","Undeclared","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Black","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","SEO/HEO","Female","100","95","36300","36160"
"In post","2021","Undeclared","Black","SEO/HEO","Male","65","65","38730","37860"
"In post","2021","Undeclared","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","EO","Female","10","10","[c]","[c]"
