"Status","Year","Disability","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Female","385","365","43220","38420"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Male","315","310","45000","38420"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Operational Delivery","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Project Delivery","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
